#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b3135//b1008//b2421//b4355//
AlaS-L-alanine	b3855//
AllS-allantoin	b2571//b0396//b0812//
AraC-L-arabinose	b2367//b0041//b2484//b1334//b0463//b1211//b1814//b0180//b0428//b0723//b0161//b3852//b1796//b2799//
ArcA-Phosphorylated	b1160//b4321//b3925//b1300//b3701//b3212//b4079//b2488//b2375//b3314//b3311//b0590//b1321//b3600//b0980//b2077//b1492//b1132//b3117//b0777//b0886//b2601//b3752//b2068//b2424//b2570//b1321//b4187//b0585//b1782//b3071//b4036//b4195//b3276//b1682//b2231//b4376//b0756//b2673//b2911//b0177//b1882//b3132//b0118//b2278//b3582//b2497//b0614//b4030//b3132//b3170//b4118//b4438//b0462//b4238//b0403//b4254//b4406//b1241//b2197//b1387//b1241//b1302//b0398//b3959//b2242//b1682//b2528//b0872//b0945//b4291//b4014//b2660//b1111//b3115//b0621//b1846//b1681//b1130//b2570//b4268//sroD//b2730//b3907//b3134//b2662//b2235//b2913//b4024//b2708//b4138//b2975//b1704//b2852//b0041//b3577//b1706//b3230//b1300//b1597//b1130//b3237//b0862//b2240//b1588//b2476//b0190//b0812//b0812//b3273//b4376//b0776//b2370//b1394//b2962//b1617//b1588//b2800//b0777//b4316//b2674//b2799//b1287//b2717//b0389//b0429//b1611//b1512//b1594//b4171//b4013//b0677//b2557//b0974//b0945//b0198//b2488//b1744//b1884//b3688//b4016//b4319//b2422//b0572//b1221//b2531//b2213//b2234//b3479//b1530//b0044//b3364//b4670//b3123//b1889//b1734//b2607//b0595//b4316//b1748//b1593//b4024//b4006//b3364//b0336//b4154//b1475//b0403//b3855//b0019//b4125//b0080//b2721//b1501//b0463//b0124//b3600//
ArgP-L-arginine	b1321//b4384//b4326//b2277//b2617//b3394//b2580//b0758//b2223//b0679//b1859//b1684//b4209//b1589//b3941//b3278//
ArgR-L-arginine	b3509//b3860//b0819//b2375//b0617//b4036//b3581//b2799//b3577//b1302//b0820//b3575//b1482//b2063//b4317//b0805//b4035//b2341//b3243//b3541//b3326//b4170//b3616//b0723//b0936//b1391//b4059//b0570//b3478//b0907//b2802//b3311//b1474//b3581//b0020//b1901//b1680//b0553//b2673//
AtoC-phosphorylated	b3165//b2671//b1658//b2365//
BaeR-Phosphorylated	b2367//b3408//b3316//b1190//b2601//b1222//b2344//b2662//
BirA-bio-5-AMP	b1023//b3970//b1516//b1515//b2801//
CRP-cAMP	b0153//b3480//b0908//b4476//b1900//b0997//b0312//b1680//b3578//b3424//b3927//b3959//b3222//b4070//b2535//b3564//b2750//b4239//b1132//b4467//b4400//b2309//b1590//b4079//b2712//b1429//b0039//b2076//b2703//b1002//b1900//b2702//b2673//b2107//b4003//b4171//b3321//b3479//b3365//b2428//b3759//b4197//b0313//b2374//b0398//b3169//b4123//b0240//b0734//b0724//b1594//b0166//b4382//b4592//b1007//b2554//b3750//b2957//b3227//b0112//b3615//b4016//b3413//b0182//b1298//b0403//b3751//b0841//b0605//b3902//b3438//b3851//b2095//b4111//b1299//b4637//b3124//b2483//b3312//b0676//b3611//b3544//b0929//b1263//b2631//b0613//b3906//b0907//b2557//b0934//b4416//b0903//b2205//b3971//b4172//b0566//b3670//b1593//b4400//b4073//b1429//b3317//b1323//b0156//b4416//b0908//b3864//b4288//b4293//b3223//ilvG_2//b0566//b0389//b1748//b4398//b2754//b2430//b1682//b4073//b1679//b1736//b0781//b2965//b0975//b0764//b2213//b0343//b2203//b3320//b2107//b3454//b0430//b0240//b1393//b2588//b0566//b3320//b3905//b2507//b1884//b2911//b2079//b3315//b2469//b3481//b0681//b0333//b2730//b0182//b4194//b2428//b4119//b2703//b1901//b4013//b4039//b2155//b1113//b2938//b2728//b1781//b0721//b4070//b4102//b2344//b0111//b0166//b2094//b1982//b2280//b1987//b2277//b4187//b4030//b0241//b2579//b2730//b1208//b4315//b4502//b4032//b0972//b1805//b4460//b2732//b4171//b2588//b2287//b0683//b1735//b4309//b4008//b0343//b1429//b0338//b3766//b4393//b1780//b2282//b3072//b4502//b0168//b0240//b2997//b4311//b1743//b0042//b2196//b4381//b3806//b2243//b4169//b3905//b1338//b0428//b3265//b4098//b2584//b1738//b3579//b1715//b2195//b3725//b2029//b1007//b2799//b1746//b3806//b3437//b0035//b1814//b4003//b3451//b2531//b1182//b1746//b0734//b3926//b0933//b3077//b3275//b2943//b2486//b3708//b3453//b0978//b1127//b3395//b3533//b3317//phnE_2//b2284//b0781//b3213//b1492//b0677//b1287//b3493//b4393//b1594//b3172//b4100//b0814//b3859//b2727//b2994//b3313//b3037//b4000//b0814//b2529//b1683//b0775//b0682//b3583//b0180//b1062//b3851//b0182//b0312//b1245//b1499//b1041//b3912//b3231//b4324//b2416//b3940//b0589//b2483//b0064//b4406//b1655//b2675//b2232//b0864//b4417//b1394//b3125//b0933//b2499//b3540//b3125//b3669//b3721//b2312//b4599//b4123//b2729//b0595//b3278//b2509//b3604//b1297//b1706//b2731//b2723//b2342//b4451//b2143//b4174//b1547//b2570//b2756//b3868//b2723//b2727//b0597//b4209//b3531//b2607//b1497//b0462//b4000//b0764//b1223//b2676//b0864//b0827//b3312//b3025//b3672//b0432//b4441//b4322//b2077//b2659//b1612//b4099//b2307//b2417//b0197//b0864//b1323//b2211//b3096//b2279//b4401//b2194//b3403//b1043//b4101//b0684//b3958//b2962//b0978//b0937//b0460//b1886//b2171//b3394//b4169//b4476//b4264//b3167//b0204//b0777//b3528//b3723//b3223//b3903//b2962//b2756//b0124//b2198//b3601//b1207//b2818//b0681//b2990//b3583//b3123//b1224//b4013//yegZ//b1810//b3616//b3666//b2937//b0995//b3757//b3925//b0765//b3314//b2943//b2590//b1421//b1387//b2631//b1022//b0221//b0619//b3903//b3530//b0929//b1590//b2094//b1338//b0432//b2068//b3430//b0061//b0179//b1476//b1037//b2373//b1335//b2997//b2529//b3599//b1062//b3452//b4467//b2528//b1021//b4438//b4265//b2148//b1805//b0462//b1265//b3026//b2312//b0591//b2156//b2750//b4094//b2756//b2712//b4264//b1515//b1901//b0734//b4240//b0048//b1407//b1272//b3528//b3511//b0191//b0880//b3752//b1130//b0035//b3221//b1208//b0598//b3124//b2078//b0190//b4032//b4468//b1884//b0929//b0077//b4032//b1113//b3707//b3261//b1022//b0347//b2194//b2278//b4072//b3365//b0886//b2488//b0154//b3870//b3327//b4382//b4268//b0574//b4698//b0020//b3324//b1616//b2673//b0565//b4132//b3530//b4096//b3392//b3566//b0594//b1737//b1392//b2660//b0861//b3081//b1515//b3169//b3611//b0179//b4592//b3530//b4094//b2713//b0241//b1511//b4104//b1744//b3752//b0776//b0754//
