#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b4699//b2705//b4194//b0112//
AlaS-L-alanine	b3429//
AllS-allantoin	b3222//b1182//b4073//
AraC-L-arabinose	b0333//phnE_2//b2092//b4239//b2867//b1136//b0198//b3726//b1209//b1265//b3723//b0523//b2912//b2800//
ArcA-Phosphorylated	b0109//b1388//b3672//b3410//b0895//b4151//b0594//b2296//b3116//b2732//b1718//b0462//b1922//b0722//b3748//b4287//b4120//b0062//b2661//b1321//b1519//b1224//b2423//b0343//b1733//b2464//b3957//b2499//b2243//b2961//b2715//b1546//b0151//b0572//b0342//b3940//b4010//b2342//b2535//b0207//b1391//b2728//b3831//b2374//b0734//b4004//b1039//b4070//b3853//b1043//b0368//b1264//b2194//b0722//b4138//b1613//b4002//b2942//b1190//b2718//b3171//b3926//b3276//b3214//b2708//b4376//b1681//b4310//b2421//b0819//b2287//b3332//b0484//b1658//b3828//b4400//b4326//b1007//b0336//b2838//b3077//b1010//b0034//b4099//b3942//b3025//b3116//b2631//b2196//b2146//b0330//b2675//b4104//b0726//b1338//b0396//b3261//b4242//b0895//yegZ//b0034//b1745//b3508//b2755//b2469//b2617//b1010//b3319//b3493//b2500//b4014//b1223//b1498//b3851//b4075//b2341//b2371//b0110//b0903//b0896//b1736//b2236//b1321//b1888//b2150//b2721//b2308//b2288//b2424//b2078//b2938//b3008//b0347//b0183//b2284//b0933//b4175//b0191//b1246//b2803//b4511//b0676//b3481//b0931//b2800//b2801//b1112//b2980//b0557//b0080//b2407//b2500//b0351//b4241//b0781//b2957//b0333//b3328//b4287//b2291//b1393//b2727//b3580//b0273//b2752//b1902//b4074//b1037//b2926//b3666//b2580//b0754//b2730//b2760//b2866//b0516//b1492//
ArgP-L-arginine	b0154//b0031//b2750//b2232//b1718//b3430//b2868//b4671//b2498//b3578//b4291//b2991//b2509//b1748//b0756//b2198//
ArgR-L-arginine	b1817//b0038//b3261//b1817//b3450//b1474//b0396//b2725//b1745//b1136//b2977//b1851//b3125//b1747//b3243//b2580//b0727//b3266//b2485//b3605//b3854//b1719//b0048//b0198//b2276//b3863//b2994//b3759//b3942//b2288//b1474//b2977//b4120//b4015//b3126//b2868//b2732//b4417//b3169//
AtoC-phosphorylated	b3938//b4168//b0682//b0115//
BaeR-Phosphorylated	b3912//b2365//b1261//b0929//b2583//b0783//b2579//b0935//
BirA-bio-5-AMP	b2760//b0953//b3959//b4131//b4476//
CRP-cAMP	b2730//b1011//b2422//b1715//b0606//b1672//b0864//b2093//b2344//b3167//b0997//b2724//b1589//b4187//b3365//b4093//b2373//b1301//b0349//b1501//b0161//b2487//b4289//b4015//b3565//b0726//b4016//b2414//b2713//b1016//b2606//b4702//b0621//b2286//b0812//b0570//b1612//b3038//sroD//b4321//b2470//b0583//b0484//b1016//b0945//b3480//b2095//b0619//b0606//b2279//b3700//b1393//b4201//b2009//b2464//b4073//b4168//b1846//b1885//b3481//b2156//b0221//b0202//b2963//b2291//b3356//b0484//b2923//b0894//b1298//b3335//b3169//b4122//b1515//b2993//b3172//b3240//b0553//b2424//b2280//b4124//b2607//b0907//b2203//b2631//b0724//b1745//b4238//b1797//b1475//b0573//b1907//b4233//b3225//b0593//b4054//b4669//b4079//b2498//b1492//b4393//b4168//b0197//b2803//b0115//b3855//b4441//b4460//b2800//b3437//b4441//b3335//b1022//b0861//b2221//b4171//b1300//b2992//b3328//b3243//b0440//b3441//b0313//b3008//b1397//b4567//b0584//b0312//b3583//b1221//b3314//b4040//b2422//b2280//b1492//b0755//b3241//b3605//b2500//b0727//b3366//b4238//b1859//b1590//b3870//b3366//b1132//b4239//b3224//b3394//b0460//b0204//b2194//b2372//b2075//b4151//b1252//b3544//b3321//b4068//b3274//b0077//b4033//b3868//b2589//b0031//b2671//b2764//b1713//b2341//b3902//b1987//b3707//b2465//b0598//b3005//b3207//b2704//b3753//b2291//b0598//b1781//b3236//b3830//b0378//b4291//b3241//b3071//b1264//b2490//b2201//b0908//b1546//b3721//b2416//b4034//b2706//b3366//b2091//b4035//b4118//b1706//b2487//b1746//b2987//b3164//b0873//b1547//b3616//b0036//b3333//b1043//b2571//b3667//b0078//b1779//b2423//b3072//b0583//b3212//b4476//b3509//b1517//b2757//b0778//b2163//b2719//b2240//b1719//b3578//b0862//b4160//b1817//b0032//b3326//b4317//b0605//b2309//b2194//b3477//b3115//b0346//b4133//b4160//b4311//b2903//b3168//b3329//b2078//efeU_2//b2153//b4381//b1887//b2756//b0109//b0754//b2373//b1715//b2709//b0189//b0841//b2241//b3611//b3038//b0116//b4441//b4506//b1796//b0908//b1189//b0720//b4099//b1127//b2429//b1881//b3167//b4129//b3091//b2208//b3756//b1265//b0564//b3908//b1397//b0598//b4439//b4007//b0860//b0351//b3726//b3321//b2488//b2729//b0197//b3091//b4132//b0622//b1715//b2752//b3753//b2470//b4075//b1322//b0728//b4187//b4203//b1247//b1532//b2370//b3452//b0778//b4132//b1226//b1513//b3864//b1712//b1300//b0895//b3266//b4291//b0889//b3171//b1407//b4079//b3394//b1852//b2213//b1719//b4008//b3261//b1714//b3756//b4159//b2509//b2311//b3940//b1713//b1337//b2310//b3409//b4054//b4320//b0112//b4002//b2063//b0729//b1256//b4093//b4007//b0344//b3231//b0516//b2965//b4266//b2498//b0367//b3329//b3317//b3670//b2609//b2994//b3702//b2727//b0205//b1904//b4054//b1521//b2423//b0191//b1748//b0124//b0583//b4316//b1546//b4506//b1209//b4292//b4317//b2554//b1379//b1379//b1024//b1780//b4123//b0781//b3942//b3458//b4310//b4242//b0935//b4007//b1671//b3726//b1970//b0353//b3395//b1392//b2146//b3469//b2530//b2308//b1262//b0440//b3035//b2991//b0953//b0880//b2708//b3161//b2202//b1846//b3615//b2203//b2997//b1223//b4592//b1111//b3829//b3688//b4076//b2243//b3425//b1706//b1245//b0517//b2591//b1130//b2608//b0970//b4268//b3035//b2805//b2805//b3394//b2151//b2759//b3907//b2725//b0108//b3868//b2203//b0997//b4097//b2366//b2818//b2236//b0334//b1805//b0756//b0617//b0566//b2705//b3575//b4268//b3450//b0366//b0996//b1513//b4431//b0588//b3276//b2591//b4094//b4289//b1043//b0585//b1531//b2406//b3610//b3408//b0584//b1430//b1379//b1261//b3583//b1814//b4450//b2392//b1920//b3571//b4476//b2222//b3601//b2727//b2916//b3723//b1530//b1012//b2277//b1385//b0348//b0908//b4175//b4106//b4468//b4670//b1798//b2095//b2063//b0594//b3604//b1500//b0367//b3615//b1613//b0202//b0606//b2297//b4193//b0936//b0198//b2838//b2962//b2425//b2976//b2155//b0125//b1038//b3357//b4476//b4058//b3543//b3123//b3425//b4238//
