#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0517//b4016//b4324//b1826//
AlaS-L-alanine	b2232//
AllS-allantoin	b4468//b1821//b0431//
AraC-L-arabinose	b2964//b4193//b0862//b3851//b3904//b0080//b4392//b1210//b4567//b1922//b1817//b4197//b2535//b0980//
ArcA-Phosphorylated	b4097//b0462//yegZ//b4014//b4398//b1921//b2535//b1036//b3393//b4002//b1189//b0463//b2535//b1256//b2868//b2485//b2756//b4024//b2283//b1713//b2476//b4291//b2530//b4010//b3450//b2242//b3957//b3829//b0043//b4268//b4062//b4069//b1519//b0957//b2009//b3328//b4132//ilvG_2//b0606//b0721//b2671//efeU_2//b3424//b2422//b1746//b0756//b0109//b0734//b3008//b0974//b2201//b1612//b4187//b1182//b3870//b2279//b3478//b2152//b0945//b1513//b2239//b2977//b3070//b2297//b4133//b2997//b1298//b2499//b3072//b2311//b1616//b1397//b1547//b4451//b3275//b3127//b3757//b2591//b1016//b3576//b1881//b0597//b1299//b2163//b0564//b0273//b3095//b1798//b0782//b3165//b1296//b2236//b3852//b3424//b1379//b4175//b2278//b2607//b1588//b0273//b0589//b2630//b0114//b1136//b0460//b3521//b4467//b3450//b0764//b4324//b2085//b0353//b0596//b1547//b3831//b3426//b0368//b4059//b0106//b1209//b3851//b0048//b2601//b3518//b0571//b3907//b0197//ilvG_2//b4471//b1497//b2904//b4197//ilvG_2//b2841//b0080//b2029//b1512//b0973//b2235//b4592//b0622//b3123//b3961//b2297//b2711//b2852//b2727//b4058//b1987//b4319//b1130//b4237//b4382//b3564//b4037//b2240//b4201//b3667//b1391//b1276//b3853//b2905//b1387//b0330//b4460//b3357//b3426//b4669//b2993//b2094//b3669//b3511//b2557//b2799//b4173//b2912//b2143//
ArgP-L-arginine	b1810//b0904//b0189//b4268//ilvG_1//b3277//b2341//b3723//b3437//b0860//b0584//b4194//b2991//b3274//b4062//b1682//
ArgR-L-arginine	b0333//b2369//b4238//b4118//b2965//b0726//b2306//b1679//b2236//b4174//b2804//b0592//b1748//b2393//b2911//b2758//b1160//b1886//b2805//b1220//b2927//b0783//b1256//b4416//b0621//b3957//b1902//b3531//b2484//b4237//b4249//b1680//b2239//b3266//b0972//b3540//b1390//b2530//b4203//
AtoC-phosphorylated	b1393//b3115//b3326//b0043//
BaeR-Phosphorylated	b0880//b1735//b0575//b2107//b2763//b0720//b1907//b4397//
BirA-bio-5-AMP	b3707//b1517//b1189//b4100//b0340//
CRP-cAMP	b3608//b0887//b0036//b1324//b3077//b4502//b2913//b3423//b3273//b2221//b1493//b3722//b3214//b3905//b0191//b3449//b0019//b2937//b1901//b3431//b1761//b3316//b0826//b3869//b4311//b1597//b1227//b2723//b2222//b0347//b2977//b0723//b1670//b3326//b3265//b2365//b1500//b2754//b3748//b1038//b3806//b0977//b4502//b0570//b2204//b4240//b0903//b1747//b2609//b0044//b3325//b3578//b2416//b1008//b1743//b0202//b0123//b0781//b2498//b4175//b0976//b2198//b3426//b0123//b0575//b2942//b0428//b0064//b3437//b3072//b3958//b1160//b2077//b4118//b1589//b2528//b0181//b2421//b4233//b1261//b3905//b1415//b2663//b0617//b0862//b2491//b1738//b3564//b2591//b3702//b3708//b2725//b0461//b1062//b3671//b0340//b0366//b2557//b3669//b2994//b0450//b4291//b0161//b0722//b2149//b3392//b0681//b2491//b2923//b1591//b1036//b0110//b4240//b4154//b0397//b1900//b3005//b0154//b2669//b1738//b0757//b1389//b0201//b2341//b1616//b2551//b3243//b1392//b1613//b2197//b1002//b1620//b2704//b1022//b1779//b4367//b2993//b4125//b0675//b1922//b3518//b3852//b1385//b4599//b3070//b1733//b2369//b4079//b2221//b3333//b1531//b1182//b1024//b3450//b0166//b2868//b3773//b3127//b0573//b0722//b4070//b3005//b1324//b0080//b0429//b2076//b2310//b2487//b0204//b3521//b2486//b2239//b2365//b1062//b2529//b0113//b3725//b2503//b0125//b4439//b2996//b4092//b1498//b2992//b1265//b2291//b1136//b4177//b1397//b4159//b3565//b1209//b0887//b3450//b0312//b2290//b4311//b3335//b3213//b0182//b0588//b0805//b4030//b3588//b3601//b3769//b3581//b0367//b3583//b3903//b3852//b4309//b2729//b2996//b3608//b2372//b3969//b3333//b2365//b0723//b0935//b4376//b0034//b4264//b4242//b4426//b1022//b3127//b3452//b3616//b0734//b1531//b0864//b1102//b1819//b4072//b3165//b3006//b2282//b2213//b1220//b2608//b2282//b0388//b1227//b2927//b1221//b3959//b0182//b3437//b2365//b0396//b2996//b2152//b4170//b1594//b2818//b2710//b4384//b3859//b0384//b3329//b3325//b2964//b2499//b2309//b4398//b0365//b2660//b3395//b0557//b1043//b4198//b0887//b3006//b1716//b3275//b3530//b4010//b1391//b1209//b3070//b4382//b2106//b1620//b4159//b4118//b1885//b1681//b1336//b3326//b1902//b0782//b1735//b3213//b4670//b0124//b3567//b3958//b2725//b3222//b1043//b0931//b4401//b1415//b3460//b1540//b0150//b0311//b2724//b2148//b4354//b2486//b3479//b3688//b1761//b4264//b2201//b0031//b4054//b1189//b4699//b0774//b3671//b4160//b4249//b0931//b0929//b0080//b1669//b1113//b0241//b0336//b2416//b1388//b3957//b4401//b2200//b1244//b3939//b3118//b0929//b0775//b0311//b1902//b3311//b4438//b4241//b1922//b0977//b0111//b3096//b4092//b1987//b0388//b2208//b4039//b4309//b0820//b2614//b1535//b2589//b0573//b0399//b3261//b4196//b4397//b0977//b3265//b1587//b2171//b2818//b3095//b2975//b3313//b0273//b2757//b2285//b0775//b4315//b0933//b0976//b3830//b2554//b4008//b2224//b2465//b3968//b0031//b2075//b1821//b1127//b0720//b3617//b1907//b3365//b2557//b3363//b1475//b0184//b3326//b1182//b0781//b3493//b3581//b0314//b3860//b1885//b1537//b0970//b0115//b3971//b4173//b0044//b1887//b1546//b1621//b1415//b1530//b2752//b3394//b3438//b3113//b0377//b4172//b3394//b2706//b0598//b1846//b4290//b2200//b0181//b3476//b3617//b2756//b0343//b4015//b1008//b3868//b4067//b2804//b3508//b4239//b4131//b4310//b0221//b0997//b1379//b3409//b2487//b0904//b2213//b2597//b2202//b0398//b1010//b3242//b2242//b1511//b0841//b2804//b2600//b0039//b4015//b3171//b0428//b4200//b3845//b2372//b2311//b3081//b2500//b3324//b3869//b1761//b4101//b1261//b3469//b1826//b0874//b3331//b4094//b1597//b3725//b4198//b0043//b2148//b4293//b1226//b4152//b0774//b2669//b1129//b4124//b4058//b1246//b2728//b3854//b3416//b1136//b1020//b0201//b3766//b2306//b1020//b3961//b1223//b0959//b0724//b1907//b3707//b4069//b1588//b4702//b1499//b1713//b0774//b0724//b4063//b4467//b2476//b3853//b4074//b3230//b1112//
