#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0336//b1658//b1514//b0619//
AlaS-L-alanine	b0785//
AllS-allantoin	b3481//b3581//b3409//
AraC-L-arabinose	b0763//b4062//phnE_2//b2085//b2085//b0191//b0598//b2221//b4129//b4095//b1493//b0517//b3772//b1747//
ArcA-Phosphorylated	b2194//b0207//b2715//b3726//b2965//b2199//b3941//b3600//b1476//b0221//b0178//b4014//b1779//b3364//b3224//b2371//b2868//b0063//b2709//b0781//b3722//b2215//b4063//b1621//b2926//b3356//efeU_2//b1519//b2371//b1336//b0400//b3452//b2281//b2206//b2730//b1737//b3222//b4129//b4139//b3265//b3237//b2470//b1130//b0347//b3766//b2727//b0728//b0109//b3416//b3934//b2489//b4195//b3668//b3266//b3853//b3057//b0979//b3450//b0110//b3274//b0995//b4177//b0040//b3855//b1336//b2991//b0344//b3328//b3317//b3724//b0109//b4037//b3518//b4118//b4439//b3912//b3274//b2720//b3770//b3240//b2725//b0973//b1429//b2580//b0684//b4237//b3405//b2213//b1220//b0351//b1682//b1021//b0340//b3214//b3906//b0201//b1530//b2085//b2483//b0314//b2148//b1395//b3207//b2150//b0765//b0153//b1396//b3006//b2591//b4314//b2715//b3543//b3123//b1298//b2375//b2393//b1671//b4072//b0904//b3413//b0895//b1780//b1535//b0078//b3364//b4095//b0400//b3461//b3511//b4439//b1499//b0765//b0976//b1263//b2240//b1336//b0396//b2995//b2422//b3450//b3903//b4319//b2723//b0080//b1719//b2371//b2222//b4033//b0031//b2223//b4431//b0565//b0682//b0338//b1040//b1674//b2341//b3940//b1611//b1892//b3610//b3423//b3912//b2197//b4698//b3615//b1736//b2583//b4007//b3458//b0894//b0776//b0820//b1264//b2197//b1673//b4502//
ArgP-L-arginine	b1712//b1517//b4209//b1299//b3026//b4367//b1712//b4382//b0776//b3166//b0463//b3118//b1547//b0606//b2091//b2584//
ArgR-L-arginine	b1482//b2163//b0314//b1718//b0205//b3318//b3321//b2095//b1779//b1669//b3091//b2727//b3316//b1736//b0345//b3072//b0080//b4120//b2554//b1669//b0153//b1781//b3452//b2912//b2708//b1379//b4035//b0886//b2309//b1589//b1338//b0592//b3908//b2763//b0340//b4131//b2841//b2962//b1810//
AtoC-phosphorylated	b3478//b3758//b1226//b3277//
BaeR-Phosphorylated	b1704//b0151//b4268//b2406//b4197//b2741//b2719//b1007//
BirA-bio-5-AMP	b1682//b2231//b0106//b1547//b0191//
CRP-cAMP	b2997//b1616//b3365//b0759//b2799//b4355//b1041//b4118//b4070//b3906//b1886//b1127//b1501//b4153//b2607//b2369//b4154//b2508//b2407//b2597//b1244//b4005//b3582//b2280//b3276//b0595//b2975//b1858//b3441//b0368//b2614//b3568//b2589//b2916//b1680//b4132//b0166//b4168//b3166//b0314//b3096//b1547//b3727//b2063//b4008//b3416//b0676//b4322//b4401//b3356//b2306//b4193//b1182//b0874//b1798//b0063//b0177//b4167//b1889//b0908//b0728//b4124//b0154//b4174//b2706//b2415//b3212//b3115//b2231//b3670//b1189//b2631//b1532//b1921//b3582//b3580//b2307//b3333//b2553//b0995//b0972//b3852//b1988//b1713//b4441//b0861//b1337//b2424//b4426//b1389//b3518//b2093//b0977//b0400//b0411//b1008//b3853//b0384//b1719//b0166//b3081//b0574//b1300//b0032//b4382//b0150//b2428//b0313//b2762//b0032//b3325//b3451//b0819//b1892//b0111//b1500//b0584//b1036//b2631//b2202//b2204//b2078//b1474//b4131//b2488//b3430//b3315//b0681//b4240//b1323//b0929//b0031//b4511//b3588//b2094//b2308//b3608//b2417//b3708//b0462//b2660//b2211//b0679//b3458//b3164//b3171//b1430//b4006//b1521//b4004//b0183//b1883//b0973//b1421//b0349//b2236//b3334//b2606//b2905//b0167//b3601//b1062//b4072//b0183//b0432//b0959//b2715//b2707//b0115//b2961//b1132//b0199//b2308//b2741//b2805//b3274//b0366//b2464//b2706//b2961//b3126//b1888//b0114//b0114//b0588//b0064//b2093//b1500//b3076//b1511//b2077//b4316//b2584//b0676//b2211//b1497//b0161//b0880//b2095//b3457//b0997//b4098//b4202//b2617//b4069//b4102//b2943//b3368//b3049//b3364//b1241//b2764//b2559//b0398//b2422//b3758//b1009//b0777//b3006//b1393//b4460//b1338//b2705//b0034//b4111//b3132//b3429//b0570//b0150//b4355//b2276//b1672//b0754//b4293//b3213//b0273//b0522//b3394//b2756//b3969//b3480//b4037//b1261//b3571//b0622//b3452//b2206//b4698//b4115//b1243//b0726//b3770//b2240//b1021//b2068//b3454//b3828//b2079//b3726//b2763//b4233//b1814//b2486//b0181//b2718//b2673//b3541//b3855//b3275//b3906//b0241//b4669//b2276//b1982//b1684//b1039//b3311//b1130//b1002//b3757//b3114//b3243//b0161//b3959//b0338//b4063//b2905//b4129//b0588//b3460//b2597//b4139//b2802//b3236//b0996//b1891//b2942//b2498//b3368//b0204//b3260//b4075//b3723//b2710//b2078//b2905//b0351//b2342//b3451//b3700//b2280//b1275//b3544//b0034//b0450//b3314//b3670//b0864//b3356//b3432//b4133//b2156//b0441//b3071//b4468//b0114//b1683//b3311//b4321//b0777//b0347//b3260//b1038//b0440//b1016//b4175//b4152//b0757//b0908//b4669//b0365//b2077//b0043//b0201//b2800//b1398//b4392//b2965//b3025//b3214//b2374//b2560//b0043//b2709//b4007//b0675//b1337//b1531//b3960//b1112//b2367//b0863//b3332//b1492//b3752//b1743//b2818//b3723//b3480//b4039//b4123//b2290//b0592//b1548//b3617//b3580//b4076//b1922//b2607//b1299//b1390//b0617//b0031//b4034//b0342//b1900//b1718//b4249//b3260//b3772//b3392//b0038//b2729//b2372//b1922//b0221//b4319//b0339//b2997//b3437//b3243//b3207//b0570//b3541//b0207//b2580//b3452//b1532//b2196//b0820//b2663//b4316//b2705//b1021//b0034//b4058//b0819//b3414//b2990//b2905//b0199//b3721//b0522//b1337//b0048//b4070//b2730//b1131//b0182//b0335//b4095//b2079//b3869//b4637//b2223//b2085//b2531//b1475//b0241//b1884//b4096//b1748//b0979//b2763//b0037//b3410//b2560//b2529//b2009//b1131//b1798//b4671//b4016//b3212//b2584//b2423//b1907//b2092//b2727//b0034//b3450//b3616//b2490//b2529//b1298//b3616//b2987//b4005//b2076//b0273//b1593//b3751//b3542//b1390//b0080//b4599//b0115//b3409//b1922//b4097//b2617//b3166//b3911//b2996//b1818//b0151//b0396//b3688//b3038//b2204//b2421//b0572//b3260//b2213//b3357//b3124//b0978//b1220//b2531//b2490//b0034//b1852//b3902//b1132//b2718//b4506//b2277//b3476//b1038//b0782//b0896//b2799//b3530//b4170//b1132//b2572//b2903//b3905//b2673//b0031//b1015//b1851//b3333//b1038//b3457//
