#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b1654//b3127//b1136//b4122//
AlaS-L-alanine	b0207//
AllS-allantoin	b0041//b3276//b4063//
AraC-L-arabinose	b4213//b0908//b3221//b3723//b2866//b3601//b4015//b3314//b3171//b3260//b3207//b3167//b1611//b2491//
ArcA-Phosphorylated	b0907//b1111//b2341//b1006//b3057//b2840//b0064//b2717//b0589//b2509//b3231//b0889//b0191//b3870//b3829//b4100//b3608//b4175//b4315//b2231//b3521//b2840//b2531//b4669//b4324//b3430//b1336//b3168//b2762//b3277//b3221//b1902//b2975//b0979//b1590//b2344//b3394//b3008//b1859//b2992//b0778//b3414//b4106//b0124//b1301//b2962//b3940//b1519//b0997//b1920//b2980//b4314//b1016//b4416//b2994//b0403//b0566//b4079//b0178//b1546//b3452//b1296//b3363//b1015//b0684//b2465//b0346//b2804//b1220//b2235//b3125//b2799//b3668//b3831//b0763//b2374//b1008//b0574//b3518//b2342//b3330//b3530//b3582//b1669//b2762//b0864//b2913//b3221//b2143//b0346//b0863//b3579//b3278//b2702//b1398//b0115//b1392//b1531//b1379//b3409//b0621//b2224//b2207//b2232//b0428//b3481//b3025//b0168//b3395//b2499//b3006//b2148//b2868//b0351//b2286//b3868//b0889//b3266//b0684//b3223//b3366//b0440//b1988//b4122//b2551//b3670//b1532//b4202//b2606//b3688//b4074//b2155//b2990//yegZ//b0587//b0183//b2755//b0758//b0929//b2499//b0241//b4202//b1389//b3774//b0353//b2280//b1335//b2415//b4138//b3127//b3231//b2291//b1501//b3608//b2486//b3456//b2195//b4267//b0154//b3314//b2202//b2371//b0111//b3707//b3773//b3907//b3274//b0432//b4152//b4071//b3530//b3616//b2609//b2572//b2673//b3413//b0347//
ArgP-L-arginine	b1547//b1826//b4239//b1781//b1010//b2662//b0390//b3756//b0201//b4160//b2290//b3758//b0440//b2499//b1735//b1718//
ArgR-L-arginine	b3222//b0343//b2364//b1334//b4511//b4392//b2979//b4067//b2704//b2203//b3049//b4171//b1886//b0972//b1530//b3728//b2486//b2923//b3456//b1613//b1683//b2430//b1673//b2976//b2194//b1890//b3437//b3543//b0441//b3724//b2286//b1039//b4004//b4187//b3509//b3672//b3237//b3272//b2277//
AtoC-phosphorylated	b3771//b3431//b2717//b2085//
BaeR-Phosphorylated	b1781//b0728//b0908//b1611//b2754//b3707//b2666//b4382//
BirA-bio-5-AMP	b3364//b0240//b2715//b2009//b1743//
CRP-cAMP	b1547//b2204//b2197//b4471//b0684//b2392//b1681//b1500//b3231//b0597//b3608//b1130//b3852//b3410//b3457//b3035//b2852//b2407//b1613//b1747//b2234//b0594//b3577//b1796//b1009//b4032//b0432//b1883//b3970//b2469//b0758//b4233//b1243//b3213//b2535//b4376//b2208//b1296//b2751//b3458//b2554//b3243//yegZ//b1272//b0594//b2868//b1858//b3576//b3224//b3429//b4100//b0189//b2499//b1041//b0754//b0517//b4397//b4322//b0734//b2841//b1658//b0764//b4006//b4079//b0240//b1621//b0207//b2975//b1512//b0112//b3521//b0957//b0190//b1826//b3771//b2096//b0111//b2163//b4010//b0353//b2085//b4171//b4399//b1113//b0862//b3403//b1388//b2588//b4095//b0396//b0349//b3957//b1886//b2752//b0450//b2208//b4040//b4450//b1715//b4035//b4040//b3438//b4003//b2492//b2757//b2417//b0583//b3278//b2281//b3724//b0598//b2202//b3414//b2912//b0205//b1680//b1009//b0061//efeU_2//b0152//b3668//b3748//b3725//b3609//b4093//b0189//b1323//b3461//b1892//b3667//b0431//b0908//b3721//b2344//b2469//b3037//b0862//b2421//b3479//b2239//b3124//b1882//b0589//b3575//b0759//b0827//b1530//b0167//b3431//b1221//b0904//ilvG_2//b0152//b1212//b2153//b4168//b2804//b3753//b1850//b2702//b1226//b1398//b1127//b1891//b1010//b0590//b3221//b1024//b3331//b0894//b3424//b0398//b3438//b1514//b1892//b2979//b0484//b3968//b1587//b0461//b0153//b1392//b2943//b0201//b3869//b3123//b2313//b1921//b3608//b3025//b2609//b0720//b3722//b1736//b1393//b2803//b1608//b1669//b1591//b0107//b1718//b2728//b4460//b2607//b0397//b2507//b1905//b1748//b3959//b0111//b2719//b3564//b3326//b0594//b3860//b3605//b3272//b2313//b3057//b2424//b2703//b0516//b1611//b1518//b0974//b2149//b2364//b2676//b3006//b2096//b2531//b4034//b0904//b0873//b2557//b2866//b1706//b4292//b2284//b2200//b3868//b2085//b1492//b4132//b2422//b3332//b0592//b3958//b2697//b3603//b2425//b4003//b1620//b3581//b2751//b3049//b0192//b1781//b1796//b0618//b0191//b0617//b0953//b4318//b0678//b3603//b1335//b4098//b4160//b0564//b2601//b0151//b0928//b2661//b1512//b4599//b2965//b0723//b2704//b3615//b0352//b0377//b3038//b1023//b4355//b3225//b4326//b1922//b2368//b0432//b2156//b2153//b2465//b3907//b2840//b4400//b4122//b3959//b4174//b1392//b0460//b2489//b1224//b0333//b0156//b1210//b1244//b2509//b1713//b4095//b3453//b3616//b0123//b4169//b1395//b3575//b1920//b0586//b2911//b4058//b1850//b3580//b1476//b2470//b0178//b3328//b3123//b3334//b1007//b1002//b0042//b1846//b4209//b0573//b1746//b3169//b3327//b2802//b3461//b2368//b0995//b1338//b3416//b0557//b1241//b3126//b1889//b0112//b3008//b0377//b0152//b2588//b0975//b0729//b3830//b1597//b1516//b3603//b3940//b3359//b3907//b3036//b4381//b3608//b3227//b0894//b1499//b0353//b2481//b2866//b3709//b2171//b4098//b4131//b0429//b2288//b0153//b3441//b0602//b1131//b2800//b2482//b2614//b0384//b0827//b0675//b3941//b1132//b2093//b0724//b0203//b1719//b3095//b1499//b3722//b3327//b0880//b0684//b2614//b1671//b3478//b2107//b2994//b4392//b0614//b1492//b1609//b2288//b1515//b1301//b4254//b1641//b1023//b4460//b4203//b0161//b0826//b1655//b0108//b0396//b0522//b0972//b4172//b3701//b3132//b0903//b3725//b2207//b1902//b4319//b3599//b0774//b1611//b2660//b1859//b2196//b0595//b0351//b3479//b2535//b1589//b4592//b3008//b3093//b3567//b0728//b1900//b3668//b1821//b2488//b0619//b2194//b3958//b4067//b4203//b0862//b1737//b0110//b0812//b4702//b2487//b3240//b3266//b3581//b4032//b4324//b1817//b0973//b3852//b1287//b2674//b0367//b3414//b2196//b0154//b3908//b0183//b2212//b0331//b3958//b0583//b0161//b3969//b2198//b4063//b3222//b2406//b1654//b3315//b2009//b1669//b4324//b4290//b2243//b2155//b3575//b3273//b3457//b3008//b3927//b1160//b2095//b3759//b0889//b0908//b0429//b0974//b0979//b3135//b0040//b0553//b2009//b2470//b1244//b3317//b1521//b1920//b1113//b2375//b2760//b1780//b0757//b3455//b4033//b1262//
