#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0168//b1519//b3578//b4233//
AlaS-L-alanine	b0588//
AllS-allantoin	b0863//b3540//b3771//
AraC-L-arabinose	b4169//b0333//b1392//b3414//b4315//b3609//b1395//b3700//b2240//b3451//b1732//b1907//b4177//b2707//
ArcA-Phosphorylated	b2094//b3671//b3224//b3236//b4169//b3394//b4120//b4167//b3450//b0342//b3588//b1275//b1265//b0337//b0345//b0594//b3432//b2713//b0678//b0774//b3453//b0430//b2675//b1008//b3582//b2661//b3395//b1337//b3092//b2342//b0596//b1020//b3324//b1430//b2557//b4309//b0368//b0597//b2106//b4074//b0311//b2718//b3432//b3688//b4036//b4118//b3070//b1882//b0887//b3242//b3608//b1227//b1113//b4018//b4287//phnE_2//b0896//b0344//b2991//b0182//b2530//b1041//b2150//b2106//b2713//b2106//b2990//b1921//b2713//b2489//b2297//b4326//b4152//b3721//b1500//b3541//b2590//b3969//b2597//b4172//b3036//b2557//b3572//b1609//b1761//b2392//b3902//b4101//b0979//b4079//b0397//b3969//b2913//b3542//b0781//b3616//b2572//b2485//b3272//b4441//b0312//b1531//b4203//b3688//b0108//b2464//b2279//b3540//b3456//b3581//b1220//b3604//b0061//b2368//b2707//b3335//b2717//b3477//b2407//b1221//b3569//b1498//b3671//b1265//b2607//b3071//b0862//b0348//b3864//b4076//b3426//b1737//b2927//b2980//b3275//b4070//b0108//b1043//b3569//b1537//b3417//b2279//b4040//b3758//b3461//b0596//b3828//b1111//b2674//b1588//b1920//b1038//b0591//b1743//b1680//b4669//b4439//b1887//b0814//b2759//b3666//b0177//b3604//b0597//b4467//b1392//b0061//b1160//b3207//b4292//b1858//b3161//b2068//b1717//b3854//b0061//b2710//
ArgP-L-arginine	b1901//b0995//b3728//b0199//b0179//b1733//b2243//b3115//b2731//b2491//b0037//b0063//b2421//b2068//b3772//b1224//
ArgR-L-arginine	b2727//b1009//b3868//b2911//b0723//b1706//b4037//b2481//b4063//b0683//b0154//b0440//b2588//b4139//b3511//b1132//b3241//b2669//b4151//b2415//b0907//b1712//b3528//b2482//b2423//b0107//b1397//b2392//b3859//b3450//b0168//b2840//b2717//b2242//b2222//b4008//ilvG_1//b2341//b4032//
AtoC-phosphorylated	b0683//b2095//b3455//b4015//
BaeR-Phosphorylated	b2497//b1112//b3414//b2710//b2417//b0156//b2591//b4398//
BirA-bio-5-AMP	b4125//b4254//b2867//b1515//b2662//
CRP-cAMP	b1038//b4058//b1611//b2977//b0428//b0202//b0352//b1299//b3806//b0330//b2280//b3971//b3437//b1493//b0597//b0337//b1243//b3432//b2997//b0874//b3672//b2614//b0515//b3521//b4118//b1821//b0996//b2374//b2507//b0820//b4068//b0557//b0205//b0344//b0617//b1207//b4006//b1111//b1041//b2421//b0782//b3508//b2107//b2308//b4194//b2374//b3057//b3940//b2222//b2994//b1654//b2417//b3134//b3480//b2729//b3275//b2719//b4174//b2630//b2584//b4018//b4098//b0590//b3243//b1819//b1881//b2469//b0734//b3925//b0516//b1038//b3115//b1209//b1394//b3395//b0221//b0679//b4476//b2631//b3610//b1901//b4310//b3167//b3457//b3845//b0240//b2676//b3172//b0675//b1982//b3418//b2365//b1387//b0571//b1851//b1009//b2663//b1588//b0975//b1746//b0721//b0931//b4004//b2852//b2840//b3457//b2938//b1988//b3432//b1227//b4100//b2092//b2203//b2150//b1212//b1021//b2662//b1641//b1888//b0033//b0874//b3414//b3748//b1516//b3863//b2487//b0205//b2232//b1182//b2096//b2866//b3236//b0895//b1882//b3117//b2469//b3476//b2393//b2559//b1546//b4024//b4098//b1429//b3006//b1904//b1736//b4097//b1493//b4293//b0461//b4324//b1609//b0429//b1335//b3049//b2674//b3456//b2092//b3726//b1227//b1040//b0400//b0777//b3170//b3113//b0207//b3479//b3750//b2406//b3404//b2194//b4310//b4194//b1512//b3702//b1716//b0805//b2469//b4102//b4670//b2722//b3907//b3359//b4468//b3603//b3165//b2720//b2704//b4071//b1260//b2669//b3424//b2204//b2430//b4177//b2424//b2579//b3393//b0179//b1111//b3617//b3960//b3454//b2630//b0765//b4383//b0880//b1009//b4175//b3769//b4406//b2276//b1387//b1796//b2961//b2990//b2156//b3907//b4441//b2579//b2937//b0873//b4321//b0441//b2492//b2942//b3415//b1884//b2758//b1516//b0166//b2509//b1588//b3168//b2291//b1501//b4168//b2278//b3960//b3727//b1389//b2583//b3728//b2676//b2818//b3508//b4203//b1780//b3902//b3781//b1716//b2573//b3277//b3709//b3367//b0574//b1321//b1037//b2370//b0605//b4069//b2997//b4314//b2425//b2093//b3721//b2852//b3934//b1704//b2407//b2422//b2552//b0776//b1655//b0460//b2232//b3231//b1905//b0035//b2840//b3365//b0605//b0345//b1210//b3942//b3449//b2757//b3329//b0399//b0429//b3115//b3236//b2589//b3749//b1655//b4151//b0043//b0775//b2231//b3126//b2488//b1540//b4313//b2580//b0572//b0190//b0953//b3410//b1322//b3172//b2991//b0348//b0572//b2425//b2079//b0972//b3906//b3457//b0351//b1537//b2675//b3092//b2307//b4471//b3906//b4468//b0061//b0061//b3701//b1683//b3225//b3770//b3133//b4293//b1323//b4132//b0886//b4177//b2913//b1736//b0296//b4035//b2866//b1530//b4058//b4194//b0189//b0338//b2706//b2148//b1613//b0112//b1038//b1658//b4699//b0681//b3076//b2997//b4062//b0106//b2171//b2997//b2147//b3725//b3541//b2079//b4015//b3171//b0311//b2489//b1732//b2630//b1041//b0429//b4092//b2497//b0572//b3828//b1517//b0727//b1324//b2195//b4637//b0904//b2374//b2904//b3168//b3123//b2991//b1016//b1430//b2990//b1616//b0841//b1036//b3577//b2239//b0399//b4315//b1220//b3273//b3608//b2752//b0396//b1817//b0615//b2239//b2669//b4467//b3318//b2239//b4198//b4063//b0340//b0313//b4309//b2485//b2728//b0429//b3702//b4133//b4663//b0353//b0586//b0110//b3569//b2671//b1747//b3432//b2464//b1547//b0167//b3532//b1744//b3316//b1205//b1987//b3416//b1885//b1379//b3329//b3417//b2741//b3072//b0484//b0114//b1590//b4101//b2758//b0573//b1189//b3671//b0826//b0590//b3781//b2231//b1796//b0590//b0841//b3408//b3037//b1797//b1189//b3367//b1109//b0036//b2469//b1112//b0733//b0613//b0729//b0314//b3118//b3126//b0721//b3132//b3671//b0774//b2508//b1655//b3667//b3314//b2415//b2801//b3366//b1112//b1745//b2723//b3959//b1682//b4138//b4054//b1885//b0733//b2202//b2205//b4120//b2205//b3757//b2763//b1220//b3508//b2074//b4194//b2286//b0384//b2938//b0346//b0733//b4170//b0044//b0398//b0781//b0523//b2487//b1782//b3511//b0077//b2417//b0593//b0617//b2423//b1706//b0343//b2485//
ChbR-Monoacetylchitobiose-6P	b0398//b0908//b3831//b4702//b1130//b4005//
CpxR-Phosphorylated	b1387//b0366//b3726//b2943//b0333//b3721//b4468//b1101//b2148//b0765//b4101//b3957//b0061//b4320//b1612//b2938//b3166//b0997//b2310//b4406//b0116//b2995//b3752//b0819//b2905//b3708//b4139//b4002//b3394//b4054//b2721//b1407//b3071//b2723//b1672//b3727//b2659//b2719//b0565//b2964//b3766//b3415//b0462//b0826//b0347//b1857//b4209//b4033//b3939//b2903//b3449//b0970//b3320//b1988//b2666//b0863//b2995//b0970//b1671//b1499//b1684//b4438//b3828//b2242//b2148//b1714//b1987//b0679//b2905//
CreB-Phosphorylated	b3521//b3479//b2212//b2997//b0378//b0335//b1338//b1671//b1209//
CueR-Ag	b3364//b0181//b4506//b3114//phnE_2//b3096//b3231//
CueR-Cu+	b0894//b0156//b1892//b2799//b2840//b0721//b3408//
CuerR-Au	b4105//b0168//b0826//b3601//b3941//b1008//b0934//
CusR-Pasp	b3906//b2759//b0463//b1245//b0205//b3934//b3413//b3274//b2763//b2583//b3432//b3116//
CynR-Cyanate	b1131//b0896//b4175//b2310//
CysB-N-acetyl-L-serine	b3748//b1132//b3417//b2957//b0777//b2414//b3430//b3224//b0887//b3403//b4392//b1393//b2393//b4169//b2429//b3855//b0517//b0933//b0886//b2741//b4071//b3450//b3409//b2239//b2373//b1682//b3781//b3123//b1015//b0330//
CysB-O-acetyl-L-serine	b3393//b2763//yegZ//b2465//sroD//b1225//b1590//b1112//b3851//b2297//b4075//b3161//b3072//b1429//b2590//b2993//b0398//b4187//b0411//b0934//b0343//b0620//b2838//b4054//b0980//b3751//b3025//b3905//b3925//b2607//b2630//
DcuR-Phosphorylated	b0826//b1621//b4324//b2491//b2342//b2406//b0727//b1322//b1797//
DnaA-ATP	b3616//b1011//b2367//b4154//b0077//b3277//b4290//b2507//b1243//b0383//b3316//b2723//
DpiA-Pasp	b0116//b1611//b0345//b1732//b2508//b4699//b3417//b3617//b2709//b1890//b0945//
DsdC-D-serine	b4326//b0396//b1612//
EvgA-Phosphorylated	b4193//b1797//b1101//b3541//b3357//b1887//b3222//b0763//b2961//b0928//b3902//b3081//b1706//b4125//b4506//
