#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:21 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/regulons_by_conformation_bnum.txt
Ada-Methylated	b0116//b4406//b1430//b0338//
AlaS-L-alanine	b3095//
AllS-allantoin	b0977//b1521//b0113//
AraC-L-arabinose	b2224//b1391//b1744//b1712//b2470//b4002//b2916//b1208//b4153//b3213//b0584//b2674//b3274//b3757//
ArcA-Phosphorylated	b0613//b3276//b1747//b4195//b3911//b2938//b0776//b0973//b1745//b1101//b0677//b0340//b1669//b1210//b2588//b1921//b1587//b3092//b0973//b1002//b2242//b2481//b0368//b2223//b0396//b2208//b3575//b4154//b2422//b3926//b2106//b2212//b2716//b2204//b4068//b0904//b1189//b1024//b3926//b4132//b0758//b2091//b0583//b1493//b4289//b0312//b2589//b4172//b3508//b1131//b2194//b1611//b4005//b4172//b4239//b3601//b2713//b2529//b4037//b1747//b0044//b2415//b1515//b4354//b3134//b0615//b4033//b3368//b2722//b2913//b1256//b0312//b4310//b3418//b2085//b4267//b0571//b1109//b2152//b1921//b1300//b3458//b3414//b4311//b1747//b0063//b0112//b3671//b4173//b2283//b3575//b0996//b1682//b3431//b0389//b1407//b1810//b1220//b1656//b3855//b0783//b0959//b3575//b1474//b1988//b1609//b3172//b1384//b2240//b4268//b2243//b2801//b1617//b2572//b3752//b0390//b0894//b1429//b3096//b2342//b3113//b3430//b3569//b1973//b1817//b1323//b1511//b1109//b1782//b2281//b1517//b1021//b4125//b2234//b3125//b4097//b3171//b2291//b0573//b3493//b4265//sroD//b3458//b1492//b2943//b3773//b3417//b2552//b2284//b3071//b2662//b0191//b3168//b4167//b3363//b3869//b3961//b4095//b2866//b3452//b3168//b3441//b0337//b4196//b3766//b1548//b0397//b3161//b0114//b1546//b0814//b1901//b2583//b1336//b4159//b3166//b2987//
ArgP-L-arginine	b1920//b0571//b0331//b0044//b0062//b3036//b3615//b3006//b3671//b0020//b2630//b2148//b1732//b0352//b1407//b0777//
ArgR-L-arginine	b3938//b4326//b1819//b2215//b4032//b3316//b0400//b3408//b0896//b1009//b2727//b0351//b3324//b0516//b4059//b1621//b4170//b2600//b3356//b4471//b1805//b2212//b2424//b3167//b2742//b4132//b3430//b3770//b2993//b2801//b1241//b0726//b3855//b1016//b0886//b2925//b4010//b1590//b1298//
AtoC-phosphorylated	b0204//b3828//b3772//b2551//
BaeR-Phosphorylated	b4323//b2498//b3413//b1023//b0340//b3577//b2195//b4170//
BirA-bio-5-AMP	b1275//b1493//b1715//b2068//b0515//
CRP-cAMP	b3608//b3277//b2614//b3672//b0153//b3316//b2669//b3091//b3326//b3125//b3722//b4159//b3275//b2491//b3460//b2373//b3511//b0177//b2306//b4172//sroD//b1744//b3365//b1299//b1497//b1287//b0972//b2802//b4124//b3092//b2281//b2370//b3702//b2068//b3480//b0207//b0205//b0729//b0907//b1589//b4290//b3428//b3571//b1512//b2722//b0461//b0400//b3395//b0592//b4439//b2287//b3725//b4102//b0345//b0189//b1609//b4322//b2754//ilvG_2//b1112//b2208//b2375//b0908//b3036//b0574//b0311//b2422//b2369//b2152//b4168//b2342//b0889//b3006//b1613//b3368//b4131//b4035//b2202//b2727//b0862//b4400//b3207//b4139//b4106//b3532//b2818//b1113//b0182//b1189//b1298//b2213//b2489//b0937//b1387//b3852//b3542//b3037//b0565//b4054//b1210//b3441//b3766//b3574//b3276//b1512//b2724//b2591//b4035//b2802//b3413//b3227//b2755//b1043//b1738//b0887//b3334//b1921//b3479//b0758//b2552//b3423//b2483//b3415//b3541//b2424//b2195//b0596//b0759//b4095//b2674//b2369//b3394//b3577//b4417//b4698//b0403//b0178//b4072//b0114//b1611//b3311//b0113//b1102//b0273//b3769//b2903//b0399//b1617//b2757//b2755//b0034//b3169//b2957//b1883//b1611//b1669//b2234//b1300//b1521//b4266//b1987//b2425//b2077//b2703//b3272//b2991//b3960//b0400//b0390//b0123//b3477//b3854//sroD//b2756//b3261//b3425//b0564//b2470//b3521//b2197//b1512//b1608//b2760//b2074//b2559//b2997//b3116//b1798//b3081//b2942//b1973//b2290//b3578//b1512//b1521//b4382//b2675//b4194//b3572//b2079//b1748//b1859//b1474//b4094//b2286//b1260//b1641//b0585//b0887//b0034//b3521//b4075//b2607//b3750//b2201//b0390//b1247//b4118//b2530//b1617//b1884//b1797//b0589//b0034//b2194//b4074//b2417//b3077//b3510//b3575//b0241//b1884//b4321//b2718//b2508//b4171//b2802//b3541//b0389//b1189//b3077//b2662//b1482//b0340//b2579//b2096//b1683//b2671//b0431//b3117//b0774//b1714//b2868//b2199//b1407//b2742//b4153//b3115//b1322//b0240//b1547//b1620//b3726//b0110//b2923//b4439//b1385//b4268//b1264//b3096//b3368//b4266//b0241//b3334//b4000//b0180//b1519//b3168//b2631//b2905//b4059//b2194//b0441//b4070//b2669//b0594//b4637//b3869//b3221//b1205//b2407//b1704//b3454//b1798//b1131//b1682//b1492//b0861//b0353//b4354//b1737//b1621//b1714//b2215//b4009//b1241//b3567//b0598//b4242//b1002//b4187//b0440//b4059//b4266//b0343//b0777//b4196//b4289//b0367//b4073//b0774//b4699//b0841//b2912//b3115//b4322//b0977//b0978//b1397//b3806//b0031//b2423//b0031//b3508//b2804//b0820//b2942//b0592//b1393//b3830//b3771//b2276//b0586//b3521//b2927//b0591//b0758//b1738//b1733//b4289//b3275//b2617//b4311//b3469//b2727//yegZ//b4015//b4032//b1208//b3722//b3604//b2278//b1297//b1736//b3769//b4367//b1008//b2866//b3006//b2374//b2841//b2291//b0726//b4311//b3212//b4119//b3430//b1546//b1591//b4400//b2554//b2364//b0038//b4007//b3904//b4381//b1264//b3317//b0182//b3356//b1718//b4003//b0679//b1889//b3117//b4099//b0366//b0782//b1037//b4004//b2278//b2156//b0109//b0115//b2841//b0161//b2911//b3480//b1407//b1511//b3212//b2669//b1902//b2758//b2306//b1323//b1532//b3750//b1039//b0347//b1225//b2392//b3441//b2078//b4102//b1745//b1475//b3829//b2979//b4120//b1111//b0775//b3846//b4170//b1672//b2764//b3095//b1537//b4670//b3770//b4323//b4398//b3757//b4291//b0936//b1537//b2485//b0872//b1818//b0620//b3166//b3852//b2710//b3723//b3583//b1970//b3449//b2705//b1781//b2500//b1616//b4153//b4036//b0205//b0077//b0273//b0110//b2925//b2760//b1890//b1022//b4460//b4124//b2482//b0573//b2980//b2308//b1245//b3904//b2676//b3708//b0314//b0591//b2938//b3221//b2415//b4123//b0973//b4151//b2224//b0339//b3457//b1500//b2730//b4438//b0594//b3356//b1207//b2223//b1883//b1256//b0388//b0389//b3429//b1531//b0344//b2312//b3541//b4160//b4101//b3096//b1243//b2590//b3828//b4111//b1528//b3409//b4004//b2799//b3431//b3568//b1338//b3609//b0935//b0388//
