#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0967//b3560//
aceF	b0939//b3637//
adiC	b2501//b4310//
araH	b2972//b1774//b3704//
artP	b0114//b1889//
artQ	b2125//b1844//
atpH	b3603//b3035//b1034//b0695//b4069//b0830//
bcsB	b4014//b1332//
bcsF	b0781//b1761//
betI	b1482//b1817//b0720//
btuE	b2728//b3799//
cadB	b1014//b0642//
ccmE	b4277//b0805//b4254//
ccmH	b1079//b3836//b1407//
chbR	b3769//b4353//
chpR	b3649//b3721//
citF	b0751//b4199//b2739//
cobU	b3563//b1243//b3482//
csgG	b3193//b2763//b3297//b3255//
cueR	b4054//b1010//b4189//
cusF	b0980//arpB//b3333//b3703//
cyoE	b0089//b1098//b0922//b1147//b0523//
dacA	arpB//b2198//
ddpC	b1199//b1184//
ddpF	b2678//b2276//b1742//b1716//
deoD	b2460//b0498//b4512//b2447//
dhaM	b0199//b1366//b3255//
dmsB	b0247//b3898//
dnaK	b3632//b3967//
dppF	b3110//b1486//b2675//b4515//b2894//
edd	b0038//b0414//
efeU	b4585//b4037//
eptA	b1578//b2455//b2908//b3367//b4430//b4239//b3347//b0585//b2120//
eutL	b2893//b3802//
eutT	b4230//b0871//b2280//b3342//b1927//b1891//
fabG	b3205//b3670//
fadB	b3306//b0038//
fdnI	b3686//b4123//
fecE	b3931//b1944//b3904//b3711//b0584//
fepC	b3998//b0015//
fepG	b0921//b1587//
fhuD	b4238//b2038//b3784//b3013//
fimH	b3120//b4451//b0183//b2914//
fimI	b0921//b3742//b3177//
fklB	b2893//b4289//b0720//
flhD	b1600//b4079//
frmR	b0972//b2697//
fruK	b3197//b2972//b3998//
ftsN	b1841//b4114//b2199//
gadX	b3295//b1334//
galT	b2185//b1281//b1751//b2879//
garR	b3904//b0497//b1415//b1632//b0999//
gatZ	b2856//b4311//b3344//b2660//b1628//b2464//b1305//
gcvT	b1746//b3826//b0244//
glcG	b0751//b3785//b0977//
glgX	b0572//b0164//b1824//b2721//
glnL	b1922//b4376//
glnQ	b3735//b3021//b0252//
glpT	b4467//b1079//b2917//b3400//b3298//b3897//b1388//b3303//
gltB	b4147//b2378//
gltL	b0992//b0804//
glxR	b4608//b0593//
gspB	b3228//b0636//
gspD	b4203//b3205//
gspF	b3433//b2080//
gspM	b1264//b1394//
hisQ	b1632//b4152//b0307//
holC	b3422//b2125//b1483//b2719//
htpG	b4131//b1739//b2424//
hybC	b1204//b1484//
hybG	b2155//yncK//b3629//
hybO	b2319//b0450//b2141//
hydN	b4037//b3120//b3342//b2665//b0678//b3457//b2335//b4314//b2206//b3649//b3978//
hyfB	b2476//b0635//b1514//
hyfR	b1552//b1493//b3327//b4467//b2029//
ibpB	b0907//b1563//
ileY	b1681//b0707//
ilvM	b2286//b3208//b3981//b1396//b4318//
ilvN	b0873//b3869//
iscU	b3127//pawZ//b3752//b3537//b0977//
iscX	b0168//b2140//b0092//
kdsD	b2506//b3964//
ksgA	b2888//b3303//
lacZ	b3829//b0572//b2994//
lar	b4451//b2661//
leuZ	b1847//b3251//b1151//b2445//
lldR	b4375//b1943//b2745//
lpxP	b4101//b1563//b1923//b0758//
lspA	b4289//b1040//b2456//
lsrR	b3333//b3626//b4188//b3100//b0083//b2169//b3791//b3261//
lyx	b3117//b3305//
malQ	b1600//b2572//b3892//b3395//b3323//b2491//b3649//b1407//
manZ	b0796//b1389//b1841//
marR	b0615//b2092//
mcbA	b2033//b0695//
mcrA	b2440//b3231//
mdtJ	b2977//b0695//
menD	b1262//b4311//b0436//
metN	b1396//b1787//
mglC	b3625//b1947//b3487//
mhpB	b1841//b3203//
mhpF	b1204//b3510//
minD	b2032//b2660//
minE	b3475//b3565//
mnmG	b0593//b0513//
moaE	b4378//b2092//b1348//b0486//b1282//
mokB	b1832//b3904//
mpl	b3125//b1483//
mprA	b4334//b4024//b1011//
mraZ	b0595//b2828//b3312//b2825//
mrp	b1629//b1176//
murE	b0018//b0939//
nagB	b2253//b2261//
nanM	b2765//b1204//
napF	b3265//b1939//
napH	b1823//b1891//b3848//b3710//b0776//
narJ	b0862//b3997//b3078//
narZ	b1717//b3400//
nirD	b3737//b2333//b1464//
nrdG	b0637//b0523//
nrdI	b3732//b1891//b1235//b3933//
nrfC	b1133//yliL//b4430//
nuoB	b3650//b0075//
nuoN	b2287//b0414//b0252//b1767//b2339//b2893//b2327//b3848//b0589//b4186//b2976//
oppF	b3595//b3976//b2447//b2125//b2052//
paaI	b4143//b1174//b2234//b2032//b4610//b2948//b0025//b2907//b1847//
pdhR	b0583//b0089//
pdxK	b4287//b0940//b1834//
pflB	b1828//b1362//
pgk	b1910//b4112//b2446//
pheL	b0784//b0617//
phnE	b3310//b3771//
phnL	b1599//b3730//b1516//b0992//
pntA	b2713//b1018//
polA	b0333//b1154//
potH	ecpB//b4369//b4335//b3333//b2206//b0871//b1040//
ppa	b0720//b2730//
ppdD	b0979//b1807//
ppx	b3100//b1073//
proX	b0436//b4414//b0804//
prpD	b1304//b2155//b2051//
pspD	b3563//b3957//b0811//b0513//
pstB	b0820//b1772//
pstS	b3926//b2905//b2284//
purT	b0075//b0366//b0198//b3805//b0595//b3981//b0485//b3463//b4226//b1531//
putP	b1526//b3781//
puuR	b3984//b3512//b1600//b2039//
pyrI	b3510//b4526//b0784//b0873//b2012//b4237//
rbsK	b3477//b0042//b3979//b1512//b2199//
rcsD	b3536//b3637//
recQ	b1779//b2851//
relE	b3194//b2678//
rhaB	b4371//b2004//
ribF	b1487//b2887//b1104//b2453//
rlpB	b3632//b1901//b1929//
rluA	b4316//b3659//
rpmI	b0977//b1332//
rpoN	b0861//b1828//
rseA	b1588//b3251//
rsxB	b1149//b2208//
rtcR	b2283//b2216//
rutG	b3386//b2021//b4269//b2041//b1134//b0112//b1243//
ryhB	b0572//b0923//
sapD	b1818//b3541//b2253//
serC	b3805//b4526//
serT	b3724//b1949//b1097//b3333//
sfmH	b3159//b3192//
slyA	b2572//b2033//
smpB	b1504//b1332//
srlE	b4289//b1955//b3165//b3735//b0758//
sroB	b2659//b4279//
sseB	b2524//b4335//
sspB	b0051//b3175//
ssrS	b2348//b1674//b2185//
sucD	b1393//b3316//b0026//b1890//b3117//b0796//b0042//b3190//b3022//b3992//b0837//b0772//b3426//
sufS	b3826//b1701//b2776//b2121//b0801//b3997//
tatA	b3292//b0436//
tdcG	b4226//b4318//b3718//b3222//b3311//b3260//b1930//
tdh	b1352//b0138//b1578//b2827//b2949//b2911//
tdk	b2125//b4621//
thrC	b0082//b1348//b2529//
thrW	b4353//b1526//b3323//b1796//
tnaC	b0980//b0162//b1495//
tolC	b4655//b3078//b2888//b1080//
tolR	yedS//b0973//b3302//
treC	b3213//b1504//
trmI	b0368//b3482//
trpL	b1494//b2767//b1866//b0996//b0059//
truB	b2722//b4598//
truD	b0002//b1088//b1685//
trxA	b0704//b3711//
trxB	b1627//b0795//
tyrA	b1260//b2652//
tyrB	b1189//b3632//b4655//
tyrU	b3615//b2055//b0169//b4199//b3337//
upp	b2090//b1171//b1156//b2480//b4280//
uraA	b1081//b2348//b1890//
usg	b0015//b4618//
valV	b0574//b4330//b0939//
visC	b0778//b3138//b2501//b1188//
waaU	b1972//b2748//b3475//b1039//b1089//b0081//b4098//b2283//b1924//b2339//b0082//
wbbL	b1505//b3239//b2169//b2425//b3005//b1698//b0549//b0850//b3650//b0150//b0973//b4655//
wcaE	b2873//b0997//
wcaL	b2249//b0015//b0586//b1215//b0409//
wzxE	b3560//b0115//
xerD	b4304//b1906//
xylA	b2302//b2698//
yaaW	b1368//b2446//
yadM	b0921//b4469//
yaeB	b0801//b3707//
yaeI	b1126//b2523//
yafZ	b1937//b2261//
yajG	b2530//b4005//b1904//b1954//
ybaN	b0473//b1478//b0520//b2446//b3322//
ybbC	b3509//b3960//
ybbW	b3875//b1082//b3711//b0344//b2725//
ybcO	b3315//b1505//
ybdD	b3177//b4245//b2135//b1668//b4200//b1972//b1560//b1088//
ybeA	b1807//b0723//b1506//b4027//b4478//b3523//
ybeZ	b1815//b0733//
ybfC	b1036//b3517//
ybgC	b3829//b1866//
ybgJ	b3870//b3223//
ybgT	b3165//b1819//b4557//b3119//
ybhC	b1739//b3098//b4158//b1154//
ybiC	b0836//b2286//b4035//b3986//b2866//b1391//b0028//b0199//b3072//b3918//b3341//b3959//b2515//b3204//
ybiH	b1264//b3476//
ybiX	ygeN//b2052//b3329//b2738//b1681//b2013//b1683//b1891//b1349//b2278//b1724//b1003//b4469//b3711//b3079//
ybjC	b2459//b2103//
ycbS	b0590//b3963//
ycbT	b3117//b2497//
