#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2486//b2609//
aceF	b3172//b1716//
adiC	b1552//b0125//
araH	b3671//b0939//b0615//
artP	b2679//b3958//
artQ	b3176//b0738//
atpH	b0923//b0720//b3325//b2448//b0331//b3520//
bcsB	b2013//b1149//
bcsF	b4147//b2838//
betI	b3903//b0775//b2262//
btuE	b3129//b4149//
cadB	b4142//b0757//
ccmE	b0120//b3894//b1679//
ccmH	b2903//b2609//b1491//
chbR	b1767//b3180//
chpR	b2004//b0120//
citF	b2080//b1396//b0765//
cobU	b4056//b3126//b1120//
csgG	b2971//b1817//b1949//b0058//
cueR	b3158//b0083//b3325//
cusF	b2698//b3555//b1672//b3796//
cyoE	b2994//b3199//b2800//b1132//b2725//
dacA	b3336//b3458//
ddpC	b2675//b3897//
ddpF	b1938//b2544//b0735//b2523//
deoD	ecpE//b3306//b2754//b3517//
dhaM	b0922//b1291//b3223//
dmsB	b4565//b1901//
dnaK	b1617//b3705//
dppF	b4603//b1154//b2751//b3026//b3114//
edd	b3511//b4201//
efeU	b3022//b3390//
eptA	b4609//b1141//b1036//b3491//b3486//b3788//b1886//b3991//b3228//
eutL	b2140//b3605//
eutT	b1292//b1742//b0348//b1817//b3990//b4005//
fabG	b3301//b2021//
fadB	b2720//b4378//
fdnI	b1258//b2597//
fecE	b3658//b3479//b2722//b1527//b3781//
fepC	b3926//b1225//
fepG	b2992//b0584//
fhuD	b0233//b1224//b0436//b2034//
fimH	b0592//b0121//b0888//b3575//
fimI	b1945//b1147//b0522//
fklB	b1245//ypjI//b2659//
flhD	b2660//b3661//
frmR	b1784//b4096//
fruK	b1958//b3298//b2526//
ftsN	b3395//b3300//b0306//
gadX	b3294//b0584//
galT	b1943//b3978//b3704//b1600//
garR	b4244//b1368//b0861//b2949//b3645//
gatZ	b4430//b1784//b0921//b2739//b1015//b0244//b1061//
gcvT	b4222//b2448//b2872//
glcG	b2878//b4024//b3670//
glgX	b4353//b3330//b3190//b0861//
glnL	b0751//b0617//
glnQ	b2047//b3993//b0168//
glpT	b1970//b3367//b2141//b1141//b4269//b0936//b3184//b3893//
gltB	b2037//ysaC//
gltL	b2925//b3318//
glxR	b3779//b0434//
gspB	b3611//b1474//
gspD	b1847//b1767//
gspF	b3850//b1701//
gspM	b2195//b1490//
hisQ	b4238//b0888//b1483//
holC	b2208//b3625//b2004//b0186//
htpG	b1478//b4384//b0112//
hybC	b1386//b0186//
hybG	b3035//b1685//b2365//
hybO	b0050//b1879//b4414//
hydN	b2335//b3704//b0871//b2255//b0811//b2767//b2893//b0996//b2002//b1947//b3100//
hyfB	b2038//b0505//b1156//
hyfR	b4348//b1971//b3185//b3575//b0583//
ibpB	b0812//b3636//
ileY	b3898//b4369//
ilvM	b2678//b1061//b3165//b1499//b1930//
ilvN	b1360//b4288//
iscU	b2925//b4318//b2454//b2204//b4526//
iscX	b3659//b0072//b0660//
kdsD	b2853//b3963//
ksgA	b1492//b2728//
lacZ	b4149//b0992//b2023//
lar	b1841//b3972//
leuZ	b1939//b2462//b0583//b1126//
lldR	b4131//b2729//b3166//
lpxP	b2207//b0996//b4511//b2207//
lspA	b4566//b1190//b4291//
lsrR	b3977//b2029//b0972//b0720//b0406//b3784//b4478//b0851//
lyx	b1526//b0811//
malQ	b2033//b1832//b2055//b3649//b3413//b4115//b2194//b1305//
manZ	b3514//b4320//b2948//
marR	b4226//b1910//
mcbA	b2543//b0615//
mcrA	b3172//b0914//
mdtJ	b2094//b1297//
menD	b0014//b0923//b1061//
metN	b3120//b2035//
mglC	b0120//b0253//b0837//
mhpB	b2273//b1132//
mhpF	b1742//b0137//
minD	b1255//b1506//
minE	b2121//b3802//
mnmG	b0273//b0729//
moaE	yrhA//b3778//b2825//b1796//b2744//
mokB	b4076//b3972//
mpl	b0724//b2739//
mprA	b2194//b3811//b1709//
mraZ	b0428//b1200//b1287//b1760//
mrp	b0598//b0083//
murE	b4034//b3336//
nagB	b3074//b3956//
nanM	b1189//b3026//
napF	b1183//b0059//
napH	b4348//b2894//ygeN//b2957//b3333//
narJ	b1350//b4459//ygeN//
narZ	b1392//b4079//
nirD	b1255//b0804//b2738//
nrdG	b2241//b3346//
nrdI	b1287//b4293//b3791//b1751//
nrfC	b2763//b3542//b4279//
nuoB	b0118//b1415//
nuoN	b2033//b3931//b3791//b1076//b3307//b1089//b2302//b2606//b4230//b2726//b3613//
oppF	b1672//b3129//b0253//b1123//yrhA//
paaI	b3463//b0871//b4151//b0233//b3304//b4067//b1428//b0738//b4203//
pdhR	b1747//b2319//
pdxK	b0939//b1034//b1138//
pflB	b2765//b1760//
pgk	b3236//b3991//b0094//
pheL	b3403//b2880//
phnE	b1430//b2530//
phnL	b1946//b0855//b1519//b1146//
pntA	b0573//b3906//
