#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4310//b0642//
aceF	b1388//b1745//
adiC	b3367//b1036//
araH	b3869//b4291//b1386//
artP	b2825//b3624//
artQ	b0979//b4183//
atpH	b3623//b3751//b2712//b2480//b2169//b1828//
bcsB	b0895//b2234//
bcsF	b3670//b2961//
betI	b3311//b0180//b3153//
btuE	b0518//b0409//
cadB	b1889//b3545//
ccmE	b0143//b0660//b3304//
ccmH	b3514//b0139//b2499//
chbR	b0329//b2888//
chpR	b1011//b0636//
citF	b1339//b1011//b1105//
cobU	b0637//b1490//b4308//
csgG	b4113//b2049//b0151//b0118//
cueR	b1096//b0820//b2055//
cusF	b2914//b0153//b2095//b4188//
cyoE	b1927//b4153//b3333//b2282//b4277//
dacA	b0351//b0152//
ddpC	b0320//b0992//
ddpF	b1931//b1832//b0971//b4207//
deoD	b1298//b4189//b1010//b3670//
dhaM	b0429//b0710//b2249//
dmsB	b2204//b1988//
dnaK	b1503//b3022//
dppF	b0162//b0971//b3580//b1925//b3771//
edd	b2828//b3513//
efeU	b0477//b1153//
eptA	b3978//b0198//b4293//b3334//b4005//b1015//b1395//b1048//b2440//
eutL	b2744//b0082//
eutT	b2450//b2040//b2738//b1015//b2757//b3359//
fabG	b0850//b3595//
fadB	b0247//b4231//
fdnI	b3309//b1392//
fecE	b2674//b2661//b1389//b2005//b0120//
fepC	b0038//b1386//
fepG	b1944//b2677//
fhuD	b2544//b3318//b3810//b0805//
fimH	b4329//b2662//b1630//b3605//
fimI	b0169//b1490//b2523//
fklB	b4557//b1817//b2146//
flhD	b3598//b2261//
frmR	b0796//b1449//
fruK	b3008//b1787//b4585//
ftsN	b0198//b2026//b1850//
gadX	b1987//b0796//
galT	b3013//b1938//b1681//b0678//
garR	b1680//b4469//b2026//b2216//b2748//
gatZ	b3297//b1358//b1180//b1756//b0711//b0783//b3958//
gcvT	b2449//b1464//b1282//
glcG	b2991//b1492//b4589//
glgX	b0727//b3540//b4467//b2423//
glnL	b2055//b4478//
glnQ	b2019//b2868//b1617//
glpT	b3352//b2776//b3654//b2039//b2108//b2327//b2461//b3309//
gltB	b1823//b4101//
gltL	b2439//b2256//
glxR	b0091//b2202//
gspB	b3603//b2254//
gspD	b3236//b4426//
gspF	b1014//b2906//
gspM	b1724//b1137//
hisQ	b2699//b2004//b2849//
holC	b0806//b0406//b0781//b3224//
htpG	b0406//b2620//b0351//
hybC	b3563//b0150//
hybG	b3617//b4079//b0872//
hybO	b3463//b0358//b1149//
hydN	b2725//b3359//b3457//b1199//b4511//b3626//b2704//ygaQ_2//b3005//b2544//b0331//
hyfB	ecpB//b2727//b3963//
hyfR	b4101//b3314//b4231//b3031//b1291//
ibpB	b2608//b3964//
ileY	b1281//b1482//
ilvM	b1044//b3318//b1729//b2995//b0170//
ilvN	b3658//b0451//
iscU	b0983//b3487//b4153//b2872//b3927//
iscX	b4358//b1767//b1133//
kdsD	b3129//b2679//
ksgA	b2199//b0406//
lacZ	b0253//b1773//b1420//
lar	b1148//b0430//
leuZ	b1665//b0152//b1102//b2307//
lldR	b2056//b4126//b0796//
lpxP	b0777//b1188//b1992//b0434//
lspA	b4117//b4154//b2425//
lsrR	b3306//b0184//b0195//b1265//b2909//b2252//b4156//b1132//
lyx	b3861//b0025//
malQ	b2142//b3684//b1943//b1167//b4098//b4621//b2140//b0980//
manZ	b3611//b2125//b4377//
marR	b4430//b4079//
mcbA	b3168//b3311//
mcrA	b3959//b1947//
mdtJ	b2284//b0018//
menD	b2262//b2451//b0365//
metN	b3849//b3309//
mglC	b0936//b3295//b1617//
mhpB	b1684//b2439//
mhpF	b3631//b2313//
minD	b2755//b3992//
minE	b2609//b0758//
mnmG	b2374//b2326//
moaE	b0083//b1078//b1672//b0406//b1132//
mokB	b3352//b2097//
mpl	b1942//b1291//
mprA	b1008//b0594//b2500//
mraZ	b2017//b2194//b0350//b1038//
mrp	b4230//b0473//
murE	b4207//b3812//
nagB	b0836//b3141//
nanM	b4418//b2661//
napF	b4469//b4112//
napH	b1773//b3723//b0775//b2032//b3530//
narJ	b3918//b2881//b3671//
narZ	b0171//b3177//
nirD	b2652//b1486//b0865//
nrdG	b0861//b2723//
nrdI	b1600//b1909//b3395//b2309//
nrfC	b4593//b2141//b0071//
nuoB	b1165//b3326//
nuoN	b0497//b3303//b0636//b3337//b1468//b1938//b2730//b3836//b2879//b3707//b4293//
oppF	b4566//b0026//b2014//b1943//b4355//
paaI	b3770//b1901//b2960//b1350//b3296//b3986//b2390//b0549//b3810//
pdhR	b3193//b1910//
pdxK	b0811//b3628//b4382//
pflB	b1494//b1886//
pgk	b1083//b1157//b0999//
pheL	b0984//b1294//
phnE	b2903//b4149//
phnL	b1958//b3687//b1958//b1724//
pntA	b1580//b2241//
polA	b1889//b1993//
potH	b0344//b1343//b0063//b3458//b1819//b3645//b1409//
ppa	b3337//b1563//
ppdD	b2925//b3099//
ppx	b2241//b1089//
proX	b0162//b3555//b4316//
prpD	b2256//b1519//b1565//
pspD	ilvG//b0805//b1779//b1684//
pstB	b4608//b0945//
pstS	b3894//b2527//b3562//
purT	b4199//b3861//b1511//b3991//b0113//b1281//yjhE//b1243//b3543//b3687//
putP	b0247//b2143//
puuR	b3560//b2147//b2243//b1919//
pyrI	b0085//b0727//b0351//b1708//b3213//b1165//
rbsK	b0164//b1922//b4335//b0811//b3787//
rcsD	b0659//b2235//
recQ	b0307//b2461//
relE	b3302//b1513//
rhaB	b1518//b3359//
ribF	b0023//b0837//b2446//b1077//
rlpB	b3325//b0575//b1953//
rluA	b2744//b1920//
rpmI	b4123//b3931//
rpoN	b3334//b3359//
rseA	b2750//b0642//
rsxB	yliL//b2262//
rtcR	b1943//b0855//
rutG	b4289//b2543//b1819//b3957//b0487//b1941//b3985//
ryhB	b0653//b1153//
sapD	b1154//b2257//b4259//
serC	ybfG//b3619//
serT	b1787//b1889//b3625//b2103//
sfmH	b2354//b0131//
slyA	b3704//b1263//
smpB	b1174//b1410//
srlE	b1299//pawZ//b1132//b3312//b1787//
sroB	b0737//b0051//
sseB	b3223//b1950//
sspB	b0027//b2825//
ssrS	b2023//b3742//b3542//
sucD	b2400//b0087//b0941//b0148//b3124//b2208//b3458//b3475//b3167//b1862//b3958//b1140//b1215//
sufS	b4027//b3751//b3175//b1141//b3530//b1588//
tatA	b2930//b3560//
tdcG	b3510//b2468//b1152//b1097//b3129//b0704//b4069//
tdh	b3932//b2800//b2056//b1006//b0125//b0148//
tdk	b1039//b0331//
thrC	b2724//b0751//b0764//
thrW	b3693//b1167//b0014//b1819//
tnaC	b0505//b2767//b2440//
tolC	b0704//b2713//b2052//b1514//
tolR	b0436//b4568//b0505//
treC	b2856//b1265//
trmI	b0139//b0329//
trpL	b3983//b2439//b4152//b3128//b3509//
truB	b4352//b4032//
truD	b0983//b2523//b0854//
trxA	b1823//b3493//
trxB	b3619//b4288//
tyrA	b1175//b3783//
tyrB	b0799//b3783//b3993//
tyrU	b3735//b3659//b4188//b0522//b3361//
upp	b0884//b4358//b3541//b2449//b2990//
uraA	yncK//b1189//b1823//
usg	b1678//b3979//
valV	b0486//b2997//b0083//
visC	b4334//b1930//b0450//b0972//
waaU	b2946//b1891//b1947//b2273//b2497//b3826//b0575//b4113//b4328//b2239//b2739//
wbbL	b4310//b1530//b2572//b1638//b0252//b4303//b1482//b2029//b3707//b2776//b0432//b2911//
wcaE	b4352//b1148//
wcaL	b0244//b1777//b1729//b4308//b2198//
wzxE	b1252//b0997//
xerD	b1010//b1906//
xylA	b0094//b2728//
yaaW	b1103//b0910//
yadM	b3079//b0805//
yaeB	b1144//b1079//
yaeI	b0334//b4375//
yafZ	b3478//b2909//
yajG	b0884//b4183//b3326//b4109//
ybaN	ilvG//b2676//b3400//b2522//b2723//
ybbC	b1265//b1339//
ybbW	b4203//b4470//b3565//b1509//b0093//
ybcO	b4051//b1807//
ybdD	b2038//b2068//b3189//b4126//b1390//b0505//b3321//b0170//
ybeA	b2071//b1892//b3636//b4149//b1071//b1778//
ybeZ	b1368//b0923//
ybfC	b0451//b1682//
ybgC	b0637//b1335//
ybgJ	b3413//b1937//
ybgT	b1747//b0233//b2925//b1678//
ybhC	b2335//b3456//b2991//b3836//
ybiC	b1083//b4466//b0592//b3130//b1747//b1062//b0118//b0073//b1920//b2618//b2445//b0320//b3342//b0659//
ybiH	b1390//b0058//
