#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4293//b3654//
aceF	b1717//b4222//
adiC	b3126//b2856//
araH	b4201//b2450//b1919//
artP	b4319//b3661//
artQ	b0642//b3329//
atpH	b2014//b2525//b2148//b3311//b2447//b0545//
bcsB	b1070//ybfI//
bcsF	b3309//b2464//
betI	b0799//b3114//b1926//
btuE	b4291//b3259//
cadB	b0811//b0406//
ccmE	b1476//b0764//b4126//
ccmH	b0735//b1973//b4352//
chbR	b2126//b3733//
chpR	b4200//b0572//
citF	b2887//b2887//b1755//
cobU	b0164//b2849//b1225//
csgG	b0396//b1530//b4104//b0811//
cueR	b3026//b2853//b3984//
cusF	b3565//b0073//b2677//b1580//
cyoE	b2522//b3771//b3259//b4131//b3787//
dacA	b3426//b4464//
ddpC	b2125//b3320//
ddpF	b3120//b1150//b3100//b1134//
deoD	b2108//b3541//b2240//b0333//
dhaM	b2253//b0678//b0796//
dmsB	b2319//b1710//
dnaK	b1944//b0429//
dppF	b0936//b4371//b0365//b3347//b4122//
edd	b2754//b2683//
efeU	b0596//b0150//
eptA	b2850//b2939//b1177//b4407//b2498//b4334//b2439//b1516//b2514//
eutL	b3477//b4151//
eutT	b3251//b1495//b4221//b2765//b0583//b4566//
fabG	b0150//b3523//
fadB	b4052//b1789//
fdnI	b3125//b1922//
fecE	b1970//b0829//b0320//b4067//b4269//
fepC	b2995//b1900//
fepG	b2048//b2280//
fhuD	b0151//b1008//b1927//b3508//
fimH	b3869//b1040//b3065//b0589//
fimI	b3239//b4096//b3124//
fklB	b1062//b2997//b3603//
flhD	b1486//b0727//
frmR	b3640//b3359//
fruK	b2235//b2782//b1841//
ftsN	b2090//b1238//b1243//
gadX	b1937//b2748//
galT	b1261//b3329//b3185//b2440//
garR	b1082//b3892//b2276//b0468//b3475//
gatZ	b2080//b0027//b3303//b3318//b1150//b1388//b3491//
gcvT	b3846//b3377//b1343//
glcG	b3541//b1159//b0311//
glgX	b1922//b3153//b2703//b1482//
glnL	b2094//b4334//
glnQ	b0775//b3703//b3962//
glpT	b1147//b3960//b2348//yliL//b1085//b0759//b1710//b4006//
gltB	b3035//ecpB//
gltL	b1195//b4377//
glxR	b2094//b2469//
gspB	b0152//b1566//
gspD	b2440//b3304//
gspF	b2737//b2659//
gspM	b2487//b3953//
hisQ	b0498//b0782//b3979//
holC	b3433//b1079//b2719//b4515//
htpG	b3960//b3784//b4515//
hybC	b3072//b2750//
hybG	b2327//b4466//b1828//
hybO	b0198//b1886//b3704//
hydN	b2034//b4557//b2020//b2665//b1484//b3343//b1509//b3726//b3079//b3687//b2248//
hyfB	b3904//b3294//b3222//
hyfR	b1123//b0244//b1038//b3797//b3417//
ibpB	b3302//b3959//
ileY	b3165//b3740//
ilvM	b0801//b3979//b3944//b2451//b3323//
ilvN	b3705//b3598//
iscU	b3522//b1190//b2288//b2019//b0911//
iscX	b0091//b1612//b1199//
kdsD	b1971//b3312//
ksgA	b1252//b1224//
lacZ	b1946//ygeN//b3625//
lar	b0549//b2739//
leuZ	b2017//b2273//b3979//b1207//
lldR	b1560//ysaC//b1735//
lpxP	b3933//b2838//b1761//b2309//
lspA	b1887//b4117//b0636//
lsrR	b1359//b2476//b2121//b4308//b4114//b4369//b2052//b1238//
lyx	b2023//b1881//
malQ	b2957//b0894//b4369//b0473//b1777//b3740//b2608//yedS//
manZ	b2515//b0884//b1474//
marR	b0406//b2543//
mcbA	b2888//b2458//
mcrA	b3849//b1672//
mdtJ	b1144//b3849//
menD	b0301//b2312//b0347//
metN	b2904//b3981//
mglC	b0776//b0121//b3930//
mhpB	b1779//b1198//
mhpF	b0320//b3875//
minD	b1389//b0534//
minE	b0589//b2023//
mnmG	b0088//b3031//
moaE	b2202//b1779//b0573//b2208//b2525//
mokB	b1729//b2307//
mpl	b0984//b3114//
mprA	b3710//b1746//b0831//
mraZ	b2312//b3981//b1673//b0477//
mrp	b1147//b1747//
murE	b0232//b2663//
nagB	b2991//b3326//
nanM	b3619//b2925//
napF	b4117//b2014//
napH	b3292//b3861//b1089//b0921//b0334//
narJ	b2782//b2282//b0093//
narZ	b1678//yncK//
nirD	b4307//b3871//b3555//
nrdG	b3365//b4317//
nrdI	b1971//b3195//b2451//b2189//
nrfC	b4142//b1773//b2498//
nuoB	ygaQ_2//b1577//
nuoN	b0168//b1555//b3008//b2368//b2523//b2879//b4568//b1409//b2250//b1747//b2235//
oppF	b2024//b4014//ybfI//b2217//b3963//
paaI	b0977//b3733//b2421//b0003//b0152//b1512//b2080//b0050//b0862//
pdhR	b1195//b1361//
pdxK	b3733//b2257//b3735//
pflB	b3522//b4557//
pgk	b0778//b1817//b4566//
pheL	b0121//b0672//
phnE	b1817//b1254//
phnL	b3927//b3165//b4559//b2782//
pntA	b3193//b2167//
polA	b2757//b0728//
