#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3221//b0358//
aceF	b3212//b0062//
adiC	b0955//b0511//
araH	b0632//b4035//b3006//
artP	b3320//b3126//
artQ	b1410//b4051//
atpH	b2041//b1088//b1073//b3658//b2365//b1918//
bcsB	yrhC//b1444//
bcsF	b0451//b2675//
betI	b4067//b3289//arpB//
btuE	b1261//b2169//
cadB	b2939//b3315//
ccmE	b2676//b1245//b4048//
ccmH	b3507//b1729//b1527//
chbR	b3897//b3130//
chpR	b3615//b3222//
citF	b0695//b2682//b4069//
cobU	b1038//b3321//b2150//
csgG	b1332//b3403//b1362//b1149//
cueR	b2454//b1603//b1298//
cusF	b4378//b4378//b4052//b2453//
cyoE	b4375//b1388//b2162//b1755//b1200//
dacA	b2468//b2039//
ddpC	b2886//b1468//
ddpF	b2887//b3231//b4310//b0855//
deoD	b0301//b3366//b2776//b3213//
dhaM	b1420//b3236//b3649//
dmsB	b2745//b4353//
dnaK	b0616//b3141//
dppF	b3313//b2946//b3730//b1517//b4203//
edd	b3312//b4188//
efeU	b4222//b4621//
eptA	b0585//b4314//b3749//b1018//ysaC//b1593//b0795//b1710//b2020//
eutL	b3127//b2469//
eutT	b1603//b1554//b3313//b3186//b1929//b4470//
fabG	b3153//b1716//
fadB	b1073//b4485//
fdnI	b2240//b3367//
fecE	b2155//b2755//b0301//b1388//b3898//
fepC	b0594//b2222//
fepG	b3293//b3730//
fhuD	b1949//b3123//b0061//b1153//
fimH	b0428//b0379//b3812//b3796//
fimI	b2468//b0896//b3167//
fklB	b4201//b3205//b4057//
flhD	b2454//b0996//
frmR	b0997//b0150//
fruK	b3480//b1176//b4114//
ftsN	b3200//b2738//b0672//
gadX	b2879//b0329//
galT	b4149//b3620//b2255//b3797//
garR	b3158//b4186//b0911//b1167//b0678//
gatZ	b1340//b0150//b2903//b1014//b1665//b2125//yrhA//
gcvT	b1787//b2706//b2287//
glcG	b0164//b4149//b3986//
glgX	b2673//b1171//b0137//b1685//
