#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1072//b4469//
aceF	b3784//b3115//
adiC	b1174//b2123//
araH	b1918//b0027//b1772//
artP	b3611//b3861//
artQ	b4237//b2976//
atpH	b1096//b4287//b0958//b3127//b4308//b0652//
bcsB	b1293//b3604//
bcsF	b0198//efeU//
betI	b4249//b2121//b4376//
btuE	b1085//b3390//
cadB	b2752//b3458//
ccmE	b0884//b0152//b2849//
ccmH	b2092//b0810//b2864//
chbR	b2277//b1141//
chpR	b3194//b3390//
citF	b1683//b2140//b1848//
cobU	b2991//b3562//b4621//
csgG	b3958//b4308//b0334//b0336//
cueR	b4355//b3159//b0089//
cusF	b2022//b2530//b2752//b3797//
cyoE	b3918//b2660//b1843//b2250//b4414//
dacA	b0233//b4156//
ddpC	b4369//b0586//
ddpF	b1246//b3604//b1000//b0974//
deoD	b1891//b2864//b3479//b3927//
dhaM	b3194//b1352//b1300//
dmsB	b4183//b1038//
dnaK	b3781//b2977//
dppF	b4099//b0232//b3726//b3195//b4110//
edd	b2090//b3545//
efeU	b2976//b0810//
eptA	b1199//b3180//b0779//b1082//b2663//b1787//b2048//b1392//b3417//
eutL	b1494//b2659//
eutT	b4426//b4099//b4037//b2250//b4202//b4233//
fabG	b1503//b3301//
fadB	b3261//b0829//
fdnI	b0575//b2255//
fecE	b3733//b2198//b2095//b0784//b1600//
fepC	b2972//b1970//
fepG	b0921//b1836//
fhuD	b0967//b3833//b2755//b3304//
fimH	b1577//b4143//b4316//b2206//
fimI	b0722//b0474//b3194//
fklB	b0093//b1292//b2284//
flhD	b2994//b3316//
frmR	b2024//b4096//
fruK	b1176//b3802//b3728//
ftsN	b1207//b1937//b4539//
gadX	b1428//b0245//
galT	b1885//b2764//b1103//b1926//
garR	b3202//b1235//b1698//b0523//b1394//
gatZ	b1944//b3704//b0497//b2053//b2261//b3298//b3225//
gcvT	b3809//b4104//b2222//
glcG	b1919//b3185//b1885//
glgX	b1184//b3783//b1724//b4515//
glnL	b1015//b3781//
glnQ	b1892//b0864//b0487//
glpT	b4367//b1252//b4147//b4147//b1929//b1901//ilvG//b1823//
gltB	b3616//b0729//
gltL	b2949//b3344//
glxR	b1009//b1745//
gspB	b2044//b3026//
gspD	b0082//b1526//
gspF	b3781//b1449//
gspM	b4515//b0895//
hisQ	b2093//b2144//b0641//
holC	b1184//b3734//b4305//b3184//
htpG	b3958//b2703//b0836//
hybC	b1172//b0118//
hybG	b4057//b4539//b3512//
hybO	b2444//b4114//b1152//
hydN	b1073//b3707//b2056//b3825//b3784//b3129//b2282//b0783//b3395//b0837//b2140//
hyfB	b3326//b3184//b2498//
hyfR	b3598//b2204//b2012//b3809//b4315//
ibpB	b4383//b3124//
ileY	b3114//b3430//
ilvM	b0936//b3605//b1709//b1747//b3212//
ilvN	b0186//b2476//
iscU	b3153//b4566//b3222//b1152//b2020//
iscX	b0809//b1518//b0358//
kdsD	b2462//b2736//
ksgA	b4311//b2883//
lacZ	b3477//b1428//b0182//
lar	b3344//b1901//
leuZ	b4254//b3138//b2092//b3343//
lldR	b1576//b2886//b3304//
lpxP	b3189//b0498//b3563//b1577//
lspA	b2971//b4593//b2307//
lsrR	b3478//b0904//b2609//b1631//b1494//b2048//b0523//b1299//
lyx	b2424//b0811//
malQ	b0244//b3193//b1851//b4589//b1486//b3136//b1430//b3812//
manZ	b4603//b3310//b4100//
marR	b3735//b1503//
mcbA	b3259//b2703//
mcrA	b4290//b3168//
mdtJ	b3201//b0595//
menD	b1415//b2019//b1847//
metN	b4135//b1171//
mglC	b1742//b0975//b2422//
mhpB	b1519//b1235//
mhpF	b0186//b4244//
minD	b2284//b4149//
minE	b3006//b3239//
mnmG	b2997//b2517//
moaE	b1627//b3167//b2961//b2706//b3170//
mokB	b2261//b0978//
mpl	b0183//b1824//
mprA	b2326//b2663//b2318//
mraZ	b2730//b2543//b3390//b0894//
mrp	b1941//yjhE//
murE	b0023//b3200//
nagB	b3315//b1348//
nanM	b0721//b0120//
napF	b0028//b2825//
napH	b2093//b0851//b0549//b0897//b0036//
narJ	b3619//b0978//b0945//
narZ	b2727//b3627//
nirD	b3523//b0199//b3167//
nrdG	b3099//b4511//
nrdI	b0313//b3324//b2855//b0941//
nrfC	b3933//b0511//b0677//
nuoB	b2282//b2195//
nuoN	b3205//b4186//yncK//b2448//b1589//b2068//b3904//b0872//b3540//b1393//b2458//
oppF	b3892//b2282//b3977//b1184//b1565//
paaI	ysaC//b4147//b2992//pawZ//b1183//b1878//b0597//b4539//b2468//
pdhR	b3342//b1074//
pdxK	b3300//b1487//b0707//
pflB	b2278//b2446//
pgk	b4317//b0756//b0554//
pheL	b0062//b1942//
phnE	b3544//b3850//
phnL	b1518//b0505//b0004//b2196//
pntA	b0637//b0513//
polA	b2850//b3454//
potH	b3739//b1685//b3197//b4154//b4310//b2763//b1554//
ppa	b1485//b3486//
ppdD	b1849//b1892//
ppx	b1004//b2312//
proX	b0059//b2284//b2618//
prpD	b1776//b1140//b1304//
pspD	b3301//b2718//b2744//b2992//
pstB	b1011//b2652//
pstS	b3224//b2827//b4512//
purT	b1512//b2513//b4381//b0945//b0169//b1004//b1684//b2094//b1358//b2460//
putP	b3126//b1389//
puuR	b4380//b1943//b1735//b1631//
pyrI	b1157//b1199//b3829//b3869//b3829//b2721//
rbsK	b1123//b2702//b0811//b1499//b0245//
rcsD	b2423//b0171//
recQ	b3126//b3333//
relE	b2662//b3739//
rhaB	b0027//b0125//
ribF	b1943//b1710//b2850//b1259//
rlpB	b0710//b3555//b2616//
rluA	b3367//b4071//
rpmI	b0783//b3575//
rpoN	yjhE//b3213//
rseA	b2189//b3875//
rsxB	b3643//b2598//
rtcR	b1009//b0590//
rutG	b1305//b2005//b0050//b0396//b3199//b1757//b3295//
ryhB	b1004//b0884//
sapD	b4367//b3202//b3537//
serC	b4186//b2879//
serT	b1350//b3313//b3724//b1938//
sfmH	b4005//b0233//
slyA	b2879//b2255//
smpB	b2675//b3861//
srlE	b4280//b3611//b1972//b1368//b2253//
sroB	b1123//b2763//
sseB	b4375//b2071//
sspB	b3433//b3707//
ssrS	b2853//b0477//b3325//
sucD	b3136//b0088//b4104//b2750//b1368//b1746//b1878//b4311//b2308//b1891//b2723//b3869//b2782//
sufS	b1578//b1007//b2879//b3724//b0958//b0707//
tatA	b0738//b4240//
tdcG	b2080//b2249//b2390//b0342//b1438//b1392//b3595//
tdh	b3065//b4098//b2461//b3343//b0971//b4100//
tdk	b3124//b4240//
thrC	b1950//b1195//b3636//
thrW	b4311//b2197//b3416//b0973//
tnaC	b2199//b2677//b3236//
tolC	b1836//b1183//b3510//b1159//
tolR	b3658//b3458//b4101//
treC	b1504//b0810//
trmI	b3994//b1390//
trpL	b2439//b2121//b2618//b1352//b1082//
truB	b3927//b4071//
truD	b3417//b0975//b3822//
trxA	b3303//b3604//
trxB	b1527//b2476//
tyrA	b1817//b0536//
tyrB	b2498//b0150//b2348//
tyrU	b2608//b0728//b3870//b3203//b3304//
upp	b2454//b3193//b4426//b3098//b1885//
uraA	b0695//b1932//b4380//
usg	b3661//b3736//
valV	b4451//b2266//b3221//
visC	b1350//b1188//b1137//b4032//
waaU	b0593//b3778//b1922//b2241//b4096//b1774//b0042//b2880//b3224//b2684//b0904//
wbbL	b4037//b1586//b0982//b0856//b1514//b0772//b1389//b0806//b4348//b2991//b2713//b2197//
wcaE	b3751//b3035//
wcaL	b1071//b4314//b0513//b0028//b4376//
wzxE	b0695//b2103//
xerD	b4303//b3429//
xylA	b4371//b0554//
yaaW	b4308//b0071//
yadM	b1930//b2500//
yaeB	b1088//b1293//
yaeI	b4036//b0851//
yafZ	b3463//b2502//
yajG	b0182//b0884//b3983//b0861//
ybaN	b2828//b4110//b1484//b1265//b2871//
ybbC	b1151//b2525//
ybbW	b0513//b2230//b2342//b3598//b0632//
ybcO	b1784//b3603//
ybdD	b3520//b4377//b1000//b1784//b3906//b0823//b1701//b1073//
ybeA	b1919//b1089//b2961//b1552//b4334//b1390//
ybeZ	b1098//b3343//
ybfC	b1909//b3317//
ybgC	b4071//b3630//
ybgJ	b0572//b3963//
ybgT	b3195//b0659//b2783//b1843//
ybhC	b1449//b3944//b4203//b1177//
ybiC	b4221//b3236//b3749//b2894//b0534//b1750//b1478//b0162//b3480//b2091//b0025//b3305//b1478//b2230//
ybiH	b1991//b3022//
ybiX	b4183//b2918//b3520//b1184//b2264//b3306//b0855//b2029//b2754//b3240//b3510//b1491//b1246//b3229//b3228//
ybjC	b3624//b1834//
ycbS	b4539//b0231//
ycbT	b4201//b3221//
ycbZ	ybfI//b2096//
yccB	b3791//b2033//b1281//b1207//yrhA//b2023//b0992//b1215//b0997//b4024//
yccJ	b2737//b3972//
yccM	b0523//b4316//b0805//
yccW	b2502//b3098//b2725//
ycdZ	b2698//b2022//
yceD	b3224//b2240//
yceG	b2886//b2888//b0871//
ycfM	b3326//b2049//b3786//
ycgM	b1910//b1485//b1153//
ychS	b4459//b1588//b2702//b2189//b2194//b1104//b1589//
yciC	b2280//b3193//
yciH	b1359//b2443//
ycjT	b1756//b0729//
ycjV	b1834//b3455//b3118//
ydaU	b2257//b4035//
ydaV	b4376//b3008//
ydaW	b1901//b1940//
ydcQ	b2169//b3941//
ydcW	b2047//b2722//
yddB	b2204//b2607//
ydeT	b4126//b1815//b2455//
ydeU	b1072//b0863//
ydfE	b1776//b2469//b1807//
ydfV	b1228//b4378//
ydhS	b1886//b0941//
ydiH	b2531//b1014//
ydiR	b3636//b0088//
ydjL	b4115//b1717//b4110//b3315//
yeaC	b3432//b0972//b0574//
yeaK	b0653//b3118//b0820//
yeaZ	b0910//b3239//b3536//
yebB	b1390//b2702//
yebC	b1105//b1071//ygeN//b2531//b3261//b3542//b0635//
yebF	b4188//b2933//
yebG	b1312//b1564//b0089//b1007//b0273//yjhE//b3991//b2679//b1987//b3731//b0032//b2514//b2368//b3725//b0536//
yebR	b0973//b3313//b0990//
yebT	b1414//b0071//
yedF	b3797//b3871//
yedI	b2056//b2500//
yedL	b1850//b0015//ygaQ_2//b0999//b3251//
yedZ	b1153//b2368//b0028//
yeeE	b3563//b1955//b3517//b1847//b2925//b2856//b2093//b4126//b2080//b4126//b1563//b3976//b0895//b2616//b0311//b3786//b2256//b1037//b2004//b0831//b2252//b4254//b1841//
yeeF	b2354//b3006//b0059//b2049//b2600//b1104//b2257//b3313//b1261//
yehM	b0734//b3212//
yehP	b0865//b1051//b0379//b0677//b1238//b0660//b4557//b0112//b1511//b3366//b0468//b3183//
yehU	b1104//b0997//
yeiS	b1349//b1000//
yejK	b1259//b3726//b2309//b2458//
yfaA	b1244//b2881//
yfaE	b0914//ybfI//b3514//
yfaX	b1036//b3993//b2240//
yfaY	b1632//b3130//
yfaZ	b4160//b1823//
yfbM	b3780//b2319//
yfbN	b3118//b3977//
yfcM	b2677//b0615//
yfcP	b3224//b1476//b3736//b0863//b0450//b2418//
yfcV	b2608//b0836//
yffS	b3078//b1760//b3985//b1010//b1000//b1200//b4277//b1172//
yfgM	b1757//b1756//b0572//b4380//b1946//b3302//b1351//
yfjG	b1257//b1351//
ygaF	b3941//b1938//b1343//b0533//b3984//b1987//b2113//b0434//b1503//b0198//b4511//
ygbM	b1034//b2673//b0114//b1409//
ygcI	b2002//b0365//b0720//b4469//
ygcO	b0975//b4056//
ygeA	b2149//b3072//b2457//b2368//b1617//b0707//
ygeN	b2724//b1189//b0513//
ygfB	b3986//b4270//b1077//
ygfM	b4311//b1467//b2198//b4316//b2717//b0904//b3690//b2744//ybfG//b1137//b2052//
ygfT	b3251//b1235//
ygfU	b1876//b0855//b2216//
yggF	b3738//b3336//b2909//
yghJ	b3686//b1198//b2881//
yghZ	b0922//b2094//
ygiQ	b1789//b2308//b3259//
ygiT	b3170//b0895//
ygjH	b1904//b4233//b2248//
ygjJ	b2387//b3400//b1079//
ygjK	b3812//b2522//
yhaB	b3542//b2013//
yhaO	b3229//b1149//
yhaV	b3718//b2683//
yhbE	b0594//b1420//
yhbJ	b4114//b0586//
yhbU	ygaQ_2//b3803//
yhbV	b2464//b3658//b1407//b0518//b1040//b1617//
yhbY	b1238//b4328//b2339//b1144//b2222//b4603//b3343//b2052//b0711//b0148//b1865//b2120//b1200//b0914//b1172//b4156//b0759//b1918//b2014//b0591//b2618//b3311//b1796//b2121//b4348//b1226//b1526//b3605//b3166//b0534//b2446//b2853//b2957//b0520//b0971//b1889//b0759//b2712//b3897//b0498//b3432//b0011//b4443//b1516//b2207//b2012//b1757//b0672//b2903//b2528//b1003//b0430//b3141//b2446//b3327//b3456//b1943//b2109//b1509//b0850//b1125//b2517//b2500//b2230//
yhcH	b2019//b3115//b2023//b2422//b1927//b1259//
yheL	b0759//b3422//b3378//b3377//
yheO	b1468//b2776//b2469//b2197//b1082//b2527//b0711//b1992//b2097//
yheS	b0368//b3733//
yhfU	b4076//b1954//
yhiI	b2678//b3737//
yhiM	b4589//b1096//b3850//b4330//b2998//b0590//b3342//b1414//b1480//b3165//b2241//b3340//b2679//b3964//b3378//b2121//
yhjE	b4069//b1133//b1396//b1156//b3325//b2038//b3192//b1949//b1306//b2090//b1593//b1306//b3771//b3628//b1527//b0678//b1517//b0234//b3905//b0074//b3098//b1474//b1037//b1555//b1396//b0829//b2531//b3604//b2204//b3580//b4068//b0637//b3359//b4068//b1909//b0150//arpB//b3545//
yiaB	b2672//b1393//
yiaK	b0162//b1922//
yibD	b4035//b1755//
yibI	b1261//b2841//
yibJ	b2523//b4239//
yibN	b0589//b1074//b4375//b4096//
yicE	b1491//b3344//
yidP	b2528//b0737//
yidZ	arpB//b1761//
yieK	b3340//b3120//
yigB	b2447//b3822//b4603//b1260//b1154//b1485//b3897//b3825//b3320//b3545//b2755//b2167//b3426//b1225//b1138//b4027//b1517//b3616//
yigL	b2185//b1906//
yigZ	b3100//b2530//b3623//b0183//b1124//b1306//b1352//b2205//b0997//b1261//b1467//b3202//
yijD	b2464//b2491//
yijF	ilvG//b4027//b2876//
yjbR	b1680//b2883//
yjbS	b0199//b2887//
yjcH	b2049//b2728//b2013//
