#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0806//b3833//
aceF	b4355//b0831//
adiC	b1235//b1438//
araH	b0306//b1407//b3138//
artP	b3395//b1174//
artQ	b3770//b0720//
atpH	b4158//b1832//b4052//b2480//b4109//b0983//
bcsB	b0429//b0143//
bcsF	b3829//b2014//
betI	b2093//b3628//b4464//
btuE	b4071//b3687//
cadB	b0757//b2737//
ccmE	b0014//b3523//b1926//
ccmH	b3296//b0331//b1003//
chbR	b3365//b3770//
chpR	b2703//b0704//
citF	b1151//b2012//b1438//
cobU	b2756//b2499//b0583//
csgG	b4143//b3932//b4511//b2053//
cueR	b3809//b4384//b0775//
cusF	b1157//b2041//b2608//b2003//
cyoE	b3933//b3960//b1599//b1165//b3221//
dacA	b3476//b2867//
ddpC	b3295//b2748//
ddpF	b1414//b3684//b1244//b3251//
deoD	b1180//b1843//b0072//b1925//
dhaM	b4308//b2728//b4414//
dmsB	b0727//b1680//
dnaK	b4589//b1304//
dppF	b1937//b1392//b2849//b3387//b3525//
edd	b1183//b3783//
efeU	b2529//b1137//
eptA	b0997//b3203//b4383//b4186//b4464//b3130//b0468//b4311//b3598//
eutL	b1612//b2424//
eutT	b2946//b0805//b2672//b0903//b1717//b2525//
fabG	b0980//b3796//
fadB	b0772//b4308//
fdnI	b3704//b3703//
fecE	b4113//b1577//b1970//b2888//b3575//
fepC	b2880//b0583//
fepG	b2142//b1823//
fhuD	b0911//b2739//b3977//b4053//
fimH	b1850//b1264//b3736//b4512//
fimI	b3978//b1235//b0042//
fklB	b2525//b1682//b1527//
flhD	b0863//b2144//
frmR	b0014//b3221//
fruK	b0518//b2284//b0153//
ftsN	b4226//b0522//b1834//
gadX	b1199//b1504//
galT	b0837//b1629//b1940//b0635//
garR	b1683//b3308//b1389//b3426//b3365//
gatZ	b0977//b3963//b0337//b2618//b3956//b4099//b4151//
gcvT	b1987//b2167//b2198//
glcG	b4320//b3261//b3617//
glgX	b2852//b1245//b0498//b1495//
glnL	b3322//b3507//
glnQ	b0861//b4240//b1244//
glpT	b1717//b2853//b1779//b1828//b1513//b3127//b3626//b1988//
gltB	b2288//b1789//
gltL	b1632//b4559//
glxR	b2002//b1097//
gspB	b1339//b1036//
gspD	b0751//b4156//
gspF	b1563//b4511//
gspM	b2425//b3180//
hisQ	b1503//b0776//b3013//
holC	b3636//b1940//b4352//b1527//
htpG	b3517//b3153//b3078//
hybC	b0801//b2825//
hybG	b2197//b4096//b2756//
hybO	b0432//b1787//b4100//
hydN	b1920//b4485//b0753//b3158//b4070//b2207//b3684//b1828//b1684//b3618//b0734//
hyfB	b4183//b3770//b3645//
hyfR	b2723//b2005//b1972//b0763//b1395//
ibpB	b1797//b1708//
ileY	b2702//b2745//
ilvM	b2051//b4115//b3513//b2096//b2121//
ilvN	b2855//b3318//
iscU	b1891//b0778//b2909//b4142//b2255//
iscX	b3255//b0342//b0245//
kdsD	b3825//b2853//
ksgA	b3167//b0894//
lacZ	b2234//b3905//b1415//
lar	b2619//b0897//
leuZ	b4202//b0114//b1955//b2333//
lldR	b4302//b1156//b1074//
lpxP	b2736//b4151//b4259//b1480//
lspA	b2878//b1777//b0333//
lsrR	b2206//b1938//b3750//b3796//b1850//b2765//b3422//b2515//
lyx	b0941//b2458//
malQ	b1943//b2490//b1932//b2462//b0783//b1735//b2145//b2279//
manZ	b1244//b2186//b3614//
marR	b3991//b3542//
mcbA	b3615//b2698//
mcrA	b4418//b2893//
mdtJ	b2487//b1684//
menD	b4316//b2838//b1564//
metN	b1566//b4311//
mglC	b2679//b1761//b1257//
mhpB	b1366//b1972//
mhpF	b4559//b2025//
minD	b2144//b2678//
minE	b3998//b0695//
mnmG	b0896//b1878//
moaE	b3932//b3686//b2620//b1243//b1194//
mokB	b1361//b3785//
mpl	b1291//yncK//
mprA	b0854//b0865//b4230//
mraZ	b1414//b0636//b1420//b2443//
mrp	b1746//b2886//
murE	b0975//b2421//
nagB	b1281//b1600//
nanM	b3838//b0779//
napF	b0796//b4222//
napH	b1340//b0589//b2097//b4233//b0121//
narJ	b3785//b2425//b0307//
narZ	b4036//b2661//
nirD	b0450//b2957//b4330//
nrdG	b2684//b2022//
nrdI	b0759//b3783//b4316//b1629//
nrfC	b0348//b1777//b4303//
nuoB	b1198//b2049//
nuoN	b0695//b0112//b3994//b0575//b2737//b0967//b3304//b3575//b0888//b0997//b4358//
oppF	b1157//b3265//b2169//b2230//b3670//
paaI	pawZ//b2155//b4382//b0777//b1487//b0904//b2903//b4098//b2818//
pdhR	b3119//b3359//
pdxK	b0594//b1554//b3342//
pflB	b1949//b2490//
pgk	b1527//b3741//b1923//
pheL	b2724//b3340//
phnE	b1297//b3430//
phnL	b4245//b1828//b0247//b3223//
pntA	b2242//b1938//
polA	b3770//ybfG//
potH	b3643//b2757//b0974//b2097//b3320//b1349//b1352//
ppa	b0975//b4143//
ppdD	b0911//b0864//
ppx	b1426//b1189//
proX	b2141//b2526//b0081//
prpD	b3687//b3620//b2050//
pspD	b3304//b2121//b0356//b3231//
pstB	b0414//b2757//
pstS	b3361//b1746//b1823//
purT	b3487//b0089//b1204//b2326//b1684//b3525//b4367//b2252//b1037//b4414//
putP	b2476//b2135//
puuR	b0854//b2022//b3896//b1932//
pyrI	b3326//b1789//b2279//b0313//b3308//b2748//
rbsK	b2453//b1514//yrhA//b1683//b0042//
rcsD	b2125//b2155//
recQ	b0756//b2849//
relE	b0757//b0945//
rhaB	b3731//b3294//
ribF	b4054//b3295//b4154//b3395//
rlpB	b0072//b0810//b0764//
rluA	b3193//b3482//
rpmI	b3661//b2755//
rpoN	b2049//b3563//
rseA	b2991//b3513//
rsxB	b1818//b0855//
rtcR	b1476//b0150//
rutG	b3533//b4303//b1617//b3236//b2104//b0728//b4279//
ryhB	b3892//b2029//
sapD	b0586//b0042//b1849//
serC	b1710//b4329//
serT	b3479//b3458//b1144//b2756//
sfmH	b1235//b2764//
slyA	b1929//b1774//
smpB	b3563//b1079//
srlE	b1841//b3787//b4076//b3779//b0943//
sroB	b1180//b1203//
sseB	b0032//b0711//
sspB	b2864//b2827//
ssrS	b1483//b2145//b1077//
sucD	b1246//b0313//b1514//b0904//b3603//b2025//b1414//b3228//b0636//b1476//b3195//b1015//b1368//
sufS	b4355//b4035//b3735//b0337//b0434//b1199//
tatA	b3327//b4109//
tdcG	b0365//b1088//b3199//b3904//ecpB//b3993//b2230//
tdh	b4609//b2458//b1352//b1038//b1243//b1198//
tdk	b3710//b1672//
thrC	b1307//b2674//b4096//
thrW	b1580//b4610//b0652//b4375//
tnaC	b4358//b3580//b3251//
tolC	b0059//b2870//b1774//b3403//
tolR	b0939//b1884//b0785//
treC	b1505//b0366//
trmI	b2185//b3180//
trpL	b0727//b1246//b1815//b0431//b1281//
truB	b2620//b0036//
truD	b4460//b0428//b3640//
trxA	b1555//b3352//
trxB	b1746//b4006//
tyrA	b1304//b1564//
tyrB	b2853//b0781//b0248//
tyrU	b3365//b2162//b4291//b3251//b3836//
