#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3316//b2840//
aceF	b4407//b3822//
adiC	b2286//b3479//
araH	b4158//b3395//b3833//
artP	b0594//b0828//
artQ	b2855//b0421//
atpH	b3825//b0636//b0554//b3385//b3321//b2387//
bcsB	b3850//b0486//
bcsF	b0941//b0726//
betI	b3295//b2600//b1729//
btuE	b2727//b2013//
cadB	b2368//b2883//
ccmE	b2572//b3836//b3168//
ccmH	b3311//b1674//b1235//
chbR	b3784//b2702//
chpR	b2005//b1254//
citF	b2914//b1729//b1526//
cobU	b1259//b3541//b1190//
csgG	b0234//b0955//b3221//b2764//
cueR	b0727//b2252//b4302//
cusF	b3431//b0108//ypjI//b2092//
cyoE	b3513//b3012//b1590//b3296//b1098//
dacA	b1958//b3649//
ddpC	b0487//b1668//
ddpF	b0795//b3936//b3512//b3120//
deoD	b1225//b0862//b2091//b3261//
dhaM	b1777//b0186//b4034//
dmsB	b0854//b2880//
dnaK	b1755//b2459//
dppF	b2991//b0518//b1882//b1577//b1503//
edd	b1993//b3417//
efeU	b1281//b3326//
eptA	b4466//b4380//b3309//b2285//b3299//b2348//b3978//b4559//b4254//
eutL	b2673//b2454//
eutT	b1948//b0989//b2278//ybfG//b0990//b4269//
fabG	b1096//b1103//
fadB	b4014//b2326//
fdnI	b0974//b4115//
fecE	b2342//b2756//b0828//b1679//b4308//
fepC	b1519//b1941//
fepG	b2169//b1482//
fhuD	b0509//b1359//b1184//b0331//
fimH	b2014//b0150//b0990//b3172//
fimI	b2302//b1316//b4102//
fklB	b3361//b3643//b1126//
flhD	b1246//b1082//
frmR	arpB//b0851//
fruK	b2933//b1339//b2755//
ftsN	b3625//b3001//b2527//
gadX	b2254//b1883//
galT	b3118//b1665//b2354//b3240//
garR	b2736//b1070//b3298//b1305//b4358//
gatZ	b4237//b1152//b1876//b0632//b3509//b2607//b1832//
gcvT	b3596//b3395//b1228//
glcG	b0450//b3976//b2056//
glgX	b0233//b3511//b3731//b3223//
glnL	b3298//b3670//
glnQ	b2459//b0598//b3334//
glpT	b1646//b0032//b1925//b2094//b1008//b3671//b3629//b0574//
gltB	b4371//b1685//
gltL	b1089//b0637//
glxR	b3304//b2976//
gspB	b2948//b4117//
gspD	b0534//b1668//
gspF	b1560//b3730//
gspM	b3193//b2737//
hisQ	b1352//b4565//b1519//
holC	b1668//b0990//b3186//b3330//
htpG	b0955//b1879//b1862//
hybC	b0148//b3636//
hybG	b1866//b2703//b3475//
hybO	b1552//b3195//b2818//
hydN	b0884//b2445//b2249//b1097//b4414//b4515//b1172//b1617//b0921//b3478//b0783//
hyfB	b1123//b1885//b0231//
hyfR	b4189//b0641//b2216//b3615//b0138//
ibpB	b2450//b1486//
ileY	b1955//b0430//
ilvM	b1589//b4076//b1611//b3523//b4466//
ilvN	b1862//b0737//
iscU	b4244//b4076//b3598//b1922//b2312//
iscX	b1849//b3896//b0967//
kdsD	b3515//b0158//
ksgA	b3377//b3623//
lacZ	b0652//b3656//b3985//
lar	b4506//b4068//
leuZ	b1824//b1480//b0660//b0473//
lldR	b1611//b3079//b4006//
lpxP	b3861//b1900//b2765//b4293//
lspA	b1611//b2348//b1291//
lsrR	b3184//b2448//b4334//b0976//b1746//b3786//b3627//b0711//
lyx	b3315//b1358//
malQ	b0972//b3201//b1428//b2663//b1040//b1772//b1154//b1474//
manZ	b1428//b2239//b1449//
marR	b3542//b2014//
mcbA	b3222//b1862//
mcrA	b1079//b0598//
mdtJ	b1627//b3119//
menD	b3026//b0972//b2878//
metN	b1120//b2450//
mglC	b0678//b4305//b3725//
mhpB	b2418//b2933//
mhpF	b1018//b3979//
minD	b1097//b0183//
minE	b2609//b3367//
mnmG	b1294//b4233//
moaE	b1590//b0513//b3926//b0114//b1334//
mokB	b0059//b2531//
mpl	b3710//b1819//
mprA	b1930//b2142//b2309//
mraZ	b1018//b3186//b2277//b0058//
mrp	b1744//b3457//
murE	yjhE//b2108//
nagB	b0252//b2032//
nanM	b2619//b0632//
napF	b1767//b3514//
napH	b3651//b2034//b1783//b3803//b1526//
narJ	b2726//b1395//b0158//
narZ	b2168//b4308//
nirD	b3802//b1061//b2104//
nrdG	b2023//b3299//
nrdI	b2960//b1773//b2838//b2421//
nrfC	b1156//b3671//b2745//
nuoB	b4467//b3805//
nuoN	b1072//b0781//b2850//b2838//b3200//b3736//b0113//b0723//b1156//b2527//b3803//
oppF	b1342//b1504//b1906//b3202//b4123//
paaI	b0936//b0750//b0343//b3176//b0783//b0677//b3433//b3791//b2055//
pdhR	b3626//b0596//
pdxK	b2051//b4081//b1393//
pflB	b2522//b3072//
pgk	b1776//b4126//b4131//
pheL	b1089//b4277//
phnE	b1683//b1259//
phnL	b0905//b3542//b3654//b3166//
pntA	b3515//b2476//
polA	b1195//b2904//
potH	b2464//b3313//b1390//b3486//b3848//b2390//b0955//
ppa	b1258//b1138//
ppdD	b4109//b2020//
ppx	b1526//b2764//
proX	b1924//b4557//b3863//
prpD	b1638//b0831//b3741//
pspD	b1736//b0677//b3986//b3785//
pstB	b4013//b3319//
pstS	b0125//b3330//b3113//
purT	b3386//b4006//b3167//b2893//b3260//b2055//b4054//b1077//b0873//b2677//
putP	b3341//b3894//
puuR	b1862//b0971//b1843//b0348//
pyrI	b1261//b1254//b3791//yjhE//b0062//b0121//
rbsK	b0854//b1261//b1923//b4383//b2458//
