#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1742//b0590//
aceF	b0534//b0759//
adiC	b0782//b3772//
araH	b3931//b3301//b3805//
artP	b2137//b3783//
artQ	b0162//b1787//
atpH	b0632//b0198//b1156//b3658//b3992//b4287//
bcsB	b1955//b2662//
bcsF	b3825//b2276//
betI	b2418//b2257//b3119//
btuE	b2737//b1836//
cadB	b4352//b2439//
ccmE	b3361//b2486//b3958//
ccmH	b1010//b3979//b1912//
chbR	b0854//b3944//
chpR	b3892//b4568//
citF	b2870//b3636//b3189//
cobU	b0125//b0245//b3127//
csgG	b1709//b0083//b3731//b3336//
cueR	b0138//b2525//b3786//
cusF	b0635//b1530//b2957//yliL//
cyoE	b1516//b1468//b0033//b4279//b3850//
dacA	b3126//b3313//
ddpC	b2752//b4158//
ddpF	b3870//b3991//b3265//b2017//
deoD	b0641//b0865//b3222//b1171//
dhaM	b3295//b2886//b4069//
dmsB	b3012//b3024//
dnaK	b0368//b4127//
dppF	b2205//b1891//b2254//b2422//b0592//
edd	b1409//b1937//
efeU	b3455//b1394//
eptA	b0759//b1078//b1146//b3750//b0028//b3796//b1010//b1937//b3320//
eutL	b1235//b0232//
eutT	b1349//b2498//b3307//b1783//b2677//b1681//
fabG	b4277//b1177//
fadB	b2092//b0536//
fdnI	b1920//b2281//
fecE	b1487//b1942//b2840//b1518//b4099//
fepC	b2905//b2421//
fepG	b1134//b4259//
fhuD	b1079//b2663//b1449//b0805//
fimH	b1358//b3897//b2278//b0980//
fimI	b0907//b2374//b2252//
fklB	b2140//b1282//b3306//
flhD	b0943//b0505//
frmR	b1958//b4526//
fruK	b0775//b2005//b0432//
ftsN	b2618//b4320//b0973//
gadX	b1123//b0113//
galT	b3836//b2506//b0871//b3734//
garR	b2019//b2286//b1587//b1474//b1184//
gatZ	b3158//b1761//b1037//b1180//b4024//b2990//b2032//
gcvT	b2487//b0860//b3012//
glcG	b0820//b0980//b3509//
glgX	b0554//b3560//b1611//b2144//
glnL	b2881//b0643//
glnQ	b0486//b0943//b2866//
glpT	b1260//b1493//b3337//b0595//b1415//b3905//b1530//b2676//
gltB	b4280//b4201//
gltL	b2283//b2713//
glxR	b1924//b3298//
gspB	b3896//b1316//
gspD	b0121//b1668//
gspF	b4102//b4593//
gspM	ecpB//b2864//
hisQ	b4079//b3454//b2053//
holC	b0112//b1791//b1662//b2876//
htpG	b2091//b3871//b1443//
hybC	b0078//b3850//
hybG	b1876//b4100//b3631//
hybO	b1906//b1415//b3302//
hydN	b2019//b0253//b1642//b3013//b1991//b0014//b0365//b3617//b1971//b3833//b4014//
hyfB	b4070//b4222//b3202//
hyfR	b0436//b4469//b3072//b3319//b2871//
ibpB	b0013//b1779//
ileY	b2926//b4054//
ilvM	b1207//b1932//b1203//b1955//b0678//
ilvN	b3319//b0711//
iscU	b3255//b3463//b0432//b1070//b3537//
iscX	b2121//b2572//b1954//
kdsD	b3918//b1587//
ksgA	b3127//b1149//
lacZ	b4464//b3637//b2199//
lar	b1339//b2113//
leuZ	b0253//b0922//b4512//b4152//
lldR	b1080//b2050//b0972//
lpxP	b1415//b4081//b1708//b0943//
lspA	b3422//b2497//b4259//
lsrR	b1883//b3115//b3542//b1094//b0764//b4293//b3400//b1530//
lyx	b2012//b0138//
malQ	b0943//b3079//b4200//b4147//b2308//b2949//b2266//b2755//
manZ	b0083//b3512//b0162//
marR	b3304//b2606//
mcbA	b0997//b0961//
mcrA	b2530//b1061//
mdtJ	b2840//b1149//
menD	b0728//b4280//b2032//
metN	b4067//b4348//
mglC	b3986//b0678//b1123//
mhpB	b3964//b1970//
mhpF	b1701//b4036//
minD	b1918//b3031//
minE	b3195//b0830//
mnmG	b1892//b1698//
moaE	b3198//b3690//b2026//b3918//b1600//
mokB	b3326//b1393//
mpl	b3509//b3153//
mprA	b1097//b1306//b1483//
mraZ	b0990//b0678//b3992//b0722//
mrp	b4384//b4382//
murE	b1972//b4230//
nagB	b2730//b3826//
nanM	b2713//b1642//
napF	b0943//b2123//
napH	b3189//b3336//b2243//b2853//b2354//
narJ	b4305//b4291//b4071//
narZ	b2205//b3128//
nirD	b0729//b2517//b0273//
nrdG	b4114//b3616//
nrdI	b3513//b1291//b1888//b1987//
nrfC	b3705//b2459//b3796//
nuoB	b2168//b0678//
nuoN	b1698//b3596//b0273//b3304//b2242//b3343//b3981//b3563//b1165//b1767//b3788//
oppF	b3983//b2524//b0089//b2849//b2121//
paaI	b3781//b2501//b1123//b4466//b3261//b3229//b2851//b0180//b4203//
pdhR	b1204//b2288//
pdxK	b2530//b2235//b2109//
pflB	b1165//b0131//
pgk	b2354//b1151//ypjI//
pheL	b3200//b1304//
phnE	b2146//b2751//
phnL	b1343//b2997//b1392//b3541//
pntA	b1133//b0999//
polA	b3981//b1449//
potH	b0549//b3458//b0139//b4113//b0151//b3012//b1850//
ppa	b1415//b3687//
ppdD	b2751//b4430//
ppx	b2167//b2444//
proX	b2025//b3120//b0653//
prpD	b4293//b3321//b2003//
pspD	b0554//b2169//b2750//b0301//
pstB	b3100//b4154//
pstS	b2286//b3296//b3305//
purT	b4187//b1297//b2724//b1900//b3613//b1391//b0164//b4358//b0975//b3120//
putP	b1190//b3319//
puuR	b3997//b3486//b1083//b0636//
pyrI	b1104//b1015//b0198//b0169//b2414//b1504//
rbsK	b0248//b1080//b3476//b2104//b0137//
rcsD	b2071//b2702//
recQ	b0781//b3304//
relE	b3113//b0888//
rhaB	b1920//b1744//
ribF	b2450//b3810//b1183//b3617//
rlpB	b0118//b1392//b1791//
rluA	b2080//b1362//
rpmI	b2044//b3511//
rpoN	b2699//b0366//
rseA	b1166//b1096//
rsxB	b1294//b2460//
rtcR	b1554//b0151//
rutG	b4293//b0739//b0945//b0804//b3069//b0945//b4557//
ryhB	b1747//b2718//
sapD	b3628//b1391//b2543//
serC	b2333//b3304//
serT	b1350//b2307//b1970//b2283//
sfmH	b0199//b3705//
slyA	b2095//b0018//
smpB	b1386//b4320//
srlE	b4270//b2957//b2286//b2097//b4005//
sroB	b3265//b0724//
sseB	b1428//b2013//
sspB	b4618//b4147//
ssrS	b2198//b0365//b1991//
sucD	b2738//b1258//b3184//b3024//b1358//b2757//b1089//b0121//b0075//b2684//b1560//b0590//b1627//
sufS	b0979//b1468//b2573//b2374//b0796//b1264//
tatA	b4293//b2341//
tdcG	b0727//b2762//b2894//b1386//b0979//b2486//b2150//
tdh	b3183//b1516//b0779//b0120//b0782//b0772//
tdk	b2684//b0809//
thrC	b2445//b0073//b3476//
thrW	b3333//b0487//b4443//b1646//
tnaC	b1476//b1003//b3310//
tolC	b2849//b4100//b1360//b1988//
tolR	b1930//b0164//b1678//
treC	b1630//b2926//
trmI	b0114//b3849//
trpL	b0973//b2673//b1746//b2675//b2262//
truB	b1034//b1526//
truD	b3192//b4114//b3991//
trxA	b0941//b0910//
trxB	b4460//b1008//
tyrA	b3734//b0252//
tyrB	b1679//b4369//b2762//
tyrU	b1774//b3705//b1096//b2137//b1198//
upp	b4034//b1409//b2003//b3301//b2308//
uraA	b1368//b2608//b2684//
usg	b4128//ecpE//
valV	b1176//b0812//b1051//
visC	b4244//b3926//b0590//b1682//
waaU	b0180//b2333//b0198//b4239//b1088//b2327//b2318//b3533//b1950//b3116//b0307//
wbbL	b1757//b3991//b3732//b1739//b1864//b2763//b3317//b2236//b0642//b1988//b3198//b1037//
wcaE	b3180//b2243//
wcaL	b3654//b1080//b3725//b1883//b2017//
wzxE	b1818//b2055//
xerD	b3704//b3251//
xylA	b1414//b3299//
yaaW	b1316//b2756//
yadM	b4380//b1152//
yaeB	b2206//b1755//
yaeI	b1948//b0248//
yafZ	b1761//b1188//
yajG	b4348//b3292//b1141//b2461//
ybaN	b0038//b0733//b1159//b3536//b0342//
ybbC	b1409//b0729//
ybbW	b0477//b4158//b1165//b3796//b3295//
ybcO	b3536//b0252//
ybdD	b2033//b2757//b2723//b2908//b3165//b3992//b2469//b3771//
ybeA	b0075//b1089//b1939//b1823//b0728//b3671//
ybeZ	b3078//b3184//
ybfC	b3319//b1880//
ybgC	b4068//b4330//
ybgJ	b3771//b2197//
ybgT	b0112//b3476//b0025//b1097//
ybhC	b4200//b3836//b2348//b1166//
ybiC	b1298//b1103//b1074//b1953//b0896//b4377//b4160//b2255//b2762//b4156//b1259//b3078//b2222//b0131//
ybiH	b1140//b4304//
ybiX	b1194//b2755//b2557//b0905//b2544//b3306//b1198//b2872//b1796//b3114//b3307//b0342//b0830//b1630//b4414//
ybjC	b1482//b4315//
ycbS	b0368//b3540//
ycbT	b3936//b4081//
ycbZ	b1851//b1262//
yccB	b2048//b1593//b3741//b0729//b2917//b4203//b4378//b3781//b1297//b4071//
yccJ	b4608//b0498//
yccM	b0348//b0180//b1150//
yccW	b4156//b3896//b4152//
ycdZ	b2933//b0851//
yceD	b0082//b2522//
yceG	b0336//b2909//b2699//
ycfM	b0434//b4526//b4079//
ycgM	b0636//b2606//b3079//
ychS	b1486//b0523//b0077//b1742//b2286//b4470//b4101//
yciC	b2501//b0976//
yciH	b1449//b2287//
ycjT	b1304//b1889//
ycjV	b3072//b2189//b3198//
ydaU	b1593//b4152//
ydaV	b3829//b2197//
ydaW	b3479//b2197//
ydcQ	b2888//b1565//
ydcW	b2852//b3222//
yddB	b1474//b3362//
ydeT	b2456//yrhA//b3845//
ydeU	b1258//b2991//
ydfE	b3645//b1200//b3670//
ydfV	b1152//b1823//
ydhS	b2024//b1081//
ydiH	b3345//b2468//
ydiR	b3959//b3797//
ydjL	b4304//b3977//b0180//b1132//
yeaC	b4226//b1467//b4249//
yeaK	b4126//b1259//b1883//
yeaZ	b1452//b3871//b4259//
yebB	b4270//b3313//
yebC	b3962//b1147//b0710//b1105//b0125//b2120//b2543//
yebF	b0003//b1864//
yebG	b0358//b0431//b4013//b3118//b0785//b2763//b3936//b3721//b3962//b3197//b0164//b4515//b2250//b2880//b0724//
yebR	b3962//b3978//b4036//
yebT	b1577//b1527//
yedF	b1194//b1970//
yedI	b1247//b0756//
yedL	b3177//b0776//b2023//b0337//b2881//
yedZ	b0974//b0085//b4467//
yeeE	b0164//b2217//b1729//b3336//yrhC//b2867//b4200//b3799//b3906//b3127//b0081//b2036//b4371//b4443//b1105//b2248//b0585//b0616//yrhC//b3321//b3799//b2440//b1062//
yeeF	b1922//b1124//b2264//b4378//b3661//b3294//b4076//b2682//b1299//
yehM	b3308//b3894//
yehP	b3422//b3221//b3118//b4610//b1590//b0895//b3522//b2652//b3098//b4054//b1680//b4330//
yehU	b1885//b2186//
yeiS	b3511//ypjI//
yejK	b1945//b0896//b3305//b2313//
yfaA	b0337//b1836//
yfaE	b3078//b1865//b4526//
yfaX	b0735//b1096//b0884//
yfaY	b4289//b2204//
yfaZ	b1435//b3542//
yfbM	b2202//b3512//
yfbN	b1146//b3894//
yfcM	ecpE//b4128//
yfcP	b4024//b0486//b4478//b2480//b0617//b0983//
yfcV	b4318//b3932//
yffS	b1787//b0974//b3123//b1438//b3784//b2886//b3799//b3491//
yfgM	b0062//b2544//b1901//b1391//b4279//b0074//b0313//
yfjG	b2739//b3099//
ygaF	b0751//b1085//b1152//b0195//b1682//b0143//b3224//b0430//b0004//b3708//b4053//
ygbM	b1126//b3065//b1255//b3770//
ygcI	b3512//b1074//b1973//b4034//
ygcO	b4152//b2607//
ygeA	b4099//b0914//ypjI//b0941//b0764//b1254//
ygeN	b1617//b1679//b2143//
ygfB	b4027//b0186//b2876//
ygfM	b4287//b4335//b3658//b1922//b1504//b2608//b4384//b1150//b1166//b0533//b2719//
ygfT	b2449//b1880//
ygfU	b2598//b0486//b0923//
yggF	b3065//b3417//b1038//
yghJ	b1184//b2162//b2387//
yghZ	b0120//b3523//
ygiQ	b3826//b3540//b0351//
ygiT	b1938//b0169//
ygjH	b1098//b2729//b1171//
ygjJ	b2905//b0523//b4033//
ygjK	b2618//b1611//
yhaB	yliL//b3197//
yhaO	b0038//b1409//
yhaV	b3693//b1901//
yhbE	b0087//b0575//
yhbJ	b2454//b3344//
yhbU	b4464//b2703//
yhbV	b2186//b1941//b1293//b4024//b2873//b2866//
yhbY	b3478//b1079//b1773//b4032//b2675//b3799//b1396//b2684//b1767//b2491//b2573//b3931//b2071//b2149//b2888//b3620//b3295//b2990//b2168//b2455//b0078//b4259//b3992//b3185//b2883//b2341//b0549//b0637//b1083//b0085//b2722//b1841//b2312//b0984//b2995//b0921//b2776//b1171//b2145//b3222//b3637//b0152//b1818//b3295//b1008//b4320//b2684//b3658//b1396//b3637//b1102//b1942//b0311//b1929//b1396//b2487//b3711//b2894//b1710//b3732//b1784//b3306//b1950//yjhE//
yhcH	b0785//b4114//b2368//b3972//b2866//b2867//
yheL	b0753//b1167//b3334//b0572//
yheO	b2040//b1828//b3972//b1681//b0015//b1332//b1467//b4380//b3224//
yheS	b2977//b2167//
yhfU	b1340//b0596//
yhiI	b2745//b2335//
yhiM	b2486//b4290//b1079//b0487//b0554//b1971//b4131//b3493//b0183//b4592//b3065//b0358//b2017//b1530//b0063//b1393//
yhjE	b3799//b3431//b1970//b1190//b0907//b3721//b3365//b4335//wbbL//b1282//b1235//b2949//b3964//b3981//b1257//b1506//b2257//b1474//b3787//b4200//b1940//b4426//b1879//b3100//b3740//b4142//b2093//b4057//b4451//b1518//b3115//b2524//b4376//b4382//b3172//b1172//b3684//b3896//
yiaB	b0075//b2872//
yiaK	b1198//b2186//
yibD	b2752//b1259//
yibI	b2607//yrhA//
yibJ	b2092//b1194//
yibN	b1012//b4052//yrhC//b2905//
yicE	b1144//b0907//
yidP	b0781//b1918//
yidZ	b1924//b1282//
yieK	b1587//b0028//
yigB	b0707//b2514//b2262//b4384//b0776//b1576//b1407//b4566//b2147//b4290//b3176//b0729//b3130//b0368//b1061//b1628//b2513//b2319//
yigL	b3175//b3788//
yigZ	b2619//b2598//b3727//b2750//b1426//b2527//b1141//b0860//b0026//b4568//b0520//b2091//
yijD	b4226//b0089//
yijF	b1048//b3563//b2886//
yjbR	b3514//b1668//
yjbS	b3738//b1078//
yjcH	b2302//b1078//b3177//
yjdA	b1889//b3810//b3167//b4308//b0636//b1774//b1039//b2217//b3739//b1746//b1603//b3321//b3650//b3809//b0247//b0974//b2307//b0777//b1198//b1577//b2169//b3200//b3304//b1485//b4051//b4319//b1680//b2909//
yjdJ	b1600//b0974//b3659//b3710//
yjdO	b1512//b1490//
yjeO	b0750//b1485//
yjfK	b0522//b2440//
yjfO	b0002//b2167//b4201//
yjfY	b1011//b4369//
yjgI	b2418//b3431//
yjgZ	b2451//b0642//b1134//b2378//
yjhC	b4202//b4131//
yjhX	b2103//b0013//
yjiH	b3158//b4015//b1588//
yjiM	b0989//b1255//
yjiX	b4289//b3977//
yjjI	b1668//b0311//b2871//b4378//b1348//b4126//b0002//b0063//b3893//b3875//
yjjN	b4304//b0984//b3836//b2598//b3710//b1784//b3897//b3378//b2169//b4460//
yjjV	b2457//b1912//
ykfI	b1123//b2721//b3457//b4470//b0468//b3359//b3205//b3079//
ykgB	b4353//b0660//
ykgF	b1438//b0781//
ylbF	b3167//b2523//
yliI	b4104//pawZ//
ymdA	b3366//ecpB//b1850//b2044//b0799//b0088//b2012//b2914//b2607//b1164//b2257//b1389//b1396//b0589//b1796//b1954//b0728//b2893//b3123//b2497//b2126//b1840//b2092//b1103//b2374//b2856//b1651//b0032//b0982//
ymfE	b1906//b0091//
ymfR	b3126//b0342//
ymfS	b3649//b3731//b1876//b3617//b2764//b0366//
ymfT	b4024//b1506//b2448//b3319//b3514//b3730//b2517//
ymgC	b1004//b0596//b4035//b4287//
ymgI	b0785//b2726//b1062//
ynaJ	b4291//b3304//b3251//b0636//b2531//b2273//b3386//b1750//
