#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3742//b3221//
aceF	b2216//b0806//
adiC	b0597//b1991//
araH	b3532//b2424//b1777//
artP	b2665//b3803//
artQ	b3809//b0888//
atpH	b4244//b1751//b3297//b1947//b1668//b1503//
bcsB	b0536//b3013//
bcsF	b1767//b2557//
betI	b2868//b3520//b0533//
btuE	b0795//b3312//
cadB	b4035//b4467//
ccmE	b2462//b1444//b2126//
ccmH	b4377//b3979//b1124//
chbR	b1701//b4034//
chpR	b1876//b2724//
citF	b4135//b1015//b3960//
cobU	b3809//b2995//b4069//
csgG	b2462//b1343//b2092//b0186//
cueR	b1973//b1662//b0074//
cusF	b3649//b1081//b2766//b1836//
cyoE	b2169//b3962//b2491//b2095//b4367//
dacA	b4524//b0545//
ddpC	b1093//b1787//
ddpF	b4244//b1509//b0592//b3261//
deoD	b1776//b3941//b3236//b0074//
dhaM	b3893//b1864//b3977//
dmsB	b3455//b3320//
dnaK	b1612//b2990//
dppF	b1922//b3100//b3931//b3846//b2618//
edd	b4153//b0406//
efeU	b3458//b0759//
eptA	b0158//b0092//b0728//ecpB//b3990//b3893//b0598//b1468//b0307//
eutL	b2990//b2873//
eutT	b0943//b1844//b3661//b4609//b4608//b2421//
fabG	b2946//b4334//
fadB	b1298//b1958//
fdnI	b3229//b3631//
fecE	b2126//b0170//b2754//b1888//b2342//
fepC	b0343//b3475//
fepG	b2047//b3208//
fhuD	b2849//b0358//b1848//b0823//
fimH	b0536//b1000//b0071//b2302//
fimI	b0905//b0750//b3898//
fklB	b0115//b1340//b1849//
flhD	b1062//b2002//
frmR	b0722//b3944//
fruK	b2497//b3783//b1843//
ftsN	b4515//b2023//b2917//
gadX	b0028//b1774//
galT	b3197//b3632//b4592//b1105//
garR	b2339//b0575//b2751//b0058//b0184//
gatZ	b2354//b2443//b3141//b1750//b1449//b2196//b2925//
gcvT	b4131//b1298//b3158//
glcG	yjhE//b4314//b1891//
glgX	b2502//b0032//b1297//b4143//
glnL	b4132//b3861//
glnQ	b1088//b4377//b3893//
glpT	b1138//b1014//b3172//b0707//b3365//b4585//b0765//b4316//
gltB	b1819//pawZ//
gltL	b2068//b2933//
glxR	b2827//b2961//
gspB	b2488//b4311//
gspD	b3493//b0805//
gspF	b3984//b1124//
gspM	b2957//b0820//
hisQ	b2439//b2491//b2041//
holC	b4317//b3597//b2241//b2851//
htpG	b2480//b2663//b1262//
hybC	b2354//b4259//
hybG	b3005//b2142//b2113//
hybO	b3976//b0366//b3240//
hydN	b0726//b1750//b3770//b4099//b3138//b3654//b3863//wbbL//b2014//b2949//b0763//
hyfB	b2348//b0983//b3809//
hyfR	b3431//b3458//b1514//b0636//b2038//
ibpB	b0369//b2326//
ileY	b4303//b3967//
ilvM	b0027//b3829//b2757//b2948//b1153//
ilvN	b1611//b4469//
iscU	b4367//b1165//b3022//b3021//b2197//
iscX	b0026//b0183//b1925//
kdsD	b1958//b3718//
ksgA	b1954//b4270//
lacZ	b3515//b1942//b1093//
lar	b1887//b0739//
leuZ	b3136//b1509//b2055//b1881//
lldR	b3541//b1304//b4110//
lpxP	b1672//b3738//b2607//b4290//
lspA	b1105//b0184//b2527//
lsrR	b2217//b0616//b3769//b0707//b4054//b3324//b1882//b4056//
lyx	b1824//b1493//
malQ	b1892//b2883//b3167//b4430//b0347//b1506//b1566//b4052//
manZ	b3604//b1662//b1074//
marR	b2309//b1421//
mcbA	b3595//b1633//
mcrA	b2490//b1991//
mdtJ	b4288//b4006//
menD	b0078//b1552//b2266//
metN	b1518//b3080//
mglC	b1747//b3202//b1132//
mhpB	b3065//b3605//
mhpF	b0739//b4244//
minD	b3640//b3024//
minE	b2783//b4188//
mnmG	b2005//b2090//
moaE	b4317//b2800//b1617//b3300//b1410//
mokB	b0108//b2254//
mpl	b3799//b4142//
mprA	b2019//b3533//b2206//
mraZ	b1154//b3565//b3326//b0615//
mrp	b0356//b2003//
murE	b2818//b1519//
nagB	b4466//b0162//
nanM	b1085//b3069//
napF	b3516//b3327//
napH	b3324//b0118//b3318//b2094//b4303//
narJ	b0763//b3826//b2721//
narZ	b2750//b1971//
nirD	b2762//b2704//b2285//
nrdG	b1224//b1685//
nrdI	b0244//b1260//b4593//b4154//
nrfC	b2460//b2459//b0365//
nuoB	b1140//b0231//
nuoN	b4320//b0150//b3078//b0728//b3422//b3684//b1258//b3213//b2217//b4334//b1755//
oppF	b3985//b1880//b1958//b1452//b1368//
paaI	b4230//b2609//b4506//b4335//b1077//b4308//b3200//b3292//b1304//
pdhR	b1414//b2529//
pdxK	b2339//b1245//b1930//
pflB	b2527//b3307//
pgk	b1884//b2514//b3871//
pheL	b4221//b1889//
phnE	b2017//b1883//
phnL	b1815//b2461//b1395//b1150//
pntA	b1892//b3311//
polA	b3875//b0014//
potH	b2652//b0726//b3724//b1668//b0180//b1926//b1777//
ppa	b2715//b0195//
ppdD	b3116//b1709//
ppx	b1929//b3956//
proX	b1589//b1939//b0089//
prpD	b4280//b1815//b2050//
pspD	b2253//b1224//yncK//b4231//
pstB	b0652//b3024//
pstS	b0152//b0782//b4238//
purT	b0751//b0063//b4254//b3792//b1299//b4117//b4598//b1576//b0641//b0430//
putP	b1751//b1922//
puuR	b1662//b2659//b4239//b0486//
pyrI	b2909//b3978//b3861//b2608//b0534//b0306//
rbsK	b2487//b1009//b0059//b3194//b0659//
rcsD	b2531//b4053//
recQ	b2216//b2722//
relE	b3733//b3334//
rhaB	b2880//b4621//
ribF	b1972//b0013//b0871//b3475//
rlpB	b2619//b3475//b3078//
rluA	b2019//b1224//
rpmI	b3870//b1807//
rpoN	b3788//b2444//
rseA	b0914//b1563//
rsxB	b4188//b0955//
rtcR	b3772//b1071//
rutG	b3316//b3861//b3751//b0233//b0344//yliL//b2933//
ryhB	b0120//b1926//
sapD	b3659//b4358//b3562//
serC	b2683//b4249//
serT	b1993//b3738//b1351//b2751//
sfmH	b0018//b1189//
slyA	b4589//b3875//
smpB	b0523//b4305//
srlE	b1018//b0451//b0763//b2313//b0152//
sroB	b3334//b4460//
sseB	b2911//b1819//
sspB	b0333//b4592//
ssrS	b0505//b1125//b0851//
sucD	b2025//b1008//b1600//b2855//b1164//b0198//b3645//b3127//b3426//b1077//b1518//b3319//b3222//
sufS	b0062//b2014//b3309//efeU//b3341//b1048//
tatA	b1849//b1146//
tdcG	b4240//b0125//b2189//b4511//b1724//b1850//b3198//
tdh	b2502//b3024//b3780//b1531//b1194//b1494//
tdk	b3300//b1174//
thrC	b3624//b0365//b2003//
thrW	b4608//b0018//b2748//b0002//
tnaC	b2762//b0862//b0180//
tolC	b4132//b1297//b1180//b0164//
tolR	b0941//b0153//b2348//
treC	b3967//b2873//
trmI	b1175//b3893//
trpL	b1708//b3255//b2203//b0595//b2425//
truB	b0999//b0351//
truD	b2348//b1972//b4079//
trxA	b3626//b3433//
trxB	b0907//b0002//
tyrA	b2034//b4188//
tyrB	b1918//b2167//b0936//
tyrU	b4259//b3431//b1773//b1468//b0505//
upp	b2145//b0896//b0976//b0329//b4051//
uraA	b3537//b3705//b3320//
usg	b3711//b1757//
valV	b3361//b1366//b1882//
visC	b3986//b2241//b0617//b2140//
waaU	b2871//b3993//b4414//b1773//b3787//b0311//b2703//b3113//b2424//b3540//b3138//
wbbL	b4451//b0396//b3671//b3618//b3192//b3480//b3623//yjhE//b1348//b4506//b1841//b0137//
wcaE	b3231//b3997//
wcaL	b2818//b2490//b4109//b2168//b1011//
wzxE	b0143//b0088//
xerD	b3165//b1848//
xylA	b4151//b3779//
yaaW	b3065//b4428//
yadM	b1246//b3322//
yaeB	b0406//b0138//
yaeI	b1389//b1531//
yafZ	b0058//b1628//
yajG	b4053//b3255//b4156//b4280//
ybaN	b0091//b3325//b0805//b0511//b4098//
ybbC	b0722//b4378//
ybbW	b2123//b3079//b3990//b4511//b0721//
ybcO	b0764//ecpE//
ybdD	b0721//b4381//b4318//b1958//b0018//b2354//b0108//b3316//
ybeA	b1490//b1006//b0112//b3458//b0431//b2277//
ybeZ	b2276//b2312//
ybfC	b2236//b0028//
ybgC	b2113//b4290//
ybgJ	b2782//b4369//
ybgT	b2282//b1188//b3458//b0357//
ybhC	b4314//b2703//b1747//b2506//
ybiC	b3289//b2764//b3511//b0164//b4568//b1171//b3366//b1138//b1823//b3195//b3739//b3460//b0094//b4353//
ybiH	b1085//b2676//
ybiX	b0350//b1841//b2457//b2041//b3985//b1349//b0727//b3167//b3540//b1973//b1791//b1421//b2783//b2619//b4183//
ybjC	b3613//b1141//
ycbS	b3903//b3340//
ycbT	b2998//b3617//
ycbZ	b1098//b1774//
yccB	b1293//b3456//b1264//b2390//b0836//b1392//b3956//b0992//b3199//b1943//
yccJ	b2762//b3024//
yccM	b3730//b2883//b1910//
yccW	b2091//b2148//b0138//
ycdZ	b3726//b3809//
yceD	b0820//b3265//
yceG	b1493//b2841//b3304//
ycfM	b3906//b3208//b3293//
ycgM	b1836//b2217//b3625//
ychS	b3195//b3613//b0428//b1238//b1760//b4288//b1773//
yciC	b0588//b3944//
yciH	b1947//b4414//
ycjT	b3343//b3944//
ycjV	b3976//b1132//b1386//
ydaU	b3978//b2216//
ydaV	b1175//b1972//
ydaW	b2894//b1070//
ydcQ	b0118//b2597//
ydcW	b1265//b1972//
yddB	b1953//b2256//
ydeT	b2040//b1360//b1587//
ydeU	b1407//b4418//
ydfE	b2378//b0050//b1018//
ydfV	b3810//b3626//
ydhS	b0032//b1435//
ydiH	b4079//b3069//
ydiR	b0923//b1000//
ydjL	b0678//b0169//b4112//ysaC//
yeaC	b1480//b3475//b2240//
yeaK	b2682//b1409//b2282//
yeaZ	b0976//b2142//b1993//
yebB	b2713//b4142//
yebC	b1081//b2461//b1410//b1887//b1088//b0088//b4035//
yebF	b1051//b2705//
yebG	b3200//b2135//b1144//b1603//b3205//b1847//b1834//b2480//b3977//b3542//b0941//b1175//b3750//b1486//b1297//
yebR	b2450//b2525//b3320//
yebT	b4358//b3352//
yedF	b1824//b1426//
yedI	b2946//b0829//
yedL	b0018//b0125//b4568//b3771//b1366//
yedZ	b4153//b2755//b1850//
yeeE	b3525//b0677//b1900//b1335//b0153//b3426//b2414//b0735//b3997//b2414//b3520//b2659//b1739//b2035//b2499//b0534//b2867//b3198//b1073//b0089//b0396//b4069//b2014//
yeeF	b3530//b4153//b0428//b3165//b3603//b1492//b3637//b1467//b4334//
yehM	b1530//b3200//
yehP	b1350//b2445//b4565//b0313//b1554//b0180//b1081//b0615//b0784//b1074//b0977//b4302//
yehU	b3026//b3395//
yeiS	b1844//b3189//
yejK	b1085//b0809//b0468//b3829//
yfaA	b1955//b0864//
yfaE	b0511//b0588//b1480//
yfaX	b4113//b2162//b2312//
yfaY	b1517//b1252//
yfaZ	b1175//b2248//
yfbM	b0977//b1394//
yfbN	b1642//b3317//
yfcM	b3786//b1773//
yfcP	b0477//b4147//b1824//b0896//b3333//b2730//
yfcV	b0729//b1426//
yffS	b2255//b0059//b1674//b1036//b1885//b0329//b2818//b1836//
yfgM	b3302//b1235//b0431//b3194//b0976//b2230//b2513//
yfjG	b1530//b2026//
ygaF	b2662//b2026//b4478//b1007//b2020//b0138//b2335//b1174//b1438//b0468//b2418//
ygbM	b0158//b2907//b3005//b3138//
ygcI	b1938//b4443//b2762//b0972//
ygcO	b1958//b3298//
ygeA	b2205//b0342//b2957//b0313//ecpE//b2039//
ygeN	b1304//b1505//b1007//
ygfB	b3543//b2683//b2120//
ygfM	b3770//b3195//b1485//yrhC//b2207//b1580//b1900//b1307//b3958//b2756//b3658//
ygfT	b1578//b1599//
ygfU	b1494//b1350//b1105//
yggF	b1587//b1389//b0595//
yghJ	b1487//b2911//b4320//
yghZ	b3180//b2418//
ygiQ	b1071//b0073//b0406//
ygiT	b2236//b4238//
ygjH	b3829//b3658//b4151//
ygjJ	b2257//b1906//b2838//
ygjK	b1701//b3426//
yhaB	b0636//b2094//
yhaO	b2286//b4151//
yhaV	b1299//b1188//
yhbE	b4506//b2335//
yhbJ	b1932//b1580//
yhbU	b0536//b1791//
yhbV	b4106//b3302//b2005//b4308//b3894//b3893//
yhbY	b1910//b3184//b4231//b2679//b1362//b2960//b4237//b1565//b1646//b1076//b4056//b0143//b0244//b2469//b1909//b3555//b2960//b0574//b0660//b4189//b1073//b0996//b2414//b2447//b2674//b0170//b1071//b3239//b2418//b3487//b1563//b3981//b3426//b3805//b3725//b3191//b4151//b3429//b0112//b2047//b3191//b4249//b1226//b0074//b3615//b2597//b2418//b3727//b4598//b0776//b1919//b3983//b4511//b0365//b0850//b2739//b1527//b1048//b4100//yrhC//b1672//b2995//b3475//b3072//
yhcH	b1243//b3378//b4459//b1834//b2914//b1945//
yheL	b1973//b1729//b1088//b0750//
yheO	b1638//b0028//b4610//b2012//b2764//b4160//b1123//b4593//b3130//
yheS	b1349//b1940//
yhfU	b1778//b3728//
yhiI	b2886//b2751//
yhiM	b4037//b2616//b2080//b3318//b1072//b4189//b1190//b3615//b0058//b4149//b0247//b1420//b2145//b1335//b2425//b2278//
yhjE	b1287//b0182//b4014//b4369//b2724//b1294//b0796//b1923//b3345//b4314//b2137//b2881//b3314//b3340//b1125//b3731//b3705//b2765//b3116//b1631//b0961//b2906//b3654//b1886//b2497//b1930//b0724//b1577//b1988//b3944//b3615//b1491//b2216//b0733//b2515//b3079//b0062//b2053//
yiaB	b1972//b3826//
yiaK	b2056//b1262//
yibD	b2730//b3723//
yibI	b4407//b1923//
yibJ	b1920//b1684//
yibN	b0356//b2607//b3224//b1948//
yicE	b2757//b0497//
yidP	b2400//b2197//
yidZ	b3201//yedS//
yieK	b4568//b2487//
yigB	b1316//wbbL//b3475//b4557//b4358//b1739//b3605//b4378//b2994//b1468//b1796//b3305//b4013//b4186//b2055//b3617//b1243//b3323//
yigL	b3326//b1125//
yigZ	b2142//b0978//b2992//b1593//b2724//b3723//b1015//b3598//b3998//b4067//b3222//b3788//
yijD	b2719//b1386//
yijF	b0751//b1389//arpB//
yjbR	b4057//b3981//
yjbS	b1075//b2368//
yjcH	b1126//b0782//b0903//
yjdA	b3113//b3742//b1306//b0724//b3345//b3366//b4067//b0343//b1215//b3788//b1862//b0616//b3536//b3516//b4621//b2108//b2488//b2838//yjhE//b3770//b1352//b2726//b3347//b3838//b0641//b0358//b3643//b4358//
yjdJ	b3136//b3732//b4317//b4375//
yjdO	b1685//b0333//
yjeO	b1954//b3750//
yjfK	b0805//b2528//
yjfO	b2203//b1167//b0945//
yjfY	b3930//b2616//
yjgI	b3661//b3342//
yjgZ	b0253//b3183//b2041//b1973//
yjhC	b0182//b0911//
yjhX	b1000//b0093//
yjiH	b3120//b1576//b0739//
yjiM	b3741//b2886//
yjiX	b3301//b3515//
yjjI	b3540//b1586//b1750//b2939//b4464//b1359//b1224//b2056//b4199//b0672//
yjjN	b1487//b4378//b3654//b4114//b2002//b4358//b1787//b0588//b1389//b3008//
yjjV	b0468//b3540//
ykfI	b4568//b1316//b2022//b3861//b1166//b3251//b1791//b3297//
ykgB	b3191//b4222//
ykgF	b0726//b4557//
ylbF	b2003//b1815//
yliI	b3321//b3728//
ymdA	b0180//b1167//b4291//b4187//b1950//b1499//b3693//b1783//b2424//b0914//b3212//b3302//b2676//b1589//b2530//b4068//b3810//b3650//b2424//b1166//b0337//b0023//b2249//b2448//b0801//b1184//b1361//b1599//b3118//
ymfE	b1717//b4287//
ymfR	b3386//b4585//
ymfS	b0729//b1247//b0723//b1254//b2208//b3460//
ymfT	b3967//b3431//b2013//b1617//b2257//b2390//b3617//
ymgC	b1511//b1340//b0999//b0351//
ymgI	b0062//b0990//b0873//
ynaJ	b3118//b3983//b3300//b3344//b1717//b3430//b1125//b3846//
ynbB	b2126//b1265//b4151//b0396//b1742//b2273//
ynbC	b4071//b4109//
yncB	b1103//b0721//b0018//b1843//b4310//b0782//b0574//b0497//
yncE	b2894//b4317//
yncK	b2038//b3595//b4618//b1767//b2722//b3926//b3166//
yneJ	b2230//b3225//
yneK	b1876//b4428//
yneL	b1590//b1736//b3343//b1199//b2608//b1757//b0914//b0063//b0695//
ynfH	b1886//b0851//b1070//b4135//b4112//b3541//b2849//
ynjD	b0943//b1484//b4249//
ynjE	b1244//b3361//b3661//b2446//b4568//
ynjH	b0195//b0594//b4143//b2262//b2468//
yoaD	b0911//b0820//b4383//
yoaG	b1393//b1817//
yobA	b0642//b0162//
yobB	b4407//b2762//b2661//
yobF	b1393//b3080//
yodA	b3460//b0050//b2907//
yodD	b0863//b1950//b4070//b0153//b2283//b0248//b0534//b3346//b2185//
yoeB	b1207//b1923//
yohC	b0820//b3432//
yohF	b4199//b0164//b3894//b3625//b3986//yrhC//b1051//
yohK	b4132//b3710//
ypeC	b1077//b3115//
yphA	b1409//b3822//
yphB	b0042//b3978//
ypjI	b2719//b1348//
yqeC	b3997//b1892//b3292//b1495//
yqeK	b3972//b2121//b1003//b2026//b3118//b1407//b2528//
yqgB	b3224//b1892//b2609//b0572//b1258//b2499//b3933//b2003//b3307//b1102//b3159//b2961//b1779//b3826//b1783//b2703//pawZ//b4317//b2449//b3562//b0421//b4568//b1390//b4183//
yqgD	b3645//b4101//
yqgF	b0678//b0432//
yqhG	b2457//b3307//b3035//
yqiA	b3784//b2908//
yrbA	b0856//b2497//b3802//b1940//b1159//
yrbC	b1243//b0851//
yrbF	b0027//b0973//b1044//
yrbK	b1993//b3797//b2727//b2918//
yrhA	b2659//b2675//
ysaC	b2454//b3302//b2675//b1340//b1252//b1257//b0589//b0062//b4290//b1847//b2285//b1316//
ytfP	b0170//b1512//
ytfT	b4608//b2828//b2455//b4015//b3186//b3788//b2918//b2207//
ythA	b1079//b3306//
ytjA	b2752//b2597//b0033//b1124//b4460//b3480//b0806//b2148//b0247//b4014//b4104//b2282//b3165//b0828//b1552//b2123//b3724//b3542//b1177//b3074//b2041//b4376//b0180//b0028//b0758//b2047//b2838//b3520//b1593//
zntR	b3791//b0812//
