#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1141//b2202//
aceF	b1673//b2682//
adiC	b1555//b1886//
araH	b1603//b0805//b1617//
artP	b1881//b1552//
artQ	b4201//b4655//
atpH	b2047//b0781//b3533//b1076//b2491//b0312//
bcsB	b3479//b3785//
bcsF	b1360//b0806//
betI	b3129//b3532//ecpE//
btuE	b4254//b2698//
cadB	b4048//b3508//
ccmE	b1368//b2497//b4142//
ccmH	b4183//b2252//b0231//
chbR	b1672//b4117//
chpR	b3456//b2659//
citF	b1352//b1350//b1587//
cobU	b1294//b1755//b3457//
csgG	b0720//b3656//b3543//b0595//
cueR	b1784//b2738//b0575//
cusF	b3289//b0851//b3460//b4189//
cyoE	b2597//b3829//b0782//b0809//b4430//
dacA	b1611//b0334//
ddpC	b2856//b2660//
ddpF	b2476//b2050//b3967//b1937//
deoD	b1779//b3993//b1943//b0955//
dhaM	b0248//b3849//b2751//
dmsB	b1940//b3737//
dnaK	b1787//b1879//
dppF	b3318//b1246//b2002//b0344//b2374//
edd	b0590//b0436//
efeU	b1483//b1612//
eptA	b1415//b3239//b3324//b0032//b3733//b0186//b4471//b0118//b1006//
eutL	b0487//b0779//
eutT	b0781//b0723//b3324//b1011//b0958//b0801//
fabG	b3728//b2091//
fadB	b2856//b0734//
fdnI	b1040//b3718//
fecE	b0728//b2783//b4314//b1339//b1920//
fepC	b3341//b4072//
fepG	b1034//b2849//
fhuD	b1415//b3749//b1147//b0598//
fimH	b3314//b3031//b0978//b1257//
fimI	b2737//b1918//b2003//
fklB	b1009//b0296//b2283//
flhD	b2659//b4320//
frmR	b3035//b1589//
fruK	b4598//b2755//b2421//
ftsN	b2239//b3960//b3323//
gadX	b3733//b4358//
galT	b1943//b0632//b2925//b1954//
garR	b2992//b0983//b2313//b1587//b0233//
gatZ	b3718//b1391//b1154//b1097//b0989//b3792//ybfI//
gcvT	b2037//b2506//b1920//
glcG	b2256//b2287//b2447//
glgX	b2911//b1393//b3771//b1244//
glnL	b1627//b2034//
glnQ	b1566//b3202//b4308//
glpT	b3544//b0350//b4188//b2252//b1342//b0584//b4071//b4320//
gltB	b2335//b4203//
gltL	b0252//b4188//
glxR	b1009//ybfI//
gspB	b1359//b0855//
gspD	b0782//b2418//
gspF	b3167//b4311//
gspM	b0003//b2036//
hisQ	b1973//b3703//b1563//
holC	b0863//b2041//b1530//b3684//
htpG	b2523//b2302//b0120//
hybC	b3128//b1930//
hybG	b0992//b2041//b1096//
hybO	b1920//b3035//b1394//
hydN	b4153//b0153//b1866//b0023//b1138//b1261//b2453//b3615//b2050//b1144//b4110//
hyfB	b2056//b2457//b3320//
hyfR	b1133//b4068//b0183//b3631//b1862//
ibpB	b0513//b0002//
ileY	b2276//b4123//
ilvM	b1396//b0975//b4592//b0184//b0301//
ilvN	b1865//b2050//
iscU	b2679//b4122//b1940//b4515//b1340//
iscX	b0234//b0073//b1919//
kdsD	b3072//b3327//
ksgA	b2142//b2257//
lacZ	b0862//b2704//b0850//
lar	b0922//b2023//
leuZ	b1628//b2365//b3730//b1124//
lldR	b3654//b2498//b1343//
lpxP	b4515//b1891//b2850//b0468//
lspA	b1200//b0121//b1389//
lsrR	b4221//b2256//b1133//b2852//b0908//b1918//b2597//b4115//
lyx	b1037//b3684//
malQ	b0765//b1077//b1938//b3430//b3255//b1991//b2080//b1631//
manZ	b2995//b2053//b0118//
marR	b3413//b1991//
mcbA	b1817//b1149//
