#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1485//b3787//
aceF	b1444//b2894//
adiC	b2674//b1777//
araH	b3344//b1518//b1612//
artP	b0244//b1746//
artQ	b1388//b0148//
atpH	b0058//arpB//b3511//b0505//b2091//b1921//
bcsB	b3479//b4106//
bcsF	b1003//b3129//
betI	b0152//b4053//b1849//
btuE	b3413//b4598//
cadB	b0796//ypjI//
ccmE	b4288//b0775//b3990//
ccmH	b0406//b3721//b1480//
chbR	b1646//b1203//
chpR	b3184//b1926//
citF	b2456//b3429//b1681//
cobU	b3308//b1039//b3625//
csgG	b3478//b0113//b1190//b3933//
cueR	b3306//b1888//b2137//
cusF	b3933//b2327//b0195//b2309//
cyoE	b2013//b0943//b1011//b4070//b3165//
dacA	b1093//b3810//
ddpC	b0677//b2254//
ddpF	b2501//b3941//b3321//b1878//
deoD	b4068//b2573//b2326//b2939//
dhaM	b2014//b0999//b2597//
dmsB	b0796//b1104//
dnaK	b0974//b2368//
dppF	b1938//b4014//b2490//b0505//b4135//
edd	b2261//b4054//
efeU	b3334//b4511//
eptA	b2722//b2607//b2506//b1304//yncK//b1890//b0894//b4288//b4152//
eutL	b4207//b3930//
eutT	b2051//b3617//b0344//b1949//b0974//b1482//
fabG	b2997//b0781//
fadB	b0138//b1929//
fdnI	b1061//b1339//
fecE	b0058//b0641//b2307//b3802//b2235//
fepC	b0027//b3734//
fepG	b4293//b2339//
fhuD	b0018//b3116//b0027//b4147//
fimH	b4407//b2197//b3479//b1531//
fimI	b0059//b2272//b2946//
fklB	b0015//b2715//b0351//
flhD	b3997//b1736//
frmR	b1157//b1923//
fruK	b2531//b0356//b2756//
ftsN	b1392//b2033//b1947//
gadX	b4407//b0806//
galT	b1120//b3976//b2502//b3632//
garR	b3575//b3460//b4254//b3731//b1717//
gatZ	b2917//b1680//b3737//b2341//b3239//b1474//b1349//
gcvT	b4310//b0183//b1265//
glcG	b0923//b2091//b2309//
glgX	b0710//b2140//b2529//b1332//
glnL	b3770//b3261//
glnQ	b0113//b1993//b1040//
glpT	b3532//b4037//b2720//b4036//b2883//b2523//b1195//b3632//
gltB	b1662//b1577//
gltL	b1415//b3390//
glxR	b2448//b2683//
gspB	b3992//b2725//
gspD	b1443//b1630//
gspF	b1105//b3191//
gspM	b0775//b4056//
hisQ	b4568//b1390//b0958//
holC	b0051//b4280//b0414//b4188//
htpG	b1564//b3116//b3074//
hybC	b3836//b4418//
hybG	b1991//b3537//b3110//
hybO	b3953//b1264//b3012//
hydN	b3604//b0695//b1263//b1153//b3491//b3930//b4115//b2948//b2995//b0660//b3222//
hyfB	b3727//b2572//b0643//
hyfR	b2150//b4110//b1739//b1971//b4307//
ibpB	b4117//b1746//
ileY	b2925//b3513//
ilvM	b1103//b1973//b3125//b1757//b0307//
ilvN	b2736//b1077//
iscU	b3750//b1076//b4199//b2013//b3180//
iscX	b2530//b0011//b2239//
kdsD	b1739//b4160//
ksgA	b0059//b4231//
lacZ	b1578//b3130//b1796//
lar	b2699//b0982//
leuZ	b3933//b1993//b1349//b2186//
lldR	b3779//b1742//b2248//
lpxP	b1200//b3802//b2840//b3812//
lspA	b1878//b1491//b0967//
lsrR	b0108//b3560//b0036//b1077//b1783//b4239//b2255//b3307//
lyx	b4610//b3312//
malQ	b1864//b2003//b0574//b4585//b1642//b3327//b0474//b4032//
manZ	b2663//b1410//b2990//
marR	b0979//b3629//
mcbA	b3126//b3008//
mcrA	b3792//b2145//
mdtJ	b0939//b0820//
menD	b4123//b2468//b3403//
metN	b0137//b0523//
mglC	b1075//b0778//b4070//
mhpB	b1083//b1679//
mhpF	b2530//b4334//
minD	b2147//b4512//
minE	b2991//b1189//
mnmG	b1293//b2123//
moaE	b1900//b3690//b1945//b2712//b1590//
mokB	pawZ//b3367//
mpl	b1359//b2722//
mprA	b4375//b2873//b3294//
mraZ	b3784//b4328//b2093//b3305//
mrp	b0078//b3482//
murE	b4603//b0094//
nagB	b1564//b1362//
nanM	b2501//b0677//
napF	b2378//b4186//
napH	b3791//b2440//b1495//b2723//b1443//
narJ	b1796//b3850//b1009//
narZ	pawZ//b0778//
nirD	b3522//b3317//b0075//
nrdG	b2308//b2878//
nrdI	b3543//b3671//b2677//b1486//
nrfC	b1988//b1215//b0836//
nuoB	b2093//b1096//
nuoN	b4231//b2055//yedS//b4384//b1036//b2026//b3513//b0081//b1633//b0348//b3322//
oppF	b2976//b4618//b1018//b2751//b2104//
paaI	b2278//b0785//b1125//b3613//b1943//b2728//b3026//b4156//b4291//
pdhR	b1672//b1352//
pdxK	b3192//b0710//b0836//
pflB	b2257//b0921//
pgk	b0085//b1061//b2036//
pheL	b3213//b4153//
phnE	b3803//b0263//
phnL	b3341//b2280//b0974//b1717//
pntA	b0592//b3289//
polA	b3344//b2490//
potH	b2141//b3875//b2888//b3956//b3543//b3670//b2530//
ppa	b2276//b0897//
ppdD	b3656//b2254//
ppx	b1291//b3850//
proX	b2421//b3705//b4245//
prpD	b1359//b1817//b1828//
pspD	b4621//b2737//b4302//b1334//
pstB	b0087//ypjI//
pstS	b4226//b2925//pawZ//
purT	b0850//b3413//b2960//b1906//b3595//b1600//b1006//b2354//b3721//b2162//
putP	b1708//b1246//
puuR	b3941//ybfG//b3787//b2053//
pyrI	b3659//b3069//b2202//b0231//b1824//b1102//
rbsK	b3128//b4067//b1444//b1927//b2619//
rcsD	b2024//b1154//
recQ	b3315//b1493//
relE	b1930//b1748//
rhaB	b2501//b4051//
ribF	b0724//b1555//b3750//b2049//
rlpB	b1082//b4032//b2698//
rluA	b4428//b1971//
rpmI	b2506//b4098//
rpoN	b1252//b0763//
rseA	b2616//b3542//
rsxB	b3731//b2926//
rtcR	b1590//b0726//
rutG	b3597//b1823//b0078//b2726//b4352//b3530//b2162//
ryhB	b3825//b1183//
sapD	b1474//b3390//b1819//
serC	b2038//b1882//
serT	b1359//b0642//b3457//b2872//
sfmH	b3362//b4585//
slyA	b4131//b1151//
smpB	b3251//b0232//
srlE	b2557//b4269//b0837//b1430//b1836//
sroB	b0896//b1051//
sseB	b3482//b4147//
sspB	b0028//b2838//
ssrS	b3786//b0430//b4464//
sucD	b0677//b1778//b2243//b0990//b2421//b3203//b2280//b4592//b3752//b2149//b4099//b1207//b0357//
sufS	b2276//b2327//b1199//b4353//b2447//b3006//
tatA	b1414//b3300//
tdcG	b1435//b0358//b3629//b1235//b0809//b4348//b1438//
tdh	b4035//b0088//b1194//b2447//efeU//b3098//
tdk	b3540//b2490//
thrC	b1407//b0955//b3845//
thrW	wbbL//b2873//b3486//b0473//
tnaC	b1988//b3430//b1452//
tolC	b1038//b1587//b1102//b2903//
tolR	b2022//b3597//b0914//
treC	b3189//b3377//
trmI	b2354//b1420//
trpL	b0329//b1891//b0162//b1824//b3802//
truB	b2659//b0720//
truD	b4314//b2908//b2948//
trxA	b1742//b0590//
trxB	b3159//b2750//
tyrA	b1483//b1519//
tyrB	b1910//b2196//b1154//
tyrU	b4056//b3487//b1484//b3301//b2235//
upp	b1133//b2526//b2040//b2020//b1492//
uraA	b0831//b0707//b2236//
usg	b1093//b3365//
valV	b2917//b4384//b4096//
visC	arpB//b1992//b4380//b2414//
waaU	b2047//b0772//b0485//b1891//b3343//b0434//b2445//b3730//b4566//b0436//b2676//
wbbL	b0958//b0184//b0653//b2032//b3204//b2038//b0596//b3126//b3645//b0088//b0863//b3932//
wcaE	b2713//b2941//
wcaL	b0366//b2257//b3897//b1971//b1003//
wzxE	b2023//b0042//
xerD	b3787//b0652//
xylA	b2252//b0505//
yaaW	b3074//b4426//
yadM	b2108//b0473//
yaeB	b3984//b1316//
yaeI	b1628//b1190//
yafZ	b3022//b0312//
yajG	b3329//b2055//b3781//b4071//
ybaN	b3869//b2056//b3555//b0855//b4319//
ybbC	b2286//b0059//
ybbW	b0799//b4467//b3316//b0248//b2597//
ybcO	b3936//b3221//
ybdD	b2873//b0737//b1362//b3686//b3458//b2143//b1491//b0396//
ybeA	b0637//b2572//b2239//b3769//b1246//b3771//
