#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0796//b3136//
aceF	b0247//b3725//
adiC	b0860//b2230//
araH	b0672//b3727//b0450//
artP	b1848//b0873//
artQ	b1144//b4348//
atpH	b0365//b0171//b0062//efeU//b2697//b3115//
bcsB	b0572//b0977//
bcsF	b3533//b0333//
betI	b3198//b1600//b4314//
btuE	b2234//b2044//
cadB	b1499//b3129//
ccmE	b1789//b3289//b1531//
ccmH	b4221//b0711//b2003//
chbR	b0487//b3543//
chpR	b3894//b0014//
citF	b1756//b3125//b0023//
cobU	b1783//b3165//b3321//
csgG	b3958//b1927//b2202//b3341//
cueR	b0313//b3224//b1843//
cusF	b3772//b0150//b2488//b1096//
cyoE	b2125//b1204//b2248//b2488//b3892//
dacA	b3192//b1920//
ddpC	b3848//b0727//
ddpF	b3993//b1494//b0636//b1137//
deoD	b0073//b1076//b1361//b2702//
dhaM	b4352//b1783//b2469//
dmsB	b1750//b2618//
dnaK	b0736//b3320//
dppF	b4154//b4123//b2606//b2491//b2222//
edd	b3850//b1305//
efeU	b3562//b2091//
eptA	b0641//b1261//b0115//b2499//b0474//b0108//b0143//b2866//b1198//
eutL	b2652//b1287//
eutT	b2341//b3455//b2739//b2094//b3628//b0244//
fabG	b2660//b1779//
fadB	b0409//b2840//
fdnI	b3166//b3493//
fecE	b3507//b2925//b4052//b1789//b4610//
fepC	b1215//b1554//
fepG	b0170//b1395//
fhuD	b2827//b0903//b3167//b4382//
fimH	b1679//b3959//b2744//b0729//
fimI	b3475//b2040//b2904//
fklB	b2241//b3738//b2005//
flhD	b2266//b2933//
frmR	b0861//b4201//
fruK	b3168//b1646//b3730//
ftsN	b1906//b2019//b2488//
gadX	b1299//b4428//
galT	b1096//b0888//b0232//b3960//
garR	b1490//b2279//b0518//b1247//b2424//
gatZ	b3292//b2703//b1685//b4156//b0958//b1061//b0586//
gcvT	b2500//b2253//b3319//
glcG	b0143//b0776//b4158//
glgX	b0738//b4320//b1486//b1673//
glnL	b0888//b1207//
glnQ	b1923//b1483//b2307//
glpT	b3598//b3454//b0148//b1389//b4233//b3991//b3293//b1132//
gltB	b0347//b4315//
gltL	b1204//b4315//
glxR	b0351//b2755//
gspB	b4317//b2400//
gspD	b2036//b3959//
gspF	b2706//b0050//
gspM	b3645//b0171//
hisQ	b4070//b3991//b3323//
holC	b0545//b2279//b2440//b3224//
