#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2208//b2418//
aceF	b0231//b1679//
adiC	b0812//b0652//
araH	b3737//b1102//b0091//
artP	b4334//b2055//
artQ	b4430//b2971//
atpH	b2486//b2476//b2137//b1244//b4128//b0520//
bcsB	b0032//b3212//
bcsF	b1891//b1503//
betI	b0232//b3486//b3771//
btuE	b0992//b0468//
cadB	b0513//b1444//
ccmE	b3822//b2234//b0369//
ccmH	arpB//b2887//b3826//
chbR	b4308//b0704//
chpR	b3894//b4585//
citF	b0756//b4318//b4279//
cobU	b2498//b3153//b3352//
csgG	b2904//b2276//b3199//b1062//
cueR	b1141//b2145//b1777//
cusF	b0245//b0059//b1188//b0062//
cyoE	b3482//b1097//b3480//b3626//b1199//
dacA	b3544//b4127//
ddpC	b3304//b3340//
ddpF	b4469//b1767//b3477//b3927//
deoD	b2302//b4142//b3708//b2425//
dhaM	b1199//b3212//b3293//
dmsB	b2148//b2941//
dnaK	b3927//b2277//
dppF	b0677//b0861//b2515//b1945//b2255//
edd	b3475//b3260//
efeU	b3192//b0003//
eptA	b4096//b3322//b1010//b0575//b2234//b2048//b0296//b2939//b3012//
eutL	b2522//b0522//
eutT	b0513//b4315//b0336//b3313//b3613//b1137//
fabG	b0594//b0085//
fadB	b1257//b2095//
fdnI	b2348//b2957//
fecE	b4304//b0757//b0573//b1015//b2527//
fepC	b2125//b2723//
fepG	b0751//b0336//
fhuD	b3803//b3799//b2049//b4067//
fimH	b2660//b2706//b4076//b1892//
fimI	b0150//b3994//b3985//
fklB	ysaC//b0727//b3829//
flhD	b0904//b4655//
frmR	b3958//b1673//
fruK	b1851//b1751//b1879//
ftsN	b0971//b3515//b2894//
gadX	b0908//b3687//
galT	b2573//b0004//b1104//b1729//
garR	b2196//b4568//b2206//b1779//b2663//
gatZ	b3493//b3735//b0014//b3330//b3477//ybfI//b3863//
gcvT	b0659//b3730//b2855//
glcG	b1886//b3228//b4288//
glgX	b0831//b4428//b2050//b2279//
glnL	b4378//b3432//
glnQ	b1516//b3168//b3115//
glpT	b0180//b4233//b0975//b1746//b0908//b1120//b3310//b3731//
gltB	b0312//b3661//
gltL	b0598//b1992//
glxR	b0092//b0414//
gspB	b2113//b2390//
gspD	b3784//b3213//
gspF	b1673//b3334//
gspM	b0888//b4598//
hisQ	b4277//b0150//b1292//
holC	b1991//b4244//b0356//b0087//
htpG	b1014//b1924//b4506//
hybC	b1638//b3208//
hybG	b3540//b0908//b4352//
hybO	b3959//b1157//b3012//
hydN	b2490//b1565//b2730//b4117//b1484//b2679//b2946//b3432//b1410//b1797//b2678//
hyfB	b4466//b3323//b4230//
hyfR	b2445//b0955//b0864//b1104//b2123//
ibpB	b3113//b0733//
ileY	b1906//yrhA//
ilvM	b3723//b1088//b0585//b4621//b0150//
ilvN	b2207//b2253//
iscU	b2003//b1105//b0432//b2390//b4460//
iscX	b2939//b3189//b3342//
kdsD	b0115//b1751//
ksgA	b2840//b4153//
lacZ	b1495//b1577//b3303//
lar	b2946//b1519//
leuZ	b2457//b3074//b2876//b1174//
lldR	b1300//b2619//b3110//
lpxP	b1340//b3931//b1862//b3792//
lspA	b4259//b3026//b3172//
lsrR	b1392//b1252//b2186//b3322//b2527//b3650//b4110//b4240//
lyx	b1992//pawZ//
malQ	b2121//b1512//b2908//wbbL//b1495//b3530//b4383//b4053//
manZ	b1603//b1745//b3208//
marR	b2828//b2207//
mcbA	b0072//b3511//
mcrA	b2319//b4035//
mdtJ	b3541//b2524//
menD	b3186//b3783//b1015//
metN	b0672//b0509//
mglC	b1359//b2097//b0032//
mhpB	b3933//b4621//
mhpF	b1578//b0861//
minD	b1750//b2497//
minE	b3321//b1953//
mnmG	b3614//b3168//
moaE	b2283//b1578//b1817//b2872//b1235//
mokB	b1930//b1938//
mpl	b1674//b2017//
mprA	b4375//b4621//b4304//
mraZ	b3540//b2278//b4319//b3184//
mrp	b1282//b0406//
murE	b1264//b4407//
nagB	b1421//b2715//
nanM	b1904//b1807//
napF	b2039//b3752//
napH	b3129//b3707//ygaQ_2//b0939//b2856//
narJ	b2198//b3260//b0036//
narZ	b4238//b1226//
nirD	ybfI//b3661//b0365//
nrdG	b4156//b3294//
nrdI	b4512//b0872//b3153//b4459//
nrfC	b3892//b3705//b0042//
nuoB	b2097//b3825//
nuoN	b2022//b0523//b2279//b2918//b1177//b2957//b3198//b1988//b1183//b0871//b1958//
oppF	b2994//b4414//b0677//b0999//b2204//
paaI	b1950//b0710//b4230//b1074//b4618//b0572//b0850//b2883//b3345//
pdhR	b2729//b2204//
pdxK	b1665//b2327//b4052//
pflB	b3562//b1012//
pgk	b0984//b1482//b3069//
pheL	b3479//b3080//
phnE	b4057//b0907//
phnL	b1672//b3308//b1199//b1334//
pntA	b3727//b0806//
polA	b1674//b4238//
potH	b1098//b3422//b3130//b0990//b3315//b0059//b1072//
ppa	b3990//ysaC//
ppdD	b3224//b0138//
ppx	b4418//b4147//
proX	b0198//b1612//b3153//
prpD	b2035//b3417//b0723//
pspD	b0027//b3201//b2014//b0763//
pstB	b0967//b4099//
pstS	b2873//b3962//b0023//
purT	b1226//b4512//b4414//b1791//b0678//b2256//b0811//ypjI//b0307//b3726//
putP	b1156//b4310//
puuR	b1779//b1778//b1335//yrhA//
pyrI	b2023//b3456//b0727//b2960//b3654//b1124//
rbsK	b2169//b4067//b1102//b4226//b3429//
rcsD	b1866//b4123//
recQ	b0358//b3778//
relE	b3671//b1563//
rhaB	b1560//b3649//
ribF	b1679//b3690//b3516//b3953//
rlpB	b2068//b2285//b2500//
rluA	b0677//b4186//
rpmI	b0996//b3991//
rpoN	b0042//b3993//
rseA	b3810//b2856//
rsxB	b2390//b4101//
rtcR	b0253//b2609//
rutG	b3625//b4443//b0474//b0979//b2425//wbbL//b2800//
ryhB	b3787//b0406//
sapD	b2482//b0071//b2756//
serC	b3337//b2678//
serT	b0861//b3731//b1151//b1888//
sfmH	b3536//b1133//
slyA	b0595//b3772//
smpB	b3736//b1603//
srlE	b0311//b3875//b1012//b0164//b2056//
sroB	b1082//b2825//
sseB	b3430//b4238//
sspB	b1840//b2449//
ssrS	b2995//b2992//b0895//
sucD	b3100//b0999//b0342//b1102//b0710//b2272//b2147//b0320//b3958//b2464//b3749//b3822//b2706//
sufS	b4358//b2939//b3507//b3846//b3311//ilvG//
tatA	b4269//b3289//
tdcG	b3293//b2719//b3395//b3710//b4226//b2665//b4102//
tdh	b0590//b2454//b3727//b2871//b0591//b2728//
tdk	b3640//b1421//
thrC	b0820//b2683//b1993//
thrW	b3964//b0115//b3213//b4478//
tnaC	b0806//b2287//b1245//
tolC	b1495//b2143//b1884//b2025//
tolR	b3826//b3523//b1760//
treC	b4330//b3476//
trmI	b2439//b0533//
trpL	b4109//b4249//b2841//b1778//b2718//
truB	b4348//b0333//
truD	b3314//b2725//b1849//
trxA	b0989//b2525//
trxB	b3265//b4380//
tyrA	b3985//b2727//
tyrB	b4142//b2254//b1735//
tyrU	b2699//b2123//b2608//b2194//b0598//
upp	b2706//b2400//b0063//b2036//b3932//
uraA	b2906//b2498//b3430//
usg	b3387//b3780//
valV	b1226//b0545//b2461//
visC	b1386//b2750//b0695//b3305//
waaU	b3736//b2276//b1756//b3983//b3365//b0728//b2728//b2729//b2425//b2855//b3645//
wbbL	b3319//b1777//b1480//b0511//b2019//b3605//b0660//b3532//b2894//b3116//b0961//b0828//
wcaE	b3786//b1172//
wcaL	b3603//b2196//b2203//b2750//b0907//
wzxE	b2169//b1257//
xerD	b4072//b2971//
xylA	b4304//b4334//
yaaW	b0150//b3012//
yadM	b2050//b3580//
yaeB	b1244//b0586//
yaeI	b0358//b2284//
yafZ	b1362//b3026//
yajG	b2020//b2167//b1154//b3728//
ybaN	b0928//b0082//b3903//b1332//b3345//
ybbC	b4568//b3310//
ybbW	b0727//b0554//b0120//b4485//b2041//
ybcO	b2767//b1011//
ybdD	b1409//b3342//b2497//b1890//b0594//b2527//b3786//b2524//
ybeA	b3918//b0058//b0585//b3936//b1631//b3183//
ybeZ	b2748//b3845//
ybfC	b0897//b3198//
ybgC	b3731//b3959//
ybgJ	b1395//b0695//
ybgT	b3177//b1526//b3629//b3337//
ybhC	b2501//b4524//b3896//b3306//
ybiC	b1505//b0505//b2469//b0945//b1258//b3302//b0513//b1349//b0058//b1138//b4143//b1008//b4609//b0804//
ybiH	b3514//b2458//
ybiX	b0583//b2764//b0955//b0735//b1724//b3748//b1482//b3992//b4222//b1492//b3626//b0027//b3724//b0707//b1484//
ybjC	b3640//b1509//
ycbS	b3509//b3098//
ycbT	b2678//b4027//
ycbZ	b1078//b0081//
yccB	b3431//b4291//b1698//b2948//b0137//b2125//b0473//b0632//b3796//b2104//
yccJ	b2751//b2705//
yccM	b0137//b1073//b3313//
yccW	b2748//b1105//b1603//
ycdZ	b3431//b0311//
yceD	b1603//b2282//
yceG	b0940//yedS//b3080//
ycfM	b3239//b1848//b2051//
ycgM	b2167//ygaQ_2//b3898//
ychS	b0091//b3337//b1156//b2147//b3387//b1393//b1395//
yciC	b3933//b3892//
yciH	b0004//b3100//
ycjT	b0138//b1617//
ycjV	b4027//b0025//b4203//
ydaU	b3658//b3202//
ydaV	b2262//b3330//
ydaW	b1879//b0513//
ydcQ	b0158//b1008//
ydcW	b4383//b2893//
yddB	b3718//b0520//
ydeT	b3788//b2682//b0585//
ydeU	b3476//b1120//
ydfE	b3333//b3430//b0436//
ydfV	b0337//b3183//
ydhS	b1150//b4280//
ydiH	b0434//b3317//
ydiR	b1796//b3651//
ydjL	b1414//b3153//b4122//b3780//
yeaC	b0112//b1443//b2948//
yeaK	b0072//b0861//b1359//
yeaZ	b1155//b2994//b2277//
yebB	b2033//b4318//
yebC	b1514//b3809//b2883//b1133//b0151//b2894//b4314//
yebF	b2368//b1238//
yebG	b3604//b1077//b1932//b2883//b3848//b0334//b3617//b1004//b4102//b0312//b3708//b1287//b3624//ilvG//b0313//
yebR	b1709//b1482//b4320//
yebT	b3265//b4135//
yedF	b4013//b3906//
yedI	b3544//b3649//
yedL	b0941//b0598//b3833//b0727//b2205//
yedZ	b3342//b3749//b1824//
yeeE	b4430//b2019//b1443//b0643//b4226//b2255//b1435//b3614//b0677//b0092//b0169//b2021//b3788//b3977//b2712//b0011//b0784//b2699//b3001//b0018//b1958//b1388//b4302//
yeeF	b4511//b2748//b1590//b3479//b1840//b4200//b3686//b2448//b3124//
yehM	b1851//b3114//
yehP	b3523//b1987//b1941//b3480//b1348//b4353//b0811//b0033//b1603//b2754//b3513//b0659//
yehU	b3035//b0477//
yeiS	b3320//b3783//
yejK	b0343//b1300//b3293//yjhE//
yfaA	b3630//b3822//
yfaE	b3944//b3065//b3344//
yfaX	b2660//b1940//b3871//
yfaY	b1683//b2515//
yfaZ	b3544//b2422//
yfbM	b2971//b4127//
yfbN	b2883//b1147//
yfcM	b0778//b3317//
yfcP	b1184//b1352//b2764//b4428//b1089//b2972//
yfcV	b3069//b2319//
yffS	b3892//b4054//b0873//b2013//b1828//b2683//b4006//b1252//
yfgM	b0617//b2663//b3562//b1890//b1072//b1881//b0366//
yfjG	b0139//b1904//
ygaF	b1073//b3749//b2909//b2864//b3786//b0051//b0864//b3395//b1513//b1480//b2459//
ygbM	b3289//b2488//b2278//b3240//
ygcI	b4451//b0728//b3506//b3251//
ygcO	b3422//b1154//
ygeA	b0183//b0922//b4079//b0738//b4609//b2255//
ygeN	b1165//b2230//b0018//
ygfB	b0406//b1927//b0078//
ygfM	b4367//b3906//b1207//b3486//b2601//b0660//b1359//b3212//b2738//b2607//b3784//
ygfT	b2033//b4512//
ygfU	b1339//b0004//b1972//
yggF	b3671//b3686//b3707//
yghJ	b2530//b1452//b1530//
yghZ	b2217//b3812//
ygiQ	b2744//b2719//b0366//
ygiT	b1515//b0778//
ygjH	b3933//b0750//b4418//
ygjJ	b4289//b1772//b2286//
ygjK	b2021//b3390//
yhaB	b4123//b3892//
yhaO	b2620//b2976//
yhaV	b1235//b3960//
yhbE	b1294//b2756//
yhbJ	b3343//b1071//
yhbU	b1958//b0114//
