#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2960//b2879//
aceF	b0062//b1088//
adiC	b1361//b1008//
araH	b1258//b4279//b2444//
artP	b4608//b3772//
artQ	b2497//b3300//
atpH	b0511//b3614//b0801//b4319//b1260//b2881//
bcsB	b0641//b2674//
bcsF	b0855//b2675//
betI	b1920//b1729//b1132//
btuE	b4352//b3972//
cadB	b4348//b2261//
ccmE	b0724//b0856//b0772//
ccmH	b1140//b0955//b2253//
chbR	b1076//b0421//
chpR	b4226//b0999//
citF	b0180//b0801//b1089//
cobU	b4355//b4539//b2468//
csgG	b4052//b4014//b4568//b1750//
cueR	b4277//b1630//b0851//
cusF	b0894//b0139//b3511//b3510//
cyoE	b2572//b3627//b3310//b2444//b0765//
dacA	b1552//b3707//
ddpC	b0436//b3337//
ddpF	b0888//b4557//b2448//b3166//
deoD	b3905//b3976//b3623//b0778//
dhaM	b1662//b3065//b0590//
dmsB	b2917//b3783//
dnaK	b3366//b1015//
dppF	b4152//b3595//b4367//b0860//b3433//
edd	b3957//b3932//
efeU	b0348//b1350//
eptA	b0751//b1464//b1368//b2462//b2287//b2488//b1340//b2140//b2217//
eutL	b0907//b0864//
eutT	b2855//b0486//b2277//b0961//b1739//b1157//
fabG	b3186//b4100//
fadB	b3861//b4101//
fdnI	b2476//b3311//
fecE	b2204//b3936//b4102//b3026//b1646//
fepC	b4430//b0643//
fepG	b2754//b1599//
fhuD	b3533//b0775//b0473//b3984//
fimH	b3320//b3998//b1420//b2766//
fimI	b2327//b1526//b2949//
fklB	b1483//b0914//b4311//
flhD	b4123//b1133//
frmR	b4289//b3239//
fruK	b2724//b0729//b2445//
ftsN	b3316//b2038//b2288//
gadX	b3314//b2288//
galT	b1152//b2941//b4317//b3314//
garR	b3936//b1061//b1245//b3201//b0850//
gatZ	b2883//b2908//b2460//b1093//b1631//b3203//b1172//
gcvT	b1426//b3304//b4053//
glcG	b0585//b0795//b0164//
glgX	b1884//b0113//b2230//b0871//
glnL	b1299//b3223//
glnQ	b0782//b3693//b1930//
glpT	b0896//b1824//b1247//b4052//b1480//b3069//b1824//b3723//
gltB	ypjI//b0520//
gltL	b3100//b0574//
glxR	b2698//b0233//
gspB	b1505//b0971//
gspD	b4187//b0979//
gspF	b3426//b3833//
gspM	b4378//b3190//
hisQ	b2616//ybfI//b2991//
holC	b3231//b3904//b0113//b3342//
htpG	b1943//b1612//b3202//
hybC	b0941//b0733//
hybG	b2618//b0905//b1923//
hybO	b0588//b0888//b1180//
hydN	b1815//b1198//b2960//b3575//b3305//b3313//b1681//b4037//b3522//b3124//b3705//
hyfB	b2145//b2273//b1588//
hyfR	b0678//b0763//b2056//b2678//b0152//
ibpB	b2490//b2866//
ileY	b0593//b0152//
ilvM	b0895//b2041//b0026//b1724//b2169//
ilvN	b1593//b1226//
iscU	b2737//b2683//b1892//b1144//b0850//
iscX	b1485//b1037//b3487//
kdsD	b1140//b3302//
ksgA	b0143//b4199//
lacZ	b0198//b3520//b3166//
lar	b1352//b1672//
leuZ	b0984//b3128//b2137//b3725//
lldR	b0783//b4013//b4302//
lpxP	b0636//b1946//b2234//b2544//
lspA	b1735//b1391//b2717//
lsrR	b4418//b1492//b3456//b0015//b1495//b0002//b3346//b1900//
lyx	b2722//b3511//
malQ	b1789//b1260//b3990//b3299//b0765//b0170//b1134//b0757//
manZ	b2750//b1183//b3796//
marR	b0597//b0169//
mcbA	b1102//b4069//
mcrA	b1164//b1155//
mdtJ	b1140//b4106//
menD	b1038//b3751//b3670//
metN	b3239//b2957//
mglC	b0923//b0028//b3863//
mhpB	b4014//b3222//
mhpF	b3153//b3213//
minD	b2992//b2997//
minE	b3298//b2977//
mnmG	b2262//b0059//
moaE	b0873//b1742//b3385//b3846//b0974//
mokB	b3129//b1281//
mpl	b3704//b2312//
mprA	b2196//b0137//b3013//
mraZ	b1120//b3297//b2019//b3129//
mrp	b2918//b3347//
murE	b3788//b4067//
nagB	b0572//b2706//
nanM	b1943//b0854//
napF	b4511//b2036//
napH	b0429//b1307//b2047//b4135//b0989//
narJ	b3628//b4230//b3189//
narZ	b1717//b3661//
nirD	b0820//b3098//b0518//
nrdG	b3704//b0518//
nrdI	b2880//b0059//b1611//b2068//
nrfC	b0231//b3387//b2032//
nuoB	b2675//b2141//
nuoN	b4054//b3508//b2752//b3738//b0451//b0162//b3191//b1815//b2601//b1600//b3294//
oppF	b1939//b3595//b4414//b4443//b4113//
