#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1885//b1760//
aceF	b1133//b2750//
adiC	b2524//b1426//
araH	b3796//b1819//b0896//
artP	b3870//b1973//
artQ	b2722//b3005//
atpH	b4230//b2461//b4036//b2283//b4428//b3986//
bcsB	b3313//b2752//
bcsF	b4027//b3295//
betI	b1420//b2400//b2994//
btuE	b2976//yrhC//
cadB	b4382//b0028//
ccmE	b4270//b1887//b4259//
ccmH	b2737//b4288//b3315//
chbR	b3325//b4305//
chpR	b3710//b2253//
citF	b2880//b0830//b0584//
cobU	b1342//b2020//b2092//
csgG	b0583//b3193//b1750//b1034//
cueR	b3960//b3771//b2202//
cusF	b2036//b4051//b1925//b3959//
cyoE	b3035//b1884//b0307//b2754//b2972//
dacA	b4135//b2752//
ddpC	b2763//b2557//
ddpF	b3455//b3159//b0233//b2750//
deoD	b4051//b2880//b1394//b3128//
dhaM	b2093//b1349//b0971//
dmsB	b0984//b3078//
dnaK	b3932//b2723//
dppF	b3632//b0248//b3654//b0799//b3072//
edd	b4565//b2663//
efeU	b1146//b1828//
eptA	b1988//b4151//b0432//b2162//b3035//b4054//b3541//b2194//b1008//
eutL	b1485//b4308//
eutT	b4160//b2598//b1576//b1443//b3341//b2093//
fabG	b2149//b4565//
fadB	b1787//b1366//
fdnI	b0727//b2870//
fecE	b0158//b4598//b3325//b3684//b3826//
fepC	b3984//b4109//
fepG	b3619//b3367//
fhuD	b0369//b4305//b4131//b4524//
fimH	b4114//b3293//b4378//b3651//
fimI	b1294//b0945//b3617//
fklB	b3626//b2039//b2855//
flhD	b4598//b1414//
frmR	b0914//b0914//
fruK	b4277//b3491//b0026//
ftsN	b2499//b1176//b0589//
gadX	b3771//b1841//
galT	b4183//b1578//b2120//b0170//
garR	b1564//b2253//b3203//b3533//b0513//
gatZ	b3525//b1293//b4202//b4099//b1701//b4382//b1183//
gcvT	b2620//b3976//b3791//
