#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3352//b1334//
aceF	b0003//b1514//
adiC	b3959//b1651//
araH	b3875//b2879//b0811//
artP	b3189//b4098//
artQ	b1153//b3128//
atpH	b3186//b4358//b3115//b0865//b4315//b2487//
bcsB	b2037//b2421//
bcsF	b3005//b0233//
betI	b2312//b2720//b2053//
btuE	b1335//b1767//
cadB	ypjI//b0051//
ccmE	b2252//b2450//b1334//
ccmH	b2855//b0635//b0884//
chbR	b1428//b1151//
chpR	b3850//b4249//
citF	b4451//b1954//b1823//
cobU	b2421//b4464//b1679//
csgG	b0306//b1941//b1312//b0058//
cueR	b4027//b0158//b4589//
cusF	b4106//b1748//b2217//b3575//
cyoE	b1368//b1836//b3426//b0936//b0082//
dacA	b4131//b3748//
ddpC	b0958//b3065//
ddpF	b0307//b1938//b2883//b2619//
deoD	b1505//b2137//b1841//b1651//
dhaM	b1166//b1350//b3327//
dmsB	b3319//b3930//
dnaK	b4187//b0137//
dppF	b4314//b0884//b1599//b0862//b1395//
edd	b1199//b4311//
efeU	b3870//b3941//
eptA	b2726//b3962//b0247//b3959//b3199//b3829//b4566//b1467//b3322//
eutL	b4598//b3624//
eutT	b1141//b2019//b0063//b0905//b0026//b2557//
fabG	b3659//b4160//
fadB	b3386//b3228//
fdnI	b4566//b3751//
fecE	b3861//b3514//b2739//b2252//b3346//
fepC	b1490//b3293//
fepG	b3326//b1254//
fhuD	b0777//b0588//b1485//b1789//
fimH	b2997//b1226//b3645//b3783//
fimI	b3480//b2368//b3299//
fklB	b4303//b0247//b3731//
flhD	b4154//b1339//
frmR	b1300//b1312//
fruK	b2517//b0002//b0431//
ftsN	b3506//b2706//b1264//
gadX	b1612//b3781//
galT	ecpE//b1079//b1282//b2856//
garR	b2933//b1503//b3116//b1514//b1906//
gatZ	b1844//b0736//b3967//b0584//b2851//b0051//b0739//
gcvT	b2282//b4057//b3116//
glcG	b0753//b3478//b1906//
glgX	b1247//b1171//b2123//b2248//
glnL	b3619//b3982//
glnQ	b3545//b1580//b1662//
glpT	b2414//b4320//b0764//b2933//b2080//b2849//b3395//b0765//
gltB	b1482//b4352//
gltL	b2276//b1487//
glxR	b4308//b1491//
gspB	b0082//b4154//
gspD	b1563//b3184//
gspF	b3202//b0152//
gspM	b1843//b3780//
hisQ	b1892//b1386//b1483//
holC	b1171//b1078//b2828//b1014//
htpG	b0862//b2319//b3846//
hybC	b4098//b4375//
hybG	b1920//b1849//b2783//
hybO	b0865//b2888//b1527//
hydN	b1517//b0091//b0593//b1120//b1588//b1146//b1051//b2744//b1682//b1674//b1474//
hyfB	b1494//b3711//b3628//
hyfR	b0312//b3458//b0058//b3456//b3863//
ibpB	b0396//b2941//
ileY	b4330//b0888//
ilvM	b1970//b1883//b3344//b2754//b3580//
ilvN	b2726//b4070//
iscU	b0734//b1892//b3707//b3796//b3297//
iscX	b3310//b0245//b3117//
kdsD	b1155//b2726//
ksgA	b3031//b1126//
lacZ	b2736//b3936//b1767//
lar	b2071//b4470//
leuZ	b4187//b2035//b4189//b2619//
lldR	b3491//b1668//b3158//
lpxP	b1631//b2326//b2055//b0928//
lspA	b0796//b0152//b1638//
lsrR	b1864//b2272//b1513//b1174//b3322//b0184//b1104//b0263//
