#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3927//b2004//
aceF	b1125//b2933//
adiC	b1073//b3317//
araH	b1681//b1140//b2109//
artP	b1971//b0091//
artQ	b3614//b0078//
atpH	b1262//b2033//b3327//b0672//b3001//b3645//
bcsB	b0778//b3520//
bcsF	b2319//b2482//
betI	b1140//b3896//b2204//
btuE	b3869//b3312//
cadB	b3957//b2872//
ccmE	b1449//b3791//b1910//
ccmH	b4383//b1739//b4051//
chbR	b3197//b0153//
chpR	b0733//b0344//
citF	b1258//b1098//b3704//
cobU	b2276//b0575//b3530//
csgG	b1490//b2092//b1105//b0342//
cueR	b0971//b3069//b4240//
cusF	b1988//b2108//b2033//b2097//
cyoE	b1070//b1828//b3624//b3650//b1260//
dacA	b3788//b0737//
ddpC	b1159//b0137//
ddpF	b0231//b1215//b2665//b1225//
deoD	b3128//b3475//b4131//b1565//
dhaM	b2378//b1755//b1612//
dmsB	b1773//b3180//
dnaK	b0778//b1072//
dppF	b2464//b1552//b3953//b3078//b3604//
edd	b2828//b3190//
efeU	b3190//b1265//
eptA	b3967//b1909//b1958//b4603//b2439//b2029//b3786//b1517//b3012//
eutL	b3525//b1082//
eutT	b1421//b3536//b4153//b1483//b0018//b3686//
fabG	b2762//b4443//
fadB	b0092//b3475//
fdnI	b1992//b4334//
fecE	b3426//b0334//b1789//b1394//b1747//
fepC	b2206//b0596//
fepG	b3629//b2752//
fhuD	b3741//b3400//yedS//b4334//
fimH	b1003//b0114//b2868//b2095//
fimI	b4469//b1922//b1061//
fklB	b1755//b1444//b0263//
flhD	b0589//b4335//
frmR	b1490//b1526//
fruK	b2038//b1360//b3240//
ftsN	b0343//b0759//b3960//
gadX	b2208//b3306//
galT	b2513//b0379//b3725//b0783//
garR	b3595//b2864//b1511//b1390//b3598//
gatZ	b1316//b1164//b2167//b2125//b3898//b2856//b0414//
gcvT	b0940//b0707//b2502//
glcG	b4199//b0776//b3158//
glgX	b0342//b2309//b3555//b0897//
glnL	b1944//b1892//
glnQ	b0796//b1265//b4096//
glpT	b2143//b3115//b0955//b1166//b1818//b3197//b2168//b3478//
gltB	b3516//b0169//
gltL	b1862//b0922//
glxR	b2425//b1428//
gspB	b3294//b0342//
gspD	b1767//b2903//
gspF	b4524//b0809//
gspM	ecpE//b1226//
hisQ	b3964//b4603//yedS//
holC	b4101//b2455//b0162//b0307//
htpG	b1890//b3299//b2280//
hybC	b2522//b3080//
hybG	b0596//b2068//b3749//
hybO	b2424//b3822//b0520//
hydN	b1293//b4598//b2502//b1257//b4006//b1748//b0592//b2003//b4655//b4143//b0677//
hyfB	b2756//b1866//b2883//
hyfR	b0369//b3191//b2469//b0723//b0018//
ibpB	b0872//b0158//
ileY	b1674//b0616//
ilvM	b2971//b1188//b1349//b2282//b2878//
ilvN	b2204//b2529//
iscU	b0523//b2881//b2033//b1361//b2195//
iscX	b3195//b2459//b2342//
kdsD	b2020//b3185//
ksgA	b3825//b3362//
lacZ	b1847//b4358//b2698//
lar	b1351//b1485//
leuZ	b3930//b3595//b4186//b0409//
lldR	b1012//b4203//b0727//
lpxP	b2855//b0180//b1777//b3784//
lspA	b0062//b2068//b1490//
lsrR	b2168//b2998//b1767//b2459//b3967//b3511//b0820//b0344//
lyx	b4237//b3228//
malQ	b0860//b0169//b1757//b0851//b3537//b3330//b0672//b2600//
manZ	b1486//b0801//b3994//
marR	b0860//b3159//
mcbA	b3403//b3563//
mcrA	b2460//b0710//
mdtJ	b0996//b2140//
menD	b0955//b1483//b0434//
metN	b4618//b1885//
mglC	b1519//b2930//b4290//
mhpB	b3026//b0653//
mhpF	b3627//b1340//
minD	b0758//b1958//
minE	b0485//b4099//
mnmG	b0961//b0594//
moaE	b0695//b2976//b2440//b2026//b0450//
mokB	b3838//b4335//
mpl	b2199//b4471//
mprA	b4156//b0905//b1167//
mraZ	b4240//b0958//b3846//ecpB//
mrp	b1679//b0509//
murE	b1361//b0982//
nagB	b4069//b3479//
nanM	b1946//b1089//
napF	b1361//b3797//
napH	b2739//b1048//b0182//b2879//b1678//
narJ	b2453//b3779//b0753//
narZ	b3433//b4380//
nirD	b3031//b4035//b3614//
nrdG	b1921//b0091//
nrdI	b1190//b2189//b1945//b1154//
nrfC	b3190//b1040//b2285//
nuoB	b2482//b2053//
nuoN	b2039//b1183//b2108//b0232//b2051//b0781//b0672//b2022//b3997//b2911//b0829//
oppF	b1015//b0595//b1742//b2097//b3035//
paaI	b1682//b0523//b3894//b3365//b2724//b2034//b3130//b2543//b2498//
pdhR	b4115//b1263//
pdxK	b0093//b3123//b1958//
pflB	b0910//b3231//
pgk	b2607//b1146//b1298//
pheL	b2199//b2459//
phnE	b2447//b1304//
phnL	b1603//b3341//b1420//b0366//
pntA	b4053//b0862//
polA	ysaC//b1892//
potH	b3129//b1773//b0772//b1879//b2256//b4559//b1988//
ppa	b1428//b2032//
ppdD	b0112//b3711//
ppx	b1919//b2038//
proX	b4315//b2390//b3199//
prpD	b3631//b0082//b3136//
pspD	b1435//b0895//b1493//b3458//
pstB	b3957//b2186//
pstS	b0910//b0861//b2661//
purT	b0432//b3629//b2727//b3727//b0082//b0979//b3458//b3560//b2457//b1124//
putP	b0234//b3918//
puuR	b2840//b3477//b2198//b4109//
pyrI	b1468//b2021//b1844//b4377//b1132//b4559//
rbsK	b3228//b2715//b1410//b0199//b1506//
rcsD	b3347//b2013//
recQ	b0074//b2022//
relE	b1888//ygeN//
rhaB	b0077//b2679//
ribF	b4070//b1394//b0810//b2675//
rlpB	b2880//b4202//b1334//
rluA	b2873//b3522//
rpmI	b2738//b1238//
rpoN	b0637//b3192//
rseA	b2097//b1564//
rsxB	b1194//b3986//
rtcR	b2012//b1482//
