#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3429//b0996//
aceF	b3159//b2288//
adiC	b3780//b4147//
araH	b3957//b0922//b4005//
artP	b3516//b1149//
artQ	b2881//b3300//
atpH	b1876//b2250//b0678//b1414//b3322//b1505//
bcsB	b3770//b4293//
bcsF	b1414//b0588//
betI	b3727//b0584//b3845//
btuE	b3345//b1134//
cadB	b1298//b3977//
ccmE	b1048//b4316//b0759//
ccmH	b1678//b1298//b3627//
chbR	b2514//b4189//
chpR	b3736//b3342//
citF	b4568//b1815//b2140//
cobU	b3740//yjhE//b1932//
csgG	b4057//b0735//yrhC//b3781//
cueR	b1426//b4568//b2597//
cusF	b0945//b1125//b3742//b0908//
cyoE	b3120//b1156//b3417//b3575//b1123//
dacA	b0735//b2023//
ddpC	b2017//b0026//
ddpF	b1124//b1490//b3982//b1490//
deoD	b0575//b3723//b1832//b0872//
dhaM	b1909//b3347//b0759//
dmsB	b3114//arpB//
dnaK	b2840//b0710//
dppF	b1632//b3378//ybfI//b1292//b3236//
edd	b3809//b0903//
efeU	b2480//b0025//
eptA	b2354//b0864//b1777//b0836//b0989//b1756//b2414//b2908//b2677//
eutL	b2782//b0586//
eutT	b2250//b3457//b3336//b1085//b3292//b2222//
fabG	b3510//b3687//
fadB	b4515//b3116//
fdnI	b1937//b1281//
fecE	b2167//b3301//b1526//b1516//b2838//
fepC	b2204//b3809//
fepG	b3726//b3153//
fhuD	b0081//b1200//b3992//b0263//
fimH	b3508//b0350//b3985//b2029//
fimI	b3522//b1862//b1987//
fklB	b1742//b0505//b0520//
flhD	b3513//b1603//
frmR	b1886//b2307//
fruK	b1708//b1018//b0334//
ftsN	b3457//b1172//b0904//
gadX	b4355//b2616//
galT	b4153//b1633//b1386//b3750//
garR	b4428//b2480//b0450//b2976//b1946//
gatZ	b3130//b0233//b1818//b2618//b4355//b3192//b3615//
gcvT	b1565//b0678//b4076//
glcG	b4033//b0301//b2751//
glgX	b3337//b2525//b0018//b3838//
glnL	b1287//b2440//
glnQ	b0015//b4358//b0936//
glpT	b2378//b1776//b0263//b3982//b3301//b0975//b2957//b4335//
gltB	b4117//b2499//
gltL	b1034//b3129//
glxR	b2137//b1081//
gspB	b0533//b3184//
gspD	b4290//b0678//
gspF	b1880//b1629//
gspM	b1482//b2422//
hisQ	b2994//b2744//b0406//
holC	b2272//b3604//b2698//b3460//
htpG	b1824//b3190//b0721//
hybC	b0497//b3124//
hybG	b1779//b2994//b1779//
hybO	b3193//b4377//wbbL//
hydN	b3849//b0023//b1890//b1927//b1362//b2196//arpB//b1672//b1482//b2194//b2262//
hyfB	b1627//b2199//b3725//
hyfR	b3001//b1072//b1124//b3456//b1701//
ibpB	b3395//b1566//
ileY	b0062//b1944//
ilvM	b3537//b0497//b0589//b0518//b1076//
ilvN	b3797//b3962//
iscU	b3784//b1426//b0923//b3138//b1150//
iscX	b3623//b3400//b2327//
kdsD	b3296//b1927//
ksgA	b0707//b4239//
lacZ	b0333//b4149//b3932//
lar	b2262//b3302//
leuZ	b1305//b2253//b1988//b3192//
lldR	b3750//b3456//b3385//
lpxP	b1922//b1177//b3377//b3796//
lspA	b0151//b2904//b3236//
lsrR	b0710//b2095//b2909//b1199//b2141//b2056//b1503//b2202//
lyx	b2222//b3298//
malQ	b4098//b1629//b3240//b2526//b0897//b3228//b3516//b3731//
manZ	b4142//b2319//b0168//
marR	b0837//b0974//
mcbA	b3944//b3031//
mcrA	b3259//b3687//
mdtJ	b3024//b1797//
menD	b1247//b2283//b2422//
metN	b2125//b0301//
mglC	b4328//b0635//b0115//
mhpB	b3993//b2461//
mhpF	b4112//b4183//
minD	b1316//b3967//
minE	b1007//b2205//
mnmG	b1259//b2348//
moaE	b2440//b3321//b4054//b2527//b1560//
mokB	b0980//b1778//
mpl	b3508//b1504//
mprA	b0863//b3957//b0334//
mraZ	b3184//b2572//b3329//b4384//
mrp	b3962//b1089//
murE	b0137//b3542//
nagB	b0062//b4238//
nanM	b3193//b0831//
napF	b1483//b3322//
napH	b4237//b1104//b2825//b2313//b2572//
narJ	b1739//b3953//b4032//
narZ	b2204//b1093//
nirD	b4239//b2480//b1932//
nrdG	b2206//b3967//
nrdI	b0554//b0062//b1631//b1564//
nrfC	b3386//b2926//ybfI//
nuoB	b3296//b2756//
nuoN	b0729//b2502//b3687//b1710//b3460//b2662//b1679//b1449//b2840//b3846//b2414//
oppF	b3026//b1580//b3517//b2765//b1841//
paaI	b2194//b2499//b4099//b3838//b0921//b2620//b1388//b2327//b4380//
pdhR	b2029//b2946//
pdxK	b1876//b1476//b0982//
pflB	b3575//b1157//
pgk	b1628//b0252//b2278//
pheL	b3778//b3365//
phnE	b0707//b4328//
phnL	b0737//b4610//b1359//b0337//
pntA	b2285//b1564//
polA	b0984//b1226//
potH	b4153//b3598//b3927//b3845//b2530//b3345//b4245//
ppa	b3317//b2502//
ppdD	b2517//b1238//
ppx	b2278//b0253//
proX	b0722//b2423//b3431//
prpD	b2873//b4314//b1476//
pspD	b4314//b1368//b0061//b4565//
pstB	b3650//b0087//
pstS	b0940//b1987//b1922//
purT	b2501//b0473//b2601//b2736//b1631//b1088//b2146//b1246//b1927//b4221//
putP	b0089//b0051//
puuR	b0589//b0336//b1876//b4539//
pyrI	b1503//b3458//b1184//b3545//b2864//b1886//
rbsK	b2948//b2451//b3809//b4112//b2005//
rcsD	b3542//b1133//
recQ	b0428//b1081//
relE	b3460//b3359//
rhaB	b2715//b4069//
ribF	b2766//b3848//b1409//b2905//
rlpB	b3013//b2903//b0170//
rluA	b0148//b1010//
rpmI	b1414//b4302//
rpoN	b2528//b2056//
rseA	b3314//b3190//
rsxB	b4460//b4469//
rtcR	b1265//b1483//
rutG	b1180//b2096//b3707//b1348//b3930//b1668//b2141//
ryhB	b2679//b2451//
sapD	b1449//b3422//b1228//
serC	b1866//b0026//
serT	b3295//b2723//b1948//b1252//
sfmH	b3205//b3811//
slyA	b3926//b3236//
smpB	b0074//b4311//
srlE	b0779//b4054//b4291//b1586//b0888//
sroB	b3926//b3748//
sseB	b1009//b2462//
sspB	b0477//b2319//
ssrS	b2608//b3180//b2971//
sucD	b0756//b3513//b2283//b4621//b1073//b4288//b0311//b0015//b3845//b3598//b0753//b1757//b3984//
sufS	b3721//b3976//b3626//b1247//b4407//b3977//
tatA	b2738//b0429//
tdcG	b1361//b3255//b0772//b2035//b4149//b0591//b0171//
tdh	b1038//b4524//b1485//b3508//b1166//b3120//
tdk	b1174//b4072//
thrC	b4244//b3180//b1010//
thrW	b3510//b1931//b2449//b2461//
tnaC	b3994//b2501//b2652//
tolC	b1485//b1102//b4426//b2514//
