#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2109//b1009//
aceF	b2800//b1901//
adiC	b1646//b4270//
araH	b1886//b0617//b0750//
artP	b1729//b0306//
artQ	b3797//b4603//
atpH	b1940//b2515//b2543//b0736//b4464//b0809//
bcsB	b1073//b1889//
bcsF	b0153//b2022//
betI	b3542//b1244//b3136//
btuE	b1834//b1287//
cadB	b2194//b0972//
ccmE	b0997//b1486//b0910//
ccmH	b0513//b2909//b1420//
chbR	b3513//b3708//
chpR	b2368//b0923//
citF	b1493//b0549//b1037//
cobU	b2196//b0617//b4152//
csgG	b3322//b1629//b3671//b0862//
cueR	b0922//b3395//b3628//
cusF	b3506//b4052//b2203//b3386//
cyoE	b1680//b3723//b3190//b4013//b1292//
dacA	b4383//b3932//
ddpC	b2422//b3422//
ddpF	b1973//b4101//b0672//b3628//
deoD	b3493//b2278//b1512//b4076//
dhaM	b4311//b4072//b4110//
dmsB	b2961//b1505//
dnaK	b1350//b2850//
dppF	b3367//b4303//b2453//b1593//b3781//
edd	b3259//b2876//
efeU	efeU//b1756//
eptA	b0739//b4067//b3031//b1949//b4506//b3811//b4315//b2606//b3686//
eutL	b1409//b3788//
eutT	b2113//b2096//b2754//b2660//b4371//b1359//
fabG	b2217//b2327//
fadB	b3810//b1791//
fdnI	b1617//b2032//
fecE	b4279//yedS//b2145//b3072//b1834//
fepC	b3771//b3783//
fepG	b0369//b0854//
fhuD	b1228//b1668//ybfG//b0781//
fimH	b4290//b1282//b2146//b3475//
fimI	b3080//b1265//b2767//
fklB	b3136//b1920//b1848//
flhD	b2712//b0785//
frmR	b1937//b0072//
fruK	b3322//b3796//b1199//
ftsN	b0811//b2717//b2856//
gadX	b3624//b1904//
galT	b0617//b1085//b2600//b0078//
garR	b2241//b3321//b2096//b1008//b1254//
gatZ	b1922//b1491//b3630//b1262//b1299//b3723//b3079//
gcvT	b4287//b0616//b2675//
glcG	b1088//b0357//b3455//
glgX	b3742//b3113//b1954//b2729//
glnL	b1166//b2620//
glnQ	b2236//b3958//b1927//
glpT	b0333//b0038//b3897//b0357//b1797//b3863//b4289//b3166//
gltB	b3972//b1420//
gltL	b1993//b1393//
glxR	b1948//b3836//
gspB	b2261//pawZ//
gspD	b3180//b4069//
gspF	b1684//b0737//
gspM	b2036//b3123//
hisQ	b0616//b4603//b0795//
holC	b1228//b1174//b3533//b1094//
htpG	b1767//b3431//b1944//
hybC	b4115//b0595//
hybG	b0091//b3979//b1745//
hybO	b2660//b2068//b3620//
hydN	b1630//b0050//b2447//b3733//b2698//b1593//b0061//b4585//b4048//b2387//b4378//
hyfB	b2841//b3619//b3603//
hyfR	b4110//b0811//b4249//b3386//b3123//
ibpB	b3659//b3342//
ileY	b2893//b2871//
ilvM	b0534//b2040//b1747//b3978//b0351//
ilvN	b3346//b2109//
iscU	b2194//b0888//b1945//b2276//b0979//
iscX	b1767//b2684//b3563//
kdsD	b1949//b0921//
ksgA	b1938//b0796//
lacZ	b2498//b1080//b0063//
lar	b4117//b3456//
leuZ	b0301//b2272//b2744//b3365//
lldR	b2960//b0087//b0058//
lpxP	b3341//b2876//b1144//b4024//
lspA	b4072//b4426//b2487//
lsrR	b1083//b4033//b3735//b2108//b1476//b2926//b1862//b0002//
lyx	b0711//b3293//
malQ	b2752//b3749//b3960//b2757//b3750//b2977//b2908//b2019//
manZ	b1493//b1360//b0331//
marR	b3079//b0707//
mcbA	b2080//b3304//
mcrA	b2169//b4539//
mdtJ	b4608//b0168//
menD	b3198//ecpE//b3732//
metN	b0595//b3619//
mglC	b0659//b4113//b2284//
mhpB	b1630//b0051//
mhpF	b2113//b1476//
minD	b2881//b1971//
minE	b3738//b2752//
mnmG	b1360//b2262//
moaE	b2723//b2825//b1362//b2739//b2783//
mokB	b4459//b1603//
mpl	b4070//b2907//
mprA	b0509//b3172//b1972//
mraZ	b1152//b4151//b3319//b1392//
mrp	b3540//b1849//
murE	b1394//b3651//
nagB	b2038//b2424//
nanM	b1878//b1264//
napF	b1682//b0758//
napH	b0014//b1828//b3661//b2039//b0973//
narJ	b0616//b3541//b2873//
narZ	b2529//b2189//
nirD	b2092//b3307//b4054//
nrdG	b3597//b1910//
nrdI	b3769//b2783//b2036//b0585//
nrfC	yrhA//b0083//b0121//
nuoB	b2038//b2459//
nuoN	b3543//b2524//b4470//b4377//b0777//b3343//b1132//b0170//b3615//b0592//b2841//
oppF	b1499//b4464//b0810//b1044//b1094//
paaI	b1175//b2234//b1245//b4006//b4310//b3345//b0908//b3849//b3788//
pdhR	b0643//b3617//
pdxK	b3932//b0596//b2756//
pflB	b1517//b3787//
pgk	b0975//b1921//b0077//
pheL	b3624//b3175//
phnE	b3983//b3690//
phnL	b0851//b0182//b0591//b0162//
pntA	b4303//b3739//
polA	b4655//b3772//
potH	b0184//b2971//b0131//b0087//b0486//b2025//b2702//
ppa	b0782//b4568//
ppdD	b4201//b1818//
ppx	b0728//b0158//
proX	b2840//b4270//b1133//
prpD	b3395//b1259//b0421//
pspD	b2757//b0158//b3310//b2005//
pstB	b1918//b3432//
pstS	b2276//b2457//b3333//
purT	b2879//b3114//b1948//b2446//b1519//b4123//b4315//b2445//b3565//b2838//
putP	b0050//b1612//
puuR	b1878//b3293//b0072//b2840//
pyrI	b1555//b4101//b2659//b1674//b3297//b2137//
rbsK	b2800//b2751//b2024//b1904//b0722//
rcsD	b2017//b3944//
recQ	b3541//b1910//
relE	b1796//b0781//
rhaB	b4380//b1164//
ribF	b0421//b4376//b1909//b2616//
rlpB	b0083//b0978//b3022//
rluA	b4152//b4244//
rpmI	b0990//b3098//
rpoN	b0158//b2867//
rseA	b0724//b4200//
rsxB	b2976//b0896//
rtcR	b4143//b4233//
rutG	b1392//b2327//b0940//b3542//b3614//b0078//b2121//
ryhB	b2925//b2676//
sapD	b0777//b0584//b1632//
serC	b4369//b3931//
serT	b2342//b0837//b1586//b1438//
sfmH	b0473//b1518//
slyA	b1779//b0522//
smpB	b2525//b2053//
srlE	b0248//b3194//b3251//b1430//b0897//
sroB	b1189//b0356//
sseB	b1166//b3897//
sspB	b1931//b3300//
ssrS	ypjI//b0615//b1152//
sucD	b0520//b3650//b4367//b4110//b1225//b0051//b0976//b1124//b1184//b3787//b2013//b0997//b1797//
sufS	b4367//b0358//b1580//b3986//b1910//b4147//
tatA	b1282//b3298//
tdcG	b1262//b1040//b3476//b3386//b3013//b1293//b2476//
tdh	b3192//b3650//b0781//b0615//b3006//b0897//
tdk	b1673//b2766//
thrC	b1646//b4348//b3001//
thrW	b3359//b4122//yncK//b3517//
tnaC	b2828//b1750//b1082//
tolC	b0369//b3507//b3167//b1486//
tolR	b0350//b3455//b1923//
treC	b2425//b2720//
trmI	b3791//b0980//
trpL	b1631//b1883//b1886//b2307//b1255//
truB	b2199//b3168//
truD	b2097//b3959//b3265//
trxA	b1165//b0198//
trxB	b0487//b4589//
tyrA	b2663//b2850//
tyrB	b2486//b4067//b4506//
tyrU	b1847//b0025//b2302//b3811//b0723//
upp	b2302//b4376//b1947//b2960//b2946//
uraA	b3734//b1748//b2444//
usg	b1073//b3838//
valV	b2706//b3686//b3251//
visC	b0903//b2421//b2939//b0888//
waaU	b3168//b2445//b2278//b1818//b1389//b2272//b4280//b2684//b3475//b1464//b2487//
wbbL	b2675//b4377//b1923//b2422//b2957//b1247//b1633//b2463//b3705//b1391//b2374//b0750//
wcaE	b3005//b1744//
wcaL	b0757//b2527//b3183//b1926//b1627//
wzxE	b2025//b1593//
xerD	b3457//b3098//
xylA	b4335//b2012//
yaaW	b4291//b0861//
yadM	b2014//b0736//
yaeB	b2529//b0616//
yaeI	b4557//b1180//
yafZ	b2445//b1988//
yajG	b1293//b2572//b1850//b3632//
ybaN	b0784//b1291//b3898//b0244//b4128//
ybbC	b3721//b2126//
ybbW	b2288//b4259//b0038//b4291//b0588//
ybcO	b0329//b2873//
