#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1992//b0143//
aceF	b1516//b3848//
adiC	b0351//b2005//
araH	b3001//b3477//b3192//
artP	b0234//b2930//
artQ	b2872//b0409//
atpH	b0038//b3967//b4005//b2256//b2012//b1246//
bcsB	b1078//b2878//
bcsF	b1097//b1563//
betI	b0093//b2125//b1901//
btuE	b0351//b1937//
cadB	b1492//b0121//
ccmE	b2005//b2997//b3770//
ccmH	b4319//b0486//b3787//
chbR	b3960//b0894//
chpR	b0894//b2531//
citF	b3615//b4069//b0990//
cobU	b2840//b1930//b1947//
csgG	b1708//b2737//b2652//b2487//
cueR	b3523//b1531//b4259//
cusF	b0921//b0990//b2460//b0782//
cyoE	b3788//b2047//b1299//b1555//b0074//
dacA	b0799//b4254//
ddpC	b2971//b1257//
ddpF	b2455//b3848//b4110//b3261//
deoD	b0032//b2447//b1180//b3533//
dhaM	b4151//b3491//b2665//
dmsB	b1105//b2600//
dnaK	b0027//b2482//
dppF	b2280//b1891//b1919//b3522//b1352//
edd	b2141//b1088//
efeU	b0511//b3728//
eptA	b1884//b3732//b1901//b3314//b3308//b0253//b1452//b0593//b1359//
eutL	b3128//b0573//
eutT	b3562//b1684//b1395//b3944//b3239//b1151//
fabG	b2341//b0574//
fadB	b1076//b2024//
fdnI	b1254//b2712//
fecE	b0584//b0511//b2460//b1526//b3514//
fepC	b3770//b1668//
fepG	b1304//b2907//
fhuD	b0641//b3099//b1887//b2348//
fimH	b0015//b4512//b2414//b2722//
fimI	b1747//b0487//b1747//
fklB	b1560//b1120//b2925//
flhD	b3479//b1361//
frmR	b3114//b2167//
fruK	b1228//b4348//b2871//
ftsN	b4207//b0414//b2728//
gadX	b4237//b2957//
galT	b3320//b1348//b3475//b3541//
garR	b1352//b1149//b1958//b2335//b2034//
gatZ	b3417//b1226//b3326//b1176//b3905//b2513//b2309//
gcvT	b2044//b2883//b0011//
glcG	b3487//b0509//b4014//
glgX	b3359//b2056//b1516//b4126//
glnL	b3848//b2035//
glnQ	b3395//b2454//b1396//
glpT	b3513//b2277//b3072//b0081//b0164//b2828//b3704//b2113//
gltB	b4115//b0635//
gltL	b3575//b2032//
glxR	b1564//b2348//
gspB	b0856//b1348//
gspD	b0943//b0973//
gspF	b0727//b4101//
gspM	b4471//b3177//
hisQ	b0139//b1494//b0596//
holC	b1514//b0198//b1077//b1876//
htpG	b3240//yjhE//b2257//
hybC	b3507//b3626//
hybG	b4303//b2162//b2090//
hybO	b0396//b3193//b1503//
hydN	b1783//b3205//b3261//b0652//b2729//b1527//b1362//b1254//b1171//b1393//b4006//
hyfB	b1018//b1973//b3342//
hyfR	b0245//b0777//b1701//b1848//b2456//
ibpB	b1258//b0139//
ileY	b3175//b0958//
ilvM	b1760//b3120//b1886//b2476//b1662//
ilvN	b3632//b4005//
iscU	b0013//b0077//b4335//b1172//b2168//
iscX	b0972//b3491//b2457//
kdsD	b0775//b1944//
ksgA	b2458//b1189//
lacZ	b2461//b2022//b1796//
lar	b4451//b2460//
leuZ	b1011//b4378//b3259//b1258//
lldR	b2453//b4207//b1195//
lpxP	b1993//b3997//b0421//b4249//
lspA	b2998//b0421//b3580//
lsrR	b4068//b2713//b3870//b3810//b1007//b3595//b1850//b1946//
lyx	b0125//b1062//
malQ	b3390//b0642//b1552//b1282//b0137//b4559//b0888//b2050//
manZ	b4557//b2917//b2720//
marR	b3693//b1238//
mcbA	b2531//b0958//
mcrA	b0498//b2723//
mdtJ	b0366//b1174//
menD	b2573//b3707//b2880//
metN	b1970//b1464//
mglC	b2487//b2524//b0171//
mhpB	b3737//b3491//
mhpF	b2071//b1083//
minD	b4076//b3128//
minE	b1443//b3536//
mnmG	b3026//b3690//
moaE	b3686//b0108//b2515//b3072//b2675//
mokB	b0051//b2418//
mpl	b4414//b1166//
mprA	b0153//b3799//b2255//
mraZ	b1971//b4222//b0137//b1847//
mrp	b3637//b1343//
murE	b3705//b0306//
nagB	b1746//b3651//
nanM	b1970//b2186//
napF	b1225//b0992//
napH	b2738//b4096//b2995//b1281//b0784//
narJ	b2620//b1247//b0497//
narZ	b4230//b3130//
nirD	b3205//b3991//b4311//
nrdG	b1368//b2461//
nrdI	b1044//b2189//b3013//b3545//
nrfC	b3079//b3826//yedS//
nuoB	b2451//b1774//
nuoN	b1744//b1526//b0078//b0759//b0974//b1931//b3829//b0074//b3190//b2513//b3960//
oppF	b2994//b3532//b1261//b4598//b0151//
paaI	b2949//b1392//b1176//b3260//b1352//b0365//b3158//b4414//b3778//
pdhR	b2515//b1468//
pdxK	yjhE//b1081//b0350//
pflB	b2448//b1307//
pgk	b3222//b1097//b1586//
pheL	b1844//b3984//
phnE	b3240//b0333//
phnL	b4470//b0186//b0169//b4329//
pntA	b2601//b1884//
polA	b0468//b3307//
potH	b3626//b1051//b3430//b1939//b0450//b1359//b0396//
ppa	b3301//b0421//
ppdD	b1516//b3997//
ppx	b3480//b0632//
proX	b0974//b2109//b0074//
prpD	b3661//b1631//b3319//
pspD	b1890//b0337//ysaC//b0829//
pstB	b2911//b2998//
pstS	b2135//b2659//b3298//
purT	b3723//b0003//b3223//b1362//b3231//b3309//b3778//b3493//b2960//b2499//
putP	b1884//b1724//
puuR	b3324//b0643//b3575//b1306//
pyrI	b3153//b4109//b0727//b4027//b2893//b3487//
rbsK	b0903//b3013//b0945//b0498//b3871//
rcsD	b2878//b2825//
recQ	b0637//b0343//
relE	b1226//b0137//
rhaB	b1014//b2476//
ribF	b2094//b1484//b0301//b2440//
rlpB	b1918//b2800//b1154//
rluA	b2524//b2838//
rpmI	b4470//b3035//
rpoN	b4355//b2722//
rseA	b4280//b3176//
rsxB	b3645//b4414//
rtcR	b1586//b3344//
rutG	b1494//b3870//b3511//b3563//b0996//b2195//b2204//
ryhB	b0151//b1154//
sapD	b2150//b1777//b4289//
serC	b4056//b3991//
serT	b2348//b1516//b2056//b3301//
sfmH	b1744//b1081//
slyA	b1018//b0779//
smpB	b2451//b1015//
srlE	b1761//b1778//b4328//b3486//b1515//
sroB	b2276//b3604//
sseB	b1515//b2498//
sspB	b2400//b0366//
ssrS	b3620//b0799//b1603//
sucD	b0487//b2037//b2208//b4381//b4383//b3340//b2208//b3294//b0336//b1519//b4375//b2204//b0320//
sufS	b3730//b2675//b4524//b2439//b3334//b3530//
tatA	b3656//b0782//
tdcG	b4352//b0232//b3739//b1516//b0148//b3846//b4460//
tdh	b4369//b3738//b4071//b4054//b1862//b3298//
tdk	b1491//b1576//
thrC	b2095//b1850//b3630//
thrW	yrhA//b0232//b2497//b1942//
tnaC	b2750//b3478//b0729//
tolC	b2197//b0013//b0063//b3005//
tolR	b0018//b2239//b1577//
treC	b1992//b4378//
trmI	b1292//b3022//
trpL	b1778//b3936//b1176//b1085//b1252//
truB	b0758//b2167//
truD	b1531//b3116//b3930//
trxA	b2487//b1306//
trxB	b3565//b1531//
tyrA	b3650//b1742//
tyrB	b4152//b0063//b1767//
tyrU	b3129//b1159//b1246//b3632//b2724//
upp	b3525//b2125//b2682//b1282//b4328//
uraA	b4470//b4036//b2702//
usg	b0509//b2765//
valV	b2019//b0888//b1165//
visC	b2326//b3783//b4187//b3809//
waaU	b3113//b2718//b1777//b2318//b2348//b4353//ysaC//b2239//ybfG//b2423//b1261//
wbbL	b0199//b2307//b3623//b1137//b0573//b0059//b0025//b1886//b2828//b3708//b1076//b2055//
wcaE	b4132//b2941//
wcaL	b1171//b0591//b2281//b3670//b1929//
wzxE	b2903//b2992//
xerD	ybfG//b0989//
xylA	b3239//b3726//
yaaW	b1340//b4135//
yadM	b2990//b4102//
yaeB	b1298//b2308//
yaeI	b2601//b1334//
yafZ	b1866//b3619//
yajG	b0071//b2091//b3231//b3006//
ybaN	b1368//b0180//b4381//b1566//b2673//
ybbC	b1349//b1971//
ybbW	b1760//b2196//b2717//b4319//b1515//
ybcO	b4377//b0036//
ybdD	b3295//b3580//b0972//b0093//b1993//b3894//b3185//b0075//
ybeA	b1552//b4113//b1560//b3619//b2257//b1094//
ybeZ	b3395//b3555//
ybfC	b3723//b3749//
ybgC	b2146//b1292//
ybgJ	b2755//b0588//
ybgT	b2424//b2526//b2026//b1078//
ybhC	b0150//b0073//b3229//b0659//
ybiC	b1157//b0905//b4057//b0672//b1678//b3932//b1668//b1409//b4104//b2285//b3315//b4384//b1724//b2725//
ybiH	b0958//b2241//
