#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0850//b0350//
aceF	b4293//b1949//
adiC	b1150//b1149//
araH	b3367//b1784//b2838//
artP	b2502//b1884//
artQ	b2881//b3522//
atpH	b0597//b2977//b3251//b1167//b2971//b3123//
bcsB	b1165//b1392//
bcsF	b3024//b2253//
betI	b1504//b3984//yncK//
btuE	b3456//b3359//
cadB	b2439//b2230//
ccmE	b2941//b1988//b0343//
ccmH	b2762//b1717//b1890//
chbR	b4240//b1589//
chpR	b3482//b1681//
citF	b2933//b4598//b3544//
cobU	b3671//b0922//b3944//
csgG	b4231//b1435//b1509//b1061//
cueR	b3620//b1252//b1094//
cusF	b1590//b0486//b3117//b2202//
cyoE	b0137//b2034//b1228//b2719//b4109//
dacA	b4128//b2676//
ddpC	b2285//b4244//
ddpF	b2462//b0733//b1124//b2886//
deoD	b2052//b4335//b1617//b3318//
dhaM	b2036//b2230//b1824//
dmsB	b0348//b0895//
dnaK	b2197//b3240//
dppF	b4319//b3537//b1953//b0992//b1746//
edd	b2717//b1467//
efeU	b1265//b3629//
eptA	b3199//b0072//b3141//b1011//b0836//b3723//b3751//b0347//b0903//
eutL	b0477//b1094//
eutT	b3378//b1352//b1358//b0092//b4151//b3752//
fabG	b1876//b3361//
fadB	b4112//b1929//
fdnI	b0114//b2529//
fecE	b3707//b0921//b0199//b0061//yjhE//
fepC	b0088//b3705//
fepG	b0616//b0312//
fhuD	b1366//b1392//b1003//b2091//
fimH	b1482//b2348//b0468//b0635//
fimI	b3240//b3771//b4270//
fklB	b0573//b1245//b2204//
flhD	b3629//b2674//
frmR	b1922//b4099//
fruK	b0436//b4430//b4506//
ftsN	b3994//b1890//b1190//
gadX	b1312//b0811//
galT	b4526//b3293//b3624//b4470//
garR	b1048//b3799//b2143//b4230//b4303//
gatZ	b1393//b0406//b2766//b1485//b0728//b2744//b1312//
gcvT	b2971//b1098//b0785//
glcG	b1631//b0518//b4320//
glgX	b3533//b3431//b2659//b0976//
glnL	b2319//wbbL//
glnQ	b1638//b3289//b2763//
glpT	b1339//b1235//b1777//b3792//b2868//b2256//b0809//b3651//
gltB	b3738//b0861//
gltL	b1947//b1783//
glxR	b1668//b1954//
gspB	b0247//b0436//
gspD	b1104//b2525//
gspF	b3603//b0089//
gspM	b4142//b1264//
hisQ	b3728//b3457//b2147//
holC	b1678//b1492//b2137//b2941//
htpG	b4559//b4254//b3742//
hybC	b4609//b3738//
hybG	b0873//b0855//b3203//
hybO	b3456//b0724//b4592//
hydN	b2894//b3341//b3893//b1944//b2255//b3127//b0939//b3183//b1421//b2319//b2126//
hyfB	b1646//b4328//b0301//
hyfR	b4280//b1342//b3997//b3861//b2992//
ibpB	b3318//b0643//
ileY	b2197//b4335//
ilvM	b3626//b1992//b1552//b3892//b1071//
ilvN	b3225//b3787//
iscU	b3308//b1174//b4610//b3810//b3637//
iscX	b0726//b4526//b3307//
kdsD	b1040//b4100//
ksgA	b1843//b1744//
lacZ	b1134//b0137//b1909//
lar	b3906//b0108//
leuZ	b1184//b0704//b0120//b2208//
lldR	b1188//b1511//b0115//
lpxP	b3186//b3941//b0477//b1478//
lspA	b2744//b0233//b3514//
lsrR	b0183//b0828//b3295//b2168//b2606//b1261//b2500//b0523//
lyx	b0306//b0896//
malQ	b2948//b3126//b4608//b2090//b0796//b3479//b4485//b1340//
manZ	b3022//b1819//b2887//
marR	b4156//b0356//
mcbA	yedS//b2713//
mcrA	b1942//b2998//
mdtJ	b3927//b1307//
menD	b3962//b3979//b2041//
metN	b4034//b0940//
mglC	b0153//b1950//b3177//
mhpB	b3455//b0784//
mhpF	b0152//b2254//
minD	b0026//b0072//
minE	b0118//b2378//
mnmG	b1306//b2319//
moaE	b2440//b4037//b0368//b0186//b3979//
mokB	b0025//b2040//
