#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3366//b3416//
aceF	b1630//b1075//
adiC	b3213//b2459//
araH	b3894//b0421//b2719//
artP	b3297//b1368//
artQ	b0078//b0828//
atpH	b4443//b0785//b0182//b2194//b4369//b0781//
bcsB	b3869//b4207//
bcsF	b3320//b1912//
betI	b4469//b3752//b2991//
btuE	b2052//b2699//
cadB	b3186//b2460//
ccmE	b0153//b2652//b4024//
ccmH	b0153//b3195//b0138//
chbR	b0131//b1492//
chpR	b3323//b3508//
citF	b3005//b0811//b3540//
cobU	b0421//b3707//b3836//
csgG	b1180//b4593//b3303//b4291//
cueR	ygaQ_2//b4102//b2704//
cusF	b1082//b1204//b2150//b2527//
cyoE	b1683//b2914//b4451//b2041//b4032//
dacA	b3204//b3359//
ddpC	b3933//b3542//
ddpF	b4203//b0059//b0659//b3791//
deoD	b3846//b4367//b4603//b2840//
dhaM	b4418//b3737//b3958//
dmsB	b1991//b4070//
dnaK	b0075//b2498//
dppF	b1167//b3098//b0477//b0910//b1750//
edd	b2463//b2513//
efeU	b3972//b1430//
eptA	b2312//b0026//b2850//b2513//b3993//b0733//b3390//b3727//b1772//
eutL	b0273//b1137//
eutT	b0573//b1281//b0329//b0865//b3784//b0118//
fabG	b2659//b1946//
fadB	b0823//b1175//
fdnI	b1757//b0334//
fecE	b1394//b4101//b1081//b2454//b3752//
fepC	b1360//b1150//
fepG	b1491//b4127//
fhuD	b0805//b2454//b4302//b1519//
fimH	b2113//b2168//b2021//b1098//
fimI	b3893//b0862//b2941//
fklB	b1224//b3072//b3904//
flhD	b1847//b2918//
frmR	b2501//b1089//
fruK	b0999//b1682//b0723//
ftsN	b3208//b4072//b0511//
gadX	b3480//b1972//
galT	b1254//b3255//b0727//b1039//
garR	b2272//b2724//b0784//b2850//b2222//
gatZ	b4143//b0653//b1862//b4464//b2126//b2660//b1631//
gcvT	b0809//b0077//b1646//
glcG	b0186//b4254//b0414//
glgX	b4376//b3963//b1252//b2204//
glnL	b2162//b3619//
glnQ	b1487//b1920//b3123//
glpT	b3731//b2198//b3324//b3936//b1680//b0772//b2544//b2457//
gltB	b2661//b1079//
gltL	b3362//b2354//
glxR	b2025//b0273//
gspB	b0777//b4057//
gspD	b3734//b2003//
gspF	b3736//b3740//
gspM	b3255//b3650//
hisQ	b3377//b0486//b1756//
holC	b3708//b3001//b4101//b1154//
htpG	b1415//b2907//b3543//
hybC	b0150//b3703//
hybG	b1617//b2147//b3222//
hybO	b0089//b1096//b0112//
hydN	b1215//b3898//b1410//b0830//b4430//b3359//b1175//b1480//b0723//b0061//b3511//
hyfB	b4230//b3604//b2977//
hyfR	b1673//b0905//b0092//b3993//b0585//
ibpB	b1395//b1482//
ileY	b3183//b2208//
ilvM	b3749//b1787//b1918//b0809//b3476//
ilvN	b4506//b4132//
iscU	b3927//b1674//b3314//b4270//b0121//
iscX	b0148//b3530//b0593//
kdsD	b0253//b4316//
ksgA	b2005//b2162//
lacZ	b2448//b3477//yliL//
lar	b1037//b3001//
leuZ	b1396//b2278//b2044//b3616//
lldR	b2374//b3603//b3811//
lpxP	b1724//b3849//b3480//b1865//
lspA	b2738//b2948//b3960//
lsrR	b0195//b0864//b3931//b4414//b4117//b0118//b1832//b2491//
lyx	b4317//b1036//
malQ	b4254//b2390//b0642//b3200//b2618//b3871//b3532//b1850//
manZ	b2665//b1836//b3400//
marR	b4015//b1526//
mcbA	b2719//b2990//
mcrA	b2307//b3118//
mdtJ	b3170//b0851//
menD	b2146//b0720//b0940//
metN	b1736//b0038//
mglC	b3962//b2048//b0764//
mhpB	b2140//b3803//
mhpF	b1840//b0806//
minD	b3967//b1789//
minE	b0796//b2909//
mnmG	b1257//b0979//
moaE	b2017//b3565//b2990//b3340//b4585//
mokB	b4466//b0184//
mpl	b3231//b1499//
mprA	b2480//b3321//b0549//
mraZ	b0928//b3784//b4460//b2266//
mrp	b2662//b3385//
murE	b1081//b4117//
nagB	b1164//b1159//
nanM	b2908//b0837//
napF	b0432//b2887//
napH	b4307//b1300//b0678//b3191//b1244//
narJ	b1342//b2488//b3475//
narZ	b3630//b3650//
nirD	b1945//b3231//b0498//
nrdG	b0710//b0828//
nrdI	b3113//b1587//b2023//b0572//
nrfC	b4371//b0704//b2203//
nuoB	b0078//b2909//
nuoN	b2750//b1512//b4081//b3480//b1864//b3491//b1438//b1530//b1096//b0487//b4160//
oppF	b0018//b3176//b1255//b3596//b1255//
paaI	b3021//b3769//b3458//b3295//b3126//b3012//b4371//b3797//b0430//
pdhR	ecpB//b3623//
pdxK	b1922//b0575//b2169//
pflB	b0014//b2853//
pgk	b0759//b1797//b1265//
pheL	b0978//b1514//
phnE	b1890//b1735//
phnL	b2739//b2663//b1259//b0075//
pntA	b3537//b1784//
polA	b0018//b2782//
potH	b1843//b0850//b1174//b1176//b3617//b3138//b1300//
ppa	b0306//b3750//
ppdD	b0358//b0982//
ppx	b2004//b0071//
proX	b3898//b1483//b3686//
prpD	b2327//b3365//b0162//
pspD	b0432//b1245//ecpE//b0961//
pstB	b3871//b0301//
pstS	b3792//b1599//b2002//
purT	b2354//b4381//b2849//b1904//b4110//b2460//b0753//b3733//b4598//b4451//
putP	b1493//b1646//
puuR	b3785//b0806//b4451//b1612//
pyrI	b1945//b2094//b2282//b3426//b0199//b3429//
rbsK	b2683//b3204//b2145//b0589//b2462//
rcsD	b1007//b1093//
recQ	b3562//b2094//
relE	b4418//b2147//
rhaB	b0923//b1516//
ribF	b2529//b4352//b3994//b1359//
rlpB	b2279//b0594//b2960//
rluA	b1930//b2003//
rpmI	b0139//b2243//
rpoN	b1105//b1906//
rseA	b0365//b2490//
rsxB	pawZ//b3953//
rtcR	b3575//b1228//
rutG	b0015//b2039//b0033//b0320//b2490//b2254//b1642//
ryhB	b4539//b3177//
sapD	b1580//b3826//b1587//
serC	b1478//b0616//
serT	b0329//yedS//b0781//b2939//
sfmH	b0058//b3661//
slyA	b1628//b2023//
smpB	b2904//b3312//
srlE	b2499//b2035//b3941//b3429//b4378//
sroB	b2468//b0733//
sseB	b4469//b0783//
sspB	b2500//b0088//
ssrS	b4384//b1153//b4375//
sucD	b3183//b2608//b3118//b2457//b4069//b4189//b3327//b2856//b1717//b4369//b2719//b3705//b4382//
sufS	b2745//b4293//b3640//b0782//b1062//b2019//
tatA	b0089//b2302//
tdcG	b1599//b1682//b2146//b2148//b0186//b0765//b0118//
tdh	b3983//b3265//b1207//b2013//b2013//b3491//
