#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0473//b1123//
aceF	b4383//b0782//
adiC	b0063//b1701//
araH	b1560//b2254//b0014//
artP	b4117//b0860//
artQ	b3953//b1651//
atpH	b2453//b1184//b4135//yncK//b0094//b2327//
bcsB	b0729//b2994//
bcsF	b2618//b2867//
betI	b1844//b2856//b3460//
btuE	b3236//b2873//
cadB	b1203//b3545//
ccmE	b1421//b2908//b1149//
ccmH	ygeN//b3810//b2800//
chbR	b3749//b3336//
chpR	b2992//b2677//
citF	yrhC//b2208//b3260//
cobU	b2911//b1051//b0013//
csgG	b4104//b0011//b1560//b1910//
cueR	b2022//b1299//b2460//
cusF	b1880//b2240//b2527//b2439//
cyoE	b0534//b1633//b1632//b0406//b0486//
dacA	b1294//b1070//
ddpC	b0750//b3289//
ddpF	b3417//b2197//b3826//b0779//
deoD	b1674//b1487//b3770//b1767//
dhaM	b2598//b0928//b2748//
dmsB	b2202//ygeN//
dnaK	b1044//b3812//
dppF	b3724//efeU//b1932//b4511//b3240//
edd	b3898//b1580//
efeU	b1076//b0921//
eptA	b0138//b3515//b3802//b1757//b3893//b2818//b3316//b2661//b0659//
eutL	b3116//b2400//
eutT	b0333//b3417//b0183//b2374//b1132//b1680//
fabG	b3340//b2698//
fadB	b3565//b0087//
fdnI	b2202//b1953//
fecE	b0990//b3293//b4311//b3327//b4098//
fepC	b2014//b2659//
fepG	b1368//b0781//
fhuD	b3956//b3141//b1245//b4037//
fimH	b0980//b1155//b3637//b2149//
fimI	b1633//b2094//b0347//
fklB	b0351//b1125//b0025//
flhD	b1516//b3964//
frmR	b3649//b3906//
fruK	b3200//b3631//b2387//
ftsN	b3343//b2418//b2868//
gadX	b1760//b3416//
galT	b0013//ybfG//b1527//b4280//
garR	b3704//b3319//b0004//b0032//b2501//
gatZ	b3629//b2189//b2852//b3903//b1152//b2287//b0162//
gcvT	b0421//b0143//b0728//
glcG	b3463//b3656//b3138//
glgX	b3778//b3128//b3670//ybfI//
glnL	b1504//b2025//
glnQ	b1452//b2423//b2287//
glpT	b2946//b2390//b2463//b2123//b2676//b2756//b0724//b0131//
gltB	b3013//b0659//
gltL	b1149//b3836//
glxR	b3198//b0710//
gspB	b2096//b1072//
gspD	b3213//b2286//
gspF	b0513//b1342//
gspM	b4101//b1685//
hisQ	b3168//b1166//b1593//
holC	b2252//b0940//b1987//b2222//
htpG	b1684//b0943//ysaC//
hybC	b0231//b3306//
hybG	b0171//b1077//b0643//
hybO	b3671//b4071//b3166//
hydN	b1942//b0058//b2103//b3751//b4293//b1263//b1946//b4315//b1566//b1359//b3336//
hyfB	b3957//b1415//b1828//
hyfR	b2169//b4160//b4485//b3315//ygeN//
ibpB	b4032//b2514//
ileY	b3796//b3426//
ilvM	b3710//b0485//b1866//b2155//b1195//
ilvN	b2926//b4102//
iscU	b2026//b1093//b1093//b1665//b1991//
iscX	b2726//b1486//b0574//
kdsD	b2462//b3708//
ksgA	b3113//b0199//
lacZ	b3347//b3024//b1865//
lar	b4430//b2971//
leuZ	b3303//b2286//b1133//b3362//
lldR	b1927//b3202//b0733//
lpxP	b2041//b0810//b4478//b2737//
lspA	b1305//b2800//b3138//
lsrR	b3295//b1141//b4015//b4154//b1789//b4471//b2719//b3430//
lyx	b1817//b0365//
malQ	b4057//b1415//b3308//b2243//b1258//b1563//b1774//b4414//
manZ	b2573//b2155//b0737//
marR	b1261//b1787//
mcbA	b3953//b0082//
mcrA	b2146//b1154//
mdtJ	b0366//b3100//
menD	b1819//b1183//b0036//
metN	b0907//b4585//
mglC	b2024//b1849//b0183//
mhpB	b2903//b3822//
mhpF	b1698//b0897//
minD	b0369//b1560//
minE	b1901//b2868//
mnmG	b2280//b1175//
moaE	b1097//b2498//b3778//b2718//b1885//
mokB	b2756//b3118//
mpl	b3307//b2887//
mprA	b2039//b3239//b1184//
mraZ	b2443//pawZ//b2390//b2096//
mrp	b1665//b3342//
murE	b3184//b2663//
nagB	b3510//b3341//
nanM	b3126//b1944//
napF	b3221//b3344//
napH	b2903//b1716//b1174//b2169//b2726//
narJ	b2458//b1900//b3078//
narZ	b2679//b4451//
nirD	b0595//b2253//b4310//
nrdG	b3627//b2607//
nrdI	b1491//b0945//b0434//b3191//
nrfC	yedS//b0148//b1062//
nuoB	b0837//b3994//
