#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2044//b4506//
aceF	b1862//b3991//
adiC	b2720//b4539//
araH	b1174//b3791//b1180//
artP	b3618//b2930//
artQ	b0343//b4608//
atpH	b2449//b2091//b0751//b1287//b2729//b0588//
bcsB	b1638//b1807//
bcsF	b1334//b2024//
betI	b3197//b1807//b2684//
btuE	b0971//b1909//
cadB	b2762//b1174//
ccmE	b4081//b2976//b4245//
ccmH	b0429//b0862//b2327//
chbR	b2697//b3197//
chpR	b0720//b1261//
citF	b1736//b1881//b2828//
cobU	b3026//b3992//b0940//
csgG	b0061//b2463//b3222//b2208//
cueR	b4593//b2825//b4407//
cusF	b3659//b2039//b2365//b3177//
cyoE	b0474//b2281//b0365//b3259//b4143//
dacA	b3516//b2017//
ddpC	b2022//b2879//
ddpF	b3224//b2414//b0863//b0073//
deoD	b2093//b1394//b3982//b3752//
dhaM	b1991//b0589//b1426//
dmsB	b2457//b1194//
dnaK	b0118//b2281//
dppF	b2203//b1368//b3006//b2663//b2318//
edd	b2041//b0884//
efeU	b3493//b3941//
eptA	b4072//b1154//b3964//b2782//b2264//b2002//b1920//b0860//b3229//
eutL	b2449//b2319//
eutT	b3708//b4151//b1389//b4199//b2871//b3306//
fabG	b2020//b0637//
fadB	b4254//b2704//
fdnI	b1973//b2326//
fecE	b4037//b3611//b2286//b1880//b0904//
fepC	b1509//b3637//
fepG	b3649//b4027//
fhuD	b4352//b1037//b2448//b2121//
fimH	b2283//b2888//b4127//b4315//
fimI	b0992//b2017//b0779//
fklB	b2103//b3822//b1166//
flhD	b3613//b3707//
frmR	b1511//b0379//
fruK	b2876//b3838//b1926//
ftsN	b1009//b2421//b3327//
gadX	b1494//b4006//
galT	b3651//b3730//b2506//b2501//
garR	b0799//b2026//b3346//b3205//b3205//
gatZ	b2960//b1518//b0396//b2725//b3604//b2699//b1776//
gcvT	b1514//b0637//b4655//
glcG	b0598//b0244//b1973//
glgX	ecpE//b0434//b2523//b4098//
glnL	b2253//b3510//
glnQ	b1746//b1710//b1003//
glpT	b2522//b0738//b3457//b2319//b1349//b1070//b3645//b3932//
gltB	b2762//b2240//
gltL	b3236//b4478//
glxR	b1678//b3661//
gspB	b1495//b1312//
gspD	b1395//b3926//
gspF	b3845//b2168//
gspM	b1564//b2148//
hisQ	b4117//b4076//b4428//
holC	b0710//b1184//b0301//b1755//
htpG	b3072//b0586//b2893//
hybC	b2704//b0073//
hybG	b3127//b1552//b2090//
hybO	b2126//b2284//b3197//
hydN	b2387//b2239//b2946//b0980//b4598//b0487//b0982//b3604//b0939//b2800//b4383//
hyfB	b3542//b3125//b4470//
hyfR	b1071//b3167//b0961//b4070//b3306//
ibpB	b3322//b2960//
ileY	b0033//b0320//
ilvM	b2876//b0253//b0311//b3301//b4122//
ilvN	b2500//b3224//
iscU	b2455//b4006//b1350//b2422//b0365//
iscX	b0018//b0477//b1124//
kdsD	b3340//b3153//
ksgA	b3130//b3239//
lacZ	b4056//b1484//b1817//
lar	b3303//b4027//
leuZ	b4200//b1748//b2454//b2762//
lldR	b2763//b0976//b1876//
lpxP	b4183//b3510//b1009//b1505//
lspA	b2607//b3324//b2032//
lsrR	b1850//b0170//b0989//b3125//b0796//b1950//b2718//b3199//
lyx	b4559//b4152//
malQ	b2677//b3118//b1198//b0121//b2618//b2096//b0114//b2870//
manZ	b1885//b4269//b1174//
marR	b1176//b0922//
mcbA	b0801//b4585//
mcrA	b2652//b1881//
mdtJ	b3846//b1262//
menD	b0862//ybfG//b3426//
metN	b2868//b3224//
mglC	b1484//b1081//b3026//
mhpB	b3342//b3627//
mhpF	b2113//b0856//
minD	b1817//b3072//
minE	b3544//b4143//
mnmG	b4054//yrhC//
moaE	b3297//b1358//b1414//b4459//b1665//
mokB	b2108//b3751//
mpl	b3710//b3292//
mprA	b3904//b2459//b1642//
mraZ	b2012//b2702//b3013//b2618//
mrp	b3721//b2850//
murE	b0811//b3659//
nagB	b0329//b2704//
nanM	b1918//b1717//
napF	b3123//b0595//
napH	b0589//b3708//b0851//b0735//b3993//
narJ	b2147//b3205//b2457//
narZ	b0573//b0977//
nirD	b1189//b0244//b3183//
nrdG	b0195//b1484//
nrdI	b0678//b0536//b3035//b0113//
nrfC	b2024//b0735//b4233//
nuoB	b2123//b3006//
nuoN	b1351//b3202//b3221//b3507//b3686//b1577//b2737//b3904//b1386//b4127//b2926//
oppF	b3711//b2266//b2248//b3845//b1415//
paaI	b2097//b3362//b4511//b3649//b4384//b1165//b3310//b2463//b2991//
pdhR	b3959//b3875//
pdxK	b1194//b4470//b3708//
pflB	b0737//b4557//
pgk	b2499//b3997//b3944//
pheL	b0636//b2960//
phnE	b0735//b3724//
phnL	b3520//b4231//b0911//b2120//
pntA	b2142//b2601//
polA	b2147//b3203//
potH	b0617//b1134//b0233//b3183//b3659//b3799//b3204//
ppa	b3941//b1150//
ppdD	b0186//b2457//
ppx	b1890//b2422//
proX	b4618//b3732//b0333//
prpD	b0002//b1176//b3960//
pspD	b2757//b2697//b3334//b0735//
pstB	b0183//b4201//
pstS	b4101//b2673//b2198//
purT	b3771//b3704//b3457//b2207//b2109//b3972//b1491//b1165//b2606//b2597//
putP	b4099//b2199//
puuR	b0003//b1198//b3123//b0758//
pyrI	b0170//b2887//b3202//b4598//b2013//b3783//
rbsK	b4244//b0554//b2766//b1151//b4226//
rcsD	b3770//ypjI//
recQ	b2155//b2894//
relE	b1061//b3649//
rhaB	b2607//b1948//
ribF	b0432//b2698//b3897//b2147//
rlpB	b3708//b3962//b1147//
rluA	b0726//b1890//
rpmI	b3159//b1889//
rpoN	b3185//b2800//
rseA	b0195//b4526//
rsxB	b2737//b4470//
rtcR	b0485//b0186//
rutG	b2961//b4151//b1157//b2744//b2414//b1262//b2684//
ryhB	b4151//b2736//
sapD	b0837//b2971//b3289//
serC	b2573//b2003//
serT	b3894//b2022//b3510//b1944//
sfmH	b3870//b3114//
slyA	b4467//b0474//
smpB	b3627//b2866//
srlE	b2925//b4335//b1588//b1339//b4249//
sroB	b3958//b4568//
sseB	b4414//b0710//
sspB	b2097//b1797//
ssrS	b1103//b0151//ygeN//
sucD	b4079//b0637//b3626//b0914//b2728//b3141//b3734//yliL//b0313//b3385//b2841//b0940//b0036//
sufS	b1184//b0169//b4471//b3119//b1930//b3927//
tatA	b2288//b4655//
tdcG	b1011//b1492//b3074//b4320//b2103//b3718//b2676//
tdh	b3455//b1930//b1578//b1388//b1147//b2557//
tdk	b1945//b0092//
thrC	b4353//b2838//b0733//
thrW	b0183//b1518//b3991//b3649//
tnaC	b3185//b1485//b0856//
tolC	b0775//b4506//b3537//b2914//
tolR	b2739//b1292//b0722//
treC	b2199//b3098//
trmI	b0820//b2513//
trpL	yedS//b1748//b2905//b2850//b3309//
truB	b2717//b4143//
truD	b3198//b1514//b2125//
trxA	b1973//b1011//
trxB	b3120//b2239//
tyrA	b2460//b1467//
tyrB	b1918//b3811//b2197//
