#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3120//b1563//
aceF	b1151//b3707//
adiC	b0357//b1779//
araH	b2661//b1414//b3319//
artP	b1482//b2739//
artQ	b0727//b4132//
atpH	b2255//b1299//b0331//b3260//b2620//b0796//
bcsB	b2665//b3693//
bcsF	pawZ//b4451//
betI	b2855//b2697//b4152//
btuE	b3455//b2342//
cadB	b3475//b0855//
ccmE	b3480//b0836//b3932//
ccmH	b2763//b2990//b0905//
chbR	b0183//b0344//
chpR	b0975//b3620//
citF	b0273//b1151//b2661//
cobU	b1167//b4330//b2421//
csgG	b0923//b0033//b3378//b1807//
cueR	b1685//b3514//b0860//
cusF	b0594//b2501//b0593//arpB//
cyoE	b1342//b1931//b0081//b0071//arpB//
dacA	b0777//b3170//
ddpC	b3705//b2142//
ddpF	b3463//b0331//ecpB//b2888//
deoD	b1600//b3195//b3313//b0772//
dhaM	b4117//b0428//b1007//
dmsB	b0253//b0776//
dnaK	b0368//b2207//
dppF	b2446//b3898//b4237//b3705//b0307//
edd	b1512//b1082//
efeU	b1744//b4426//
eptA	b3126//b3733//b3126//b2162//b1783//b3799//b2208//b2762//b2713//
eutL	b4104//b2930//
eutT	b0704//b3918//b1849//b2678//b1919//b1931//
fabG	b2017//b1132//
fadB	b4100//b3312//
fdnI	yedS//b1166//
fecE	b0596//b1910//b2235//b2439//ybfG//
fepC	b1386//b4270//
fepG	b3565//b1823//
fhuD	b2776//b2037//b0779//b4237//
fimH	b0888//b1590//b1040//b4566//
fimI	b0474//b2868//b0735//
fklB	b1949//b2706//b3604//
flhD	b0089//b1617//
frmR	b0678//b1515//
fruK	b3005//b0572//b1291//
ftsN	b1177//b0089//b2199//
gadX	b2421//b3654//
galT	b0976//b1668//b1931//b1189//
garR	b3319//b4117//b3309//b2461//b2033//
gatZ	b3740//b0434//b1007//b3307//b4081//b3197//b2186//
gcvT	b3261//b1011//b3684//
glcG	b1159//b1040//b0616//
glgX	b4081//b4221//b0955//b1478//
glnL	b0583//b4106//
glnQ	b2530//b0958//b3313//
glpT	b2029//b2850//b3320//b1340//b1298//b1717//b2678//b1071//
gltB	b1349//b3430//
gltL	b0810//b3340//
glxR	b3736//b4199//
gspB	b2455//b2755//
gspD	b3475//b2531//
gspF	b3177//b3640//
gspM	b4048//b2527//
hisQ	b1484//b0329//b0589//
holC	b1235//b2608//b1287//b4443//
htpG	b1717//b0358//b3836//
hybC	b1291//b2756//
hybG	b0928//b3562//b2715//
hybO	b3294//b0836//b0534//
hydN	b2544//b0873//b3563//b4160//b2608//b4254//b2312//ilvG//b4249//b3994//b3978//
hyfB	b1881//b1527//b2949//
hyfR	b3560//b3732//b3624//b0652//b4511//
ibpB	b1891//b0534//
ileY	b0593//b3130//
ilvM	b4470//b2022//b1756//b1599//b1428//
ilvN	b0983//b0678//
iscU	b1789//b1651//b3129//b4057//b2037//
iscX	b4318//b1082//b1430//
kdsD	b4037//b2327//
ksgA	b2312//b2517//
lacZ	b0171//b3703//b3809//
lar	b3317//b1708//
leuZ	b1010//b2090//b1396//b2572//
lldR	b3960//b0756//b1912//
lpxP	b2278//b2202//b2939//b0695//
lspA	b2309//b2250//b4318//
lsrR	b2002//b0785//b4471//b1008//b2872//b3289//b3125//b2109//
lyx	b2198//b1930//
malQ	b0653//b0984//b3347//b2189//b1105//b0533//b0311//b4207//
manZ	b2907//b2876//b0595//
marR	b1010//b0522//
mcbA	b2572//b4598//
mcrA	b3627//b3580//
mdtJ	b3772//b1878//
menD	b2462//b1350//b1787//
metN	b1493//b4024//
mglC	b0910//b0151//b3733//
mhpB	b1132//b3198//
mhpF	b2281//b0775//
minD	b2038//b0347//
minE	b1612//b4376//
mnmG	b1746//b4307//
moaE	b1259//b0989//b1083//b2307//b1503//
mokB	b1174//b0977//
mpl	b3957//b1531//
mprA	b3319//b0183//b1729//
mraZ	b4259//b0967//b2326//b1294//
mrp	b1939//b3486//
murE	b1566//b3516//
nagB	b4048//b2841//
nanM	b3422//b2926//
napF	b2048//b0013//
napH	b3721//b4279//b4308//b2038//b4035//
narJ	b0591//b3565//b0121//
narZ	b2253//b3725//
nirD	b0737//b4143//b2894//
nrdG	b1204//b3299//
nrdI	b3728//b3693//b3099//b1971//
nrfC	b0738//b3190//b3640//
nuoB	b0636//b4186//
