#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4355//b0152//
aceF	b1246//b0089//
adiC	b4302//b2425//
araH	b3990//b1195//b3967//
artP	b2216//b4259//
artQ	b1083//b2285//
atpH	b3658//b4156//b1760//b4485//b0617//b1421//
bcsB	b3114//b1487//
bcsF	b3198//b4233//
betI	b3255//b4467//b3906//
btuE	b1074//b3141//
cadB	b1034//b0554//
ccmE	b2480//wbbL//b1506//
ccmH	b2168//b3337//b1503//
chbR	b1503//b1888//
chpR	b2679//b0497//
citF	b0150//b2976//b1681//
cobU	b3533//b1716//b1941//
csgG	b4006//b1944//b1228//b0897//
cueR	b1362//b2137//b2048//
cusF	b3953//b3413//b0735//b1392//
cyoE	b0978//b1627//b2469//b1474//b1844//
dacA	b3183//b4585//
ddpC	b3223//b2004//
ddpF	b0594//b4557//b4237//b0727//
deoD	b0707//yjhE//b1943//b1612//
dhaM	b3736//b0164//b4013//
dmsB	b2143//b1449//
dnaK	b0074//b3222//
dppF	b3771//b2724//b3845//b1748//b3981//
edd	b1105//b0168//
efeU	b1175//b0311//
eptA	b2252//b1080//b3740//b2261//b3979//b1260//b0805//b0758//efeU//
eutL	b0720//b1943//
eutT	b0342//b1504//b4032//b3555//b2994//b2754//
fabG	b1955//b0642//
fadB	b1918//b3129//
fdnI	b0781//b1683//
fecE	b1518//b3981//b2257//b1176//b0536//
fepC	b2888//b1680//
fepG	b1746//b0131//
fhuD	b1304//b0379//b2677//b0151//
fimH	b2723//b2094//b3159//b3455//
fimI	b2250//b2751//b0089//
fklB	b1480//b2840//b2977//
flhD	b0795//b4358//
frmR	b1843//b3170//
fruK	b2280//b3289//b2230//
ftsN	b1678//b3802//b1174//
gadX	b2002//b1252//
galT	b2903//b3359//b3138//b3194//
garR	b0888//b2266//b3240//b3303//b3115//
gatZ	b0672//b2745//b1175//b1175//b2515//b1953//b1015//
gcvT	b0784//b1394//b1235//
glcG	b4308//b0737//b1565//
glgX	b1040//b1834//b0158//b2855//
glnL	b2038//b1339//
glnQ	b1257//b2949//b3031//
glpT	b0812//b1880//b1018//b0678//b2723//b0450//b1105//b0851//
gltB	b3933//b2033//
gltL	b0061//b1245//
glxR	b3613//b1085//
gspB	b1176//b3739//
gspD	b1235//b2240//
gspF	b1941//b4068//
gspM	b2439//b0082//
hisQ	b3972//b2368//ypjI//
holC	b3826//b0943//b2168//b0014//
htpG	b1850//b2051//b0253//
hybC	b2903//b2252//
hybG	b1204//b4515//b3967//
hybO	b2418//b2619//b0996//
hydN	b0063//b0923//b1972//b0112//b1083//b0992//b3319//b2557//b2090//b2957//b1368//
hyfB	b0011//b1756//b2855//
hyfR	b1892//b2723//b3833//b3313//b0583//
ibpB	b4376//b2600//
ileY	b2049//b2730//
ilvM	b3212//b3769//b0997//b0113//b1332//
ilvN	b3341//b1923//
iscU	b0721//b3366//b2939//b3309//b4593//
iscX	b0450//b1157//b2739//
kdsD	b2280//b1932//
ksgA	b3126//b1682//
lacZ	b2307//b0333//b0728//
lar	b0468//ygaQ_2//
leuZ	b4443//b0976//b2706//b3792//
lldR	b0549//b1388//b0150//
lpxP	b4244//b1638//b2457//b2050//
lspA	b0199//b1410//b3166//
lsrR	b3311//b0659//b2887//b4156//b1483//b2712//b2661//b1076//
lyx	b0477//b1518//
malQ	b0660//b2872//b0615//b3124//b4221//b1991//b2365//b1847//
manZ	b0485//b3726//b0860//
marR	b2285//b2531//
mcbA	b4027//b1506//
mcrA	b4032//b2840//
mdtJ	b2873//b3223//
menD	b2014//b1245//b3525//
metN	b1931//b2926//
mglC	b3305//b4099//b3522//
mhpB	b2446//b1864//
mhpF	efeU//b1945//
minD	b0497//b3625//
minE	b0940//b0635//
mnmG	b0094//b1889//
moaE	ypjI//b2543//b3861//b0018//b1493//
mokB	b3686//b4076//
mpl	b4511//b3580//
mprA	b1342//yncK//b1824//
mraZ	b1834//b0485//b1633//b4032//
mrp	b1006//b1352//
murE	b3967//b0534//
nagB	b2851//b1593//
nanM	b0726//b1098//
napF	b2706//b3732//
napH	b0118//b2047//b1265//b2723//b2266//
narJ	b2776//b4131//b2146//
narZ	b4288//b2286//
nirD	b0775//b1342//b0809//
nrdG	b2607//b3797//
nrdI	b2498//b2933//b0895//ecpB//
nrfC	b3718//b1890//b2903//
nuoB	b3185//b1430//
nuoN	b1767//b3636//b1014//b3792//b0804//b1438//b3563//b4378//b2818//b3704//b2867//
oppF	b1942//b2995//b0018//b2997//b1817//
paaI	b1729//b3630//b0616//b0468//b3378//b1480//b0809//b1674//b0477//
pdhR	b0245//b3212//
pdxK	b0092//b3656//b2718//
pflB	b4112//b0976//
pgk	b3340//b1848//b1305//
pheL	b0356//b0414//
phnE	b3352//b3129//
phnL	b3822//b1587//b2872//b1552//
pntA	b2440//b1492//
polA	b3704//b1878//
potH	b2699//b3580//b3742//b0617//b1147//b2888//b0992//
ppa	b4254//b0343//
ppdD	b4115//b1414//
ppx	b2720//b0522//
proX	b3460//b3532//b3110//
prpD	b2194//b0978//b0118//
pspD	b4290//b4079//b0597//b2764//
pstB	b4230//b2055//
pstS	b3783//b1292//b4249//
purT	b4053//b3953//b2506//b0997//b3562//b1006//b3006//b0450//b0820//b1126//
putP	b2756//b4052//
puuR	b2498//b4126//b1293//b0977//
pyrI	b0253//b0344//b0486//b0343//b1945//b2908//
rbsK	b4188//b1791//b1787//b2675//b3624//
rcsD	b0829//b1589//
recQ	b3905//b0597//
relE	b4302//b3167//
rhaB	b3309//b1736//
ribF	b2469//b1195//b0775//b4048//
rlpB	b3624//b0050//b0724//
rluA	b3013//b2488//
rpmI	b2514//b1925//
rpoN	b0368//b1040//
rseA	b2888//b3390//
rsxB	b0468//b3530//
rtcR	b3997//b3158//
rutG	b1611//b1773//b0036//b0011//b2053//b1199//b4032//
ryhB	ygeN//b3493//
sapD	b3894//b1931//b1225//
serC	b3603//b0139//
serT	b3478//b3259//b4319//b3670//
sfmH	b2257//b1070//
slyA	b3536//b0865//
smpB	b3065//b0113//
srlE	b4005//b2126//b3311//b1258//b3127//
sroB	b1843//b1292//
sseB	b0071//b1261//
sspB	b2712//b3512//
ssrS	b0273//b2339//b4238//
sucD	b1841//b0695//b3251//b1183//b0978//b4102//b3596//b4302//b1904//b1149//b3645//b3479//b3898//
sufS	b1334//b2907//b1815//b1245//b3390//b0513//
tatA	b0734//b1797//
tdcG	b4104//b2725//b2049//b1708//b3208//b3455//b1886//
tdh	b1560//b0108//b3493//b2677//b2616//b0505//
tdk	b3507//b2908//
thrC	b1012//b1701//b1901//
thrW	b1180//b0523//b0903//b2125//
tnaC	b2727//b0520//b1904//
tolC	b0369//b0903//b2677//b1499//
tolR	b0710//b0198//b3972//
treC	b4353//b0231//
trmI	b3627//b1175//
trpL	ecpB//b3848//b3324//b3024//ygaQ_2//
truB	b1972//b1281//
truD	b4076//b3994//b3805//
trxA	b0751//b2755//
trxB	b1038//b4592//
tyrA	b4277//b1506//
tyrB	b4249//b3533//b3616//
tyrU	b0784//b0115//b1366//b3788//b0234//
upp	b0033//b2601//b3979//b1260//b2456//
uraA	b3301//b2243//b3460//
usg	b3658//b0474//
valV	b2572//b3957//b0641//
visC	b4096//b3326//b0118//b2255//
waaU	b2867//b1717//b2524//b1987//b1992//b1744//b1312//b0723//b2705//b2039//b0735//
wbbL	b3203//b4589//b4128//b3224//b2276//b1504//b4200//b2867//b0911//b1526//b2866//b1257//
wcaE	b0586//b1889//
wcaL	b3723//b1134//b2308//b1599//b3811//
wzxE	b2309//b0989//
xerD	b0572//b3984//
xylA	b2029//b0660//
yaaW	b0783//b4126//
yadM	b1879//b4371//
yaeB	b3330//b2234//
yaeI	b2448//b2609//
yafZ	b0536//b4013//
yajG	b2141//b3170//b4311//b3791//
ybaN	b3619//b0058//b2514//b3367//b0075//
ybbC	b0342//b2234//
ybbW	b0591//b1848//b4202//yrhC//b4307//
ybcO	b2036//b3930//
ybdD	b1492//b1588//b1923//b0498//b1235//b3799//b4308//b3475//
ybeA	b2674//b2703//b2662//b1207//b2933//b2365//
ybeZ	b2446//b4426//
ybfC	b3347//b0583//
ybgC	b0820//b2715//
ybgJ	b3654//b1175//
ybgT	b2197//b2457//b0804//b0078//
ybhC	b4238//b2662//b3430//b2400//
ybiC	b2390//b2878//b0296//b1484//b0311//b3555//b2487//b0764//b3463//b2600//b0936//b2283//b4277//b0643//
ybiH	b1153//b1937//
ybiX	b0989//b3618//b1252//b1299//b0726//b1096//b2280//b1361//b3905//b3346//b0971//b1611//b3751//b0150//b4056//
ybjC	b0961//b0333//
ycbS	b1332//b0804//
ycbT	b3079//b1834//
ycbZ	b1299//b3829//
yccB	b0831//b3403//b2068//b3787//b1843//b2852//b3512//b0089//b1147//b3403//
yccJ	b3778//b1243//
yccM	b3718//b2280//b3120//
yccW	b1891//b3352//b1194//
ycdZ	b4367//b2335//
yceD	b3802//b0594//
yceG	b0733//b2856//b3992//
ycfM	b3197//b0914//b0350//
ycgM	b3797//b3345//b2326//
ychS	b3780//b0873//b2013//b4485//b2145//b0138//b1040//
yciC	b4515//b3306//
yciH	b3985//b2908//
ycjT	b3199//b0978//
ycjV	b1235//b1923//b0468//
ydaU	b1146//b2528//
ydaV	b1452//b1096//
ydaW	b0737//b3493//
ydcQ	b1070//b2312//
ydcW	b0114//b4096//
yddB	b1166//b0641//
ydeT	b3026//b2208//b3957//
ydeU	b2423//b0108//
ydfE	b0306//b1884//b2497//
ydfV	b3386//b4315//
ydhS	b2468//b0245//
ydiH	b3958//b1126//
ydiR	b2715//b1923//
ydjL	b1603//b1486//b0306//b2598//
yeaC	b3110//b1851//b1034//
yeaK	b2513//b0967//b3870//
yeaZ	b0727//b2090//b4330//
yebB	b4566//b2491//
yebC	b3008//b3927//b2374//b0943//b2390//b1552//b1617//
yebF	b3783//b1909//
yebG	b3725//b2168//b3204//b2764//b3387//b2598//b2933//b1392//b3304//b3626//b2894//b2730//b2528//b0093//b2456//
yebR	b0707//b4593//b1154//
yebT	b1937//b0073//
yedF	b1662//b3031//
yedI	b1012//b0704//
yedL	b3260//b2056//b4585//b2104//b1342//
yedZ	b1132//b4426//b1156//
yeeE	b0823//b1887//b3670//b1078//b3812//b3136//b1164//b3035//b2091//b3001//b2881//b2443//b2888//b1883//b1339//b2029//b1651//b2601//b0799//b0982//b0497//b1245//b2676//
yeeF	b1172//b1756//b2517//b1923//b1165//b0050//b2662//b4249//b3596//
yehM	b1011//b0733//
yehP	b0575//b1172//b3707//b4199//b3734//b3479//b3781//b2047//b4240//b0348//b2487//b4156//
yehU	b3185//b3687//
yeiS	b0148//b3475//
yejK	b0659//b2674//b3838//b2234//
yfaA	b0978//b2204//
yfaE	b3475//b2949//b0062//
yfaX	b3482//b1881//b4304//
yfaY	b0588//b3636//
yfaZ	b3661//b4239//
yfbM	b0329//b2756//
yfbN	b3615//b0980//
yfcM	b4068//b3770//
yfcP	b0233//b1920//b3400//b2230//b0806//b3522//
yfcV	b4036//b2026//
yffS	b0306//b3542//b0351//b0830//b1287//b2053//b4603//b4052//
yfgM	b1352//b4101//b4315//b0306//b3311//b1361//b4056//
yfjG	b3478//b0574//
ygaF	b0837//b0450//b4027//b3990//b1257//b0782//b0150//b1366//b2490//b0498//b0311//
ygbM	b3627//b1350//b0592//b3786//
ygcI	b1673//b1076//b2039//b1819//
ygcO	b1921//b2660//
ygeA	b1773//b2941//b3299//b3718//b2523//b0078//
ygeN	b2838//b1633//b3292//
ygfB	b3785//b3643//b3742//
ygfM	b2718//b3127//b0795//b0616//b4369//b3314//b1123//b3322//b0992//b1495//b2276//
ygfT	b1716//b2014//
ygfU	b2240//b1085//b1245//
yggF	b3750//b0247//b0199//
yghJ	b1012//b0982//b1587//
yghZ	b0977//b2972//
ygiQ	b3343//b1815//b2856//
ygiT	b2873//b3833//
ygjH	b1444//b3944//b1151//
ygjJ	b2039//b0738//b3896//
ygjK	b2281//b2113//
yhaB	b1467//b4033//
yhaO	b0992//efeU//
yhaV	b2097//b0983//
yhbE	b1200//b3575//
yhbJ	b0451//b1953//
yhbU	b1588//b3204//
yhbV	b4467//b4358//b1678//b0796//b1153//b2736//
yhbY	b2094//b2464//b4426//b2464//b1918//b1254//b2468//b2840//b1342//b4102//b3005//b3520//b1651//b1927//b1756//b3486//b2208//b0894//b4610//b0436//b3365//b2755//b0873//b0231//b4098//b2339//b4289//b0545//b3185//b0637//b0710//b2706//b1954//b1761//b4239//b2723//b0720//b3325//b4244//b2204//b1495//b3658//b0908//b1787//b0851//b0088//b0978//b3012//b1480//b0545//b4069//b0336//b2339//b3295//b3325//b4511//b1184//b3476//b3545//b1339//b3936//b1904//b1599//b0589//
yhcH	b4109//b3177//b2254//b2195//b4566//b1736//
yheL	b4245//b0379//b3297//b4202//
yheO	b3260//b2879//b2725//b4512//b0148//b2169//b1972//b3752//b1358//
yheS	b0908//b3772//
yhfU	b1146//b3079//
yhiI	b3998//b1773//
yhiM	b3177//b4034//b1204//b4033//b0125//b0549//b3983//b3643//b3385//b0365//b2677//b1334//b1018//b2598//b2728//b3810//
yhjE	b1511//b2607//b1717//b3326//b3201//b0247//b2273//b0861//b2266//b2523//b3724//b0027//b2287//b0063//b0572//b1851//b4511//b2185//b2557//b2729//b2341//b4430//b0707//b2113//b0829//b0806//b2203//b0763//b2867//b1366//yliL//b1018//b3906//b0369//b1772//b0617//b4430//b3645//
yiaB	b4122//b4383//
yiaK	b4126//b3728//
yibD	b3184//b1892//
yibI	b4207//b1476//
yibJ	b3710//b1742//
yibN	b1881//b3893//b2005//b0589//
yicE	b3395//b3926//
yidP	b1097//yncK//
yidZ	b3993//b0306//
yieK	b3525//b0094//
yigB	b0351//b3963//b1490//b2308//b4335//b3783//b0511//b1070//b1590//b2957//b1349//b3721//b0812//b2867//b0153//b0473//b1089//b2663//
yigL	b3321//b4593//
yigZ	b1680//b2148//b2498//b1195//b1665//b1736//b1386//b2005//b0796//b0729//b3836//b3616//
yijD	ybfG//b2531//
yijF	b1891//b1680//b3990//
yjbR	b4207//b0344//
yjbS	b1819//b1993//
yjcH	b2281//b1745//b3525//
yjdA	b4526//b0863//b3432//b0976//b0805//b3936//b2744//b2312//b1668//b4122//b1088//b0777//b3302//b1151//b3251//wbbL//b2726//b1729//b3013//b2453//b2990//b2040//b0955//b1988//b2851//b2713//b4032//b4334//
yjdJ	b1633//b0139//b1673//b1291//
yjdO	b3299//b2482//
yjeO	b1516//b2660//
yjfK	b0434//b1172//
yjfO	b0727//b2597//b2287//
yjfY	b2044//b1515//
yjgI	b4114//b2855//
yjgZ	b0497//b0729//b0450//b0836//
yjhC	b2677//b3026//
yjhX	b0498//b1443//
yjiH	b0027//b2248//b3317//
yjiM	b1560//b0758//
yjiX	b2312//b0125//
yjjI	b4128//b3024//b0038//b1586//b0831//b3413//b1360//b1819//b2235//b3623//
yjjN	b0171//ilvG//b3312//b0032//b3506//b1305//b0186//b3460//b3803//b0511//
yjjV	b2946//b4328//
ykfI	b3727//b2257//b3359//b0796//b3523//b3562//b3317//b3031//
ykgB	b0908//b2444//
ykgF	b1078//b1244//
ylbF	b2601//b3771//
yliI	b1651//b1807//
ymdA	b3978//b3221//b1299//b2572//b3704//b4470//b4071//b3711//b4114//b1073//b2448//b0430//b4015//b2052//b3936//b1183//b4183//b0923//b4151//b1742//b0829//b2327//b1631//b0801//b3805//b3977//b2486//b0498//b2148//
ymfE	b2881//b2262//
ymfR	b0088//b0764//
ymfS	b0592//b3099//b3307//b1756//b0252//b3769//
ymfT	b3522//b3897//b4539//b2012//b1072//b4381//b1258//
ymgC	b0180//b2093//b3229//b3306//
ymgI	b1359//b1038//b2278//
ynaJ	b2997//b1906//b0312//b2283//b3517//b2977//b4153//b3299//
ynbB	b2738//b3201//b1312//b4233//b1684//b2461//
ynbC	b2738//b1407//
yncB	b3455//b3480//b0331//b3008//b2446//b0795//b0573//b1261//
yncE	b1203//b3367//
yncK	b2041//b0678//b4308//b3540//b1587//b1261//b0978//
yneJ	b4102//b4304//
yneK	b1929//b4014//
yneL	b3099//b1973//b3477//b4592//b1527//b2933//b0888//b3228//b0026//
ynfH	b0307//b2856//b1298//b3127//b3786//b4353//b0888//
ynjD	b2202//b2894//b3686//
ynjE	yrhA//b4081//b2725//b4126//b2487//
ynjH	b3514//b2302//b3346//b3770//b3871//
yoaD	b0695//b1930//b1297//
yoaG	b2961//b1566//
yobA	b0704//b3796//
yobB	b1388//b2971//b0153//
yobF	b1511//b2222//
yodA	b4238//b2036//b0597//
yodD	b4459//b3976//b1940//b1729//b3624//b3826//b0871//b4506//b1515//
yoeB	b1987//b0737//
yohC	b2038//b4621//
yohF	b1198//b1817//b2400//b2976//b1361//b3632//b4279//
yohK	b1071//b3493//
ypeC	b2715//b4202//
yphA	b3201//b2946//
yphB	b1774//b0511//
ypjI	b3512//b1924//
