#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0536//b3506//
aceF	b3138//b3456//
adiC	b0779//b3366//
araH	b2972//b0042//b2230//
artP	b0894//b2868//
artQ	b4221//b3514//
atpH	b2167//b0511//b1849//b1340//b0038//b3239//
bcsB	b3225//b3812//
bcsF	b2992//b1932//
betI	b3998//b2750//b1238//
btuE	b2730//b2736//
cadB	b3429//b4407//
ccmE	b0118//b3342//b3510//
ccmH	b4603//b3031//b1746//
chbR	b2513//b0583//
chpR	b1922//b2506//
citF	b2326//b3605//b0711//
cobU	b4511//b1599//b3074//
csgG	b3735//b0018//b2207//b0989//
cueR	b4132//b0431//arpB//
cusF	b0234//b3542//b2203//b4079//
cyoE	b1044//b3523//b4414//b1077//b2457//
dacA	b1070//b0850//
ddpC	b2309//b2348//
ddpF	b0940//b0198//b3598//b0168//
deoD	b0162//b1074//b2526//b0756//
dhaM	b0940//b0975//b0169//
dmsB	b1438//b4024//
dnaK	b2052//b3128//
dppF	b3251//b1348//b2767//b3537//b4081//
edd	b2094//b4096//
efeU	b4106//b1922//
eptA	b1485//b3739//b3598//b2665//b3836//b1554//b1282//b3031//b1851//
eutL	b2155//b3944//
eutT	b3001//b3892//b3114//b3799//b3785//b0451//
fabG	b1940//b1958//
fadB	b0738//b0198//
fdnI	b3296//b3748//
fecE	b4109//b2853//b2017//b4384//b0334//
fepC	b3645//b0976//
fepG	b2883//b1797//
fhuD	b2737//b2872//b0828//b3718//
fimH	b2866//b1590//b3990//b4430//
fimI	b2326//b0033//b2914//
fklB	b2765//b1772//b2662//
flhD	b1415//b2572//
frmR	b1504//b3429//
fruK	b0635//ybfI//b2498//
ftsN	b3022//b4259//b0182//
gadX	b3565//b3168//
galT	b3751//b1159//b2272//b4329//
garR	b2500//b4318//b4352//b0082//b2933//
gatZ	b3649//b0779//b0750//b1638//b0775//b0450//b0758//
gcvT	b4303//b2946//b0735//
glcG	b4407//b3324//b2204//
glgX	b3321//b2123//b2121//b3580//
glnL	b3625//b1464//
glnQ	b2020//b0379//b3533//
glpT	b4559//b3165//b2498//b2022//b1796//b0756//b4201//b1519//
gltB	b0785//b4126//
gltL	b0505//b1506//
glxR	b4201//b1506//
gspB	b2194//b0148//
gspD	b3315//b1742//
gspF	b1484//b0801//
gspM	b0945//b2529//
hisQ	b1760//b4303//b4037//
holC	b2827//b2825//b4471//b1756//
htpG	b0369//b3918//b2498//
hybC	ysaC//b0199//
hybG	b0753//b2941//b2755//
hybO	b2257//b1307//b1428//
hydN	b2500//b0860//b3658//b1878//b1828//b2235//b1580//b1464//b3510//b4151//b3536//
hyfB	b3198//b0982//b4238//
hyfR	b4280//b3897//b3120//b3292//b3643//
ibpB	b1672//b4230//
ileY	b0961//b1254//
ilvM	b0574//b3861//b2050//b1919//b4057//
ilvN	b0313//b1642//
iscU	b1349//b3365//b0337//b3772//b2387//
iscX	b1864//b2736//b1350//
kdsD	b3562//b3337//
ksgA	ypjI//b3822//
lacZ	b3006//b4467//b3185//
lar	b3627//b0726//
leuZ	b3786//b2052//b1165//b0723//
lldR	b4202//b0778//b3337//
lpxP	b1151//b1796//b3222//b2014//
lspA	b3117//b0036//b1901//
lsrR	b4068//b2672//b2422//b2038//b3005//b3723//b1235//b2448//
lyx	b2140//b1258//
malQ	b4608//b4014//b3100//b3893//b3537//b0751//b0778//b2713//
manZ	b4110//b2572//b3770//
marR	b0368//b0252//
mcbA	b3959//b2288//
mcrA	b4451//b0474//
mdtJ	b3153//b4469//
menD	b0071//b2439//b3138//
metN	b2514//b1334//
mglC	b1350//b0753//b3724//
mhpB	b1593//b1467//
mhpF	b2703//b0077//
minD	b1097//b2195//
minE	b1097//b1180//
mnmG	b3931//b1176//
moaE	b2506//b1904//b1396//b1292//b4201//
mokB	b4099//b1865//
mpl	b2021//b2880//
mprA	ybfG//b2023//b3726//
mraZ	b3703//b1778//b2273//b1061//
mrp	b0131//b3114//
murE	b3432//b1925//
nagB	b0485//b2597//
nanM	b0939//b2285//
napF	b3779//b0248//
napH	b1909//b3479//b3649//b3522//b0554//
narJ	b2957//b2501//b3905//
narZ	b2513//b0589//
nirD	b4288//b3803//b4316//
nrdG	b3455//b2341//
nrdI	b1265//b1246//b1071//b0077//
nrfC	b2448//b4057//b3690//
nuoB	b0763//b3545//
nuoN	b2748//b4288//b0836//b0972//b1200//b2739//b1199//b2108//ybfI//b2150//b1958//
oppF	b2168//b0379//b1389//b1015//b0584//
paaI	b0497//b2699//b1494//b3457//b0678//b4244//b1190//b1156//b4585//
pdhR	b0545//b0820//
pdxK	b1590//b2543//b4318//
pflB	b2728//b3200//
pgk	b1316//b3225//b3314//
pheL	b0077//b3733//
phnE	b2424//b2145//
phnL	b0943//b1600//b1919//b0707//
pntA	b0027//b4608//
polA	b0245//b3195//
potH	b4222//b0784//b2104//b0429//b0722//b1039//b3991//
ppa	b3198//b3293//
ppdD	b0637//b2888//
ppx	b1340//b3784//
proX	b0061//b1171//b4127//
prpD	b3213//b2908//b0594//
pspD	b3317//b2501//b0088//b2724//
pstB	b0586//b4469//
pstS	b1599//b0014//b0997//
purT	b4239//b2879//b2704//b4418//b2598//b0632//b1588//b1420//b3826//b1051//
putP	b0635//b1235//
puuR	b2491//b3080//b3803//b3310//
pyrI	b4226//b0509//b2864//b4106//b0087//b4122//
rbsK	b3022//b3317//b1082//b3508//b1104//
rcsD	b2458//b0113//
recQ	b2261//b1680//
relE	b1467//b2092//
rhaB	b1904//b2040//
ribF	b0366//b4156//b2948//b3065//
rlpB	b3509//b0232//b1252//
rluA	b0997//b1165//
rpmI	b0710//b1225//
rpoN	b0474//b0598//
rseA	b0248//b1630//
rsxB	b3130//b4240//
rtcR	b1094//b1600//
rutG	b0263//b2515//b0592//b2277//b3618//b1789//b3735//
ryhB	b4369//b0637//
sapD	b2108//b2674//efeU//
serC	b1862//b0344//
serT	b1152//b1074//b0871//b4329//
sfmH	b0837//b3703//
slyA	b2699//b1662//
smpB	b1258//b4598//
srlE	b3513//b3603//b0131//b2909//b0973//
sroB	b1848//b3022//
sseB	b2017//b3021//
sspB	b3506//b2206//
ssrS	b3791//b3805//b0199//
sucD	b0307//b2248//b1588//b3413//b3875//b4506//b4147//b0982//b2730//b0296//b0922//b2765//b2652//
sufS	b1783//b2513//b1073//b3225//b4506//b0312//
tatA	b2186//b3352//
tdcG	b2463//b2313//b1204//b0720//b1882//b3482//b1576//
tdh	b0184//b2148//b2207//b2092//b1390//b1912//
tdk	b0311//b0737//
thrC	b0120//b0856//b1215//
thrW	b1563//b2727//b1779//b0653//
tnaC	b1154//b3710//b0115//
tolC	b1774//b3321//b2850//b1953//
tolR	b1941//b2234//b3649//
treC	b1684//b1146//
trmI	b1352//b2096//
trpL	b0347//b1102//b3563//b2850//b4200//
truB	b0311//b3998//
truD	b3074//b4183//b1971//
trxA	b3395//b3456//
trxB	b0061//b3959//
tyrA	b0518//b3022//
tyrB	b0148//b1048//b3296//
tyrU	b1746//b1847//b3123//b0379//b3512//
upp	b2514//b0594//b0939//b1037//b3170//
uraA	b1554//b0967//b3508//
usg	b3724//b3825//
valV	b1958//b1970//b4081//
visC	b2313//b2094//b3013//b4200//
waaU	b3240//b1791//b1511//b3905//b0434//b1612//b1988//b3127//b0642//b1038//b1435//
