#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3997//b1631//
aceF	b1148//b3507//
adiC	b1246//b1603//
araH	b4310//b2720//b2014//
artP	b0871//b3597//
artQ	b2878//b2024//
atpH	b4035//b0093//b3967//b1292//b2868//b3130//
bcsB	b2723//b1674//
bcsF	b4414//b2239//
betI	b4101//b3201//b3810//
btuE	b3304//b0273//
cadB	b1954//b3787//
ccmE	b3334//b0120//b2995//
ccmH	b3431//b2457//b2498//
chbR	b4104//b3325//
chpR	b3141//b0002//
citF	b2706//b3541//b2722//
cobU	b3378//b1138//b0636//
csgG	b1159//b3575//b4032//b2103//
cueR	ypjI//b4156//b4302//
cusF	b1243//b0723//b4052//b2285//
cyoE	b2327//b2619//b1511//b2706//b3711//
dacA	b2113//b2463//
ddpC	b0979//b3508//
ddpF	b2458//b1480//b3517//b1617//
deoD	b3562//b3772//b2414//b1120//
dhaM	b3640//b2886//b3119//
dmsB	b2909//b0727//
dnaK	b0750//b0961//
dppF	b4270//b2135//b2868//b4037//b3239//
edd	b1195//b1878//
efeU	b1971//b3875//
eptA	b0085//b2748//b3480//b0943//b3742//b4037//b1123//b1866//b3231//
eutL	b2490//b4032//
eutT	b0344//b1530//b4467//b3959//b1098//b3159//
fabG	b4221//b4079//
fadB	b2049//b3850//
fdnI	b3933//b2838//
fecE	b0722//b2783//b0820//b0783//b1490//
fepC	b3802//b2444//
fepG	b3615//b3704//
fhuD	b4565//b3978//b0823//b0830//
fimH	ypjI//b0343//b0120//b4378//
fimI	b4302//b1589//b3202//
fklB	b3918//b2925//b3542//
flhD	b4315//b1885//
frmR	b1880//b4302//
fruK	b2871//b2682//b1359//
ftsN	b3114//b0252//ypjI//
gadX	b2476//b0150//
galT	b3116//b0862//b2767//b2283//
garR	b0837//b3927//b0113//b3997//b0777//
gatZ	b2444//b1430//b0589//b2736//b2525//b0263//b0306//
gcvT	b4352//b2147//b0710//
glcG	b2893//b2020//b0028//
glgX	b3605//b3958//b3113//b1281//
glnL	b3850//b1000//
glnQ	b1530//b2051//b2256//
glpT	b4316//b4230//b0914//b3476//b3926//arpB//b1281//b3180//
gltB	b3896//b2255//
gltL	b3347//b0575//
glxR	b1668//b3463//
gspB	b4239//b0905//
gspD	b2195//b1683//
gspF	b2283//b1587//
gspM	b1159//b2881//
hisQ	b2423//b0806//b2683//
holC	b1941//b1247//b1140//b1098//
htpG	b2092//b0864//b1679//
hybC	b1750//b1901//
hybG	b4511//b3080//b3172//
hybO	b0063//b2241//b1887//
hydN	b1927//b0409//b2825//b1926//b0967//b3454//b1305//b1304//b0184//b2867//b2197//
hyfB	b4568//b3510//b0351//
hyfR	b0486//b2488//b4005//b4015//b0897//
ibpB	b2091//b3927//
ileY	b1514//b3198//
ilvM	b0545//b4589//b0307//b1514//b3433//
ilvN	b4320//b3750//
iscU	b1630//b2514//b3229//b0509//b0143//
iscX	b0724//b4135//b1009//
kdsD	b3170//b4013//
ksgA	b4013//b3786//
lacZ	b1564//b3236//b3861//
lar	b2619//b4240//
leuZ	b0589//b1486//b1421//b0980//
lldR	b3008//b4378//b0059//
lpxP	b2448//b4307//b3127//b0058//
lspA	b3654//b1138//b3352//
lsrR	b1709//b0366//b3191//b0984//b3963//b3536//b1415//b0233//
lyx	b1832//b1147//
malQ	b4539//b3998//b2827//b4238//b3627//b0914//b3123//b3346//
manZ	b1818//b2572//b3626//
marR	b1878//b0409//
