#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3416//b2090//
aceF	b0855//b4430//
adiC	b3477//b1259//
araH	b0737//b4303//b3184//
artP	b0672//b1554//
artQ	b3295//b2756//
atpH	b0436//b4305//b1744//b1796//b1611//b0895//
bcsB	b2677//b4303//
bcsF	b3544//b4226//
betI	b1048//b2195//b4377//
btuE	b0248//b1783//
cadB	b2319//b0642//
ccmE	b3742//b2266//b3728//
ccmH	b0329//b1578//b1133//
chbR	b2523//b1862//
chpR	b0365//b2276//
citF	b3458//b3796//b3292//
cobU	b0247//b4335//b3803//
csgG	b3735//b3008//b3543//b1879//
cueR	b0895//b3342//b4183//
cusF	b0597//b3225//b1850//b1889//
cyoE	b3778//b1468//b0329//b0311//b2841//
dacA	b4270//b2039//
ddpC	b3530//b4369//
ddpF	b4512//b2302//b0313//b3012//
deoD	b2255//b4371//b1499//b0809//
dhaM	b4304//b3008//b0252//
dmsB	b3982//b1716//
dnaK	b0182//b2169//
dppF	b2327//b0477//b3636//b3957//b4585//
edd	b3013//b1681//
efeU	b0311//b2941//
eptA	b4033//b1006//b1360//b1517//b0075//b0312//b1642//b1774//b0094//
eutL	b3703//b3979//
eutT	b2971//b1291//b3708//b3918//b0973//b2041//
fabG	b3731//b1164//
fadB	b4056//b1815//
fdnI	b0860//ecpE//
fecE	b2907//b0513//b3079//b0936//b3413//
fepC	b0520//b1492//
fepG	b4314//b0836//
fhuD	b2866//b2003//b1395//b0409//
fimH	b2960//b3687//b2948//b1815//
fimI	b4188//b2800//b0186//
fklB	b0897//b0894//b2421//
flhD	b3918//b0368//
frmR	b2514//b2216//
fruK	b0125//b1430//b1577//
ftsN	b3176//b2095//b1632//
gadX	b2506//b2501//
galT	b3509//b1171//b3079//b3123//
garR	b2930//b3580//b2056//b1474//b0777//
gatZ	b2240//b3012//b2261//b1603//b1901//b2745//b2197//
gcvT	b0996//b3861//b1526//
glcG	b1177//b3787//b3905//
glgX	b2995//b1386//b2868//b0131//
glnL	b0616//b1513//
glnQ	b2203//b2234//b2652//
glpT	b3507//b0186//b4099//b1103//b3631//b4068//b1646//b1007//
gltB	b2104//b2543//
gltL	b2888//b2135//
glxR	b3166//b1779//
gspB	b2185//b3936//
gspD	b0615//b4240//
gspF	b3640//b2025//
gspM	b0432//b0871//
hisQ	b1037//b1449//b0735//
holC	b0799//b4254//b2097//b3650//
htpG	b4308//b1844//b2724//
hybC	b2990//b1245//
hybG	b1264//b4033//yjhE//
hybO	b1642//b0888//b3650//
hydN	b1018//b3897//b2948//b3153//b3345//b1940//b1421//b0061//b0113//b0758//b2838//
hyfB	b3703//b1073//b3963//
hyfR	b4114//b1259//b2850//b1603//b2283//
ibpB	b0307//b3301//
ileY	b0468//b2460//
ilvM	b2757//b4269//b0863//b4512//b0078//
ilvN	b2609//b2243//
iscU	b0635//b2053//b2976//b3512//b1348//
iscX	b4375//b1698//b2148//
kdsD	b4101//b2527//
ksgA	b3229//b2140//
lacZ	b1761//b0549//b0897//
lar	b2499//b0158//
leuZ	b2517//b4142//b1611//b2281//
lldR	b4485//b1685//b3785//
lpxP	b0723//b3769//b3985//b1125//
lspA	b1912//b2162//b1515//
lsrR	b1632//b2198//b3433//b2906//b2960//b2513//b3385//b4117//
lyx	b2661//b4203//
malQ	b0598//b0015//b0092//b4348//b0337//b4289//b0588//b1464//
manZ	b4158//b2236//b0333//
marR	b0850//b2308//
mcbA	b0778//b1150//
mcrA	b1183//b0593//
mdtJ	b2374//b1891//
