#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0088//b4355//
aceF	b3460//b0943//
adiC	b3334//b1815//
araH	b2878//b2673//b3605//
artP	b1823//b2728//
artQ	b2880//b3432//
atpH	b0520//b4414//b4655//b3742//b0976//b2717//
bcsB	b3750//b3749//
bcsF	b0781//b0118//
betI	b1909//b2047//b3013//
btuE	b4288//b1918//
cadB	b2762//b4239//
ccmE	b1807//b0143//b3293//
ccmH	b1950//b1421//b1177//
chbR	b0776//b2894//
chpR	b1836//b3193//
citF	b3562//b1885//b2052//
cobU	b2487//b3229//b3897//
csgG	b0518//b1751//b2002//b2917//
cueR	b3005//b4378//b1480//
cusF	b1901//b4451//b0083//b3893//
cyoE	b2021//b4186//b0036//b4067//b2280//
dacA	b3986//b2868//
ddpC	b3772//b3563//
ddpF	b3289//b2762//b3477//b3845//
deoD	b3733//b2601//b2276//b0590//
dhaM	b2715//b4603//b2827//
dmsB	b0592//b0356//
dnaK	b0750//b2851//
dppF	b3595//b3723//b0357//b3604//b0598//
edd	b0061//b2971//
efeU	b1879//b4160//
eptA	b3532//b1395//b4287//b2239//b0772//b4199//b2261//b3012//b3479//
eutL	b1420//b2719//
eutT	b2476//b1263//b1194//b0004//b2285//b1878//
fabG	b1259//b4319//
fadB	b1203//b1926//
fdnI	b2482//b3012//
fecE	b1350//b2169//b1901//b1348//b3927//
fepC	b0975//b4226//
fepG	b1791//b2149//
fhuD	b0724//b2279//b0958//b0121//
fimH	b3334//b3116//b1342//b3982//
fimI	b1516//ybfI//b1912//
fklB	b4115//b3580//b3962//
flhD	b2051//b2522//
frmR	b2776//b1577//
fruK	b0075//b2033//b0520//
ftsN	b0379//b0350//b0451//
gadX	b1157//b4277//
galT	b2619//b3991//b1362//b3119//
garR	b0978//b3846//b0094//b1342//b4293//
gatZ	b1351//b1848//b3201//efeU//b2198//b4377//b0997//
gcvT	b0672//b1080//b4304//
glcG	b0779//b1089//b1189//
glgX	b0428//b2828//b0973//b4288//
glnL	b0989//b2368//
glnQ	b3189//b0011//b3796//
glpT	b3021//b4222//b1004//b0513//b4237//b1147//b2005//b3659//
gltB	b0151//ecpE//
gltL	b2704//b2525//
glxR	b0829//b1947//
gspB	b1426//b2908//
gspD	b1612//b2443//
gspF	b0089//b2876//
gspM	b1685//b0642//
hisQ	b2704//b1847//b3780//
holC	b2449//b1464//b2266//b3893//
htpG	b1332//b3822//b1836//
hybC	b1847//b2557//
hybG	b1862//b3533//b3314//
hybO	b3511//b1493//b4240//
hydN	b0642//b3127//b4099//b1410//b0940//b1760//b0896//b2718//b0588//b2961//b1926//
hyfB	b1563//b1480//b0059//
hyfR	b0598//b2683//b3167//b3255//b3184//
ibpB	b1171//b1255//
ileY	b0301//b3413//
ilvM	b0672//b2500//b0120//b3460//b0184//
ilvN	b0062//b2443//
iscU	b2137//b3240//b0334//b0061//b3454//
iscX	b1152//b3508//b2728//
kdsD	b0059//b3367//
ksgA	b0733//b3811//
lacZ	b0511//b3944//b2925//
lar	b0120//b0596//
leuZ	b2609//b2990//b1945//b0348//
lldR	b0737//b4053//b2527//
lpxP	b4460//b2044//b0347//b1844//
lspA	b4470//b4478//b1878//
lsrR	b3203//b1125//b4304//b3294//b3365//b0081//b3292//b2113//
lyx	b3957//b1123//
malQ	b2109//b2287//b1098//b0598//b0653//b3511//b4304//b4610//
manZ	b3784//b3785//b3522//
marR	b3779//b4451//
mcbA	b0329//b1518//
mcrA	b4320//b2135//
mdtJ	b3324//b1078//
menD	b2333//b0153//b0042//
