#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2240//b0058//
aceF	b0728//b0873//
adiC	b0533//b2659//
araH	b1904//b3784//b1513//
artP	b1593//b2456//
artQ	b4183//b0348//
atpH	b3130//b0695//b1386//b0722//b1680//b2527//
bcsB	b2051//b0756//
bcsF	b0594//b1305//
betI	b4187//b0450//b4478//
btuE	b0775//b4428//
cadB	b3186//b2675//
ccmE	b4291//b2308//b0936//
ccmH	b2186//b4485//b0711//
chbR	b1849//b1593//
chpR	b4335//b1627//
citF	b4430//b1599//b3460//
cobU	b0074//b2222//b3509//
csgG	b2601//b3615//b3580//b0809//
cueR	b3810//b3367//b2048//
cusF	b0125//b2513//b3659//b0518//
cyoE	b2887//b1797//b3426//b1198//b1716//
dacA	b2020//b1972//
ddpC	b1767//b2851//
ddpF	b2446//b2728//b3710//b2451//
deoD	b0907//b4013//b4610//b1630//
dhaM	b2120//b0722//b0015//
dmsB	b3623//b2012//
dnaK	b3972//b3114//
dppF	b2464//b3731//b2880//b3544//b0120//
edd	b2726//b1297//
efeU	b3845//b3416//
eptA	b1755//b3314//b1673//b2682//b4151//b1254//b4226//b0474//b2196//
eutL	b2517//pawZ//
eutT	b3306//b4466//b0432//b2037//b1246//b2202//
fabG	b3185//b0091//
fadB	b3343//b1235//
fdnI	b0351//b1797//
fecE	b2738//b3098//b2717//b2663//b4187//
fepC	b0183//b0753//
fepG	b1757//b0554//
fhuD	b3734//b1577//b3158//b3136//
fimH	b1840//b2838//b4317//b1954//
fimI	b2870//b3737//b1039//
fklB	b1388//b3506//b2257//
flhD	b4467//b0342//
frmR	ybfI//b1972//
fruK	b3930//b1391//b2703//
ftsN	b0652//b2092//b0637//
gadX	b2319//b1291//
galT	b4100//b1443//b2458//b2486//
garR	b0379//b1015//b2715//yedS//b3918//
gatZ	b2712//b1955//b3265//b2108//b3337//b2248//b4305//
gcvT	b3979//b0704//b2155//
glcG	b2235//b3417//b1600//
glgX	b2991//b0334//b2998//b4245//
glnL	b0087//b2881//
glnQ	b1083//b0087//b3165//
glpT	b1297//b2020//b0724//b3319//b0062//b0073//b1343//b1467//
gltB	b4135//b2150//
gltL	b1836//arpB//
glxR	b4106//b0233//
gspB	b1304//b1887//
gspD	b0509//b1515//
gspF	b3479//b0082//
gspM	b3977//b3543//
hisQ	b1297//b3293//b1784//
holC	b1576//b2167//b2488//b3074//
htpG	b3731//b0897//b1342//
hybC	b1070//b3312//
hybG	ypjI//b0183//b3343//
hybO	b3400//b0253//b1565//
hydN	b2949//b2702//b4189//b1617//b0032//b1824//b2894//b1954//b2032//b3778//b1350//
hyfB	b4316//b3337//b3906//
hyfR	b0042//b3737//b3936//b2661//b1939//
ibpB	b2524//b3863//
ileY	b3114//b2864//
ilvM	b0632//b0089//b1920//b2870//b2721//
ilvN	b1631//b0082//
iscU	b1717//b3116//b2765//b2488//b1175//
iscX	b4478//b3225//b3337//
kdsD	b0436//b1724//
ksgA	b2739//b3629//
lacZ	b0923//b1150//b2048//
lar	b2827//b3543//
leuZ	b1578//b3117//b4608//b0616//
lldR	b3905//b2946//b2021//
lpxP	b3433//b0982//b4428//b0884//
lspA	b3192//b2205//b1443//
lsrR	b1247//b1149//b1414//b1012//b4112//b1495//b1246//b2195//
lyx	b0736//b1335//
malQ	b0108//b2096//b1772//b2754//b2453//b3904//b0234//b2261//
manZ	b2998//b1148//b2103//
marR	b3117//b2005//
mcbA	b0023//b0081//
mcrA	b2683//b1487//
mdtJ	b2026//b0468//
menD	b3141//b4467//b3544//
metN	b1159//b2678//
mglC	b1247//yjhE//b1246//
mhpB	b2883//b2719//
mhpF	b3985//b0989//
minD	b2607//b2400//
minE	b1072//b0343//
mnmG	b3195//b2468//
moaE	b4375//b3429//b3120//b4200//b2678//
mokB	b0333//b1565//
mpl	b0061//b0137//
mprA	b1257//b1476//b0939//
mraZ	b3307//b1391//b1082//b2597//
mrp	b0120//b2004//
murE	ygaQ_2//b0928//
nagB	b3894//b4566//
nanM	b1391//b2093//
napF	b0643//b1340//
napH	b3833//b1015//b2272//b2378//b2678//
narJ	b2425//b3727//b0072//
narZ	b3199//b0320//
nirD	b3836//b1642//b3822//
nrdG	b0115//b2012//
nrdI	b3386//b0351//b2198//b3365//
nrfC	b4559//b1772//b3537//
nuoB	b4207//b2365//
nuoN	b1189//b3487//b3640//b0905//b4269//b3690//b1819//b1751//b2137//b1834//b2302//
