#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2514//b3387//
aceF	b3803//b1504//
adiC	b1391//b1927//
araH	b3613//b3603//b3792//
artP	b0996//b3359//
artQ	b2851//b0509//
atpH	b0307//b1611//b3563//b3992//b1565//b0972//
bcsB	b1148//b0450//
bcsF	b3541//b1492//
betI	b2825//b3514//b1651//
btuE	b0231//b1243//
cadB	b1125//b1492//
ccmE	b3475//b3323//b0572//
ccmH	b2468//b3749//b2490//
chbR	b1048//b0941//
chpR	b0574//b1148//
citF	b0739//b2712//b0757//
cobU	b0162//b3395//b0804//
csgG	b3195//b1646//b0369//b1511//
cueR	b3530//b1390//b1254//
cusF	b3671//b1102//b0592//b2530//
cyoE	b4557//b3295//b3310//efeU//b2486//
dacA	b2909//b4464//
ddpC	b4293//b0764//
ddpF	b2660//b1701//b1774//b0033//
deoD	b0736//b1503//b1430//b1044//
dhaM	b3292//b1506//b2662//
dmsB	b3229//b1165//
dnaK	b3035//b1862//
dppF	b0750//b4186//b1226//b1883//b4036//
edd	b3532//b3126//
efeU	b3295//b0738//
eptA	b4231//yrhA//b0125//b3193//b3013//b2095//b0171//b3491//b0586//
eutL	b2906//b3625//
eutT	b1420//b3630//b3977//b2090//b1199//b0772//
fabG	b1824//b1088//
fadB	b1490//b1149//
fdnI	b2995//b2977//
fecE	b3904//b3750//pawZ//b0922//b2374//
fepC	b2764//b4566//
fepG	b2278//b0617//
fhuD	b3740//b3530//b1742//b1920//
fimH	b0895//b1238//b4485//b3731//
fimI	b3516//b0785//b2526//
fklB	b2378//b0077//b4106//
flhD	b2126//b1339//
frmR	b2672//b1300//
fruK	b0234//b4318//b0058//
ftsN	b3352//b1673//b0171//
gadX	b4302//b3822//
galT	b1076//b0023//b1165//b1105//
garR	b0085//b3477//b1517//b1865//b1040//
gatZ	b4142//b0809//b0023//b1565//b2906//b1293//b2278//
gcvT	b1866//b2167//b2096//
glcG	b1944//b0182//b2544//
