#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1665//b1779//
aceF	b3613//b1089//
adiC	b3779//b0026//
araH	b3078//b0234//b3180//
artP	b2976//b2462//
artQ	b2194//b4109//
atpH	b2721//b3293//b3565//b3386//b0653//b1123//
bcsB	b3997//b2527//
bcsF	b1679//b2524//
betI	b3781//b1140//b2055//
btuE	b0523//b0351//
cadB	b2195//b3514//
ccmE	b0737//ecpB//b3422//
ccmH	b2198//b2239//b3986//
chbR	b2113//b0729//
chpR	ysaC//b0342//
citF	b3613//b0073//b3022//
cobU	b1527//b3869//b2242//
csgG	b3869//b2908//b3506//b3203//
cueR	b3202//b0940//b3595//
cusF	b3509//b1724//b1312//b1834//
cyoE	b0779//b3129//b1171//b0468//b0143//
dacA	b2727//b1177//
ddpC	b3799//b3177//
ddpF	b2673//b0131//b1435//b2095//
deoD	b1414//b1632//b3222//b2199//
dhaM	b2698//b0589//b0497//
dmsB	b3170//b1094//
dnaK	b2748//b0616//
dppF	b0863//b2994//b3065//b2757//b3395//
edd	b1632//b2239//
efeU	b0979//b3403//
eptA	b2450//b2252//b3771//b1509//b3362//b2444//b1646//b1008//b3613//
eutL	b0018//b1745//
eutT	b3265//b3515//b3200//b4270//b0739//b3346//
fabG	b0583//b0348//
fadB	b0820//b0554//
fdnI	b2754//b3931//
fecE	b2736//b1531//b2722//b1512//b0736//
fepC	b3906//b3327//
fepG	b1593//b3213//
fhuD	b3110//b3693//b1552//b2744//
fimH	b0635//b3507//b3927//b2682//
fimI	b2992//b1195//b4315//
fklB	b0765//b3875//b1098//
flhD	b4249//b3110//
frmR	b2972//b0772//
fruK	b1464//b3597//b1225//
ftsN	b1885//b1760//b3319//
gadX	b1487//b1885//
galT	b4122//b3707//b0784//b3305//
garR	b0092//b2721//b0032//b1247//b4132//
gatZ	b3788//b0928//b4203//b3172//b0085//b1305//b2443//
gcvT	b4303//b0518//b3265//
glcG	b4290//b1772//b2038//
glgX	b2447//b4188//b3377//b0430//
glnL	b0812//b1478//
glnQ	b0093//b0729//b4589//
glpT	b3069//b2754//b1879//b2849//b3710//b3540//b3944//b2702//
gltB	b2017//b3385//
gltL	b2662//b1841//
glxR	b1184//b2841//
gspB	b2222//b1391//
gspD	b1817//b1848//
gspF	b2145//b3463//
gspM	b2026//b1685//
hisQ	b2702//b0112//b2873//
holC	b1180//b2444//b0434//b1105//
htpG	b3422//b3770//b1282//
hybC	b2925//b1578//
hybG	b3261//b2145//b1097//
hybO	b1789//b3118//b3992//
hydN	b0617//b4249//b4013//b4152//b2763//b4034//b1587//b2870//b3957//b2853//b0905//
hyfB	b4079//b2249//b4348//
hyfR	b2094//b0895//b3742//b0231//b4609//
ibpB	b3422//b1503//
ileY	b4096//b3967//
ilvM	b4451//b2335//b0710//b4460//b3296//
ilvN	b3836//b4655//
iscU	b1410//b0830//b0171//b1939//b0796//
iscX	b1942//b4202//b2697//
kdsD	b1389//b1352//
ksgA	b2196//b2933//
lacZ	b1503//b3208//b4524//
lar	b1262//b0013//
leuZ	b1881//b3710//b1772//b3799//
lldR	b4414//b3604//b0112//
lpxP	b1157//b0672//b4315//b3849//
lspA	b2660//ygeN//b3457//
lsrR	b2498//b2925//b0513//b4287//b2888//b2014//b2705//b0984//
lyx	b0036//b3631//
malQ	b2719//b2125//b3822//b1973//b0015//b1140//b2523//b2145//
manZ	b0509//b1729//b2003//
marR	b0973//b1611//
mcbA	b0733//b0038//
mcrA	b3708//b3205//
mdtJ	b1154//b2400//
menD	b2135//b2876//b2531//
metN	b1297//b1079//
mglC	ypjI//b4154//b1036//
mhpB	b4305//b2216//
mhpF	b4467//b2527//
minD	b2930//b1395//
minE	b0727//b2662//
mnmG	ypjI//b3812//
moaE	b0533//b2012//b4079//b0722//b3770//
mokB	b4352//b1680//
mpl	b4201//b2036//
mprA	b3311//b3318//b2092//
mraZ	b3972//b0014//b4565//b2250//
mrp	b0195//b1682//
murE	b2424//b2034//
nagB	b3620//b2108//
nanM	b4230//b3265//
napF	b4115//b2014//
napH	b2755//b1415//b2744//b0396//b2766//
narJ	b1452//b1925//b1724//
narZ	b0861//b1685//
nirD	b0118//b3520//b0940//
nrdG	b3936//b4117//
nrdI	b3898//b4199//b0737//b3153//
nrfC	b2838//b1252//b4515//
nuoB	b0967//b3645//
nuoN	b0907//b0350//b0872//b0150//b1351//b1554//b0861//b3892//b4131//b3176//b2745//
oppF	b1945//b1036//b0723//b4240//b2840//
paaI	b1394//b2698//yliL//b3597//b1566//b4288//efeU//b2280//b3645//
pdhR	b2037//b0171//
pdxK	ysaC//b1368//b2721//
pflB	b1009//b2702//
pgk	b0990//b3598//b3167//
pheL	b0523//b3620//
phnE	b3711//b1925//
phnL	b2150//b0695//b3293//b2189//
pntA	b4154//b1612//
polA	b1037//b0533//
potH	b3897//b2991//b0233//b0042//b2468//b3595//b1789//
ppa	b2522//b2019//
ppdD	b1132//b2040//
ppx	b0738//b0351//
proX	b1390//b3293//b1527//
prpD	b3099//b1565//b3136//
pspD	b0089//b1841//b2904//b2198//
pstB	b2765//b3658//
pstS	b1796//b4307//b3295//
purT	b1906//b2327//b3454//b3292//b0051//b3315//b1037//b0810//b0112//b1396//
putP	b2544//b1263//
puuR	b1306//b3114//b0704//b1150//
pyrI	b3897//b3320//b2002//b1593//b0973//b4609//
rbsK	b0296//b0518//b2502//b3542//b3158//
rcsD	b4375//b2906//
recQ	b1778//b3542//
relE	b3138//b2459//
rhaB	b0586//b1698//
ribF	b1491//b0199//b4559//b3395//
rlpB	b1747//b3730//b1391//
rluA	b0474//b4303//
rpmI	b2677//b4117//
rpoN	b3738//b1133//
rseA	b2425//b0594//
rsxB	b2248//b4451//
rtcR	b3796//b1756//
rutG	b0348//b3778//b2517//b0735//b3515//b3933//b0253//
ryhB	b3313//b4254//
sapD	b3463//b2449//b2035//
serC	b2005//b0728//
serT	b2738//b3343//b1098//b0477//
sfmH	b4014//b0121//
slyA	b0871//b3479//
smpB	b4100//b2870//
srlE	b2712//b0182//b2186//b0904//b2143//
sroB	b4037//b1887//
sseB	b4610//b3190//
sspB	b0923//b0936//
ssrS	b3153//b1294//b2880//
sucD	b0823//b1921//b0334//b1767//b1942//b3982//b1681//b2866//b0872//b2925//b3836//b0724//b4512//
sufS	b0232//b3480//b2886//b0907//b0347//b3986//
tatA	b3506//b0523//
tdcG	b0244//b1674//b1685//b0777//b2012//b1247//b0245//
tdh	b3778//b0313//b3918//b1742//b2422//b1124//
tdk	b0973//b3124//
thrC	b4188//b1238//b4067//
thrW	b1578//b1972//b1154//b3511//
tnaC	b2572//b2208//b4037//
tolC	b2146//b3617//b1134//b1716//
tolR	b2341//b0118//b3993//
treC	b1879//b1340//
