#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1819//b1878//
aceF	b4460//b0301//
adiC	b0139//b0820//
araH	b2606//b2528//b4096//
artP	b1882//b2990//
artQ	b2068//b3788//
atpH	b2522//b2990//b1919//b0248//b1464//b0575//
bcsB	b1262//b2038//
bcsF	b2055//b1078//
betI	b1518//b2053//b0474//
btuE	yjhE//b2949//
cadB	b1156//b1632//
ccmE	b2476//b3542//b1225//
ccmH	b2502//b2851//b3386//
chbR	b2756//b1789//
chpR	b1932//b1511//
citF	b1757//b3426//b0183//
cobU	b4104//b1097//b3231//
csgG	b2850//b2673//b2925//b2930//
cueR	b1950//b0182//b3320//
cusF	b4287//b2445//b0637//b2257//
cyoE	b1361//b0856//b3993//b0836//b0775//
dacA	b0801//b3113//
ddpC	b3703//b2035//
ddpF	b3986//b0077//b2572//b2911//
deoD	b1428//b1126//b2194//b1925//
dhaM	b0311//b2712//b2498//
dmsB	b2491//b3979//
dnaK	b2052//b2736//
dppF	b2341//b4470//b1495//b1265//b4067//
edd	b3957//b1885//
efeU	b1531//b2851//
eptA	b1082//b1102//b4143//b4459//b0253//b1836//b4072//b0436//b2486//
eutL	b1920//b2326//
eutT	b1949//b0148//b0573//b2755//b0643//b1881//
fabG	b0534//b1150//
fadB	b3166//b3718//
fdnI	b1701//b2309//
fecE	b3001//b1262//b1779//b1681//b3296//
fepC	b0497//b4430//
fepG	b0907//b3377//
fhuD	b0856//b3430//b2825//b1767//
fimH	b2751//b2766//b2879//b4367//
fimI	b1503//b2487//b2972//
fklB	b2342//b1865//b3202//
flhD	b3334//b2068//
frmR	b3400//b1665//
fruK	b0158//b1476//b4189//
ftsN	b2197//b3362//b4318//
gadX	b3625//b3977//
galT	b2234//b1662//b1299//b2208//
garR	b4511//b2348//b1082//b1051//b0151//
gatZ	b0421//b1683//b0509//b0198//b3312//b0365//b1937//
gcvT	b2767//b2021//b3306//
glcG	b1094//b4249//b1755//
glgX	b3074//b1599//b1668//b4147//
glnL	b0158//b2444//
glnQ	b3541//b2327//b2071//
glpT	b0015//b0854//b0311//b1518//b0860//b3491//b3318//b4334//
gltB	b2283//b0907//
gltL	b0409//b0313//
glxR	b2234//b3260//
gspB	b3723//b0855//
gspD	b4106//b3260//
gspF	b4188//b1761//
gspM	b2439//b0632//
hisQ	b2991//b1824//b0941//
holC	b2256//b2488//b1443//b0936//
htpG	b1096//b3739//b2047//
hybC	b3159//b0038//
hybG	b4426//b4430//b0003//
hybO	b4071//b0632//b2308//
hydN	b3204//b0823//b2335//b4048//arpB//b1105//b2850//b4375//b0861//b1698//b3626//
hyfB	b3298//b1096//b2022//
