#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3035//b0011//
aceF	b3229//b3930//
adiC	b2941//b1389//
araH	b0778//b2327//b2243//
artP	b2257//b3540//
artQ	b0659//b0872//
atpH	b1746//b4515//b0311//b3204//b1006//b3613//
bcsB	b3724//b1992//
bcsF	b1681//b0905//
betI	b0231//b1184//b4096//
btuE	b2464//b1843//
cadB	b3123//b4316//
ccmE	b4249//b2727//b1255//
ccmH	b2866//b3932//b2607//
chbR	b0356//b3129//
chpR	b4414//b0911//
citF	b1343//b3202//b1152//
cobU	b3693//b3629//b3072//
csgG	b0617//b2939//b2453//b2169//
cueR	b1850//b3769//b2620//
cusF	b3255//b4330//b1133//b1682//
cyoE	b1144//b1772//b0972//b2977//b0522//
dacA	b3906//b1096//
ddpC	b3540//b0152//
ddpF	b3325//b0108//b2234//b4115//
deoD	b1632//b2659//b3984//b4320//
dhaM	b4371//b3012//b1930//
dmsB	b2012//b0660//
dnaK	b0589//b3711//
dppF	b2387//b3228//b1102//b1773//b3072//
edd	b0710//b1924//
efeU	b1517//b3563//
eptA	b3605//b1953//b2281//b2678//b2261//b3515//b3314//b3228//b4318//
eutL	b3799//b2040//
eutT	b3710//b1395//b1757//yncK//b2618//b4005//
fabG	ybfI//b3905//
fadB	b3180//b1304//
fdnI	b2277//b4384//
fecE	b3627//b4466//b2828//b2312//b2135//
fepC	b1509//b2736//
fepG	b2113//b2721//
fhuD	b3403//b3565//b1171//b3476//
fimH	b1482//ecpB//b4101//b3537//
fimI	b1772//b0168//b3953//
fklB	b1014//b1819//b2870//
flhD	b2739//b1478//
frmR	b3769//b2264//
fruK	b3172//b0783//b3927//
ftsN	b3129//b2663//b3520//
gadX	b4290//b3822//
galT	b0011//b2444//b3560//b2911//
garR	b0358//b4254//yliL//b1761//b2990//
gatZ	b2721//b1485//b0837//b2698//b3417//b2034//b0150//
gcvT	b0772//b3189//b1305//
glcG	b0894//b0863//b3325//
glgX	b0171//b0723//b4314//b2242//
glnL	b2142//b3065//
glnQ	b3986//b1037//b3413//
glpT	b3123//b1680//b4207//b4414//b4149//b3726//b0248//b3314//
gltB	b3432//b1791//
gltL	b2723//b3684//
glxR	b3183//b3300//
gspB	b0781//b2528//
gspD	b4149//b1263//
gspF	b3836//b4407//
gspM	b4589//b0642//
hisQ	b0421//b1662//b1076//
holC	b1420//b2497//b0369//b3726//
htpG	b3927//b2457//b3637//
hybC	b0830//b1881//
hybG	b0429//b3416//b3117//
hybO	b0138//b2068//b3344//
hydN	b4098//b1014//b0804//b2142//b2444//b1137//b0733//b0735//b1298//b1834//b3239//
hyfB	b3740//b1495//b2144//
hyfR	b1438//b3127//b3460//b2103//b0505//
ibpB	b1150//b1783//
ileY	b2914//b2348//
ilvM	b2972//b3123//b4160//b2674//b1307//
ilvN	b2146//b0125//
iscU	b0162//b2961//b1866//b3224//b2036//
iscX	b0406//b1931//b3512//
kdsD	b1919//b2198//
ksgA	b2557//b1747//
lacZ	b3304//b1787//b0974//
lar	b0776//b1360//
leuZ	b3117//b2607//b2109//b3341//
lldR	b0588//b3079//b0695//
lpxP	b4101//b3693//b1034//b2531//
lspA	b3125//ybfI//b4317//
lsrR	b1612//b1166//b0234//b0114//b3298//b1576//b1306//b1079//
lyx	b2354//b1252//
malQ	b3078//b2150//b2243//b0672//b0350//b1102//b2302//b0999//
manZ	b2342//b1312//b1428//
marR	b2004//b1009//
mcbA	b3613//b0707//
mcrA	b0083//b2026//
mdtJ	b0027//b2313//
menD	b2217//b4310//b2281//
metN	b1360//b2162//
mglC	b1946//b0812//b1717//
mhpB	b2883//b3478//
mhpF	b1819//b3542//
minD	b1527//b1226//
minE	b2202//b3302//
mnmG	b0723//b1588//
moaE	b2684//b3977//b2256//b3119//b3779//
mokB	b1166//b1430//
mpl	b1421//b3359//
mprA	b2266//b1836//b2021//
mraZ	b2933//b3870//b0728//b2108//
mrp	b0830//b2423//
murE	b3613//b1891//
nagB	b2620//b3650//
nanM	b1415//b4305//
napF	b1760//b0615//
napH	b0358//b2253//b0764//b4367//b1901//
narJ	b3541//b0534//b2146//
narZ	b3457//b2021//
nirD	b3544//b1504//b0014//
nrdG	b2727//b2194//
nrdI	b3333//b3080//b0997//b2674//
nrfC	b4382//b1823//b1735//
nuoB	b2800//b0451//
nuoN	b2025//b1906//b0038//b0592//b2272//b3611//b0477//b2893//b2423//b2726//b1757//
oppF	b1672//b3184//b3731//b1204//b4147//
paaI	b0778//b3991//b0711//b0027//b3197//b1680//b2287//b4200//b4460//
pdhR	b3431//b2868//
pdxK	b4226//b2905//b2600//
pflB	b2748//b1072//
pgk	b2762//b3515//b2146//
pheL	b1866//b1103//
phnE	b0573//b3994//
phnL	b1789//b2762//b3826//b3125//
pntA	b4056//b1506//
polA	b3748//b2424//
potH	b3981//b1089//b0432//b0013//b2490//b1438//b1452//
ppa	b1151//b0162//
ppdD	b2526//b0549//
ppx	b0855//b1851//
proX	b1921//b4466//b3118//
prpD	b1701//b1938//b1299//
pspD	b4114//b4238//b3799//b2841//
pstB	b1144//b1818//
pstS	b2949//b0783//b1260//
purT	b2698//b0799//b3141//b3318//b1589//b0573//b1075//b1349//b1864//b2254//
putP	b2776//b0409//
puuR	b1906//b2887//b3785//b2879//
pyrI	b2572//b1467//b1051//b3511//b2887//b1171//
rbsK	b2926//b0850//b3998//b1680//b3992//
rcsD	b0672//b2450//
recQ	b2342//b2309//
relE	b1478//b0903//
rhaB	b3984//b0911//
ribF	b1593//b3167//b1177//b1483//
rlpB	b0695//b2514//b2257//
rluA	b0366//b1226//
rpmI	b2713//b3985//
rpoN	b1435//b0092//
rseA	b3457//b4307//
rsxB	b2841//b0591//
rtcR	b2286//b3595//
rutG	b2871//b1430//b2240//b1685//b0038//b2167//b3126//
ryhB	b1166//b0971//
sapD	b1716//b0895//b0943//
serC	b0356//b2717//
serT	b2222//b3072//b2283//b2825//
sfmH	b1257//b3710//
slyA	b0923//b2236//
smpB	b2557//b0757//
srlE	b0199//b4152//b1919//b0511//b2908//
sroB	b2037//b1428//
sseB	b3113//b2282//
sspB	b1096//b1824//
ssrS	b0025//b2765//b2715//
sucD	b2991//b1243//b1184//b1194//b4096//b2002//b2673//b2104//b4315//b3228//b3718//b4035//b3456//
sufS	b3811//b4076//b0003//b0739//b1444//b2135//
tatA	b3342//b1580//
tdcG	b1486//b2302//b3933//b0572//b0320//b3769//b2500//
tdh	b3310//b4037//b4149//b2850//b3078//b2528//
tdk	b1919//b2198//
thrC	b1199//b0672//b2162//
thrW	b1505//b1593//b3318//b1152//
tnaC	b1919//b3127//b2445//
tolC	b2497//b0978//b0756//b3992//
tolR	b0922//b3013//b2917//
treC	b0369//b1452//
trmI	b4289//b2782//
trpL	b2526//b2659//b3475//b3661//b4335//
truB	b2049//ybfI//
truD	b2203//b1335//b0233//
trxA	b0513//b0750//
trxB	b4466//b2480//
tyrA	b1493//b2319//
tyrB	b3417//b3769//b1265//
tyrU	b1817//b1888//b4288//b1586//b1044//
upp	b1070//b2040//b2744//b2197//b3728//
uraA	b1476//b1505//b4033//
usg	b4302//b2204//
valV	b4149//b2736//b2870//
visC	b3127//b0617//b1576//b1576//
waaU	b2909//b1010//b1215//b2827//b3605//b0772//b2872//b0982//b1414//b0903//b2506//
wbbL	b4230//b2873//b2279//b2204//b1892//b2036//b2051//b3333//b2672//b2216//b2103//b3065//
wcaE	b2724//b3751//
wcaL	b1832//b3742//b1560//b1485//b1194//
wzxE	b2240//b2121//
xerD	b1125//b1926//
xylA	b2871//b2764//
yaaW	b0863//b4068//
yadM	b1071//b1682//
yaeB	b1012//ecpB//
yaeI	b1245//b2502//
yafZ	b1003//b3153//
yajG	b4259//b3726//b0072//b3734//
ybaN	b1882//b3896//b4280//b3684//b2722//
ybbC	b0598//b2108//
ybbW	b4279//b0089//b0183//b1148//b0233//
ybcO	b3522//b0978//
ybdD	b2620//b2240//b2744//b2243//b1265//b0468//b0955//b3141//
ybeA	b1973//b1680//b2446//b1361//b4469//b2880//
ybeZ	b2235//b3797//
ybfC	b3787//b2766//
ybgC	b4317//b0829//
ybgJ	b1089//b3562//
ybgT	b4466//b3580//b1125//b3598//
ybhC	b2464//b3012//b1906//b0244//
