#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4122//b0121//
aceF	b2849//b1991//
adiC	b4290//b2186//
araH	b0977//b1144//b4418//
artP	b0980//b1632//
artQ	b3116//b1012//
atpH	b2500//b3306//b3098//b1587//b3978//b0138//
bcsB	b1228//b0823//
bcsF	b4426//b0763//
betI	b4557//b0486//b3595//
btuE	b0118//b3998//
cadB	b1925//b2572//
ccmE	b2841//b4233//b3797//
ccmH	b1817//b3312//b1073//
chbR	b4106//b0585//
chpR	b3944//b3012//
citF	b2189//b2090//b2194//
cobU	b3632//b4154//b1243//
csgG	b0131//b2029//b3562//b3941//
cueR	b3306//b3984//b1151//
cusF	b2683//b3197//b1632//b3079//
cyoE	b3316//b1851//b1883//b3977//b4072//
dacA	b2736//b1195//
ddpC	b2661//b3317//
ddpF	b0533//b2703//b3829//b0313//
deoD	b1464//b0829//b1674//b0977//
dhaM	b3343//b3129//b4237//
dmsB	b0707//b4305//
dnaK	b1391//b0085//
dppF	b2037//b2856//b1791//b0348//b1361//
edd	b3931//b2002//
efeU	b3512//b2283//
eptA	b3892//b0672//b1744//b1973//b3487//b0082//b1252//b0233//b0724//
eutL	b3978//b0795//
eutT	b2239//b3927//b3894//b2904//b2447//b3403//
fabG	b3347//b3836//
fadB	b1097//b1668//
fdnI	b2718//b2486//
fecE	b4302//b2776//b2456//b1194//b2450//
fepC	b2683//b1316//
fepG	b3936//b0072//
fhuD	ilvG//b4053//b1207//b3325//
fimH	b1796//b1120//b2960//b3480//
fimI	b1509//b3511//b1633//
fklB	b1468//b1297//b2150//
flhD	b3732//b3540//
frmR	b0757//b0533//
fruK	b2418//b0904//b4033//
ftsN	b3985//b1879//b2327//
gadX	b2050//b1506//
galT	b1430//b3342//b0451//b3788//
garR	b4098//b3983//b3186//b3457//b0967//
gatZ	b2203//b3311//b0487//b3898//b0855//b2524//b0895//
gcvT	b4418//b0941//b4381//
glcG	b1950//b3329//b3205//
glgX	b0804//b1438//b0168//b1927//
glnL	b3826//b3770//
glnQ	b3323//b1282//b2250//
glpT	b0810//b0358//b1925//b4117//b4032//b1492//b1244//b0989//
gltB	b2721//b0071//
gltL	b4239//b3386//
glxR	b1494//b3826//
gspB	b0737//b3202//
gspD	b3345//b1948//
gspF	b4568//b3731//
gspM	b1834//b3326//
hisQ	b4153//b4608//b2800//
holC	b2280//b0059//b3141//b2035//
htpG	b1298//b1554//b0536//
hybC	b0112//b0729//
hybG	b0120//b1509//b0711//
hybO	b1062//b3330//b1526//
hydN	b2168//b0695//b3730//b4609//b3623//b3072//b3225//b3631//b4471//b3805//b2013//
hyfB	b2185//b1167//b0996//
hyfR	b3849//b2867//b2876//b2608//b0904//
ibpB	b2092//b0313//
ileY	b4112//b2333//
ilvM	b1298//b1071//b1627//b2525//b0573//
ilvN	b2957//b1685//
iscU	b1262//b3213//b0888//b4071//b1361//
iscX	b1203//b1900//b3799//
kdsD	b1564//b3733//
ksgA	b2971//b0296//
lacZ	b1778//b0632//b0131//
lar	b3596//b3136//
leuZ	b3026//b0999//b0337//b3251//
lldR	b3509//b2003//b3620//
lpxP	b2286//b2917//b4621//b3195//
lspA	b2572//b3596//b1818//
lsrR	b0809//b1138//b2455//b3985//b1511//b3984//b3963//b3932//
lyx	b4238//b1238//
malQ	b1988//b1668//b4203//b2838//b4515//b3563//b3346//b3542//
manZ	b3119//b1971//b3822//
marR	b4467//b3979//
mcbA	b2825//b1485//
mcrA	b1941//b0451//
mdtJ	b2856//b1750//
menD	b1152//b3377//b4069//
metN	b0784//b1991//
mglC	b3413//b3730//b3997//
mhpB	b2597//b2422//
mhpF	b0710//b0554//
minD	b2673//b0523//
minE	b3305//b1815//
mnmG	b1685//b0971//
moaE	b1499//b1495//b3175//b3555//b1674//
mokB	b2145//b3726//
mpl	b1421//b1176//
mprA	b1014//b0707//b3342//
mraZ	b1744//b0032//b1746//b0343//
mrp	b1359//b3944//
murE	b2207//b3972//
nagB	b2400//b4067//
nanM	b1904//b0729//
napF	b3330//b2092//
napH	b3520//b1517//yrhA//b1097//b3545//
narJ	b0366//b0941//b1081//
narZ	b4307//b3165//
nirD	b3239//pawZ//b3130//
nrdG	b0782//b2721//
nrdI	b2242//b0434//b2041//b2557//
nrfC	b1865//b1294//b2720//
nuoB	b1485//b2327//
nuoN	b2284//b4153//b1420//b2051//b1430//b1586//b1094//b2307//b2319//b3309//b1563//
oppF	b4430//b3976//b3422//b2169//b3153//
paaI	b4369//b3336//b2272//b3619//b3838//b2949//b1761//ygeN//b0077//
pdhR	b3898//b4378//
pdxK	b1281//b1146//b3616//
pflB	b3486//b0855//
pgk	b2933//b2167//b3976//
pheL	b4233//b3180//
phnE	b2400//b2529//
phnL	b3334//b3930//b2002//b0013//
pntA	b3543//b1724//
polA	b2939//b1892//
potH	b1342//b3204//b3240//b4407//b3113//b2728//b2148//
ppa	b3703//b1918//
ppdD	b3458//ecpE//
ppx	b0357//b0896//
proX	b4188//b1630//b3797//
prpD	b2961//b2704//b1717//
