#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1884//b3637//
aceF	b3772//b1717//
adiC	b1203//b0108//
araH	b2618//b3956//b4557//
artP	b3708//b3403//
artQ	b1511//b2235//
atpH	b1921//b1599//b2463//b4071//b3723//b0406//
bcsB	b0320//b3628//
bcsF	b1767//b3317//
betI	b1207//b1155//b2764//
btuE	b0396//b4451//
cadB	b2279//b4557//
ccmE	b1342//b2055//b2253//
ccmH	b3826//b1920//b3723//
chbR	b3307//b3422//
chpR	b2838//b3845//
citF	b1480//b0583//b0002//
cobU	b2491//b3190//b4238//
csgG	b2682//b2145//b4348//b3296//
cueR	b1037//b2926//b1627//
cusF	b0320//b3326//b1633//b1942//
cyoE	b2673//b3941//b1866//b2022//b4367//
dacA	b4057//b2354//
ddpC	b3541//b4318//
ddpF	b0369//b1294//b1890//b2930//
deoD	b1077//b2864//b2755//b4135//
dhaM	b0795//b1987//b3507//
dmsB	b1850//b1343//
dnaK	b4353//b1848//
dppF	b3953//b2051//b4317//b2414//b3320//
edd	b1824//b3201//
efeU	b1912//b3128//
eptA	b1993//b1931//b0343//b2907//b4240//b3829//b1900//b3359//b3159//
eutL	b3390//b1563//
eutT	b2878//b0863//b1504//b2035//b3869//b0575//
fabG	b2121//b1710//
fadB	b2097//b3513//
fdnI	b2946//b0150//
fecE	b3512//b2752//b1945//b4459//b4478//
fepC	b1776//b0358//
fepG	b4512//b4289//
fhuD	b1819//b1137//b4287//b3191//
fimH	b1362//b2121//b1832//b3306//
fimI	b0015//b1925//b4245//
fklB	b1349//b0311//b1517//
flhD	b0861//b1088//
frmR	b4027//b1120//
fruK	b4478//b1836//b1638//
ftsN	b1298//b3343//b0497//
gadX	b1297//b4126//
galT	b0170//b1190//b2460//b2041//
garR	b3944//b3540//b2652//b2529//b1850//
gatZ	b1300//b0195//b1144//b2994//b3239//b1428//b4126//
gcvT	b2050//b1513//b2374//
glcG	b4244//b1154//b0922//
glgX	b1097//b1849//b2108//b2457//
glnL	b1159//b1555//
glnQ	b0168//b1262//b4428//
glpT	b0152//b1717//b4470//b3176//b1224//wbbL//b1993//b3963//
gltB	b1885//b0509//
gltL	b0643//b1735//
glxR	b0062//b3738//
gspB	b0301//b2462//
gspD	b1527//b1040//
gspF	b4329//b2162//
gspM	b4376//b1953//
hisQ	b0071//b4183//b1836//
holC	b0357//b4113//b1590//b2905//
htpG	b1791//b0342//b1044//
hybC	b2499//b2525//
hybG	b1576//b3540//b4131//
hybO	b0837//b0975//b1922//
hydN	b1078//b2142//b4305//b2720//b2242//b3643//b4314//b4280//b3514//b1513//b2207//
hyfB	b3346//b2918//b0244//
hyfR	b3750//b2169//b0396//ybfG//b4156//
ibpB	b3786//b1684//
ileY	b3850//b0726//
ilvM	b0710//b2450//b0062//b0695//b3616//
ilvN	b0432//b1563//
iscU	b0011//b4316//b2476//b1779//b1188//
iscX	b4034//b2907//b0013//
kdsD	b2745//b2660//
ksgA	b0184//b3869//
lacZ	b2284//b3555//b2673//
lar	b3726//b0184//
leuZ	b2202//b3540//b0329//b4269//
lldR	b1195//b4098//b2342//
lpxP	b1141//b1467//b3953//b0945//
lspA	b2729//b3769//b4199//
lsrR	b1617//b1255//b4539//b3545//b2414//b0756//b4428//b3659//
lyx	b1474//b3533//
malQ	b4114//b0910//b1739//b2243//b4068//b4506//b2149//b3990//
manZ	b1515//b3302//b2894//
marR	b1003//b2126//
mcbA	b1224//b4330//
mcrA	b3739//b1926//
mdtJ	b3180//b4418//
menD	b0820//b1133//b2911//
metN	b2447//b0118//
mglC	b1919//b1526//b1037//
mhpB	b2870//b3785//
mhpF	b0862//b1085//
minD	b1177//b2150//
minE	b1415//b3654//
mnmG	b2723//b0075//
moaE	b2155//b1797//b2476//b0884//b0809//
mokB	b2990//b3982//
