#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0726//b1255//
aceF	b4226//b3613//
adiC	b3721//b0273//
araH	b1141//b3310//b3417//
artP	b3190//b3295//
artQ	b0783//b3981//
atpH	b1492//b3026//b1430//b0672//b3727//b0955//
bcsB	b2482//b1840//
bcsF	b4459//b3811//
betI	b3433//b1493//b4382//
btuE	b2155//b3229//
cadB	b1919//b4317//
ccmE	b3167//b0724//b0198//
ccmH	b3629//b2868//b0653//
chbR	b0151//b1075//
chpR	b2998//b2023//
citF	b1710//b3893//b3065//
cobU	b4152//b0704//b0396//
csgG	b3533//b0928//b1294//b0641//
cueR	b2095//b3329//b0002//
cusF	b3738//b2047//b1819//b1755//
cyoE	b0357//b3194//b3802//b0776//b1629//
dacA	b3378//b2888//
ddpC	b3260//b3299//
ddpF	b1407//b3476//b3802//b1784//
deoD	b3659//b3595//b1294//b3711//
dhaM	b1566//b0369//b3936//
dmsB	b2665//b4186//
dnaK	b0989//b1513//
dppF	b1105//b1773//b4311//b2825//b2914//
edd	b0588//b4068//
efeU	b3141//b2782//
eptA	b2606//b3433//b3783//b3065//b3395//b0085//b2368//b0727//b0980//
eutL	b4464//b1904//
eutT	b2911//b3797//b2168//b3189//b1420//b3303//
fabG	b3741//b4160//
fadB	b1097//b3310//
fdnI	b0753//b2318//
fecE	b2093//b2236//b1177//b3454//b1348//
fepC	b3627//b2049//
fepG	b4304//b1395//
fhuD	b4376//b1638//b3632//b0025//
fimH	b0589//b2103//b1438//b3735//
fimI	b1662//yncK//b2608//
fklB	b4183//b2053//b3735//
flhD	b2197//b1077//
frmR	b1082//b3475//
fruK	b1190//b1778//b0088//
ftsN	b4559//b0093//b2453//
gadX	b0071//b0183//
galT	b0695//ygaQ_2//b3400//b0652//
garR	b4160//b2445//b4369//b1011//b1165//
gatZ	b3977//b2679//b2673//b4100//b2543//b4240//b2307//
gcvT	b0820//b3185//b3805//
glcG	b0837//b2126//b2941//
glgX	b3769//b0738//b0108//b4287//
glnL	b3334//b4056//
glnQ	b1736//b2894//b0396//
glpT	b1183//b2150//b4027//b0231//b3805//b0195//b3739//b1172//
gltB	b1564//b3726//
gltL	b0329//b3385//
glxR	b1970//b0366//
gspB	b1340//b2723//
gspD	b1358//b1955//
gspF	b2014//b1073//
gspM	b1778//b3231//
hisQ	b0992//b3116//b0828//
holC	b0720//b0150//b4128//b4315//
htpG	b0183//b1716//b4430//
hybC	b1316//b3317//
hybG	b1200//b0585//b0914//
hybO	b2052//b3079//b3898//
hydN	b2886//b0511//b1252//b4006//b2665//b1527//b3117//b2186//b1748//b4598//b4147//
hyfB	b3239//b0306//b1174//
hyfR	b1039//b1200//b2616//b2501//b4128//
ibpB	b1085//b2456//
ileY	b1246//b3138//
ilvM	b3849//b3611//b1603//b2665//b4290//
ilvN	b2457//b3001//
iscU	b0014//b0728//b0042//b1900//b0125//
iscX	b0975//b1742//b0485//
kdsD	b3724//b3240//
ksgA	b1184//b0333//
lacZ	b4034//b4471//b3224//
lar	b1504//b0905//
leuZ	b0357//b1132//b4608//b0573//
lldR	b3896//b0823//b4302//
lpxP	b1389//b3598//b0234//b1094//
lspA	b3130//b2765//b3295//
lsrR	b4189//b3167//b0836//b1474//b0083//b3788//b2368//b1156//
lyx	b1862//b2856//
malQ	b1777//b0856//b1004//b4231//b3312//b1530//b1008//b1832//
manZ	b1007//b0450//b2850//
marR	b1199//b1882//
mcbA	b2763//b2776//
mcrA	b2146//b1079//
mdtJ	b1476//b2949//
menD	b3931//b0513//b0823//
metN	b2876//b0764//
mglC	b1599//b0518//b1776//
mhpB	yliL//b2189//
mhpF	b4277//b2748//
minD	b3986//b0351//
minE	b4057//b3597//
mnmG	b3367//b1036//
moaE	b3223//b2618//b2721//b3321//b3732//
mokB	b0871//b1773//
mpl	b2195//b0120//
mprA	b0795//b4557//b2491//
mraZ	b3725//b1152//b1018//b3726//
mrp	b1393//b0967//
murE	b1757//b3099//
nagB	b4013//b2169//
nanM	b1007//b4279//
napF	b0307//b1516//
napH	b3175//b3651//b2281//b1513//b1089//
narJ	b1349//b1927//b1487//
narZ	b2971//b2040//
nirD	b3476//b0990//b1818//
nrdG	ilvG//b0796//
nrdI	b1051//b3926//b0307//b3545//
nrfC	b0150//b2103//b0150//
nuoB	b4160//b1104//
nuoN	b4589//b4279//b3991//b0856//b2906//b0596//b3892//b2517//b3711//b3327//b3604//
oppF	b0252//yedS//b4380//b4308//b1530//
paaI	b3992//b4279//b1844//b2871//b1034//b2189//b0366//b3605//b3603//
pdhR	b0138//b0710//
pdxK	b3491//b0765//b3118//
pflB	b3637//b3347//
pgk	b3779//b0431//b1409//
pheL	b4526//b3320//
phnE	yrhA//b0905//
phnL	b1901//b2341//b0905//b0199//
pntA	b0594//b2195//
