#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2169//b0914//
aceF	b0574//b2242//
adiC	b3731//b3001//
araH	b0093//b1292//b2828//
artP	b1642//b0082//
artQ	b1554//b4430//
atpH	b2186//b2948//b1563//b0184//b1166//b1006//
bcsB	b2572//b2682//
bcsF	b3303//b0895//
betI	b3796//b2096//b1815//
btuE	b1796//b3540//
cadB	b0801//b0996//
ccmE	b1949//b4539//b4443//
ccmH	b4069//b4407//b4428//
chbR	b3510//b2997//
chpR	b0113//b2894//
citF	b0967//b2828//b1490//
cobU	b2659//b1410//b3565//
csgG	b1414//b0245//b1748//b2683//
cueR	b3985//b3693//b2881//
cusF	b2449//b2039//b2253//b1102//
cyoE	b1081//b2318//b1137//b3463//b1773//
dacA	b0151//b0751//
ddpC	yliL//b2023//
ddpF	b2853//b3846//b0306//b3770//
deoD	b3703//b3377//b1787//b0231//
dhaM	b4238//b2222//b1946//
dmsB	b3984//b1124//
dnaK	b1146//b3366//
dppF	b1924//b2103//b1076//b0158//b2108//
edd	b1476//b0406//
efeU	b3359//b4142//
eptA	b1144//b2040//b2029//b1133//b2053//b0863//b3957//b2234//b2026//
eutL	b2155//b0164//
eutT	b4565//b3979//b1452//b4149//b4407//b2751//
fabG	b4302//b0828//
fadB	b3967//b0153//
fdnI	b0153//b0088//
fecE	b0333//b0905//b1175//b1246//b3739//
fepC	b2013//b0977//
fepG	b0823//b2960//
fhuD	b3463//b1920//b2457//b2977//
fimH	b1291//b3555//b1300//b3809//
fimI	b3904//b1924//b1729//
fklB	b2216//b3476//b1146//
flhD	b3543//b0429//
frmR	b3074//b2113//
fruK	b0903//b0092//b1339//
ftsN	b1189//b2757//b1348//
gadX	b1149//b2243//
galT	b1495//b2189//b3993//b1866//
garR	b4377//b0588//b2725//b3960//b3850//
gatZ	b3626//b3936//b3126//b3596//b4314//b1773//b3192//
gcvT	b1878//b1081//b3982//
glcG	b0523//b1941//b2273//
glgX	b1486//b2277//b2755//b3213//
glnL	b1848//b3293//
glnQ	b3953//b0431//b3752//
glpT	b1184//b3941//b1388//b1864//b3532//b1305//b3522//b0336//
gltB	b1512//b1632//
gltL	b0779//b1081//
glxR	b1468//b0757//
gspB	b2855//b1359//
gspD	b0023//b4102//
gspF	b3477//b2051//
gspM	b0672//b3748//
hisQ	b1395//b2458//b4407//
holC	b0333//b0014//b3981//b4072//
htpG	b0584//b4293//b3632//
hybC	b2529//b1901//
hybG	b1784//b2866//b2678//
hybO	b2222//b3190//b0704//
hydN	b2721//b2185//b2003//b2216//b3197//b4318//b0939//b2278//b0113//b3780//b1674//
hyfB	b4033//b3826//b3893//
hyfR	b1709//b3508//b3430//b1133//b3792//
ibpB	b0888//b4381//
ileY	b1421//b1415//
ilvM	b2852//b2097//b2723//b0244//b3512//
ilvN	b0908//b3141//
iscU	b1263//b4348//b1410//b2418//b4079//
iscX	b0073//b3780//b3324//
kdsD	b1077//b2003//
ksgA	b1503//b1426//
lacZ	b0085//b0575//b3514//
lar	b0616//b2678//
leuZ	b3603//b3198//b3308//b0520//
lldR	b0677//b0726//b1262//
lpxP	b0777//b2026//b0784//b1563//
lspA	b4239//b3225//b2720//
