#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3846//b4207//
aceF	b1340//b0357//
adiC	b3739//b2445//
araH	b1927//b2544//b0536//
artP	b0312//b0806//
artQ	b1848//b3322//
atpH	b2870//b1940//b3001//b3314//b2113//b2144//
bcsB	b1094//b4104//
bcsF	b4036//b4375//
betI	b2021//b2003//b2468//
btuE	b0518//b1745//
cadB	b3659//b1927//
ccmE	b0695//b2856//b3903//
ccmH	b3812//b3005//b1757//
chbR	b2024//b1342//
chpR	b4032//b1103//
citF	b2451//b2276//b4459//
cobU	b1396//b3693//b2866//
csgG	b1258//b4279//b4426//b1235//
cueR	b1888//b3013//b3619//
cusF	b3809//b0764//b2203//b1167//
cyoE	b4188//b2752//b3318//b1796//b0632//
dacA	b3229//b1391//
ddpC	b4226//b3992//
ddpF	b2137//b3307//b2948//b3931//
deoD	wbbL//b0764//b1849//b3540//
dhaM	b2121//b0520//b1012//
dmsB	b0081//b0598//
dnaK	b1264//b1783//
dppF	b1334//b3849//b1710//b0042//b3751//
edd	b3515//b2462//
efeU	b1079//ecpE//
eptA	b3752//b3977//b1495//b4305//b3512//b1632//b3125//b2020//b2440//
eutL	b2185//b3515//
eutT	yedS//b0074//b3199//b0720//b2652//b4226//
fabG	b4115//b1407//
fadB	b3671//b3964//
fdnI	b4202//b3575//
fecE	b1361//b2766//b4310//b2109//b2939//
fepC	b3265//b1909//
fepG	b1487//b1134//
fhuD	b3710//b1072//b3422//b1824//
fimH	b1172//b1927//b1611//b1175//
fimI	b1299//b3654//b3192//
fklB	b3305//b1410//b1823//
flhD	b3361//b2029//
frmR	b2461//b3723//
fruK	b3385//b1724//b0863//
ftsN	b2095//b1942//b3202//
gadX	b0593//b0592//
galT	b3306//b2449//b2852//b4270//
garR	b2204//b2946//b3751//b0922//b1755//
gatZ	b3012//b3255//b1228//b0477//b3595//b0660//b2783//
gcvT	b3516//b0860//b2447//
glcG	b1340//b2853//b1146//
glgX	b1297//b3463//b3555//b3323//
glnL	b1083//b2469//
glnQ	b3251//b1776//b4443//
glpT	b0184//b2960//b1517//b3377//b1882//b0320//b3898//b2041//
gltB	b1912//b3962//
gltL	b3906//b1491//
glxR	b1255//b3869//
gspB	b4200//b1850//
gspD	b2040//b3192//
gspF	b3165//b4277//
gspM	b0036//b0430//
hisQ	b1736//b1674//b3985//
holC	b2469//b4071//b1880//b3480//
htpG	b1565//b0727//b3431//
hybC	b0888//b1843//
hybG	b1306//b3208//b4330//
hybO	b1368//b2526//b2414//
hydN	b3703//b2196//b0513//b3960//b1578//b1751//b0596//b3711//b3733//b1102//b1430//
hyfB	b3079//b1774//b3992//
hyfR	b0358//b1890//b3194//b0171//b0635//
ibpB	b1651//b0081//
ileY	b2739//b3863//
ilvM	b4069//b1883//b0183//b3336//b4201//
ilvN	b1912//b2783//
