#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4407//b3170//
aceF	b3631//b3099//
adiC	b2755//b2751//
araH	b2607//b3735//b2914//
artP	b4189//b3796//
artQ	b2675//b0015//
atpH	b2262//b1137//b3960//b2423//b1668//b1844//
bcsB	b1199//b1334//
bcsF	b4384//b1298//
betI	ilvG//b1247//b1742//
btuE	ybfI//b4102//
cadB	b2455//b1390//
ccmE	b3893//b4067//b3201//
ccmH	b4512//b2142//b3731//
chbR	b3596//b3334//
chpR	b1674//b4358//
citF	b3544//b1093//b1844//
cobU	b2235//b1102//b0473//
csgG	b3784//b2339//b1531//b3779//
cueR	b3992//b4418//b3533//
cusF	b2327//b2080//b3957//b0131//
cyoE	b0677//b0829//b0779//b1849//b1141//
dacA	b4279//b2137//
ddpC	b1482//b0003//
ddpF	b3871//b2697//b0955//b0758//
deoD	b2459//b1261//b2206//b2618//
dhaM	b0910//b0837//b1493//
dmsB	b4259//b1238//
dnaK	b1629//b1580//
dppF	b1565//b1881//b1132//b2254//b2871//
edd	b0087//b2026//
efeU	b4032//b3603//
eptA	b1506//b2309//b1918//b3334//b3316//b1797//b0734//b0772//b2026//
eutL	b2997//b3708//
eutT	b1264//b3728//b1260//b2659//b2486//b0801//
fabG	b1190//b1891//
fadB	b1386//b2204//
fdnI	b0643//b3555//
fecE	b0617//b0863//b2052//b3365//yncK//
fepC	b2203//b3994//
fepG	b0735//b1910//
fhuD	b3732//b0081//b2905//b3305//
fimH	b1260//b1144//b0778//b0333//
fimI	b2197//b2757//b2679//
fklB	b4186//b4245//b2051//
flhD	b0428//b4308//
frmR	b1071//b2254//
fruK	b3705//b1890//b0003//
ftsN	b3849//b3805//b1468//
gadX	b4304//b0855//
galT	b3299//b2497//b0082//b3796//
garR	b4032//b2418//b4199//b0058//b0263//
