#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1102//b0737//
aceF	b2096//b0032//
adiC	b1518//b1098//
araH	b3618//b3026//b2513//
artP	b0533//b1926//
artQ	b2864//b4443//
atpH	b1724//b3718//b2600//b0520//b1889//b1865//
bcsB	b2104//b1674//
bcsF	b0434//b1887//
betI	b0910//b3026//b2339//
btuE	b0636//b4015//
cadB	b0091//b1751//
ccmE	b2827//b0914//b4512//
ccmH	b0884//b4466//b2021//
chbR	b4566//b4259//
chpR	b2167//b0782//
citF	b3829//b3115//b2335//
cobU	b1929//b0333//b1517//
csgG	b3183//b4269//b3658//b3627//
cueR	b2368//b4135//b2217//
cusF	b1132//b1642//b1349//b1849//
cyoE	b1176//b1038//b1783//b2450//b2421//
dacA	b1438//b0002//
ddpC	b1603//b2280//
ddpF	b3845//b1305//b1452//b2449//
deoD	b3315//b2020//b2143//b2457//
dhaM	b2004//b3204//b3979//
dmsB	b3626//b1390//
dnaK	b2960//b3072//
dppF	b2195//b1678//b2103//b2661//b1483//
edd	b0485//b1004//
efeU	b3604//b3783//
eptA	b3367//b1679//b0940//b3395//b0312//b2005//b3964//b1939//b3458//
eutL	b4568//b3341//
eutT	b2199//b2971//b1392//b2140//b1761//b1176//
fabG	b0148//b0033//
fadB	b2456//b0905//
fdnI	b2527//b0368//
fecE	b0074//b0474//b2243//b3323//b2883//
fepC	b3708//b3993//
fepG	b1151//b0722//
fhuD	b0863//b4451//b1499//b3785//
fimH	b3429//b4183//b3183//b2023//
fimI	b0313//b2776//b1564//
fklB	b3113//b2782//b0984//
flhD	b3507//b1646//
frmR	b3656//b1261//
fruK	b2933//b0083//b1930//
ftsN	b2464//b1147//b3116//
gadX	b2744//b3614//
galT	b0138//b3359//b4240//b0695//
garR	pawZ//b0829//b0591//b4238//b4303//
gatZ	b1513//b2217//b2766//b3236//b3212//b1123//b0182//
gcvT	b2277//b3035//b4070//
glcG	b3239//b0414//b0955//
glgX	b4430//b1923//b3959//b2502//
glnL	b0033//b1824//
glnQ	b1920//b0077//b4005//
glpT	b3595//b0554//b0331//b4592//b4565//b2825//b1154//b1151//
gltB	b0137//b0595//
gltL	b1603//b1866//
glxR	b3251//b2607//
gspB	b2754//b2991//
gspD	b3306//b3236//
gspF	b1261//b2335//
gspM	b3231//b2374//
hisQ	b1633//b0533//b1255//
holC	b4104//b1512//b4352//b0772//
htpG	b3918//b2528//b2454//
hybC	b1335//b1499//
hybG	b2748//b3727//b1988//
hybO	b0974//b2327//b3458//
hydN	b0943//b2091//b2108//b1925//b3533//b3779//b3326//b2678//b2235//b0763//b3898//
hyfB	b2093//b2652//b3918//
hyfR	b2675//b2199//b2609//b0365//b2745//
ibpB	b0549//b2480//
ileY	b2440//b2257//
ilvM	b2052//b1449//b2195//b3293//b1089//
ilvN	b0307//b3203//
iscU	b3977//b4291//b1287//b1603//b1850//
iscX	b1226//b0990//b2486//
kdsD	b3575//b3117//
ksgA	b3021//b2491//
lacZ	b3611//b0861//b2917//
lar	b2103//ecpB//
leuZ	b3751//b0979//b2659//b4151//
lldR	b2003//b4221//b2526//
lpxP	b3172//b4244//b0164//b0485//
lspA	b1307//b2468//b0036//
lsrR	b0829//b0903//b2522//b3031//b2745//b0728//b2702//b1844//
lyx	b3114//b2720//
malQ	b0343//b0782//b3294//b1955//b1499//b0753//b1392//b1772//
manZ	b1891//b1847//b2757//
marR	b3563//b3304//
mcbA	b2451//b2023//
mcrA	b1183//b2736//
mdtJ	b1941//b3141//
menD	b1007//b0198//b2879//
metN	b1710//b2026//
mglC	b2017//b4113//b1151//
mhpB	b0862//b1291//
mhpF	b3791//b1843//
minD	b1843//b3684//
minE	b4609//b1945//
mnmG	b1828//b0753//
moaE	b0799//b0904//b0169//b1307//b0233//
mokB	b0801//b3031//
mpl	b2195//b2712//
mprA	b2894//b0143//b1612//
mraZ	b1093//b3710//b2730//b0586//
mrp	b2917//b2108//
murE	b0756//b3323//
nagB	b2137//b3413//
nanM	b2853//b4329//
napF	b3141//b0641//
napH	b1889//b2216//b4367//b1464//b1531//
narJ	b4221//b2893//b3323//
narZ	b1612//b4460//
nirD	b3597//b0911//b2468//
nrdG	b1491//b2144//
nrdI	b4036//b3962//b1924//b1148//
nrfC	b0736//b1739//b1886//
nuoB	b1912//b3312//
nuoN	b0505//b4443//b3785//b3255//b1484//b3838//b3728//b3475//b2243//b3251//b2867//
oppF	b2763//b3098//b3604//b4240//b3861//
paaI	b1257//b1698//b3366//b2309//b1925//b2490//b0778//b4156//b1588//
pdhR	b0436//b3802//
pdxK	b4610//b0513//b4270//
pflB	ybfG//b2852//
pgk	b4418//b4328//b1944//
pheL	b2728//b4328//
phnE	b3750//b3904//
phnL	b3128//b3510//b3811//b1255//
pntA	b1926//b3983//
polA	b3175//b3080//
potH	b2318//b3199//b1070//b3725//b1157//b2729//b2256//
ppa	b1940//b3986//
ppdD	b3597//b2249//
ppx	b3979//b1246//
proX	b1167//b4348//b3128//
prpD	b3298//b4287//b1388//
pspD	b3654//b0914//b3936//b1514//
pstB	b3189//b2205//
pstS	b0245//b0572//b1709//
purT	b3127//b2144//b3725//b2279//b2450//b0468//b2855//b3493//b3892//b3259//
putP	b1476//b1767//
puuR	b2879//b1171//b1362//b0312//
pyrI	b2480//b2309//b3616//b0907//b0861//b1198//
rbsK	b3255//b2675//b1007//b3992//b1680//
rcsD	b0088//b3322//
