#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3618//b1190//
aceF	b3984//b0554//
adiC	b1247//b0980//
araH	b4369//b3977//b2140//
artP	b1851//b4115//
artQ	b2146//b3838//
atpH	b2608//b1103//b0233//b2486//b1125//b3413//
bcsB	b1492//b4098//
bcsF	b1889//b1773//
betI	b3736//b0083//b0485//
btuE	b0982//b2053//
cadB	b1438//b2378//
ccmE	b3323//b1973//b0588//
ccmH	b2717//b0428//b0421//
chbR	b3183//b3493//
chpR	b0904//b1588//
citF	b3649//b1646//b1389//
cobU	b3981//b2313//b1724//
csgG	b0011//b3008//b2093//b4557//
cueR	b4006//b3326//b1884//
cusF	b1950//b2013//b0595//b4135//
cyoE	b4293//b3080//b3158//b1184//b2287//
dacA	b2606//b3318//
ddpC	b3723//b2342//
ddpF	b1226//b3186//b3649//b4239//
deoD	b2050//b2827//b1638//b1836//
dhaM	b3325//b3022//b1735//
dmsB	b3116//b0013//
dnaK	b1513//b3194//
dppF	b3894//b2683//b1943//b3611//b1578//
edd	b0180//b1306//
efeU	b0871//b3796//
eptA	b3737//b1306//b3976//b0945//b1036//b3957//b3315//b1577//b4407//
eutL	b1171//b2756//
eutT	b2850//b1560//b1668//b0358//b3460//b3734//
fabG	b2907//b1884//
fadB	b1094//b3177//
fdnI	b1096//b0854//
fecE	b2697//b2957//b2748//b3172//b3637//
fepC	b1499//b4249//
fepG	b3649//b4355//
fhuD	b3329//b4315//b3732//b1245//
fimH	b4608//b2673//b2205//b0351//
fimI	b0231//b3365//b1824//
fklB	b0088//b1840//b2881//
flhD	b1238//b0027//
frmR	b3871//b4334//
fruK	b0534//b0997//b3166//
ftsN	b4110//b3194//b2619//
gadX	b0851//b3159//
galT	b0018//b1443//b4135//b0182//
garR	b0158//b0636//b1494//b2053//b1787//
gatZ	b3739//b3931//b3906//b3099//b1394//b1386//b2665//
gcvT	b4471//b4113//b1924//
glcG	b3203//b2527//b0695//
glgX	b1175//b1503//b4099//b3650//
glnL	b3344//b4153//
glnQ	b0943//b3631//b3512//
glpT	b2235//b2216//b0652//b1930//yncK//b4318//b1509//b2168//
gltB	b2906//b0914//
gltL	b0513//b4143//
glxR	b1698//b4293//
gspB	b2440//b3512//
gspD	b2312//b3533//
gspF	b4098//b2745//
gspM	b4051//b1701//
hisQ	b2765//b2698//b2125//
holC	b2660//b2462//b2674//b3321//
htpG	b1680//b3615//b1105//
hybC	b3785//b2744//
hybG	b1519//b4290//b0823//
hybO	b1079//b4069//b1156//
hydN	b3838//b0115//b2572//b0757//b4200//b3255//b4135//b0011//b0118//b4466//b1680//
hyfB	b3555//b1166//b4466//
hyfR	b2930//b1297//b1061//b2682//b3080//
ibpB	b1238//b3802//
ileY	b4147//b4102//
ilvM	b2044//b2167//b1890//b0549//b3294//
ilvN	b2997//b2169//
iscU	ilvG//b2745//b2972//b0992//b1945//
iscX	b0153//b1476//b4358//
kdsD	b0409//b1555//
ksgA	b1883//b0820//
lacZ	b4277//b0234//b0764//
lar	b3186//b4037//
leuZ	b3012//b3008//b3129//b1171//
lldR	b1444//b1577//b2500//
lpxP	b3986//b3395//b1948//b2616//
lspA	b0344//b2702//b0348//
lsrR	b3936//b0590//b2339//b1495//b0999//b1617//b4081//b4381//
lyx	b4287//b3533//
malQ	b0263//b4557//b3296//b1920//b3897//b4147//b1014//b2400//
manZ	b2572//b2257//ybfI//
marR	b3117//b1923//
mcbA	b3838//b1891//
mcrA	b1148//b2250//
mdtJ	b2930//b3986//
menD	b2140//b4318//b4102//
metN	b3972//b3750//
mglC	b2755//ybfI//b0138//
mhpB	b2887//b4526//
mhpF	b4330//b0171//
minD	b4068//b3341//
minE	b3299//b1480//
mnmG	b2766//b2782//
moaE	b4239//b4158//b0911//b1735//b1051//
mokB	b2763//b1386//
mpl	b0652//b0923//
mprA	b1200//b0081//b3309//
mraZ	b3099//b3222//b0337//b3654//
mrp	b3615//b1051//
murE	b0736//b2103//
nagB	b0799//b3158//
nanM	b3869//b1504//
napF	b2281//b3201//
napH	b3933//b2906//b0306//b1880//b1194//
narJ	b3533//b2941//b3165//
narZ	b1866//b2720//
nirD	b1590//b2449//b3476//
nrdG	b1948//b0089//
nrdI	b2053//b0783//b1312//b0234//
nrfC	b0976//b3645//ygeN//
nuoB	b4032//b1889//
nuoN	b2841//b0850//b4221//b0421//b4469//b0823//b3992//b0487//b1927//b2674//b2387//
oppF	b0828//b1739//b4471//b4099//b2199//
paaI	b0575//b3953//yrhA//b1841//b4005//b2726//b3932//b3386//b0573//
pdhR	b2104//b2994//
pdxK	b3953//b1993//b2339//
