#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2019//b0168//
aceF	b0162//b3305//
adiC	b2620//b1884//
araH	b3197//b2257//b0013//
artP	b3012//b2443//
artQ	b3493//b2039//
atpH	b3403//b0904//b3074//b3725//b1224//b0758//
bcsB	b3636//b0678//
bcsF	b0984//b2783//
betI	b3229//b3303//b3580//
btuE	b3194//b1665//
cadB	b1578//b0795//
ccmE	b0978//b1474//b3645//
ccmH	b2723//b2248//b0975//
chbR	b0575//b3791//
chpR	b1072//b4568//
citF	b0939//b2737//b2864//
cobU	b2365//b0999//b4203//
csgG	b4378//b1082//b0014//b2903//
cueR	b0904//b4076//b0864//
cusF	b2253//b3615//b3932//b2080//
cyoE	b2724//b2457//b0811//b4485//b2202//
dacA	b0763//b1430//
ddpC	b2528//b2486//
ddpF	b3324//b1339//b1316//b1153//
deoD	b1929//b2448//b1735//b2253//
dhaM	b4589//b1642//b0782//
dmsB	b2199//b1593//
dnaK	b3317//b3737//
dppF	b1104//b2864//b2840//b2276//b2992//
edd	b4199//b1503//
efeU	b2050//b3785//
eptA	b3208//b3080//b1144//b2491//b0082//b0757//b3780//b0468//b4369//
eutL	b4100//b2957//
eutT	b0972//b4371//b0534//b4512//b2199//b3198//
fabG	b2055//b2609//
fadB	b1515//b2712//
fdnI	b1796//b3630//
fecE	b1490//b1840//b1526//b0907//b1159//
fepC	b3721//b4524//
fepG	b3629//b3236//
fhuD	b0711//b3780//b1736//b3305//
fimH	b2976//b1189//b3479//b1698//
fimI	b1474//b3008//b3342//
fklB	b4369//b3323//b2222//
flhD	b1910//b0153//
frmR	b0728//b0992//
fruK	b3936//b2482//b2162//
ftsN	efeU//b3630//b0782//
gadX	b2449//b1257//
galT	b0306//b1262//b0184//b1886//
garR	b2094//b2960//b3624//b3400//b1304//
gatZ	b1166//b1203//b4101//b3079//b0379//b0554//b3463//
gcvT	b2544//b3013//b1698//
glcG	b3366//b2459//b1834//
glgX	b1255//b3195//b4371//b0148//
glnL	b0940//b0636//
glnQ	b3303//b3740//b4506//
glpT	b1137//b4203//b2712//b3298//b0940//b3784//b1563//b3620//
gltB	b2423//b1746//
gltL	b0777//b4239//
glxR	b0642//b1708//
gspB	b3997//b4099//
gspD	b4358//b1072//
gspF	b1245//b3687//
gspM	b0406//b4305//
hisQ	b2960//b4014//b2418//
holC	b0941//b3342//b2425//b0907//
htpG	ysaC//b1297//b1824//
hybC	b0617//b1892//
hybG	b1651//b1840//b3898//
hybO	b3994//yedS//b3385//
hydN	b2451//b0273//b4222//b1362//b1073//b2207//b1104//b1750//b1774//b0722//b2499//
hyfB	b0434//b3222//b3898//
hyfR	b3560//b4470//yliL//b1123//b2387//
ibpB	b1900//b2715//
ileY	b2703//b1912//
ilvM	b2906//b4348//b2003//b1577//b1144//
ilvN	b0497//b3732//
iscU	b1882//b0091//b1123//b2147//b0598//
iscX	b3896//b2719//b3458//
kdsD	b2143//b1760//
ksgA	b1633//b3670//
lacZ	b1351//b1566//b3001//
lar	b4311//b3098//
leuZ	b0184//b2908//b1772//b0722//
lldR	b3957//b2142//b3127//
lpxP	b1072//b3994//b0263//b0430//
lspA	b3031//b3024//b3125//
lsrR	b4052//b1925//b2339//b1904//b2825//b2230//b0590//b1612//
lyx	b4383//b1681//
malQ	b3361//b2241//pawZ//b0911//b4259//b2033//b0091//b1120//
manZ	b2422//b4478//b4149//
marR	b2216//b3197//
mcbA	b1972//b4320//
mcrA	b2886//b1958//
mdtJ	b2719//b1851//
