#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2249//b0750//
aceF	b4249//b0545//
adiC	b1082//b0534//
araH	b4099//b1078//b3202//
artP	b1991//b1879//
artQ	b2662//b4207//
atpH	b1493//b2123//b1141//b0171//b3021//b4128//
bcsB	b0851//b3295//
bcsF	b0584//b0945//
betI	b2738//b2440//b3998//
btuE	b3725//b2718//
cadB	b3307//b2023//
ccmE	b4655//b1862//b2449//
ccmH	b4122//b0795//b2458//
chbR	b3479//b3180//
chpR	b0921//b0091//
citF	b0511//b0162//b4221//
cobU	b0369//b2368//b1851//
csgG	b4100//b4355//b1580//b2313//
cueR	b3690//b3458//b0958//
cusF	b1774//b3297//b0910//b4143//
cyoE	b4464//b3540//b4114//b1672//b2783//
dacA	b2757//b2418//
ddpC	b3849//b2025//
ddpF	b3223//b1184//b1082//b0091//
deoD	b3205//b1493//b3400//b1078//
dhaM	b3416//b0409//b2906//
dmsB	b2143//b1467//
dnaK	b4380//yliL//
dppF	b0590//b3540//b2005//b3166//b1340//
edd	b3632//b3812//
efeU	b3605//b2660//
eptA	b2032//b3024//b3525//b1937//b4048//b1487//b1076//b3957//b2619//
eutL	b0038//b2468//
eutT	b3170//b1420//b1746//b0992//b0750//b3422//
fabG	b3616//b3732//
fadB	b3345//b3236//
fdnI	b0152//b0083//
fecE	b2728//b2035//b4511//b2469//b1415//
fepC	b2327//b2203//
fepG	b3069//b0253//
fhuD	b3306//b3457//b1783//b3640//
fimH	b1483//b3787//b0244//b0729//
fimI	b4245//b0974//b4302//
fklB	b0636//b2728//b0590//
flhD	b1038//ecpB//
frmR	b2469//b0941//
fruK	b1631//b3340//b1393//
ftsN	b4329//b4559//b2757//
gadX	b0728//b2673//
galT	b3302//b2756//b2448//b3637//
garR	b2287//b0549//b0311//b4610//b3894//
gatZ	b0572//b1238//b3413//b1683//b2204//b0721//b0232//
gcvT	b3463//b1674//b2499//
glcG	b0672//b2619//ygeN//
glgX	b2020//b0497//b0616//b2941//
glnL	b0032//b2026//
glnQ	b0115//b0311//b0775//
glpT	b4414//b2019//b0253//b2659//b3400//b4418//b3413//b1097//
gltB	b2744//b3022//
gltL	b2850//b1552//
glxR	b1924//b1513//
gspB	b1003//b2888//
gspD	b0809//b4380//
gspF	b2196//b3684//
gspM	b3611//b1252//
hisQ	b1554//b3342//b4314//
holC	b4034//b0831//b0522//yncK//
htpG	b1627//b3125//b3334//
hybC	b0351//b3336//
hybG	b0907//b1061//b2597//
hybO	b2600//b3480//b1414//
hydN	b3640//b3703//b3141//b2998//b3343//b0585//b4280//b1452//b3643//b1244//b1292//
hyfB	b0139//b2737//b2040//
hyfR	b0945//b1773//b1036//b3769//b4033//
ibpB	b2282//b4443//
ileY	b2911//b0733//
ilvM	b0984//b0796//b3543//b1225//b4101//
ilvN	b4621//b3671//
iscU	b3562//b3603//b3205//b2908//b0518//
iscX	b1034//b2675//b2196//
kdsD	b2454//b1386//
ksgA	b3508//b1335//
lacZ	b3619//b3532//b0536//
lar	b2318//b3198//
leuZ	b1409//b2918//b1243//b3986//
lldR	b1388//b0830//b1505//
lpxP	b2451//b3183//b3255//b3616//
lspA	b3454//b0151//b1391//
lsrR	b0861//b3783//b2140//b2312//b1166//b3302//b1746//b4557//
lyx	b3540//b4076//
malQ	b3114//b0085//b3978//b3120//b0015//b2926//b2868//b0753//
manZ	b0723//b1184//b0728//
marR	b3772//b2976//
mcbA	b0231//b3177//
mcrA	b0511//b3493//
mdtJ	b0989//b0594//
menD	b3941//b0342//b0726//
metN	b0904//b4328//
mglC	b0598//b0861//b1215//
mhpB	b3001//b3366//
mhpF	b1183//b1282//
minD	b2312//b1225//
minE	b3997//b3725//
mnmG	b4618//b1334//
moaE	b0642//b2024//b3985//b2864//b0895//
mokB	b2341//b3080//
mpl	b2283//b1390//
mprA	b1919//b2883//b3189//
mraZ	b3123//b2659//b1062//b1077//
mrp	b0121//b3829//
murE	b1578//b4117//
nagB	b3797//b1944//
nanM	b0596//b1349//
napF	b3993//b0062//
napH	b1189//b1105//b3543//b0428//b4160//
narJ	b3224//b4524//b1824//
narZ	b1167//b3708//
nirD	b1300//b0575//b1156//
nrdG	b1493//b2040//
nrdI	b1943//b4287//b0072//b0958//
nrfC	b0736//b0955//b3310//
nuoB	b1921//b0121//
nuoN	b0073//b1014//b0829//b2354//b1929//b1281//b0750//b1396//b3330//b3400//b3626//
oppF	b0081//b3024//b0032//b1264//b1828//
paaI	b3079//b2252//b3306//b1889//b4291//b4036//b4123//b0831//b3460//
pdhR	b3118//b1137//
pdxK	b0015//b0726//b1555//
pflB	b0997//b0347//
pgk	b1165//b0809//b2715//
pheL	b2530//b0137//
phnE	b4459//b1729//
phnL	b1079//b4071//b0451//b2096//
pntA	b4221//b4280//
polA	b1012//b2312//
potH	b3300//b4478//b1014//b2677//b2365//b1037//b2033//
ppa	b3737//b2457//
ppdD	b4467//b2991//
ppx	b4202//b4382//
proX	b1716//b3809//b2202//
prpD	b0677//b3316//b1444//
pspD	b0726//b1141//b2185//b2497//
pstB	wbbL//b0643//
pstS	b4122//b3165//b3342//
purT	b2457//b3367//b3990//b0806//b3319//b3721//b2745//b2341//b3325//b1746//
putP	b0306//b3893//
puuR	b2262//b0976//b0635//b2849//
pyrI	b0710//b3650//b4240//b2926//b4127//b1467//
rbsK	b3541//b2421//b2994//b2881//b3786//
rcsD	b2756//b1294//
recQ	b3475//b3400//
relE	b3978//b1480//
rhaB	b0861//b3078//
