#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b1282//b3261//
aceF	b3024//b3231//
adiC	b4054//b3222//
araH	b4099//b2096//b1946//
artP	b3336//b1420//
artQ	b3136//b0038//
atpH	b1518//b0860//b1824//b2497//b2618//b2490//
bcsB	b1673//b0573//
bcsF	b2040//b3225//
betI	b3213//b3302//b1950//
btuE	b0598//b2036//
cadB	b0025//b1844//
ccmE	b2096//b1708//b3454//
ccmH	b2137//b0894//b3167//
chbR	b4335//b0014//
chpR	b3871//b0911//
citF	b0783//b1254//b1203//
cobU	b1096//b3533//b3708//
csgG	b2460//b2679//b0873//b1882//
cueR	b1199//b1742//b2155//
cusF	b1600//b3658//b2418//b2722//
cyoE	b3786//b3620//b3403//b1954//b1000//
dacA	b3300//b2544//
ddpC	b1710//b0075//
ddpF	b2876//b3875//b0983//b2424//
deoD	b2907//b4056//b0799//b3810//
dhaM	b2748//b1474//b0365//
dmsB	b1761//b2149//
dnaK	b3771//b3115//
dppF	b0637//b4076//b4106//b2040//b4443//
edd	b2726//b3941//
efeU	b0996//b2120//
eptA	b1940//b4470//b0943//b3260//b2264//b2273//b1747//b0497//b0996//
eutL	b3432//b1890//
eutT	b4202//b1011//b1932//b2514//b4460//b3957//
fabG	b1004//b0828//
fadB	b2253//b2491//
fdnI	b3021//b0497//
fecE	b2146//b1678//b0451//b1745//b3788//
fepC	b1716//b4430//
fepG	b1085//b2273//
fhuD	b0894//b3304//b3959//b0574//
fimH	b2972//b3240//b3894//b2189//
fimI	b2873//b2476//b2487//
fklB	b2660//b1744//b3871//
flhD	b1258//b0296//
frmR	b4291//b2239//
fruK	b1120//b4384//b2266//
ftsN	b0153//b3976//b2004//
gadX	b3080//b1513//
galT	b4199//b0026//b2500//b3736//
garR	b0112//b3741//b3460//b0975//yjhE//
gatZ	b3183//b1672//b3110//b1862//b3159//b1061//b0113//
gcvT	b0143//b0120//b1120//
glcG	b2449//b0972//b1681//
glgX	b2121//b3431//b3385//b1949//
glnL	b1148//b4072//
glnQ	b1018//b3432//b1972//
glpT	b0331//b3153//b2482//b0572//b3616//b3430//b3799//b0809//
gltB	b0783//b2849//
gltL	b1554//yjhE//
glxR	b2530//b3130//
gspB	b2071//b0837//
gspD	b2425//b1134//
gspF	b3236//b2469//
gspM	b3875//b3787//
hisQ	b0313//b3377//b1530//
holC	b2828//b0263//b3225//b4071//
htpG	b1631//b2026//b1599//
hybC	b4076//b3960//
hybG	b0075//b3555//b3293//
hybO	b0828//b2736//b0089//
hydN	b2682//b3994//b2216//b3195//b4079//b3260//b4358//b1147//b1955//b3021//b3735//
hyfB	b2752//b4329//b0082//
hyfR	b1343//b1171//b4428//b3166//b0750//
ibpB	b2252//b4287//
ileY	b2977//b1492//
ilvM	b0137//b3810//b0331//b3978//b3540//
ilvN	b3783//b1941//
iscU	b3385//b4187//b2443//b1264//b3031//
iscX	b0615//b2601//b2448//
kdsD	b3906//b2908//
ksgA	b3386//b1103//
lacZ	b0051//b3189//b0148//
lar	b3259//b0837//
leuZ	b3741//b1926//b1948//b1199//
lldR	b3119//b1953//b0955//
lpxP	b1300//b3710//b4589//b0252//
lspA	b1420//b3838//b2748//
lsrR	b0063//b2886//b2776//b3624//b0940//b2126//b3894//yliL//
lyx	b2752//b4013//
malQ	b3309//b2196//b2698//b3342//b1426//b3833//b1662//b3168//
manZ	b3894//b2903//b3785//
marR	b2288//b0830//
mcbA	b4288//b3316//
mcrA	b1878//b3962//
mdtJ	b2840//yrhC//
menD	b0180//b3926//b1000//
metN	b2197//b4239//
mglC	b1004//b3515//b0320//
mhpB	b1148//b3514//
mhpF	b2035//b0830//
minD	b1444//b4188//
minE	b2720//b3964//
mnmG	b1590//b2715//
moaE	b4318//b4056//b0598//b1165//b0120//
mokB	b1094//b0836//
mpl	b2715//b3189//
mprA	b3517//ecpB//b3981//
mraZ	b2879//b2035//b1076//b4027//
mrp	b3509//b2948//
murE	b3785//b3944//
nagB	b1102//b2598//
nanM	b0722//b2995//
napF	b1299//b1945//
napH	b1511//efeU//b3525//b2529//b3964//
narJ	b3413//b2019//b2870//
narZ	b1226//b1443//
nirD	b1485//b4237//b3190//
nrdG	b3013//b3141//
nrdI	b0131//b0351//b0642//b1682//
nrfC	b1076//b4072//b0432//
nuoB	b0139//b2530//
nuoN	b0013//b2598//b3523//b1153//b0851//b0733//b4407//b1930//b3959//b3875//b3305//
oppF	ybfG//b3416//b0379//b2047//b3479//
paaI	b2272//b0972//b0585//b3013//b1519//b1493//b3153//b1642//b2866//
pdhR	b0820//b2262//
pdxK	b0781//b1888//b0778//
pflB	b0738//b0170//
pgk	b4288//b1292//b2248//
pheL	b0592//b0806//
phnE	b2309//b1003//
phnL	b3511//b3159//b0776//b2390//
pntA	b3458//b3426//
polA	b0980//b3738//
potH	b2278//b4015//b3981//b2387//b0757//b0429//b4128//
ppa	b0722//b3340//
ppdD	b1389//b0589//
ppx	b0729//b4589//
proX	b3345//b2055//b2120//
prpD	b2004//b3984//b3320//
pspD	b4036//b4328//b2204//b1062//
pstB	b2368//b3515//
pstS	b3506//b3836//b1257//
purT	b2713//b0036//b1836//b1074//b1061//b1519//b2312//b0707//b0799//yrhC//
putP	b2327//b1796//
puuR	b3595//b4305//b3967//b3158//
pyrI	b2254//b1504//b3367//b4443//b3307//b1395//
rbsK	b0977//b4101//b4142//b0763//b0307//
rcsD	b0940//b1061//
recQ	b3525//b3624//
relE	b2144//b0907//
rhaB	b2167//b4115//
ribF	b4539//b1516//b1777//b2262//
rlpB	b3460//b2121//b0734//
rluA	b1167//b4593//
rpmI	b3625//b3522//
rpoN	b1038//b4375//
rseA	b2121//b2527//
rsxB	b2104//b1938//
rtcR	b0232//b3802//
rutG	b0344//b2573//b3100//b0974//b3810//b4100//b1386//
ryhB	b4231//b3123//
sapD	b3845//b0485//b0307//
serC	b3265//b2469//
serT	b4036//b3422//b1971//b0632//
sfmH	b3723//b2368//
slyA	b0672//b2513//
smpB	b0735//b3170//
srlE	b3387//b0783//b3352//b0232//b4305//
sroB	b1014//b1531//
sseB	b3199//b2468//
sspB	b1586//b3194//
ssrS	b2464//b0059//b0908//
sucD	b3786//b1287//b4037//b3194//b2339//b3627//b3944//b3723//b3024//b3255//b3476//b0094//b2287//
sufS	b2514//b0750//b2264//b3130//b2148//b2249//
tatA	b2024//b3944//
tdcG	b3213//b1865//b2619//b1494//b3072//b2169//b1154//
tdh	b1554//b2499//b1133//b4244//b2022//b4270//
tdk	b1950//b1773//
thrC	b3658//b2146//b3265//
thrW	b2723//b2335//b2543//b1851//
tnaC	b2909//b1485//b2096//
tolC	b2126//b2149//b2906//b3848//
tolR	b0092//b1243//b2976//
treC	b4384//b1386//
trmI	b1228//b3345//
trpL	b2308//b3294//b2957//b1918//b0082//
truB	b1038//b1263//
truD	b0973//b0505//b2856//
trxA	b4314//b1467//
trxB	b0549//b4203//
tyrA	b1080//b3130//
tyrB	b3024//b0958//b2878//
tyrU	b2894//b3341//b2050//b2445//b1668//
upp	b0820//b4382//b3897//b0958//b3829//
uraA	b3208//b2230//b1077//
usg	b1180//b0369//
valV	b0592//b2679//b2544//
visC	b2702//b1885//b2524//b2387//
waaU	b0081//b2439//b0795//b3650//b1779//b2840//b2014//b0660//b4153//b1971//b1012//
wbbL	b1642//b1717//b0984//b0643//b1638//b1560//b2189//b1415//b0976//b3325//b3329//b1971//
wcaE	b1468//b3432//
wcaL	b1563//b1560//b0474//b2755//b0958//
wzxE	b4375//b3008//
xerD	b1565//b2448//
xylA	b0974//b1156//
yaaW	b1006//b3613//
yadM	b1924//b3205//
yaeB	b2339//b3741//
yaeI	b1366//b0955//
yafZ	b1038//b3165//
yajG	b3194//b3212//b4467//b4109//
ybaN	b1971//b3065//b3313//b1073//b3403//
ybbC	b1531//b2678//
ybbW	b3618//b1735//b1761//b3983//b0312//
ybcO	b0939//b3726//
ybdD	b0739//b3651//b3649//b1293//b2800//b3512//b1931//b2469//
ybeA	b3750//b1304//b2019//b2524//b1334//b0184//
ybeZ	b1906//b3113//
ybfC	b1258//b3463//
ybgC	b2949//b1912//
ybgJ	b1565//b0831//
ybgT	b1435//b0765//b0059//b0071//
