#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2243//b1787//
aceF	b2506//b0759//
adiC	b4200//b3981//
araH	b1948//b1342//b2620//
artP	b4319//b1151//
artQ	b4478//b2196//
atpH	b1883//b0589//b3078//b2663//b1134//b0632//
bcsB	b0974//b1746//
bcsF	b3347//b0091//
betI	b1921//b2339//b2450//
btuE	b1306//b1414//
cadB	b0616//b1080//
ccmE	b3630//b4109//b4307//
ccmH	b4187//b3205//b1088//
chbR	b4200//b2206//
chpR	b1263//b2487//
citF	b0093//b3261//b3455//
cobU	b2752//b0904//b1103//
csgG	b0588//b1560//b3630//b1312//
cueR	b3845//b2719//b0850//
cusF	b3822//b1892//b0896//b3475//
cyoE	b1944//b4188//b3979//b3413//b3613//
dacA	b4330//b2071//
ddpC	b3180//b3198//
ddpF	b3772//b4100//b1600//b0183//
deoD	b0591//b3302//b3941//b4069//
dhaM	b2838//b3870//b3565//
dmsB	b3611//b3186//
dnaK	b1011//b3693//
dppF	b0820//b0872//b1395//b4329//b3629//
edd	b0051//b3432//
efeU	b4151//b1603//
eptA	b0396//b0356//b1909//b3738//b1038//b2704//b0320//b1848//b3183//
eutL	b3575//b3522//
eutT	b3994//b1662//b1904//b1566//b1739//b3317//
fabG	b3153//b0823//
fadB	b3536//b0801//
fdnI	b3413//b1991//
fecE	b1175//b3080//b0247//b2992//b0108//
fepC	b1878//b4459//
fepG	b3130//b4277//
fhuD	b3984//b1879//b2309//b3236//
fimH	b2255//b1426//b3903//b3771//
fimI	b3194//b0923//b2476//
fklB	b1646//b0150//b0409//
flhD	b0083//b0183//
frmR	b2113//b1080//
fruK	b2939//b2529//b0828//
ftsN	b2531//b1512//b3309//
gadX	b1708//b2034//
galT	b0184//b1080//b3168//b2167//
garR	b0451//b2168//b3812//b2108//arpB//
gatZ	b1789//yjhE//b1847//b0312//b1088//b3225//b4418//
gcvT	b3838//b0162//b0779//
glcG	b2925//b3320//b0522//
glgX	b1260//b1312//b3959//b2879//
glnL	b3537//b2721//
glnQ	b1452//b0635//b1530//
glpT	b3008//b0158//b3510//b3203//b0184//b1938//b4201//b2722//
gltB	b0075//b0162//
gltL	b1884//b3544//
glxR	b3477//b1171//
gspB	b2601//b4316//
gspD	b1098//b1478//
gspF	b0450//b0018//
gspM	b4407//b3403//
hisQ	b2736//b3780//b0726//
holC	b3221//b3297//b0593//b2447//
htpG	b4511//b1748//b3289//
hybC	b1841//b2022//
hybG	b4238//b3693//b0750//
hybO	b1680//b0253//b1627//
hydN	ypjI//b4114//b0312//b4052//b0982//b3390//b3964//b3120//b2198//b3362//b4414//
hyfB	b4355//b3748//b1177//
hyfR	b3545//b4319//b3475//b2040//b3327//
ibpB	b0775//b1492//
ileY	b2121//b2146//
ilvM	b1126//b2378//b1174//b0183//b3650//
ilvN	b2659//b2722//
iscU	b2253//b1797//b1409//b3516//b2697//
iscX	b2828//b3846//b2313//
kdsD	b3115//b0721//
ksgA	b2894//b1918//
lacZ	b2601//b3979//arpB//
lar	b1003//b3596//
leuZ	b0015//b2390//b1428//b3180//
lldR	b0028//b1258//b1415//
