#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4151//b4329//
aceF	b0830//b2850//
adiC	b1750//b3735//
araH	b1428//b3632//b1925//
artP	b0331//b2609//
artQ	b2712//b3598//
atpH	b2335//b0002//b0014//b2675//b0584//b2374//
bcsB	b3319//b1483//
bcsF	yrhC//b0574//
betI	b2282//b0806//b0511//
btuE	b0072//b4187//
cadB	b0811//b0778//
ccmE	b2036//b1407//b1767//
ccmH	b0477//b2762//b3619//
chbR	b4464//b0083//
chpR	b0594//b1552//
citF	b3319//b4314//b0074//
cobU	b1506//b1864//b4655//
csgG	b4126//b0026//b3510//b4470//
cueR	b2313//b2828//b1746//
cusF	b4565//b1938//b2051//b0595//
cyoE	b1684//b4270//ybfG//b2446//b1668//
dacA	b3455//b1072//
ddpC	b3846//b3123//
ddpF	b0434//b4239//b3126//b2155//
deoD	b3129//b3833//b1662//b3930//
dhaM	b1073//b2673//b1503//
dmsB	b2679//b3781//
dnaK	b0430//b0830//
dppF	b3563//b4152//b4051//b1235//b3213//
edd	b3341//b1144//
efeU	b2287//b2234//
eptA	b1566//b3417//b1930//b4376//b3875//b2925//b3927//b2141//b3346//
eutL	b2663//b1088//
eutT	b2522//b2468//b1717//b2702//b3659//b3321//
fabG	b3627//b3563//
fadB	b0783//b4369//
fdnI	b0750//b0775//
fecE	b2094//b0429//b3972//b2012//b2490//
fepC	b1150//b4367//
fepG	b0861//b4135//
fhuD	b3329//b3344//b1094//b4319//
fimH	b1885//b3308//b3784//b0487//
fimI	b1834//b1945//b3998//
fklB	b3367//b3123//b1849//
flhD	b1083//b3629//
frmR	b2876//b0928//
fruK	b0329//b1881//b0253//
ftsN	b2679//b1774//b1195//
gadX	b1407//b1096//
galT	b1554//b1682//b0799//b1307//
garR	b1900//b3650//b2712//b1298//b4610//
gatZ	b2972//b2684//b3346//b2729//b3197//b2925//b0678//
gcvT	b2663//b0139//b2242//
glcG	b4378//b1340//b1125//
glgX	b1468//b0182//b4304//b2498//
glnL	b1298//b3318//
glnQ	b1992//b0851//b4511//
glpT	b0759//b0138//b3315//b4302//b2424//b4259//b3596//b1252//
gltB	b3786//b0523//
gltL	b2189//b2662//
glxR	b3432//b3193//
gspB	b2876//b2230//
gspD	b1682//b1015//
gspF	b0312//b1682//
gspM	b0896//b3791//
hisQ	b1836//b2876//b2699//
holC	b4183//b1037//b3944//b2035//
htpG	b2004//b0784//b2767//
hybC	b0575//b3347//
hybG	b4269//b3786//b1685//
hybO	b4593//b3403//b2722//
hydN	b2660//b0497//b2092//b0584//b0574//b4098//b1840//b3159//b2717//b2990//b1335//
hyfB	b3964//b2440//b3265//
hyfR	b3035//b3603//b2120//b2499//b0518//
ibpB	b2169//b2423//
ileY	b0896//b2312//
ilvM	b0139//b2109//b2217//b1628//b3403//
ilvN	b3124//b1072//
iscU	b0263//b2167//b4036//b3316//b3222//
iscX	b3141//b0545//b3416//
kdsD	b4231//b3072//
ksgA	b1840//b0431//
lacZ	b2765//b2971//b3963//
lar	b1767//b2573//
