#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b0450//b3982//
aceF	b1348//b1198//
adiC	b1947//b2737//
araH	b3433//b0615//b1760//
artP	b2199//b0763//
artQ	b1038//b4308//
atpH	b3385//b0997//b1261//b4123//b1767//ygeN//
bcsB	b3176//b0059//
bcsF	b4287//b1085//
betI	b2080//b1409//b2447//
btuE	b0138//b2327//
cadB	b2144//b0301//
ccmE	b3690//b0641//b1361//
ccmH	b4036//b3115//b2838//
chbR	b3575//b3936//
chpR	b3114//b4270//
citF	b2712//b0904//b1152//
cobU	b3785//b1485//b4201//
csgG	b1953//b4188//b0027//b2090//
cueR	b2040//b2285//b4382//
cusF	b3718//b2870//b3991//b4048//
cyoE	yrhC//b2725//b1617//b4585//b0536//
dacA	b1679//b2126//
ddpC	b3308//b0735//
ddpF	b4466//b1246//b3307//b1901//
deoD	b0536//b2726//b1166//b1476//
dhaM	b4230//b3620//b1430//
dmsB	b1778//b1294//
dnaK	b1509//b0593//
dppF	b3310//b2502//b2252//b3645//b3562//
edd	b2490//b4153//
efeU	b0928//b3205//
eptA	b4381//b3705//b3201//b4593//b0184//b3661//b2121//b1340//b0369//
eutL	b2888//b2052//
eutT	b4328//b3515//b2250//b2736//b3229//b3426//
fabG	b2881//b4152//
fadB	b0829//b1388//
fdnI	b3168//b4101//
fecE	b4070//b4076//b1672//b2697//b3993//
fepC	b0795//b0033//
fepG	b2765//b1864//
fhuD	b2425//b4239//b3184//b2459//
fimH	b3175//b4279//b0004//b3480//
fimI	b0941//b2313//b1823//
fklB	b4128//b3306//b2703//
flhD	b2036//b2261//
frmR	b3127//b1972//
fruK	b2676//b0873//b2454//
ftsN	b3289//b2339//b0812//
gadX	b0784//b3978//
galT	b1332//b4202//b3069//b1265//
garR	b3515//b1125//b0975//b2776//b4249//
gatZ	b3893//b3656//b3848//b1878//b3990//b0518//b3778//
gcvT	b2961//b0637//b3703//
glcG	b0018//b2776//b1865//
glgX	b0804//b1155//b1807//b1282//
glnL	b2619//b1294//
glnQ	b0118//b1701//b0751//
glpT	b3228//b4443//b1987//b0660//b0727//b4053//b3361//b2491//
gltB	b2400//b2818//
gltL	b1513//b3260//
glxR	b2682//b1710//
gspB	b3809//b2443//
gspD	b4200//b0724//
gspF	b0943//b4467//
gspM	b2186//b0108//
hisQ	b3341//b2706//b1950//
holC	b0635//b1133//b2276//b2597//
htpG	b3718//b1755//b3734//
hybC	b1259//b2169//
hybG	b4304//b1098//b3931//
hybO	b3849//b0972//b3596//
hydN	b3562//b3516//b1681//b1141//b3429//b0336//b3686//b3378//b4277//b0301//b1929//
hyfB	b0313//b4655//b2856//
hyfR	b2150//b2652//b4183//b2003//yrhC//
ibpB	b4315//b1560//
ileY	b1104//b0596//
ilvM	b3812//b1931//b2186//b4226//b2453//
