#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2202//b0232//
aceF	b1638//b3516//
adiC	b2977//b1366//
araH	b0759//b0908//b0772//
artP	b0733//b3751//
artQ	b1817//b2196//
atpH	b2202//b2527//b2469//b3520//b0350//b2957//
bcsB	b4355//b2243//
bcsF	b0337//b1435//
betI	b3416//b1081//b0753//
btuE	b1133//b0089//
cadB	b3595//b1778//
ccmE	b4334//b0729//b3166//
ccmH	ecpE//b4426//b4152//
chbR	b2526//b3493//
chpR	b1368//b2080//
citF	b0143//b0348//b0921//
cobU	b1945//b0199//b3313//
csgG	b1012//b0186//b2662//b2097//
cueR	b2205//b2287//b1638//
cusF	b1912//b1438//b4100//b2738//
cyoE	b1588//b3898//b2514//b3100//b3565//
dacA	b2827//b2390//
ddpC	b3153//b2029//
ddpF	b2252//b1149//b2513//b3346//
deoD	b4310//b3433//b0421//b2506//
dhaM	b2308//b4100//b3737//
dmsB	b1577//b0820//
dnaK	b1190//b4099//
dppF	b3487//b1493//b3313//b2852//b2335//
edd	b4098//b0635//
efeU	b2718//b3967//
eptA	b0432//b3930//b4559//b3726//b3848//b0428//b0231//b1105//b2883//
eutL	b4187//b4200//
eutT	b2204//b0091//yncK//b1883//b1526//b3184//
fabG	yrhC//b4290//
fadB	b1807//b3293//
fdnI	b2726//b1244//
fecE	b3957//b3870//b2739//b3718//b1747//
fepC	b1409//b0152//
fepG	b3515//b0862//
fhuD	b4071//b1600//b2448//b1993//
fimH	b4254//b0430//b3963//b1257//
fimI	b1102//b2490//b2276//
fklB	b3205//b3649//b0113//
flhD	b1603//b3686//
frmR	b3341//b4079//
fruK	b3704//b1924//b0072//
ftsN	b2619//b0351//b2729//
gadX	b2454//b3735//
galT	b1632//b4378//b0597//b4376//
garR	b1531//b4154//b1148//b1245//b0871//
gatZ	b1307//b1262//b0971//b4100//b3327//b2498//b1070//
gcvT	b2003//b0523//b2524//
glcG	b2917//b2606//b4566//
glgX	b2282//b4207//b3327//b0831//
glnL	b2544//b4418//
glnQ	b2766//b4056//b2121//
glpT	b2387//b4515//b1485//b1646//b3236//b0804//b2448//b2318//
gltB	b1165//b3486//
gltL	b2447//b3344//
glxR	b4201//b3799//
gspB	b1051//b0014//
gspD	b1828//b3333//
gspF	b2308//b0233//
gspM	b1008//b0351//
hisQ	b2049//b4287//b2091//
holC	b0653//b0751//b2864//b2867//
htpG	b3792//b1009//b0989//
hybC	b1515//b0233//
hybG	b4353//b1519//b3992//
hybO	b0897//b1140//b4115//
hydN	b0738//b1940//b2277//b3236//b3231//b0523//b1973//b0591//b2189//b1747//b0753//
hyfB	b4207//b3613//b2189//
hyfR	b2035//b3687//b1151//b4110//b0137//
ibpB	b1194//b1304//
ileY	b3457//b4114//
ilvM	b1560//b0632//b1588//b2080//b3487//
ilvN	b1948//b1226//
iscU	b0186//b1443//b4515//b1560//b3597//
iscX	b2998//b2706//b2024//
kdsD	b0428//b3479//
ksgA	b3125//b3236//
lacZ	b1748//b2663//b4053//
lar	b4183//b2531//
leuZ	b1097//b0737//b2756//b3493//
lldR	b3326//b3724//b0896//
lpxP	b1773//b3514//b1518//b0928//
lspA	b1924//b0087//b3301//
lsrR	b2469//b0973//b1783//b0597//b3723//b3329//b1386//b3930//
lyx	b0023//b1254//
malQ	b2387//b3325//b1299//b3008//b0368//b3013//b0784//b0473//
manZ	b3313//b1176//b2451//
marR	b0672//b1515//
mcbA	b2660//b2418//
mcrA	b1093//b4478//
mdtJ	b1088//b0082//
menD	b1449//b3604//b0615//
metN	b2421//b1828//
mglC	b1668//b1103//b4110//
mhpB	b0695//b0334//
mhpF	b4147//b4259//
minD	b3158//b2911//
minE	b3324//b3344//
mnmG	b1882//b3120//
moaE	b1600//b2782//b3724//b3728//b1840//
mokB	b2699//b1000//
mpl	b0451//b1493//
mprA	b3001//b3337//b2526//
mraZ	b4034//b0396//b3124//b1901//
mrp	b0659//b0436//
murE	b1105//b1126//
nagB	b2522//b2663//
nanM	b3367//b1407//
