#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3822//b2005//
aceF	b0894//b1683//
adiC	b1555//b1226//
araH	b3735//b0121//b0595//
artP	wbbL//b4335//
artQ	b1787//b4226//
atpH	b0595//b3203//b3992//b2490//b2721//b0306//
bcsB	b0575//b1312//
bcsF	b1879//b2034//
betI	b3167//b1335//b2883//
btuE	b1840//b3193//
cadB	b1685//b2204//
ccmE	b3189//b3749//b1849//
ccmH	b1264//b2368//b0896//
chbR	b3124//b0320//
chpR	b2679//b3486//
citF	b1246//b4592//b1396//
cobU	b2719//b0088//b3596//
csgG	b3065//b2240//b3563//b2469//
cueR	b1955//b3555//b1630//
cusF	b2523//b1828//b1493//b0356//
cyoE	b0184//b4335//b1154//b3933//b3321//
dacA	b3185//b2400//
ddpC	b1932//b2422//
ddpF	b2002//b1920//b1034//b0720//
deoD	b1134//b3205//b2197//b3123//
dhaM	b0584//b2146//b3670//
dmsB	b3100//b2273//
dnaK	b2609//b3625//
dppF	efeU//b2198//b3194//b4353//b1152//
edd	b1421//b0497//
efeU	b2750//b3723//
eptA	b3769//b2502//b2855//b1073//b2144//b4230//b2652//b1011//b0320//
eutL	b2023//b0862//
eutT	b4071//b2914//b1554//b2256//b1281//b1755//
fabG	b2728//b3993//
fadB	b0616//b3189//
fdnI	b2450//b2736//
fecE	b2354//b2280//b0028//b2864//b1972//
fepC	b0509//b0520//
fepG	b1791//b1358//
fhuD	b3616//b0976//b3327//b2318//
fimH	b3723//b1876//b1847//b1924//
fimI	b1514//b0356//b2501//
fklB	b3118//b2764//b0726//
flhD	b3536//b1235//
frmR	b2025//b1038//
fruK	b2652//b3515//b2514//
ftsN	b1819//b0594//b4231//
gadX	b3936//b2544//
galT	b1779//b2750//b2319//b4079//
garR	b0158//b0015//b4254//b0195//b2125//
gatZ	b4152//b2851//b0115//b0738//b1953//b2208//b1072//
gcvT	b3532//b1555//b0498//
glcG	b0805//b3516//b0150//
glgX	b1483//b1683//b0784//b2091//
glnL	b2242//b2886//
glnQ	b3972//b0711//b1970//
glpT	b3514//b0337//b2871//b3812//b2715//b2335//b3006//b2167//
gltB	b3522//b4259//
gltL	b0062//b3125//
glxR	b1682//b2186//
gspB	b4302//b2961//
gspD	b0861//b1414//
gspF	b2726//b1841//
gspM	b1680//b1878//
hisQ	b3078//b0955//b3785//
holC	b3742//b3203//b0263//b2458//
htpG	b3555//b2284//b0736//
hybC	b1443//b0115//
hybG	b3927//b2513//b2767//
hybO	b2949//b2261//b2756//
hydN	b3259//b0862//b1772//b1264//b3849//b2374//b2144//b2254//b0509//b3707//b4154//
hyfB	b2143//b1061//b2712//
hyfR	b0554//b1526//b4589//b2047//b2894//
ibpB	b3710//b1484//
ileY	b3723//b2284//
ilvM	b1760//b2339//b1190//b0545//b0896//
ilvN	b2949//b0042//
iscU	b2527//b4329//b0727//ypjI//b3580//
iscX	b1176//b1088//b4470//
kdsD	b1495//b0939//
ksgA	b1200//b1478//
lacZ	b4149//b1631//b4608//
lar	b3724//b4188//
leuZ	b1306//b0013//b4289//b3796//
lldR	b2527//b3829//b3117//
lpxP	b0704//b2853//b1774//b1167//
lspA	b0369//b3198//b0253//
lsrR	b1784//b3193//b3718//b1890//b2444//b1415//b4460//ecpB//
lyx	b3725//b1701//
malQ	b3069//b1484//b2600//b0977//b3429//b2904//b2080//b1421//
manZ	b1555//b0997//b1421//
marR	b3491//b0026//
mcbA	b3749//b3708//
mcrA	b1879//b0751//
mdtJ	b4238//b2990//
menD	b1761//b2515//b0248//
metN	b4014//b3542//
mglC	b2189//b0785//b4478//
mhpB	b2113//b3416//
mhpF	b2883//b0775//
minD	b4515//b2261//
minE	b3998//b4109//
mnmG	b2208//b2886//
moaE	b4443//b3113//b1512//b2339//b2754//
mokB	b3932//b3623//
mpl	b0002//yedS//
mprA	b1849//b0247//b0806//
mraZ	b1954//b0027//b3838//b0088//
mrp	b2140//b0091//
murE	b1530//b2451//
nagB	b2236//b0350//
nanM	b3221//b4027//
napF	b4539//b2572//
napH	b1617//b1018//b1334//b1840//b2444//
narJ	b3983//b0734//b3385//
narZ	b2319//b1807//
nirD	b2702//b3779//b1993//
nrdG	b4239//b3742//
nrdI	b2679//b2764//b1819//b2619//
nrfC	b2307//b2242//b2911//
nuoB	b1490//b3204//
nuoN	b2216//b1972//b0343//b4114//b0396//b4122//b1175//b0118//b3544//b3313//b2095//
oppF	b3454//b4188//b2250//yncK//b1552//
paaI	b2461//b2141//b0083//b2250//b2035//b2868//b4109//b3983//b3176//
pdhR	b4033//b0678//
pdxK	b2482//b2318//b1890//
pflB	b1577//b3870//
pgk	b1073//b2457//b1171//
pheL	b0015//b0982//
phnE	b2697//b4117//
phnL	b4238//b0477//b3315//b1495//
pntA	b0554//b0777//
polA	b1824//b4269//
potH	b2252//b1748//b2739//b0520//b3125//b3222//b4310//
ppa	b3251//b3936//
ppdD	b1511//b1174//
ppx	b3897//b0434//
proX	b0233//b0783//b4054//
prpD	b1716//b2033//b2855//
pspD	b2162//b2034//b0872//b2977//
pstB	b0812//b1235//
pstS	b3631//b4110//b3480//
purT	b1078//b3130//b3005//b0739//b3649//b4291//b3613//efeU//b2326//b4244//
putP	b2706//b2748//
puuR	b0082//b1748//b3517//b3617//
pyrI	b1646//b1590//b1198//b2148//b4071//b3787//
rbsK	b1494//b2348//b1638//b0805//b3013//
rcsD	b1937//b2480//
recQ	b0072//b4348//
relE	b3624//b4149//
rhaB	b1483//b4353//
ribF	b4526//b0728//pawZ//b0511//
rlpB	b0999//b3008//b3544//
rluA	b2142//b2515//
rpmI	b1778//b0183//
rpoN	b1166//b0112//
rseA	b0164//b1491//
rsxB	b2197//b2374//
rtcR	b4188//b1176//
rutG	b1777//b3343//b1125//b3623//b4593//b3302//b3208//
ryhB	b2738//b1891//
sapD	b2618//b2272//b1257//
serC	b1038//b1390//
serT	b1576//b0777//b1953//b2141//
sfmH	b4348//b2675//
slyA	b3202//b1258//
smpB	b1449//b1415//
srlE	b0334//b1515//b3905//b3718//b2020//
sroB	b3631//b1008//
sseB	b3378//b2531//
sspB	b2527//b3113//
ssrS	b3153//b3159//b1358//
sucD	b0170//b1297//b2827//b4618//b3918//b0432//b0636//b4610//b2699//yncK//b3977//b3205//b3317//
sufS	b0164//b2155//b2261//b4189//b0779//b2354//
tatA	b4598//b2038//
tdcG	b0758//b0273//b0115//b0089//b3871//b2930//b3711//
tdh	b2872//b2737//b2620//b0036//b2782//b4101//
tdk	b0027//b4375//
thrC	b0350//b2903//b1188//
thrW	b4311//b1789//b4471//b3738//
tnaC	b2463//b2150//b1225//
tolC	b3541//b1362//b1165//b4315//
tolR	b0809//b2092//b0772//
treC	b0183//b2034//
trmI	b0118//b0830//
