#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b3981//b0710//
aceF	b2050//b2256//
adiC	b0468//b3479//
araH	b1105//b1076//b1034//
artP	b2715//b2903//
artQ	b3506//b3603//
atpH	b1682//b0958//b3871//b2425//b4287//b2169//
bcsB	b0183//b2150//
bcsF	b3229//b1823//
betI	b3509//b1339//b3870//
btuE	b2019//b3324//
cadB	b1081//b4113//
ccmE	b1077//b4407//b0089//
ccmH	b2068//b4131//b3403//
chbR	b1195//b2607//
chpR	b4352//b4221//
citF	b0329//b1555//b3458//
cobU	b2456//b0085//b3183//
csgG	b2662//b4200//b2019//b4317//
cueR	b0632//b3479//b1627//
cusF	b1304//b0164//b2729//b0775//
cyoE	b0830//b2149//b3972//b1988//b1247//
dacA	b4222//b2093//
ddpC	b1772//b3964//
ddpF	b0978//b1062//b0799//b1072//
deoD	b3896//b1388//b3078//b2526//
dhaM	b4315//b2893//b0487//
dmsB	b4027//b0138//
dnaK	b3690//b2606//
dppF	b0083//b3361//b3361//b2526//b0497//
edd	b4376//b0151//
efeU	b2883//b3983//
eptA	b0983//b1590//b0497//b1342//b1843//b1774//b2907//b1611//b3990//
eutL	wbbL//b1264//
eutT	b2096//b0450//b0120//b4153//b2421//b3340//
fabG	ygeN//b0592//
fadB	b0131//b0782//
fdnI	b4068//b0914//
fecE	b1199//b4122//b2598//b0757//b0431//
fepC	b1088//b1487//
fepG	b2876//b0873//
fhuD	b4290//b1750//b1921//b1919//
fimH	b3982//b1089//b3289//b0910//
fimI	b1120//b3838//b2754//
fklB	b1512//b1464//b2878//
flhD	b3893//b4152//
frmR	b3933//b1246//
fruK	b3787//b3413//b3320//
ftsN	b3846//b2272//b2309//
gadX	b0983//b0945//
galT	b2093//b3330//b0486//b2424//
garR	b1526//b2941//b3704//b3260//b2598//
gatZ	b2202//b4470//b3560//b2911//b4067//b3596//b3735//
gcvT	b1931//b4201//b3026//
glcG	b3458//b1887//b2706//
glgX	b2463//b4188//b1225//b4113//
glnL	b1081//b3141//
glnQ	b0331//b3313//b4307//
glpT	b0432//b1012//b4304//b4459//b3320//b4056//b3994//b1577//
gltB	b1751//b4143//
gltL	b1517//b1188//
glxR	b1679//b1476//
gspB	b2676//b1761//
gspD	b0976//b4610//
gspF	b3005//b3298//
gspM	b2724//b0428//
hisQ	b3983//b1807//b4328//
holC	b2887//b0735//b1912//b2502//
htpG	b0184//b1015//b2024//
hybC	b1476//b2185//
hybG	b2870//b0940//b0983//
hybO	b3012//b0873//b1428//
hydN	b3326//b3292//b0659//b0836//b1881//b0180//b4381//b0590//b2672//b0871//b3620//
hyfB	b0812//ygeN//b0168//
hyfR	b0164//b2149//b2660//b1554//b3619//
ibpB	b3752//b1850//
ileY	b0979//b1287//
ilvM	b1818//b4511//b3185//b3555//b2206//
ilvN	b0598//b2776//
iscU	b2543//b1018//b1260//b2460//b4005//
iscX	b3704//b3021//b0063//
kdsD	b0572//b3293//
ksgA	b4183//b1144//
lacZ	b1077//b2609//b3324//
lar	b3192//b1036//
leuZ	b3260//b1245//b1919//b2572//
lldR	b4231//b1198//b3710//
lpxP	b1773//b3486//b0897//b2454//
lspA	b3516//b2530//b2672//
lsrR	b1254//b0632//b3165//b3511//b1225//b2726//b2333//b1428//
lyx	b3482//b4259//
malQ	b1174//b0851//b0739//b3126//b4318//b4302//b1864//b4127//
manZ	b3752//b2462//b3615//
marR	b1083//b4254//
mcbA	b4079//b3737//
mcrA	b2026//b4353//
mdtJ	b2719//b2544//
menD	b0152//b3159//b3008//
metN	b1238//b3115//
mglC	b0168//b2449//b1580//
mhpB	b3180//b2120//
mhpF	b1304//b1761//
minD	b0589//b3315//
minE	b1486//b2155//
mnmG	b2515//b1784//
moaE	b1467//b0590//b2439//b2053//b0139//
mokB	b3778//b0660//
mpl	b3936//b2972//
mprA	b3387//b3598//b0763//
mraZ	b3733//b0723//b2976//b3811//
mrp	b2876//b1783//
murE	b0306//b4143//
nagB	b2529//b1410//
nanM	b0972//b2851//
napF	b3869//b0247//
napH	b2506//b0831//b2514//b3626//b3190//
narJ	b1426//b4053//b4057//
narZ	b0967//b1736//
nirD	b0758//b0922//b3177//
nrdG	b3690//b0921//
nrdI	b3345//b3168//b3306//b0520//
nrfC	b4269//b3506//b1778//
nuoB	b3931//b0764//
nuoN	b0369//b4240//b3203//b2196//b0778//b3736//b1443//b0523//b3167//b3927//b1757//
oppF	b3367//b4655//b0252//b0799//b4466//
paaI	b2523//b0757//b0089//b3224//b1393//b1735//b1757//b3636//b1360//
pdhR	b3898//b1480//
pdxK	b3417//b0728//b2142//
pflB	b1165//b0505//
pgk	b0312//b4110//b3305//
pheL	b1992//b2706//
phnE	b4127//b2991//
phnL	b2455//b3726//b0863//b2856//
pntA	b3704//b1194//
polA	b4238//b3314//
potH	b3251//b2053//b0990//b3431//b4348//b2529//b3532//
ppa	b0907//b3316//
ppdD	b2309//b1123//
ppx	b1564//b0763//
proX	b3074//b3510//b1866//
prpD	b1449//b4524//b0739//
pspD	b0113//b2672//b4358//b1919//
pstB	b0781//b0796//
pstS	b0311//b2056//b0329//
purT	b4443//b1342//b1642//b2961//b2450//b0772//b2418//b2557//b0799//b1673//
putP	b3649//b3544//
puuR	b2444//b1682//b2448//b3643//
pyrI	b2526//b0025//b0195//b1945//b1791//b2972//
rbsK	b2715//b0941//b2468//b4593//b0545//
rcsD	b3927//b1891//
recQ	b0799//b3963//
relE	b0888//b1257//
rhaB	b3080//b4115//
ribF	b0307//b3802//b4289//b0928//
rlpB	b4079//b3259//b3212//
rluA	b1073//b3898//
rpmI	b4051//b3486//
rpoN	b1774//b2261//
rseA	b0990//b4464//
rsxB	b1199//b1426//
rtcR	b0368//b3628//
rutG	b3959//b3120//b1698//b4384//b4245//b1226//b2423//
ryhB	b1864//b0409//
sapD	b1312//b1478//b2453//
serC	b2856//b0896//
serT	b0093//b1306//b3413//b3736//
sfmH	b1843//b2678//
slyA	b2498//b3305//
smpB	b1123//b1991//
srlE	b1300//b3486//b0025//b3894//b3012//
sroB	b0591//b2706//
sseB	b1991//b0089//
sspB	b3967//b3725//
ssrS	b0114//b3861//b1751//
sucD	b2957//b2056//b2150//b0311//b4131//b1627//b4566//b3825//b4122//b2235//b4147//b3463//b1420//
sufS	b1120//b2721//b0520//b0198//b2051//b3324//
tatA	b4245//b0734//
tdcG	b0999//b2751//b4013//b4307//b0726//b3933//b1176//
tdh	b1773//b1155//b0737//b3080//b2005//b2501//
tdk	b0736//b4202//
thrC	yrhC//b1482//b1011//
thrW	b1789//b3596//b0973//b1243//
tnaC	b0586//b3734//b1662//
tolC	b1504//b3080//b1004//b0785//
tolR	b2240//b3770//b3035//
treC	b2052//b0672//
trmI	b2167//b0659//
trpL	b3362//b1632//b1078//b1617//b4122//
truB	b0409//b1920//
truD	b0125//b4113//ypjI//
trxA	b3458//b3704//
trxB	b3783//b2697//
tyrA	b3649//b2683//
tyrB	b3183//b2186//b1293//
tyrU	b3417//b3513//b4380//b2497//b0004//
upp	b0854//b3750//b3476//b3963//b3176//
uraA	b3892//b3769//b4317//
usg	b1925//b3993//
valV	b4407//b3065//b2876//
visC	b2906//b1004//b2765//b3985//
waaU	b1291//b3198//b2930//b1189//b1449//b2907//b3115//b0549//b4076//b1259//ygaQ_2//
wbbL	b1840//b2257//b0585//b3222//b2763//b2104//b2185//b4106//b1134//b1778//b2678//b3340//
wcaE	b0233//b1925//
wcaL	b1683//b0572//b0806//b2036//b1709//
wzxE	b0721//b3517//
xerD	b3200//b3403//
xylA	b2277//b1922//
yaaW	b1600//b0738//
yadM	b2597//b2459//
yaeB	b3654//b3113//
yaeI	b0233//b2387//
yafZ	b3185//b3994//
yajG	b3352//b1646//b0081//b0186//
ybaN	b2121//b2281//b1885//b1410//b1900//
ybbC	b1503//b1071//
ybbW	b0864//b0071//b4104//b0074//b3022//
ybcO	b2887//b2032//
ybdD	b3953//b0027//b2840//b0735//b2524//b1784//b3903//b2230//
ybeA	yrhA//b2662//b3336//b2730//b0244//b3176//
ybeZ	b3013//b0253//
ybfC	b3994//b3737//
ybgC	ypjI//b0738//
ybgJ	b0735//b4096//
ybgT	b0759//b2276//b0004//b2256//
ybhC	b4459//b0336//b2234//b2457//
ybiC	b3620//b0997//b0051//b0785//b1750//b3194//b0642//b2750//b4109//b0522//b1577//b4032//b1224//b2312//
ybiH	b2909//b2447//
ybiX	arpB//b0081//b3963//b0032//b1576//b2873//b2202//b1097//b2354//b0301//b1493//b0139//b2125//b2318//b2022//
ybjC	b4329//b0936//
ycbS	b1847//b0301//
ycbT	b3786//b4123//
ycbZ	b1124//b4348//
yccB	b3897//b2459//b3100//b4568//b4470//b4464//b3927//b0429//b3771//b0812//
yccJ	b0231//b1971//
yccM	b2528//b3166//b3026//
yccW	b0083//b1483//b2728//
ycdZ	b1866//b4279//
yceD	b2721//b2676//
yceG	b3656//b1034//b2094//
ycfM	b4378//b1255//b0643//
ycgM	b3711//b0637//b1081//
ychS	b0263//b3822//b3986//b1297//b3656//b0312//b3904//
yciC	b1155//b0921//
yciH	b3119//b3620//
ycjT	b0936//b2765//
ycjV	b2619//b3221//b1531//
ydaU	b1992//b0971//
ydaV	b1944//b1577//
ydaW	b1051//b3378//
ydcQ	b1300//b3454//
ydcW	b0983//b0026//
yddB	b3956//b0428//
ydeT	b4240//b3080//b2125//
ydeU	b1134//b1096//
ydfE	b2661//b3005//b1777//
ydfV	b3515//b4222//
ydhS	b2168//b2264//
ydiH	b3997//b2544//
ydiR	b4355//b0115//
ydjL	b0351//b3261//b1925//b1006//
yeaC	b1948//b4377//b1010//
yeaK	b2500//b3261//b3780//
yeaZ	b0635//b2443//b3141//
yebB	b4302//b4069//
yebC	b2620//b1287//b1172//b0137//b1512//b2995//b1300//
yebF	b0131//b3997//
yebG	b2287//b1922//b3710//b0851//b1172//b1126//b0908//b1900//b0498//b2739//b3479//b1104//b3598//b1748//b3994//
yebR	b0115//b4104//b2450//
yebT	b1244//b0908//
yedF	b2096//b1881//
yedI	b1755//b3785//
yedL	b1151//b2243//b0672//b4353//b2439//
yedZ	b1772//b0865//b2712//
yeeE	b2620//b4034//b3167//b3306//b3542//b3796//b3074//b2888//b2572//ecpE//b2144//b4054//b3507//b3520//b3457//b0343//b3727//b4117//b2754//b2850//b1736//b3967//b1883//
yeeF	b2284//b1048//b1958//b2825//b2572//b1077//b1428//b1836//b3918//
yehM	ilvG//b0820//
yehP	b3022//b3168//b3811//b3158//b0756//b0575//b3615//b0977//b3336//b3239//b2096//b3325//
yehU	b2886//b0085//
yeiS	b3903//b1950//
yejK	b3769//b1560//b1194//b4106//
yfaA	b1389//b3026//
yfaE	b4305//b0765//b0756//
yfaX	b3785//b1774//b1773//
yfaY	b0474//b1612//
yfaZ	b0094//b3078//
yfbM	b3810//b1048//
yfbN	b1343//b3752//
yfcM	b4585//b1146//
yfcP	b3317//b3893//b1075//b3312//b0094//b0015//
yfcV	b0759//b0781//
yffS	b1797//b2053//b2037//b4478//b0013//b3848//b0003//b1147//
yfgM	b0063//b4470//b1238//b2457//b1848//b1071//b0028//
yfjG	b0083//b1006//
ygaF	b1746//b2905//b0121//b2676//b4621//b0710//b2048//b1941//b0616//b3507//b4132//
ygbM	b2853//b1415//b0252//b1467//
ygcI	b1789//b3770//b3255//b3944//
ygcO	b4610//b2499//
