#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2676//b4383//
aceF	b3941//b2961//
adiC	b3517//b0723//
araH	b0195//b3259//b2047//
artP	b0837//b3417//
artQ	b3972//b1883//
atpH	b4289//b1879//b3803//b2137//b3545//b3781//
bcsB	b3541//b0356//
bcsF	b0936//b4310//
betI	b3649//b2871//b2721//
btuE	b0704//b0734//
cadB	b1887//b3725//
ccmE	b4353//b1264//b0865//
ccmH	b3904//b4593//b1797//
chbR	b1167//b3514//
chpR	b0088//b3508//
citF	b0004//b4054//b2530//
cobU	b1789//b0366//b4033//
csgG	b4566//b0940//b2168//b3991//
cueR	b3726//b1729//b1149//
cusF	b1662//b3833//b2457//b3313//
cyoE	b1307//b2199//b0025//b4109//b2722//
dacA	b2616//b1729//
ddpC	b1073//b3298//
ddpF	b4293//b1137//b2887//b0643//
deoD	b1946//b3307//b3997//b1892//
dhaM	b1515//b1339//b1878//
dmsB	b2425//b1843//
dnaK	b1352//b2447//
dppF	b1189//b3341//b4069//b2261//b2044//
edd	b4117//b1972//
efeU	b2252//b0806//
eptA	b2502//b0366//b3255//b4114//b3797//b3457//b2461//b4565//b0059//
eutL	b0983//b2418//
eutT	b0652//b3074//b1946//b0434//b3074//b3203//
fabG	b0573//b2090//
fadB	b0549//b1036//
fdnI	b2197//b1476//
fecE	b3309//b3721//b3799//b2678//b0118//
fepC	b2972//b2108//
fepG	b3212//b0301//
fhuD	b3781//b4200//b1642//b0777//
fimH	b3517//b2517//b1972//b1264//
fimI	b4470//b4304//b1638//
fklB	b2287//b2256//b3317//
flhD	b3175//b0232//
frmR	b3361//b0940//
fruK	b1923//b3183//b0616//
ftsN	b3297//b2456//b0593//
gadX	b3560//b0907//
galT	b0830//b2482//b0150//b2827//
garR	b1701//b1262//b2236//b4316//b2977//
gatZ	b2037//b1750//b3871//b2660//b3687//b0720//b3906//
gcvT	b0428//b0153//b1761//
glcG	b3690//b2239//b0120//
glgX	b0678//b3944//b0896//b0721//
glnL	b2257//b1709//
glnQ	b0344//b1352//b1506//
glpT	b3167//b3875//b2677//b4114//b0379//b1970//b2601//b1094//
gltB	b1949//b0710//
gltL	b3957//b2185//
glxR	b3239//b4352//
gspB	b1736//b4469//
gspD	b0018//b2234//
gspF	b2728//b4069//
gspM	b1151//b4114//
hisQ	b1015//b1929//b0940//
holC	b0642//b1679//b3377//b2037//
htpG	b2309//b4305//b4407//
hybC	b3984//b3898//
hybG	b1938//b2097//b3953//
hybO	b3433//b3265//b3509//
hydN	b2333//b1102//b2454//b3296//b1684//b3361//b3992//b4112//b4603//b1358//b1628//
hyfB	b2737//b4603//b2487//
hyfR	b1009//b1708//b0497//b4270//b4319//
ibpB	b2461//b1072//
ileY	b2828//b0248//
ilvM	b3520//b4375//b1332//b4199//b0974//
ilvN	b2800//b2886//
iscU	b0485//b2463//b1878//b3158//b3069//
iscX	b0804//b3956//b2144//
kdsD	b3251//b2033//
ksgA	b0038//b2744//
lacZ	b0980//b2939//b3604//
lar	b2887//b1120//
leuZ	b1925//b3597//b1779//b2458//
lldR	b3422//b1085//b4303//
lpxP	b0573//b2241//ysaC//b3224//
lspA	b2763//b0431//b1750//
lsrR	b3320//b1745//b3530//b1678//b3480//b2448//b4053//b0406//
lyx	b1018//b0672//
malQ	b1194//b2266//b3035//b0905//b3906//b3479//b1776//b4102//
manZ	b0759//b0721//b2319//
marR	b1778//b3361//
mcbA	b0976//b1395//
mcrA	b2443//b2194//
mdtJ	b2907//yedS//
menD	b1034//b0809//b0756//
metN	b0990//b1038//
mglC	b2068//b3311//b3707//
mhpB	b3195//b1864//
mhpF	b4072//b3850//
minD	b0036//b2946//
minE	b4147//b2032//
mnmG	b1884//b1593//
moaE	b2517//b0183//b4100//b4593//b1351//
mokB	b3304//b4512//
mpl	b0941//b2040//
mprA	b0474//b2257//b2766//
mraZ	b4259//b3318//b3512//b2572//
mrp	b1506//b2450//
murE	b1224//b0710//
nagB	b3896//b3386//
