#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2905//b1343//
aceF	b0487//b3309//
adiC	b0756//b2699//
araH	b2748//b4113//b1072//
artP	b1589//b2838//
artQ	b2094//b0533//
atpH	b0164//b0379//b2168//b0536//b1776//b2476//
bcsB	b3563//b0143//
bcsF	b2273//b1729//
betI	b1038//b4291//b1564//
btuE	b1352//b0351//
cadB	b3294//b0805//
ccmE	b2840//b0574//b1518//
ccmH	b3170//b1175//b3628//
chbR	b2870//b2619//
chpR	b2855//b0775//
citF	b3297//b1486//b3711//
cobU	b2961//b2756//b0940//
csgG	b0737//b2234//b1246//b1298//
cueR	b1259//b3201//b1104//
cusF	b2444//b0036//b2109//b3905//
cyoE	b1410//b1491//b1938//b3078//b3305//
dacA	b3079//b2464//
ddpC	b1349//b0092//
ddpF	b1588//b1204//b0888//b0997//
deoD	b2725//b2123//b0158//b2091//
dhaM	b0199//b1316//b1777//
dmsB	b0421//b3731//
dnaK	b4240//b3295//
dppF	b3978//b1513//b2903//b1474//b1392//
edd	b1910//b4052//
efeU	b0312//b2109//
eptA	b2103//b2443//b2041//b2914//b4375//b1148//b3723//b2023//b3400//
eutL	b1887//b1841//
eutT	b2248//b1351//b2738//b3933//b3617//b3127//
fabG	b2012//b1467//
fadB	b3261//b1593//
fdnI	b1751//b0199//
fecE	b2871//b1102//b0347//b1755//b2354//
fepC	b2501//yrhA//
fepG	b1073//b4414//
fhuD	b0860//b4233//b0617//b0108//
fimH	b3788//b1393//b1646//b1988//
fimI	b2501//b2140//b2029//
fklB	b1263//b3228//b0248//
flhD	b2047//b4051//
frmR	b0884//b1891//
fruK	b3515//b2618//b1505//
ftsN	b1526//b2341//b2302//
gadX	b3361//b2285//
galT	b1945//b3637//b4106//b3507//
garR	b2443//b0905//b0751//b1154//b4506//
gatZ	b1841//b1772//b2279//b2048//b2971//b0511//b3654//
gcvT	b0263//b3892//b3536//
glcG	b0722//b3192//b2776//
glgX	b3705//b1351//b3259//b0799//
glnL	b1147//b0369//
glnQ	b2195//ygaQ_2//b1012//
glpT	b0473//b2149//b3403//b2145//b3240//b1526//b0711//b2287//
gltB	b4559//b1194//
gltL	b1680//b2014//
glxR	b2199//b3457//
gspB	b0659//b0724//
gspD	b2971//b3327//
gspF	b1125//b1832//
gspM	b0940//b3543//
hisQ	b3192//b3930//b1137//
holC	b3520//b1517//b2776//b1847//
htpG	b2461//b2222//b1887//
hybC	b1751//b0183//
hybG	b0733//b2449//b3366//
hybO	b2071//b0273//b4127//
hydN	b2248//b1292//b3385//b4318//b0958//b1175//b3320//b1756//b3810//b3787//b3723//
hyfB	b3035//b4112//b0738//
