#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b4114//b2487//
aceF	b1152//b1393//
adiC	b4353//b0534//
araH	b0307//b3654//b2302//
artP	b4376//b1164//
artQ	ygeN//b1784//
atpH	b1988//b1164//b1565//b2675//b2217//b2476//
bcsB	b1164//b1008//
bcsF	b2616//b2908//
betI	b4149//b1530//b3905//
btuE	b4132//b3198//
cadB	b2148//b4381//
ccmE	b0764//b2744//b3297//
ccmH	b0311//b3336//b4122//
chbR	b2400//b0823//
chpR	b4426//b2684//
citF	b3894//b3403//b3741//
cobU	b0829//b3748//b2738//
csgG	b2764//b2189//b3006//b0033//
cueR	b1499//b1443//b2249//
cusF	b1349//b3327//b0513//b2108//
cyoE	b4131//b1834//b1941//b3199//b0421//
dacA	b4231//b1061//
ddpC	b2071//b2109//
ddpF	b1849//b0429//b2039//pawZ//
deoD	b1651//b3785//b3183//b3771//
dhaM	b1883//b0038//b1259//
dmsB	b1150//b1499//
dnaK	b2660//b3645//
dppF	b3198//b2052//b1300//b2308//b1352//
edd	b4559//b4100//
efeU	b2048//b3903//
eptA	b3153//b0615//b1991//b2005//b0396//b0972//b3555//b1495//b2738//
eutL	b3321//b2342//
eutT	b4288//b1476//b1259//b0776//b1745//b3741//
fabG	b2145//b4245//
fadB	b1080//b4511//
fdnI	b4471//b2327//
fecE	b1710//b0672//b4098//b1577//b1235//
fepC	b0736//b1866//
fepG	b2460//b1554//
fhuD	b0004//b1576//b0776//b1922//
fimH	b4244//b1061//b2523//b2093//
fimI	b1600//b3251//b3172//
fklB	b3213//b3810//b2677//
flhD	b3792//b2941//
frmR	b0077//b1886//
fruK	b2458//b0851//b4290//
ftsN	b0485//b0085//b2828//
gadX	b1200//b0498//
galT	b1724//b0534//b0088//b0777//
garR	b1912//b0967//b0434//b1628//b3074//
gatZ	b3727//b3493//b1834//b4123//b0301//b3563//b2236//
gcvT	b0865//b2766//b4585//
glcG	b2109//b3520//b2609//
glgX	b3825//b1735//b1509//b2679//
glnL	b1080//b4511//
glnQ	b1102//b1955//b0497//
glpT	b4371//b2109//b4330//b2598//b0905//b0406//b1342//b1736//
gltB	b3119//b0379//
gltL	b1848//b0536//
glxR	b3343//b4303//
gspB	b4152//b0907//
gspD	b2121//b3721//
gspF	b2312//b3893//
gspM	b4384//b0062//
hisQ	b0804//b1945//b3870//
holC	b2925//b1518//b0738//b1566//
htpG	b2526//b1932//b3896//
hybC	b3422//yrhA//
hybG	b0615//b1617//b1004//
hybO	b2679//b3711//b0598//
hydN	b4353//b2047//b3791//b0781//b2949//b3523//b0027//b3596//b2682//b4316//b1929//
hyfB	b3510//b1426//b0831//
hyfR	b2506//b3100//b1882//b0296//b3799//
ibpB	b2266//b2702//
ileY	b1815//b2348//
ilvM	b3597//b1777//b3229//b0358//b3114//
ilvN	b2665//b0804//
iscU	b4655//b4290//b0429//b4113//b1851//
iscX	b3228//b2665//b4287//
kdsD	b0487//b3065//
ksgA	b0431//b1642//
lacZ	b4358//b1499//b1300//
lar	b2490//b4027//
leuZ	b0895//b1435//b1190//b2091//
lldR	b0724//b0641//b4478//
lpxP	b2515//b2241//b2683//b4304//
lspA	b1828//b3979//b3849//
lsrR	b1245//b3770//b3963//b1646//b3153//b2906//b1948//b3378//
lyx	b3944//b1927//
malQ	b2284//b1244//b2108//b4277//b3213//b2216//b3597//b1156//
manZ	b4254//b1252//b1003//
marR	b3303//b4126//
mcbA	b3302//b1971//
mcrA	b2266//b0273//
mdtJ	b4024//b0153//
menD	b0296//b0430//b4142//
metN	b3299//b1709//
mglC	b1079//b0150//b2450//
mhpB	b1132//b1925//
mhpF	b0093//b1265//
minD	b4005//b3825//
minE	b3318//b0750//
mnmG	b3711//b3931//
moaE	b1006//b0753//b3805//b1388//b2457//
mokB	b3536//b4096//
mpl	ysaC//b1157//
mprA	b3545//b3074//b0062//
mraZ	b3778//b4371//b2049//b4231//
mrp	b4289//b1262//
murE	b2036//b2524//
nagB	b1932//b4303//
nanM	b1228//b2319//
napF	b0799//b1685//
napH	b2523//b2168//b2052//b2719//b0910//
narJ	b3614//b4057//b2308//
narZ	b1504//b0652//
nirD	b1955//b2012//b1207//
nrdG	b3623//b3930//
nrdI	b3863//b0114//b0735//b3117//
nrfC	b1940//b2908//b0273//
nuoB	b0320//b2167//
nuoN	b3189//b4024//b2425//b1878//ybfG//b1305//b2524//b1157//b1088//b0796//b2217//
oppF	b2050//b0756//b3022//b0922//b2150//
paaI	b4114//b1992//b1006//b3750//b2907//b0379//b1089//b2230//ypjI//
pdhR	b4233//b3869//
pdxK	b2730//b0050//b2853//
pflB	b1499//b1552//
