#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:10:52 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/clusters_coexp_bnum.txt
aceB	b2418//b4621//
aceF	b0406//b1171//
adiC	b2282//b1633//
araH	b1717//b2039//b2914//
artP	b3927//b1617//
artQ	b1949//b1942//
atpH	b2147//b0329//b0357//b3728//b1176//b2502//
bcsB	b1175//b3992//
bcsF	b2256//b3536//
betI	b0436//pawZ//b3022//
btuE	b1840//b2262//
cadB	b0011//b1415//
ccmE	b2035//b1910//b0903//
ccmH	b4068//b0591//b3303//
chbR	b0652//b2486//
chpR	b1051//b3361//
citF	b1157//b1300//b3433//
cobU	b0864//b1198//b2051//
csgG	b2449//b4233//b0077//b0615//
cueR	b2051//b3422//b1155//
cusF	b3992//b0990//b1410//b1887//
cyoE	b3811//b0897//b4068//b3123//b1224//
dacA	b1509//b1880//
ddpC	b4478//b1910//
ddpF	b2660//b2662//b0505//b0115//
deoD	b2652//b0085//b2273//b0038//
dhaM	b0313//b1410//b0782//
dmsB	b2185//b4200//
dnaK	b3199//b2756//
dppF	b1818//b2601//b0617//b2287//b4203//
edd	b1414//b2093//
efeU	b0545//b0975//
eptA	b4269//b4469//b3478//b2763//b2673//b3631//b1630//b1563//b2168//
eutL	b0809//b1175//
eutT	b3024//b4328//b3671//b2853//b1784//b0450//
fabG	b0432//b1257//
fadB	b1094//b3863//
fdnI	b2450//b3001//
fecE	b2480//b3203//b4222//b3511//b1204//
fepC	b1493//b3012//
fepG	b2949//b3431//
fhuD	b1878//b0921//b2241//b3312//
fimH	b2776//b4005//b0072//b0778//
fimI	b0431//b3575//b2941//
fklB	b3185//b1388//b2524//
flhD	b0115//b3113//
frmR	b2867//b3605//
fruK	b2990//b3426//b3838//
ftsN	b2312//b2754//b0801//
gadX	b4287//b1428//
galT	b4469//b4428//b0186//b1848//
garR	b2751//b2878//b1076//b2400//b2763//
gatZ	b0023//b3686//b0945//b0186//b3906//b4308//b3580//
gcvT	b1576//b2914//b4056//
glcG	b3506//b0313//b0071//
glgX	b3362//b0990//b1493//b1306//
glnL	b0018//b2723//
glnQ	b3629//b1386//b2719//
glpT	b3306//b4142//b1245//b1487//b1513//ilvG//b1789//b4183//
gltB	b4369//b1988//
gltL	b3918//b0396//
glxR	b2097//b4352//
gspB	b2167//b2476//
gspD	b2446//b3739//
gspF	b1742//b0850//
gspM	b3311//b3378//
hisQ	b0158//b3822//b0329//
holC	b2725//b2905//b1881//b2515//
htpG	b2445//b2925//b1789//
hybC	b0061//b3320//
hybG	b0759//b0333//b0894//
hybO	b1165//b0468//b1396//
hydN	b1343//b1941//b1577//b3616//b2684//b0989//b2120//b3863//b2482//b3001//b1563//
hyfB	b3543//b4006//b1389//
hyfR	b3537//b1760//b2448//b4382//b2606//
ibpB	b3026//b0812//
ileY	b0307//b3619//
ilvM	b2618//b3732//b1074//b4539//b0778//
ilvN	b2782//b2272//
iscU	b1254//b2013//b2278//b1512//b4104//
iscX	b1138//b1487//b3711//
kdsD	b2609//yedS//
ksgA	b1680//b3721//
lacZ	b2972//b4270//b1102//
lar	b3957//b1681//
leuZ	b2167//b3613//b4254//b3167//
lldR	b3337//b3228//b1299//
lpxP	wbbL//b1180//b2606//b2198//
lspA	b3184//b2838//b1761//
lsrR	b1882//b3153//b4156//b0430//b2926//b2313//b1468//b1750//
lyx	b1511//b2523//
malQ	b0642//b1137//b3361//b3337//b2333//b3299//b1930//b2068//
manZ	b1389//b2662//b2056//
marR	b4230//b3751//
mcbA	b1836//b4485//
mcrA	b2012//b3168//
mdtJ	b1467//b1834//
menD	b3304//b3981//b0451//
metN	b4382//b4143//
mglC	b0087//b3098//b2488//
mhpB	b4557//b1642//
mhpF	b2443//b3186//
minD	b3403//b2204//
minE	b3115//b1254//
mnmG	b0434//b1755//
moaE	b3734//b2456//b0075//b1010//b0923//
mokB	b1848//b2486//
mpl	b3400//b0616//
mprA	b2469//b1884//b3870//
mraZ	b0168//b1146//b3310//b2041//
mrp	b3785//b1941//
murE	b2047//b0896//
nagB	b1297//b1513//
nanM	b2529//b2196//
napF	b0812//b1593//
napH	b3684//b2683//b1156//b4277//b1943//
narJ	b1226//b1014//b3739//
narZ	b1089//b3725//
nirD	b1563//b0168//b2739//
nrdG	b1836//b2302//
nrdI	b3176//b0572//b1817//b1948//
nrfC	b0727//b1123//b3065//
nuoB	b3198//b4376//
nuoN	b4367//b1081//b4378//b2739//b1262//b0414//b4071//b0855//b3595//b3321//b3749//
oppF	b2961//b0018//b3918//b2828//b1832//
paaI	b3325//b3222//b0171//b2050//b3031//b2887//b1665//b3525//b3454//
pdhR	b4467//b2765//
pdxK	b1492//b1516//b3619//
pflB	b3509//b3896//
pgk	b3432//b1165//b1126//
pheL	b2341//b2241//
phnE	b3001//b4471//
phnL	b4154//b4102//b2095//b3826//
pntA	b1817//b2767//
polA	b1746//b1204//
potH	b1876//b0641//b1651//b3517//b3378//b2867//b1681//
ppa	b1299//b3299//
ppdD	b1194//b2147//
ppx	b2463//b3787//
proX	b3751//b0468//b3172//
prpD	b3784//b4334//b2095//
pspD	b1930//b2207//b0574//b3956//
pstB	b1154//b0468//
pstS	b0351//b1681//b1166//
purT	b3330//b0779//b0520//b3960//b0336//b4603//b1062//b3255//b1444//b4132//
putP	b3127//b2925//
puuR	b2998//b2684//b2276//b3456//
pyrI	b1307//b1245//b4471//b3708//b3659//b0253//
rbsK	b1779//b1941//b3110//b1617//b4334//
rcsD	b3024//b2871//
recQ	b2498//b2748//
relE	b2147//b0071//
rhaB	b4035//b1941//
ribF	b0945//b1034//b1848//b1517//
rlpB	b1512//b1339//b0018//
rluA	b3737//b1420//
rpmI	b1207//b4430//
rpoN	b1246//b4320//
rseA	b2354//b0085//
rsxB	b4033//b2752//
rtcR	b2661//b1843//
rutG	b2236//b0642//b1478//b3620//b1922//b1923//b3875//
ryhB	b2661//b3347//
sapD	b1062//b4189//b2601//
serC	b3705//b2872//
serT	b2012//b1885//b0595//b0711//
sfmH	b0905//b3629//
slyA	b4231//b1006//
smpB	b3783//b2090//
srlE	b4032//b1662//b0763//b0533//b0232//
sroB	b3979//b1038//
sseB	b4304//b1476//
sspB	b3772//b4102//
ssrS	b1681//b4189//b3616//
sucD	b2903//b3725//b3623//b3265//b3260//b1389//b3788//b1089//b1171//b4143//b4160//b2205//b1918//
sufS	b0695//b1138//b2313//b0736//b4033//b0785//
tatA	b3514//b1426//
tdcG	b2873//b1410//b3311//b3229//b1176//b2872//b0121//
tdh	b3718//b1941//b3544//b2618//b3228//b0574//
tdk	b1010//b0350//
thrC	b2904//b4070//b0776//
thrW	b2146//b0233//b2464//b1892//
tnaC	b2918//b3826//b0958//
tolC	b4317//b0059//b0082//b1843//
tolR	b4467//b4189//b1599//
treC	b1342//b3906//
trmI	b2285//b3520//
trpL	b3297//b0428//b3129//b1554//b2949//
truB	b2515//b1578//
truD	b1147//b0595//b1255//
trxA	b0253//b1504//
trxB	b0721//b1849//
tyrA	b4067//b2976//
tyrB	b3310//b3658//b2199//
tyrU	b3967//b3072//b1484//b0518//b1176//
upp	b4071//b2029//b2933//b2616//b1611//
uraA	ilvG//b2051//b3728//
usg	b3788//b1247//
valV	b2446//b1152//b3972//
visC	b3611//b3308//b2108//arpB//
waaU	b0895//b1499//b1632//b2254//b3905//b3511//b1503//b2872//b2597//b2949//b4199//
wbbL	b1298//b1684//b1125//b2050//b0247//b1255//b0707//b4610//b1199//b3829//b1468//b1862//
wcaE	b1261//b3072//
wcaL	b3894//b4610//b4254//b1215//b3185//
wzxE	yncK//b3614//
xerD	b1818//b2600//
xylA	b0083//b2726//
yaaW	b2723//b3315//
yadM	b3802//b1166//
yaeB	b3362//b1297//
yaeI	b0114//b3771//
yafZ	b2994//b2252//
yajG	b3337//b4610//b2750//b3836//
ybaN	b2721//b3575//b2094//b3316//b3417//
ybbC	b1300//b2972//
ybbW	b1079//b0138//b0921//b2288//b3012//
ybcO	b2288//b1611//
ybdD	b2459//b0050//b2523//b2421//b0804//b4358//b2682//b0369//
ybeA	b2948//b1672//b4280//b3620//b3645//b1681//
ybeZ	b3750//b1254//
ybfC	b0635//b3721//
ybgC	b2868//b4506//
ybgJ	b1007//b4471//
ybgT	b1258//b2140//b1077//b0168//
ybhC	b2464//ecpB//b3805//b0139//
ybiC	b4589//b1937//b1909//b4052//b3944//b3555//b4027//b1082//b2949//b4485//b3848//b0659//b3454//b3598//
ybiH	b2867//b4376//
ybiX	b0432//b0182//b2506//b2998//b1152//b2607//b1426//b1710//b4430//b1246//b1157//b1925//b2867//b0753//b2249//
ybjC	b3596//b1674//
ycbS	b1629//b0072//
ycbT	b0347//b3202//
ycbZ	b0895//b4067//
yccB	b2991//b3314//b0162//b3304//b1892//b1815//b2675//b2044//b3170//b3649//
yccJ	b2926//b2216//
yccM	b0617//b1890//b3491//
yccW	b3770//b1034//b3403//
ycdZ	b0344//b0474//
yceD	b1555//b2506//
yceG	b2719//b2880//b1103//
ycfM	b0108//b2757//b2048//
ycgM	b2422//b3239//b3707//
ychS	b0593//b3783//b3772//b1492//b0301//b3555//b4355//
yciC	b3012//b1362//
yciH	ybfI//b4376//
ycjT	b3643//b1783//
ycjV	b2722//b4230//b0244//
ydaU	b4375//b0199//
ydaV	b2683//b3631//
ydaW	b0872//b0477//
ydcQ	b0704//b3725//
ydcW	b2868//b3962//
yddB	b2333//b2745//
ydeT	b4269//b3185//b0677//
ydeU	b3875//b1512//
ydfE	b1750//b0075//b0138//
ydfV	b2167//b3298//
ydhS	b3927//b0077//
ydiH	b1215//b3478//
ydiR	b2468//b0143//
ydjL	b1789//b3334//b0855//b1389//
yeaC	b1767//b3727//b1504//
yeaK	b3893//b1079//b2044//
yeaZ	b3631//b0710//b2933//
yebB	b0152//b1172//
yebC	b3240//b2738//b2335//b0168//b3212//b2782//b2828//
yebF	b1761//b3316//
yebG	b0168//b3711//b0432//b0168//b4154//b3159//b1577//b1392//b3707//b2013//b2035//b3905//b1912//b1940//b2933//
yebR	b1152//b1073//b2515//
yebT	ysaC//b0473//
yedF	b1588//b3493//
yedI	b2189//b1132//
yedL	b1149//b4230//b0812//b3475//b4015//
yedZ	b0120//b3990//b2103//
